PLAYER_ID,PLAYER_NAME,TEAM_ID,GAME_ID,ACTION_TYPE,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,SHOT_ZONE_BASIC
201565,Derrick Rose,1610612741,0021100003,Layup Shot,1,0,Restricted Area
201149,Joakim Noah,1610612741,0021100003,Hook Shot,1,1,Mid-Range
2430,Carlos Boozer,1610612741,0021100003,Jump Shot,1,1,Mid-Range
201149,Joakim Noah,1610612741,0021100003,Jump Shot,1,1,Mid-Range
2736,Luol Deng,1610612741,0021100003,Jump Shot,1,0,Mid-Range
201149,Joakim Noah,1610612741,0021100003,Jump Shot,1,0,Mid-Range
201149,Joakim Noah,1610612741,0021100003,Slam Dunk Shot,1,1,Restricted Area
2736,Luol Deng,1610612741,0021100003,Driving Dunk Shot,1,1,Restricted Area
2430,Carlos Boozer,1610612741,0021100003,Jump Shot,1,0,Mid-Range
2736,Luol Deng,1610612741,0021100003,Jump Shot,1,0,Above the Break 3
2736,Luol Deng,1610612741,0021100003,Jump Shot,1,0,Mid-Range
2430,Carlos Boozer,1610612741,0021100003,Jump Shot,1,0,Mid-Range
200758,Ronnie Brewer,1610612741,0021100003,Jump Shot,1,1,Mid-Range
2430,Carlos Boozer,1610612741,0021100003,Layup Shot,1,0,Restricted Area
200758,Ronnie Brewer,1610612741,0021100003,Layup Shot,1,1,Restricted Area
201600,Omer Asik,1610612741,0021100003,Tip Shot,1,0,Restricted Area
2736,Luol Deng,1610612741,0021100003,Layup Shot,1,1,Restricted Area
201959,Taj Gibson,1610612741,0021100003,Jump Shot,1,1,Mid-Range
201228,C.J. Watson,1610612741,0021100003,Jump Shot,1,1,Above the Break 3
201228,C.J. Watson,1610612741,0021100003,Jump Shot,1,0,Mid-Range
200758,Ronnie Brewer,1610612741,0021100003,Jump Shot,1,0,Mid-Range
201600,Omer Asik,1610612741,0021100003,Layup Shot,1,1,Restricted Area
201959,Taj Gibson,1610612741,0021100003,Jump Shot,1,0,Mid-Range
2594,Kyle Korver,1610612741,0021100003,Jump Shot,1,0,Left Corner 3
1888,Richard Hamilton,1610612741,0021100003,Jump Shot,1,0,Mid-Range
201228,C.J. Watson,1610612741,0021100003,Jump Shot,1,0,Above the Break 3
1888,Richard Hamilton,1610612741,0021100003,Jump Shot,1,0,Mid-Range
201228,C.J. Watson,1610612741,0021100003,Jump Shot,1,1,Left Corner 3
1888,Richard Hamilton,1610612741,0021100003,Jump Shot,1,1,Mid-Range
201565,Derrick Rose,1610612741,0021100003,Jump Shot,1,1,In The Paint (Non-RA)
2430,Carlos Boozer,1610612741,0021100003,Hook Shot,1,1,In The Paint (Non-RA)
201565,Derrick Rose,1610612741,0021100003,Driving Layup Shot,1,1,Restricted Area
2430,Carlos Boozer,1610612741,0021100003,Layup Shot,1,1,Restricted Area
1888,Richard Hamilton,1610612741,0021100003,Jump Shot,1,1,Mid-Range
2430,Carlos Boozer,1610612741,0021100003,Layup Shot,1,1,Restricted Area
201565,Derrick Rose,1610612741,0021100003,Jump Shot,1,1,Above the Break 3
2736,Luol Deng,1610612741,0021100003,Jump Shot,1,0,Mid-Range
2430,Carlos Boozer,1610612741,0021100003,Jump Shot,1,1,Mid-Range
201565,Derrick Rose,1610612741,0021100003,Jump Shot,1,1,Above the Break 3
2736,Luol Deng,1610612741,0021100003,Jump Shot,1,1,Left Corner 3
2736,Luol Deng,1610612741,0021100003,Driving Layup Shot,1,1,Restricted Area
2736,Luol Deng,1610612741,0021100003,Jump Shot,1,0,Mid-Range
1888,Richard Hamilton,1610612741,0021100003,Jump Shot,1,0,Mid-Range
2736,Luol Deng,1610612741,0021100003,Jump Shot,1,0,In The Paint (Non-RA)
201565,Derrick Rose,1610612741,0021100003,Jump Shot,1,1,Above the Break 3
201565,Derrick Rose,1610612741,0021100003,Jump Shot,1,0,Above the Break 3
201149,Joakim Noah,1610612741,0021100003,Hook Shot,1,0,In The Paint (Non-RA)
201149,Joakim Noah,1610612741,0021100003,Layup Shot,1,0,Restricted Area
2736,Luol Deng,1610612741,0021100003,Jump Shot,1,0,Left Corner 3
201565,Derrick Rose,1610612741,0021100003,Layup Shot,1,1,Restricted Area
201149,Joakim Noah,1610612741,0021100003,Layup Shot,1,0,Restricted Area
201149,Joakim Noah,1610612741,0021100003,Layup Shot,1,0,Restricted Area
1888,Richard Hamilton,1610612741,0021100003,Layup Shot,1,1,Restricted Area
2736,Luol Deng,1610612741,0021100003,Jump Shot,1,0,In The Paint (Non-RA)
2430,Carlos Boozer,1610612741,0021100003,Jump Shot,1,0,Mid-Range
200758,Ronnie Brewer,1610612741,0021100003,Jump Shot,1,0,Mid-Range
201565,Derrick Rose,1610612741,0021100003,Jump Shot,1,1,Above the Break 3
201565,Derrick Rose,1610612741,0021100003,Jump Shot,1,0,Mid-Range
201959,Taj Gibson,1610612741,0021100003,Jump Shot,1,0,In The Paint (Non-RA)
2736,Luol Deng,1610612741,0021100003,Layup Shot,1,1,Restricted Area
2736,Luol Deng,1610612741,0021100003,Layup Shot,1,0,Restricted Area
201228,C.J. Watson,1610612741,0021100003,Jump Shot,1,0,Mid-Range
201600,Omer Asik,1610612741,0021100003,Tip Shot,1,0,Restricted Area
201959,Taj Gibson,1610612741,0021100003,Jump Shot,1,0,Mid-Range
201600,Omer Asik,1610612741,0021100003,Hook Shot,1,0,In The Paint (Non-RA)
200758,Ronnie Brewer,1610612741,0021100003,Jump Shot,1,0,Mid-Range
201600,Omer Asik,1610612741,0021100003,Layup Shot,1,0,Restricted Area
2594,Kyle Korver,1610612741,0021100003,Jump Shot,1,0,Above the Break 3
201228,C.J. Watson,1610612741,0021100003,Jump Shot,1,0,Mid-Range
2430,Carlos Boozer,1610612741,0021100003,Fadeaway Jump Shot,1,1,In The Paint (Non-RA)
2430,Carlos Boozer,1610612741,0021100003,Layup Shot,1,0,Restricted Area
201149,Joakim Noah,1610612741,0021100003,Jump Shot,1,0,Restricted Area
201565,Derrick Rose,1610612741,0021100003,Jump Shot,1,0,Above the Break 3
