PLAYER_ID,PLAYER_NAME,TEAM_ID,GAME_ID,ACTION_TYPE,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,SHOT_ZONE_BASIC
1628366,Lonzo Ball,1610612741,0022100004,Jump Shot,1,0,Above the Break 3
203897,Zach LaVine,1610612741,0022100004,Driving Layup Shot,1,1,In The Paint (Non-RA)
203897,Zach LaVine,1610612741,0022100004,Fadeaway Jump Shot,1,0,In The Paint (Non-RA)
1630172,Patrick Williams,1610612741,0022100004,Cutting Dunk Shot,1,1,Restricted Area
1628366,Lonzo Ball,1610612741,0022100004,Driving Layup Shot,1,0,Restricted Area
201942,DeMar DeRozan,1610612741,0022100004,Layup Shot,1,0,In The Paint (Non-RA)
202696,Nikola Vučević,1610612741,0022100004,Turnaround Hook Shot,1,0,Restricted Area
202696,Nikola Vučević,1610612741,0022100004,Jump Shot,1,0,Above the Break 3
1630172,Patrick Williams,1610612741,0022100004,Alley Oop Layup shot,1,1,Restricted Area
1628366,Lonzo Ball,1610612741,0022100004,Jump Shot,1,0,Right Corner 3
201942,DeMar DeRozan,1610612741,0022100004,Step Back Jump shot,1,1,In The Paint (Non-RA)
202696,Nikola Vučević,1610612741,0022100004,Driving Layup Shot,1,0,Restricted Area
202696,Nikola Vučević,1610612741,0022100004,Layup Shot,1,0,Restricted Area
202696,Nikola Vučević,1610612741,0022100004,Tip Layup Shot,1,0,Restricted Area
202696,Nikola Vučević,1610612741,0022100004,Tip Layup Shot,1,1,Restricted Area
202696,Nikola Vučević,1610612741,0022100004,Layup Shot,1,1,Restricted Area
203897,Zach LaVine,1610612741,0022100004,Jump Shot,1,0,Above the Break 3
202696,Nikola Vučević,1610612741,0022100004,Layup Shot,1,0,Restricted Area
1627936,Alex Caruso,1610612741,0022100004,Floating Jump shot,1,0,In The Paint (Non-RA)
202696,Nikola Vučević,1610612741,0022100004,Layup Shot,1,0,Restricted Area
201942,DeMar DeRozan,1610612741,0022100004,Pullup Jump shot,1,1,Mid-Range
201942,DeMar DeRozan,1610612741,0022100004,Driving Floating Jump Shot,1,0,In The Paint (Non-RA)
1628993,Alize Johnson,1610612741,0022100004,Layup Shot,1,0,Restricted Area
201942,DeMar DeRozan,1610612741,0022100004,Layup Shot,1,0,Restricted Area
1627936,Alex Caruso,1610612741,0022100004,Jump Shot,1,0,Above the Break 3
201942,DeMar DeRozan,1610612741,0022100004,Layup Shot,1,0,Restricted Area
1627936,Alex Caruso,1610612741,0022100004,Jump Shot,1,1,Above the Break 3
1627936,Alex Caruso,1610612741,0022100004,Jump Shot,1,0,Above the Break 3
1628366,Lonzo Ball,1610612741,0022100004,Pullup Jump shot,1,1,In The Paint (Non-RA)
202696,Nikola Vučević,1610612741,0022100004,Floating Jump shot,1,1,Restricted Area
203897,Zach LaVine,1610612741,0022100004,Pullup Jump shot,1,1,Mid-Range
202696,Nikola Vučević,1610612741,0022100004,Jump Shot,1,1,Mid-Range
203897,Zach LaVine,1610612741,0022100004,Layup Shot,1,1,Restricted Area
203897,Zach LaVine,1610612741,0022100004,Pullup Jump shot,1,1,Mid-Range
1630245,Ayo Dosunmu,1610612741,0022100004,Jump Shot,1,0,Right Corner 3
202696,Nikola Vučević,1610612741,0022100004,Driving Layup Shot,1,0,Restricted Area
202696,Nikola Vučević,1610612741,0022100004,Jump Shot,1,1,Mid-Range
201942,DeMar DeRozan,1610612741,0022100004,Layup Shot,1,0,Restricted Area
201942,DeMar DeRozan,1610612741,0022100004,Layup Shot,1,1,Restricted Area
202696,Nikola Vučević,1610612741,0022100004,Jump Shot,1,0,Mid-Range
203897,Zach LaVine,1610612741,0022100004,Step Back Jump shot,1,1,Above the Break 3
201942,DeMar DeRozan,1610612741,0022100004,Fadeaway Jump Shot,1,1,In The Paint (Non-RA)
201942,DeMar DeRozan,1610612741,0022100004,Pullup Jump shot,1,0,In The Paint (Non-RA)
202696,Nikola Vučević,1610612741,0022100004,Turnaround Hook Shot,1,0,Restricted Area
1628366,Lonzo Ball,1610612741,0022100004,Jump Shot,1,0,Above the Break 3
1628366,Lonzo Ball,1610612741,0022100004,Layup Shot,1,0,Restricted Area
1628366,Lonzo Ball,1610612741,0022100004,Tip Layup Shot,1,1,Restricted Area
