PLAYER_ID,PLAYER_NAME,TEAM_ID,GAME_ID,ACTION_TYPE,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,SHOT_ZONE_BASIC
1630171,Isaac Okoro,1610612741,0022500023,Driving Hook Shot,1,0,Restricted Area
1641824,Matas Buzelis,1610612741,0022500023,Jump Shot,1,0,Above the Break 3
1630581,Josh Giddey,1610612741,0022500023,Step Back Jump shot,1,0,Above the Break 3
1630581,Josh Giddey,1610612741,0022500023,Driving Layup Shot,1,1,Restricted Area
202696,Nikola Vučević,1610612741,0022500023,Jump Shot,1,1,Mid-Range
1630581,Josh Giddey,1610612741,0022500023,Driving Layup Shot,1,1,In The Paint (Non-RA)
202696,Nikola Vučević,1610612741,0022500023,Turnaround Hook Shot,1,1,In The Paint (Non-RA)
1641824,Matas Buzelis,1610612741,0022500023,Running Alley Oop Dunk Shot,1,1,Restricted Area
1630171,Isaac Okoro,1610612741,0022500023,Jump Shot,1,1,Left Corner 3
1628989,Kevin Huerter,1610612741,0022500023,Running Jump Shot,1,0,Above the Break 3
202696,Nikola Vučević,1610612741,0022500023,Running Jump Shot,1,0,Above the Break 3
1630172,Patrick Williams,1610612741,0022500023,Jump Shot,1,0,Above the Break 3
1630581,Josh Giddey,1610612741,0022500023,Driving Floating Jump Shot,1,0,In The Paint (Non-RA)
1628989,Kevin Huerter,1610612741,0022500023,Jump Shot,1,0,Above the Break 3
1630245,Ayo Dosunmu,1610612741,0022500023,Running Finger Roll Layup Shot,1,1,Restricted Area
1628989,Kevin Huerter,1610612741,0022500023,Cutting Finger Roll Layup Shot,1,1,Restricted Area
1630200,Tre Jones,1610612741,0022500023,Driving Layup Shot,1,0,Restricted Area
1630245,Ayo Dosunmu,1610612741,0022500023,Driving Dunk Shot,1,1,Restricted Area
1630188,Jalen Smith,1610612741,0022500023,Jump Shot,1,1,Above the Break 3
1630172,Patrick Williams,1610612741,0022500023,Driving Layup Shot,1,1,Restricted Area
1630245,Ayo Dosunmu,1610612741,0022500023,Driving Finger Roll Layup Shot,1,1,Restricted Area
1630581,Josh Giddey,1610612741,0022500023,Cutting Layup Shot,1,0,Restricted Area
1641763,Julian Phillips,1610612741,0022500023,Cutting Layup Shot,1,0,In The Paint (Non-RA)
1630188,Jalen Smith,1610612741,0022500023,Jump Shot,1,0,Above the Break 3
1630581,Josh Giddey,1610612741,0022500023,Jump Shot,1,1,Right Corner 3
1630172,Patrick Williams,1610612741,0022500023,Turnaround Jump Shot,1,0,In The Paint (Non-RA)
1630245,Ayo Dosunmu,1610612741,0022500023,Running Jump Shot,1,0,Right Corner 3
1630172,Patrick Williams,1610612741,0022500023,Jump Shot,1,1,Above the Break 3
1641824,Matas Buzelis,1610612741,0022500023,Jump Shot,1,1,Above the Break 3
1630581,Josh Giddey,1610612741,0022500023,Pullup Jump shot,1,1,Above the Break 3
1630188,Jalen Smith,1610612741,0022500023,Jump Shot,1,0,Above the Break 3
1641824,Matas Buzelis,1610612741,0022500023,Jump Shot,1,0,Left Corner 3
1628989,Kevin Huerter,1610612741,0022500023,Cutting Layup Shot,1,1,Restricted Area
1630581,Josh Giddey,1610612741,0022500023,Layup Shot,1,1,Restricted Area
202696,Nikola Vučević,1610612741,0022500023,Cutting Finger Roll Layup Shot,1,1,Restricted Area
