PLAYER_ID,PLAYER_NAME,TEAM_ID,GAME_ID,ACTION_TYPE,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,SHOT_ZONE_BASIC
1628470,Torrey Craig,1610612741,0022300004,Jump Shot,1,1,Above the Break 3
201942,DeMar DeRozan,1610612741,0022300004,Pullup Jump shot,1,1,Mid-Range
201942,DeMar DeRozan,1610612741,0022300004,Jump Shot,1,0,Mid-Range
1629632,Coby White,1610612741,0022300004,Jump Shot,1,0,Above the Break 3
203897,Zach LaVine,1610612741,0022300004,Jump Shot,1,1,Above the Break 3
1629632,Coby White,1610612741,0022300004,Driving Layup Shot,1,1,Restricted Area
201942,DeMar DeRozan,1610612741,0022300004,Driving Layup Shot,1,1,Restricted Area
202696,Nikola Vučević,1610612741,0022300004,Floating Jump shot,1,0,In The Paint (Non-RA)
1629632,Coby White,1610612741,0022300004,Jump Shot,1,1,Left Corner 3
201942,DeMar DeRozan,1610612741,0022300004,Pullup Jump shot,1,1,Mid-Range
201942,DeMar DeRozan,1610612741,0022300004,Jump Shot,1,1,Left Corner 3
202696,Nikola Vučević,1610612741,0022300004,Hook Shot,1,0,Restricted Area
203897,Zach LaVine,1610612741,0022300004,Jump Shot,1,0,Above the Break 3
1629632,Coby White,1610612741,0022300004,Jump Shot,1,0,Above the Break 3
1628975,Jevon Carter,1610612741,0022300004,Step Back Jump shot,1,0,Right Corner 3
1627936,Alex Caruso,1610612741,0022300004,Jump Shot,1,0,Above the Break 3
203897,Zach LaVine,1610612741,0022300004,Running Dunk Shot,1,1,Restricted Area
1628975,Jevon Carter,1610612741,0022300004,Pullup Jump shot,1,1,Mid-Range
203897,Zach LaVine,1610612741,0022300004,Jump Shot,1,0,Above the Break 3
203083,Andre Drummond,1610612741,0022300004,Cutting Layup Shot,1,1,Restricted Area
1630172,Patrick Williams,1610612741,0022300004,Pullup Jump shot,1,1,Above the Break 3
1630172,Patrick Williams,1610612741,0022300004,Driving Floating Jump Shot,1,0,In The Paint (Non-RA)
1628975,Jevon Carter,1610612741,0022300004,Jump Shot,1,1,Right Corner 3
201942,DeMar DeRozan,1610612741,0022300004,Pullup Jump shot,1,0,Mid-Range
203083,Andre Drummond,1610612741,0022300004,Turnaround Bank shot,1,1,Restricted Area
1628470,Torrey Craig,1610612741,0022300004,Driving Layup Shot,1,0,Restricted Area
201942,DeMar DeRozan,1610612741,0022300004,Driving Layup Shot,1,0,Restricted Area
1629632,Coby White,1610612741,0022300004,Jump Shot,1,0,Above the Break 3
1629632,Coby White,1610612741,0022300004,Driving Finger Roll Layup Shot,1,1,Restricted Area
1630172,Patrick Williams,1610612741,0022300004,Jump Shot,1,1,Above the Break 3
1629632,Coby White,1610612741,0022300004,Jump Shot,1,1,Left Corner 3
203897,Zach LaVine,1610612741,0022300004,Running Layup Shot,1,1,Restricted Area
203897,Zach LaVine,1610612741,0022300004,Jump Bank Shot,1,0,Restricted Area
202696,Nikola Vučević,1610612741,0022300004,Putback Layup Shot,1,1,Restricted Area
203897,Zach LaVine,1610612741,0022300004,Fadeaway Jump Shot,1,1,Mid-Range
203897,Zach LaVine,1610612741,0022300004,Turnaround Fadeaway shot,1,1,In The Paint (Non-RA)
201942,DeMar DeRozan,1610612741,0022300004,Jump Shot,1,1,Mid-Range
201942,DeMar DeRozan,1610612741,0022300004,Jump Shot,1,1,Above the Break 3
201942,DeMar DeRozan,1610612741,0022300004,Jump Shot,1,0,Mid-Range
203897,Zach LaVine,1610612741,0022300004,Pullup Jump shot,1,0,Above the Break 3
201942,DeMar DeRozan,1610612741,0022300004,Pullup Jump shot,1,0,Mid-Range
203897,Zach LaVine,1610612741,0022300004,Jump Shot,1,0,Left Corner 3
1629632,Coby White,1610612741,0022300004,Jump Shot,1,0,Above the Break 3
203897,Zach LaVine,1610612741,0022300004,Driving Finger Roll Layup Shot,1,1,Restricted Area
201942,DeMar DeRozan,1610612741,0022300004,Jump Shot,1,0,Above the Break 3
203897,Zach LaVine,1610612741,0022300004,Jump Shot,1,0,Mid-Range
202696,Nikola Vučević,1610612741,0022300004,Putback Layup Shot,1,0,Restricted Area
1628470,Torrey Craig,1610612741,0022300004,Jump Shot,1,0,Left Corner 3
202696,Nikola Vučević,1610612741,0022300004,Jump Shot,1,1,Mid-Range
203897,Zach LaVine,1610612741,0022300004,Step Back Jump shot,1,0,Right Corner 3
1629632,Coby White,1610612741,0022300004,Fadeaway Jump Shot,1,0,In The Paint (Non-RA)
203897,Zach LaVine,1610612741,0022300004,Driving Layup Shot,1,1,Restricted Area
1629632,Coby White,1610612741,0022300004,Turnaround Fadeaway shot,1,1,Mid-Range
202696,Nikola Vučević,1610612741,0022300004,Cutting Layup Shot,1,1,Restricted Area
1629632,Coby White,1610612741,0022300004,Driving Finger Roll Layup Shot,1,0,Restricted Area
202696,Nikola Vučević,1610612741,0022300004,Putback Layup Shot,1,1,Restricted Area
201942,DeMar DeRozan,1610612741,0022300004,Jump Shot,1,0,Mid-Range
201942,DeMar DeRozan,1610612741,0022300004,Jump Shot,1,0,Mid-Range
1629632,Coby White,1610612741,0022300004,Driving Finger Roll Layup Shot,1,1,Restricted Area
203897,Zach LaVine,1610612741,0022300004,Driving Finger Roll Layup Shot,1,1,Restricted Area
1630172,Patrick Williams,1610612741,0022300004,Driving Floating Bank Jump Shot,1,1,In The Paint (Non-RA)
202696,Nikola Vučević,1610612741,0022300004,Turnaround Hook Shot,1,0,In The Paint (Non-RA)
202696,Nikola Vučević,1610612741,0022300004,Tip Layup Shot,1,0,Restricted Area
1629632,Coby White,1610612741,0022300004,Jump Shot,1,0,Above the Break 3
201942,DeMar DeRozan,1610612741,0022300004,Jump Shot,1,0,Mid-Range
