PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,SHOT_ZONE_BASIC,ACTION_TYPE,SHOT_ATTEMPTED_FLAG
1643265,Jonas Aidoo,1610612762,Utah Jazz,Restricted Area,Floating Jump shot,1
1643517,Dailyn Swain,1610612741,Chicago Bulls,In The Paint (Non-RA),Pullup Jump shot,1
1643060,Hayden Gray,1610612762,Utah Jazz,In The Paint (Non-RA),Pullup Jump shot,1
1643158,Andersson Garcia,1610612762,Utah Jazz,Restricted Area,Running Layup Shot,1
1643637,Jaylin Sellers,1610612741,Chicago Bulls,Right Corner 3,Jump Shot,1
1642396,Blake Hinson,1610612762,Utah Jazz,Above the Break 3,Jump Shot,1
1642855,Noa Essengue,1610612741,Chicago Bulls,In The Paint (Non-RA),Driving Floating Jump Shot,1
1643410,Caleb Wilson,1610612741,Chicago Bulls,Above the Break 3,Jump Shot,1
1643060,Hayden Gray,1610612762,Utah Jazz,In The Paint (Non-RA),Driving Layup Shot,1
1642855,Noa Essengue,1610612741,Chicago Bulls,Restricted Area,Running Dunk Shot,1
1643410,Caleb Wilson,1610612741,Chicago Bulls,In The Paint (Non-RA),Floating Jump shot,1
1643265,Jonas Aidoo,1610612762,Utah Jazz,Restricted Area,Cutting Dunk Shot,1
1643016,Bez Mbeng,1610612762,Utah Jazz,Restricted Area,Running Layup Shot,1
1643410,Caleb Wilson,1610612741,Chicago Bulls,Mid-Range,Fadeaway Jump Shot,1
1642396,Blake Hinson,1610612762,Utah Jazz,In The Paint (Non-RA),Driving Layup Shot,1
1631113,Kennedy Chandler,1610612741,Chicago Bulls,Restricted Area,Driving Layup Shot,1
1643410,Caleb Wilson,1610612741,Chicago Bulls,Above the Break 3,Jump Shot,1
1643615,Donovan Atwell,1610612741,Chicago Bulls,Right Corner 3,Jump Shot,1
1643591,Tobe Awaka,1610612741,Chicago Bulls,Restricted Area,Putback Dunk Shot,1
1631115,Orlando Robinson,1610612762,Utah Jazz,Restricted Area,Cutting Layup Shot,1
1643637,Jaylin Sellers,1610612741,Chicago Bulls,Above the Break 3,Running Jump Shot,1
1631113,Kennedy Chandler,1610612741,Chicago Bulls,In The Paint (Non-RA),Driving Floating Jump Shot,1
1642888,Matt Cleveland,1610612762,Utah Jazz,In The Paint (Non-RA),Jump Shot,1
1631113,Kennedy Chandler,1610612741,Chicago Bulls,Mid-Range,Driving Floating Jump Shot,1
1642888,Matt Cleveland,1610612762,Utah Jazz,Mid-Range,Running Jump Shot,1
1642013,Malik Williams,1610612741,Chicago Bulls,Above the Break 3,Jump Shot,1
1643744,Houston Mallette,1610612741,Chicago Bulls,Left Corner 3,Jump Shot,1
1643410,Caleb Wilson,1610612741,Chicago Bulls,Above the Break 3,Jump Shot,1
1642640,Justin Harmon,1610612762,Utah Jazz,Left Corner 3,Running Jump Shot,1
1642888,Matt Cleveland,1610612762,Utah Jazz,Restricted Area,Tip Layup Shot,1
1643410,Caleb Wilson,1610612741,Chicago Bulls,Restricted Area,Dunk Shot,1
1642640,Justin Harmon,1610612762,Utah Jazz,Restricted Area,Driving Finger Roll Layup Shot,1
1643744,Houston Mallette,1610612741,Chicago Bulls,Mid-Range,Pullup Jump shot,1
1642640,Justin Harmon,1610612762,Utah Jazz,Restricted Area,Driving Layup Shot,1
