PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,SHOT_ZONE_BASIC,ACTION_TYPE,SHOT_ATTEMPTED_FLAG
1643414,Mikel Brown Jr.,1610612751,Brooklyn Nets,Above the Break 3,Pullup Jump shot,1
1641803,Tristen Newton,1610612745,Houston Rockets,Mid-Range,Driving Floating Jump Shot,1
1630701,Michael Foster Jr.,1610612745,Houston Rockets,Restricted Area,Tip Layup Shot,1
1641803,Tristen Newton,1610612745,Houston Rockets,Restricted Area,Layup Shot,1
1630701,Michael Foster Jr.,1610612745,Houston Rockets,Left Corner 3,Jump Shot,1
1642962,Drake Powell,1610612751,Brooklyn Nets,In The Paint (Non-RA),Pullup Jump shot,1
1641803,Tristen Newton,1610612745,Houston Rockets,Above the Break 3,Jump Shot,1
1643414,Mikel Brown Jr.,1610612751,Brooklyn Nets,Above the Break 3,Pullup Jump shot,1
1642384,Isaiah Crawford,1610612745,Houston Rockets,In The Paint (Non-RA),Driving Layup Shot,1
1642874,Danny Wolf,1610612751,Brooklyn Nets,Restricted Area,Running Layup Shot,1
1643570,Bruce Thornton,1610612745,Houston Rockets,In The Paint (Non-RA),Driving Floating Jump Shot,1
1643414,Mikel Brown Jr.,1610612751,Brooklyn Nets,Right Corner 3,Jump Shot,1
1630701,Michael Foster Jr.,1610612745,Houston Rockets,Mid-Range,Fadeaway Jump Shot,1
1641803,Tristen Newton,1610612745,Houston Rockets,Restricted Area,Tip Layup Shot,1
1643595,Quadir Copeland,1610612745,Houston Rockets,Restricted Area,Tip Layup Shot,1
1642879,Ben Saraf,1610612751,Brooklyn Nets,In The Paint (Non-RA),Driving Layup Shot,1
1642856,Egor Dëmin,1610612751,Brooklyn Nets,Above the Break 3,Jump Shot,1
1642384,Isaiah Crawford,1610612745,Houston Rockets,Mid-Range,Fadeaway Jump Shot,1
1642384,Isaiah Crawford,1610612745,Houston Rockets,Above the Break 3,Running Jump Shot,1
1642856,Egor Dëmin,1610612751,Brooklyn Nets,Restricted Area,Running Layup Shot,1
1642384,Isaiah Crawford,1610612745,Houston Rockets,In The Paint (Non-RA),Driving Floating Jump Shot,1
1642384,Isaiah Crawford,1610612745,Houston Rockets,In The Paint (Non-RA),Putback Layup Shot,1
1643538,Joshua Jefferson,1610612751,Brooklyn Nets,Mid-Range,Turnaround Fadeaway shot,1
1642384,Isaiah Crawford,1610612745,Houston Rockets,Right Corner 3,Jump Shot,1
1642856,Egor Dëmin,1610612751,Brooklyn Nets,Above the Break 3,Pullup Jump shot,1
1643052,Chaney Johnson,1610612751,Brooklyn Nets,In The Paint (Non-RA),Driving Floating Jump Shot,1
1643548,Tyler Bilodeau,1610612751,Brooklyn Nets,Restricted Area,Driving Layup Shot,1
1630227,Daishen Nix,1610612745,Houston Rockets,In The Paint (Non-RA),Driving Layup Shot,1
1643414,Mikel Brown Jr.,1610612751,Brooklyn Nets,Above the Break 3,Jump Shot,1
1643548,Tyler Bilodeau,1610612751,Brooklyn Nets,Restricted Area,Tip Layup Shot,1
1642384,Isaiah Crawford,1610612745,Houston Rockets,In The Paint (Non-RA),Driving Layup Shot,1
1642879,Ben Saraf,1610612751,Brooklyn Nets,Above the Break 3,Jump Shot,1
1642962,Drake Powell,1610612751,Brooklyn Nets,Left Corner 3,Jump Shot,1
1643414,Mikel Brown Jr.,1610612751,Brooklyn Nets,Restricted Area,Driving Reverse Layup Shot,1
1643120,Dain Dainja,1610612751,Brooklyn Nets,Restricted Area,Tip Layup Shot,1
1630227,Daishen Nix,1610612745,Houston Rockets,Above the Break 3,Jump Shot,1
1642962,Drake Powell,1610612751,Brooklyn Nets,Right Corner 3,Jump Shot,1
1643120,Dain Dainja,1610612751,Brooklyn Nets,In The Paint (Non-RA),Putback Layup Shot,1
1642046,Miller Kopp,1610612745,Houston Rockets,Right Corner 3,Jump Shot,1
1643548,Tyler Bilodeau,1610612751,Brooklyn Nets,Mid-Range,Jump Shot,1
1643120,Dain Dainja,1610612751,Brooklyn Nets,Restricted Area,Tip Dunk Shot,1
1643052,Chaney Johnson,1610612751,Brooklyn Nets,In The Paint (Non-RA),Jump Shot,1
1643595,Quadir Copeland,1610612745,Houston Rockets,In The Paint (Non-RA),Driving Finger Roll Layup Shot,1
1643062,Chris Ledlum,1610612745,Houston Rockets,In The Paint (Non-RA),Layup Shot,1
1642879,Ben Saraf,1610612751,Brooklyn Nets,Restricted Area,Driving Layup Shot,1
1643570,Bruce Thornton,1610612745,Houston Rockets,Restricted Area,Driving Layup Shot,1
1642874,Danny Wolf,1610612751,Brooklyn Nets,In The Paint (Non-RA),Driving Layup Shot,1
1641803,Tristen Newton,1610612745,Houston Rockets,Mid-Range,Driving Floating Jump Shot,1
1643570,Bruce Thornton,1610612745,Houston Rockets,In The Paint (Non-RA),Running Jump Shot,1
1643538,Joshua Jefferson,1610612751,Brooklyn Nets,In The Paint (Non-RA),Hook Shot,1
1643570,Bruce Thornton,1610612745,Houston Rockets,Mid-Range,Jump Shot,1
1643548,Tyler Bilodeau,1610612751,Brooklyn Nets,Right Corner 3,Jump Shot,1
1643548,Tyler Bilodeau,1610612751,Brooklyn Nets,Above the Break 3,Running Jump Shot,1
1643414,Mikel Brown Jr.,1610612751,Brooklyn Nets,Restricted Area,Driving Layup Shot,1
1642384,Isaiah Crawford,1610612745,Houston Rockets,Left Corner 3,Running Jump Shot,1
1643414,Mikel Brown Jr.,1610612751,Brooklyn Nets,Above the Break 3,Jump Shot,1
1643052,Chaney Johnson,1610612751,Brooklyn Nets,Restricted Area,Layup Shot,1
1643052,Chaney Johnson,1610612751,Brooklyn Nets,Restricted Area,Running Alley Oop Dunk Shot,1
1643570,Bruce Thornton,1610612745,Houston Rockets,In The Paint (Non-RA),Driving Floating Bank Jump Shot,1
1643414,Mikel Brown Jr.,1610612751,Brooklyn Nets,Above the Break 3,Pullup Jump shot,1
1642962,Drake Powell,1610612751,Brooklyn Nets,Right Corner 3,Jump Shot,1
1643414,Mikel Brown Jr.,1610612751,Brooklyn Nets,Restricted Area,Running Layup Shot,1
1630227,Daishen Nix,1610612745,Houston Rockets,Restricted Area,Driving Layup Shot,1
1643595,Quadir Copeland,1610612745,Houston Rockets,In The Paint (Non-RA),Jump Shot,1
1643595,Quadir Copeland,1610612745,Houston Rockets,Mid-Range,Turnaround Fadeaway Bank Jump Shot,1
1641803,Tristen Newton,1610612745,Houston Rockets,Above the Break 3,Jump Shot,1
