PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,SHOT_ZONE_BASIC,ACTION_TYPE,SHOT_ATTEMPTED_FLAG
1642481,Jamarion Sharp,1610612761,Toronto Raptors,Restricted Area,Cutting Layup Shot,1
1642481,Jamarion Sharp,1610612761,Toronto Raptors,In The Paint (Non-RA),Floating Jump shot,1
1641907,Erik Stevenson,1610612743,Denver Nuggets,Above the Break 3,Pullup Jump shot,1
1643091,Tyson Degenhart,1610612761,Toronto Raptors,Restricted Area,Layup Shot,1
1642481,Jamarion Sharp,1610612761,Toronto Raptors,Restricted Area,Tip Layup Shot,1
1641813,Mark Sears,1610612743,Denver Nuggets,In The Paint (Non-RA),Layup Shot,1
1642615,Tyreke Key,1610612761,Toronto Raptors,Restricted Area,Running Layup Shot,1
1643091,Tyson Degenhart,1610612761,Toronto Raptors,Left Corner 3,Jump Shot,1
1642615,Tyreke Key,1610612761,Toronto Raptors,In The Paint (Non-RA),Jump Shot,1
1631285,Efe Abogidi,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1643718,Nimari Burnett,1610612761,Toronto Raptors,In The Paint (Non-RA),Layup Shot,1
1631285,Efe Abogidi,1610612743,Denver Nuggets,In The Paint (Non-RA),Cutting Layup Shot,1
1643091,Tyson Degenhart,1610612761,Toronto Raptors,Restricted Area,Layup Shot,1
1641907,Erik Stevenson,1610612743,Denver Nuggets,Above the Break 3,Pullup Jump shot,1
1643091,Tyson Degenhart,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1643558,Jaden Bradley,1610612761,Toronto Raptors,In The Paint (Non-RA),Jump Shot,1
1630186,Jahmi'us Ramsey,1610612743,Denver Nuggets,Above the Break 3,Pullup Jump shot,1
1642481,Jamarion Sharp,1610612761,Toronto Raptors,Restricted Area,Alley Oop Dunk Shot,1
1631285,Efe Abogidi,1610612743,Denver Nuggets,In The Paint (Non-RA),Cutting Dunk Shot,1
27930,Malik Thomas,1610612761,Toronto Raptors,In The Paint (Non-RA),Fadeaway Jump Shot,1
1643574,Mark Mitchell Jr.,1610612743,Denver Nuggets,In The Paint (Non-RA),Turnaround Hook Shot,1
1643719,Jalen Celestine,1610612761,Toronto Raptors,Right Corner 3,Jump Shot,1
1641813,Mark Sears,1610612743,Denver Nuggets,Restricted Area,Driving Reverse Layup Shot,1
1630186,Jahmi'us Ramsey,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1641907,Erik Stevenson,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
27930,Malik Thomas,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1641802,Matthew Murrell,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1643635,Aaron Nkrumah,1610612743,Denver Nuggets,Above the Break 3,Pullup Jump shot,1
27930,Malik Thomas,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1643106,TJ Bamba,1610612743,Denver Nuggets,Left Corner 3,Jump Shot,1
1643719,Jalen Celestine,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1643635,Aaron Nkrumah,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1643109,Brandon Angel,1610612761,Toronto Raptors,Mid-Range,Running Jump Shot,1
1643106,TJ Bamba,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1643101,AJ Hoggard,1610612761,Toronto Raptors,Restricted Area,Driving Layup Shot,1
1643101,AJ Hoggard,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1642615,Tyreke Key,1610612761,Toronto Raptors,Mid-Range,Jump Shot,1
1643701,Aziz Bandaogo,1610612761,Toronto Raptors,Restricted Area,Alley Oop Dunk Shot,1
1643718,Nimari Burnett,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
27922,Rylan Griffen,1610612743,Denver Nuggets,Above the Break 3,Pullup Jump shot,1
1643091,Tyson Degenhart,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1643635,Aaron Nkrumah,1610612743,Denver Nuggets,In The Paint (Non-RA),Driving Layup Shot,1
1642615,Tyreke Key,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1641802,Matthew Murrell,1610612743,Denver Nuggets,In The Paint (Non-RA),Driving Layup Shot,1
1641802,Matthew Murrell,1610612743,Denver Nuggets,Mid-Range,Step Back Jump shot,1
1643719,Jalen Celestine,1610612761,Toronto Raptors,Above the Break 3,Pullup Jump shot,1
1641802,Matthew Murrell,1610612743,Denver Nuggets,Above the Break 3,Running Jump Shot,1
1643558,Jaden Bradley,1610612761,Toronto Raptors,Mid-Range,Pullup Jump shot,1
1643106,TJ Bamba,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1641802,Matthew Murrell,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1631285,Efe Abogidi,1610612743,Denver Nuggets,In The Paint (Non-RA),Driving Layup Shot,1
1643719,Jalen Celestine,1610612761,Toronto Raptors,Above the Break 3,Running Jump Shot,1
1641813,Mark Sears,1610612743,Denver Nuggets,Above the Break 3,Pullup Jump shot,1
27930,Malik Thomas,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1643109,Brandon Angel,1610612761,Toronto Raptors,Restricted Area,Putback Layup Shot,1
1631285,Efe Abogidi,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1643109,Brandon Angel,1610612761,Toronto Raptors,Restricted Area,Finger Roll Layup Shot,1
1643701,Aziz Bandaogo,1610612761,Toronto Raptors,Restricted Area,Alley Oop Dunk Shot,1
1641907,Erik Stevenson,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1643101,AJ Hoggard,1610612761,Toronto Raptors,In The Paint (Non-RA),Floating Jump shot,1
1643101,AJ Hoggard,1610612761,Toronto Raptors,In The Paint (Non-RA),Floating Jump shot,1
1643574,Mark Mitchell Jr.,1610612743,Denver Nuggets,Mid-Range,Jump Shot,1
1643719,Jalen Celestine,1610612761,Toronto Raptors,Right Corner 3,Jump Shot,1
1643718,Nimari Burnett,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1641813,Mark Sears,1610612743,Denver Nuggets,In The Paint (Non-RA),Layup Shot,1
1641907,Erik Stevenson,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1643718,Nimari Burnett,1610612761,Toronto Raptors,In The Paint (Non-RA),Driving Floating Jump Shot,1
1641813,Mark Sears,1610612743,Denver Nuggets,In The Paint (Non-RA),Driving Layup Shot,1
1641907,Erik Stevenson,1610612743,Denver Nuggets,Right Corner 3,Jump Shot,1
1643101,AJ Hoggard,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1642615,Tyreke Key,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1641813,Mark Sears,1610612743,Denver Nuggets,Mid-Range,Pullup Jump shot,1
1643718,Nimari Burnett,1610612761,Toronto Raptors,Above the Break 3,Running Jump Shot,1
1643558,Jaden Bradley,1610612761,Toronto Raptors,In The Paint (Non-RA),Layup Shot,1
1641746,Coleman Hawkins,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1643091,Tyson Degenhart,1610612761,Toronto Raptors,In The Paint (Non-RA),Hook Shot,1
1643574,Mark Mitchell Jr.,1610612743,Denver Nuggets,Right Corner 3,Jump Shot,1
1641746,Coleman Hawkins,1610612743,Denver Nuggets,Above the Break 3,Jump Shot,1
1642481,Jamarion Sharp,1610612761,Toronto Raptors,In The Paint (Non-RA),Cutting Layup Shot,1
1643574,Mark Mitchell Jr.,1610612743,Denver Nuggets,In The Paint (Non-RA),Driving Layup Shot,1
1641746,Coleman Hawkins,1610612743,Denver Nuggets,Restricted Area,Reverse Layup Shot,1
1641907,Erik Stevenson,1610612743,Denver Nuggets,Restricted Area,Tip Layup Shot,1
1643558,Jaden Bradley,1610612761,Toronto Raptors,In The Paint (Non-RA),Turnaround Jump Shot,1
1630186,Jahmi'us Ramsey,1610612743,Denver Nuggets,Restricted Area,Running Layup Shot,1
27930,Malik Thomas,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1630186,Jahmi'us Ramsey,1610612743,Denver Nuggets,In The Paint (Non-RA),Driving Floating Jump Shot,1
1643091,Tyson Degenhart,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1641907,Erik Stevenson,1610612743,Denver Nuggets,Restricted Area,Cutting Layup Shot,1
1630186,Jahmi'us Ramsey,1610612743,Denver Nuggets,Restricted Area,Layup Shot,1
1630186,Jahmi'us Ramsey,1610612743,Denver Nuggets,Restricted Area,Running Reverse Layup Shot,1
1643101,AJ Hoggard,1610612761,Toronto Raptors,Restricted Area,Driving Layup Shot,1
27930,Malik Thomas,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1643106,TJ Bamba,1610612743,Denver Nuggets,Restricted Area,Reverse Layup Shot,1
1643109,Brandon Angel,1610612761,Toronto Raptors,In The Paint (Non-RA),Driving Layup Shot,1
1643635,Aaron Nkrumah,1610612743,Denver Nuggets,In The Paint (Non-RA),Running Jump Shot,1
1643106,TJ Bamba,1610612743,Denver Nuggets,In The Paint (Non-RA),Pullup Jump shot,1
1643101,AJ Hoggard,1610612761,Toronto Raptors,In The Paint (Non-RA),Layup Shot,1
27922,Rylan Griffen,1610612743,Denver Nuggets,Left Corner 3,Jump Shot,1
1642615,Tyreke Key,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1643635,Aaron Nkrumah,1610612743,Denver Nuggets,Restricted Area,Running Layup Shot,1
1643109,Brandon Angel,1610612761,Toronto Raptors,In The Paint (Non-RA),Running Layup Shot,1
1643635,Aaron Nkrumah,1610612743,Denver Nuggets,Mid-Range,Pullup Jump shot,1
1643109,Brandon Angel,1610612761,Toronto Raptors,Above the Break 3,Jump Shot,1
1641802,Matthew Murrell,1610612743,Denver Nuggets,Restricted Area,Driving Layup Shot,1
1631285,Efe Abogidi,1610612743,Denver Nuggets,Restricted Area,Putback Dunk Shot,1
1643109,Brandon Angel,1610612761,Toronto Raptors,In The Paint (Non-RA),Turnaround Hook Shot,1
1641802,Matthew Murrell,1610612743,Denver Nuggets,Above the Break 3,Pullup Jump shot,1
1643101,AJ Hoggard,1610612761,Toronto Raptors,Mid-Range,Step Back Jump shot,1
