PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,SHOT_ZONE_BASIC,ACTION_TYPE,SHOT_ATTEMPTED_FLAG
1641817,Anton Watson,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1643024,Chris Mañon,1610612747,Los Angeles Lakers,Restricted Area,Driving Layup Shot,1
1641807,Norchad Omier,1610612746,LA Clippers,Mid-Range,Turnaround Jump Shot,1
1643024,Chris Mañon,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1643788,Riley Kugel,1610612746,LA Clippers,Above the Break 3,Jump Shot,1
1643024,Chris Mañon,1610612747,Los Angeles Lakers,Left Corner 3,Jump Shot,1
1643413,Keaton Wagler,1610612746,LA Clippers,In The Paint (Non-RA),Driving Layup Shot,1
1642920,Kobe Sanders,1610612746,LA Clippers,Right Corner 3,Jump Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Above the Break 3,Pullup Jump shot,1
1643413,Keaton Wagler,1610612746,LA Clippers,Restricted Area,Jump Shot,1
1642394,Baba Miller,1610612746,LA Clippers,Restricted Area,Reverse Layup Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Left Corner 3,Jump Shot,1
1643788,Riley Kugel,1610612746,LA Clippers,Above the Break 3,Jump Shot,1
1643024,Chris Mañon,1610612747,Los Angeles Lakers,In The Paint (Non-RA),Jump Shot,1
1642920,Kobe Sanders,1610612746,LA Clippers,Restricted Area,Driving Layup Shot,1
1643413,Keaton Wagler,1610612746,LA Clippers,Mid-Range,Fadeaway Jump Shot,1
1642876,Adou Thiero,1610612747,Los Angeles Lakers,In The Paint (Non-RA),Layup Shot,1
1643044,William Hickey,1610612747,Los Angeles Lakers,Restricted Area,Cutting Layup Shot,1
1641807,Norchad Omier,1610612746,LA Clippers,Restricted Area,Running Dunk Shot,1
1642951,Sean Pedulla,1610612746,LA Clippers,Mid-Range,Step Back Jump shot,1
1642920,Kobe Sanders,1610612746,LA Clippers,Restricted Area,Putback Layup Shot,1
1642394,Baba Miller,1610612746,LA Clippers,Above the Break 3,Jump Shot,1
1643024,Chris Mañon,1610612747,Los Angeles Lakers,Above the Break 3,Running Jump Shot,1
1642951,Sean Pedulla,1610612746,LA Clippers,In The Paint (Non-RA),Driving Layup Shot,1
1643568,Nick Martinelli,1610612746,LA Clippers,In The Paint (Non-RA),Driving Layup Shot,1
1642394,Baba Miller,1610612746,LA Clippers,Restricted Area,Putback Layup Shot,1
1641751,Arthur Kaluma,1610612747,Los Angeles Lakers,Left Corner 3,Jump Shot,1
1643021,Zach Freemantle,1610612746,LA Clippers,Restricted Area,Layup Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1642951,Sean Pedulla,1610612746,LA Clippers,Above the Break 3,Jump Shot,1
1643758,AK Okereke,1610612747,Los Angeles Lakers,Left Corner 3,Jump Shot,1
1643413,Keaton Wagler,1610612746,LA Clippers,Restricted Area,Driving Reverse Layup Shot,1
1643758,AK Okereke,1610612747,Los Angeles Lakers,In The Paint (Non-RA),Driving Layup Shot,1
1641751,Arthur Kaluma,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1642951,Sean Pedulla,1610612746,LA Clippers,Above the Break 3,Pullup Jump shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1642920,Kobe Sanders,1610612746,LA Clippers,Above the Break 3,Pullup Jump shot,1
1643759,William Kyle III,1610612747,Los Angeles Lakers,Restricted Area,Hook Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,In The Paint (Non-RA),Floating Jump shot,1
1642951,Sean Pedulla,1610612746,LA Clippers,In The Paint (Non-RA),Driving Finger Roll Layup Shot,1
1643758,AK Okereke,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1643568,Nick Martinelli,1610612746,LA Clippers,In The Paint (Non-RA),Pullup Jump shot,1
1643141,Jahmyl Telfort,1610612746,LA Clippers,Restricted Area,Running Layup Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Restricted Area,Layup Shot,1
1643568,Nick Martinelli,1610612746,LA Clippers,Mid-Range,Jump Shot,1
1643732,Chase Ross,1610612747,Los Angeles Lakers,Restricted Area,Driving Finger Roll Layup Shot,1
1642951,Sean Pedulla,1610612746,LA Clippers,In The Paint (Non-RA),Driving Floating Jump Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Above the Break 3,Step Back Jump shot,1
1629015,Zhaire Smith,1610612747,Los Angeles Lakers,Restricted Area,Running Layup Shot,1
1643141,Jahmyl Telfort,1610612746,LA Clippers,Restricted Area,Cutting Layup Shot,1
1642876,Adou Thiero,1610612747,Los Angeles Lakers,Restricted Area,Driving Finger Roll Layup Shot,1
1643568,Nick Martinelli,1610612746,LA Clippers,In The Paint (Non-RA),Driving Floating Jump Shot,1
1643732,Chase Ross,1610612747,Los Angeles Lakers,In The Paint (Non-RA),Driving Floating Bank Jump Shot,1
1641751,Arthur Kaluma,1610612747,Los Angeles Lakers,Right Corner 3,Jump Shot,1
1641807,Norchad Omier,1610612746,LA Clippers,Restricted Area,Layup Shot,1
1643024,Chris Mañon,1610612747,Los Angeles Lakers,Right Corner 3,Jump Shot,1
1643413,Keaton Wagler,1610612746,LA Clippers,Restricted Area,Layup Shot,1
1642876,Adou Thiero,1610612747,Los Angeles Lakers,Restricted Area,Layup Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Mid-Range,Jump Shot,1
1643413,Keaton Wagler,1610612746,LA Clippers,Above the Break 3,Pullup Jump shot,1
1641817,Anton Watson,1610612747,Los Angeles Lakers,Restricted Area,Running Finger Roll Layup Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1641817,Anton Watson,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1643413,Keaton Wagler,1610612746,LA Clippers,In The Paint (Non-RA),Driving Floating Jump Shot,1
1642951,Sean Pedulla,1610612746,LA Clippers,Above the Break 3,Jump Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Restricted Area,Alley Oop Dunk Shot,1
1642920,Kobe Sanders,1610612746,LA Clippers,Restricted Area,Driving Finger Roll Layup Shot,1
1641751,Arthur Kaluma,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Restricted Area,Cutting Layup Shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Above the Break 3,Pullup Jump shot,1
1643418,Cameron Carr,1610612747,Los Angeles Lakers,Mid-Range,Jump Shot,1
1642920,Kobe Sanders,1610612746,LA Clippers,In The Paint (Non-RA),Driving Floating Bank Jump Shot,1
1643141,Jahmyl Telfort,1610612746,LA Clippers,Above the Break 3,Jump Shot,1
1642920,Kobe Sanders,1610612746,LA Clippers,Above the Break 3,Jump Shot,1
1642951,Sean Pedulla,1610612746,LA Clippers,Above the Break 3,Jump Shot,1
1643024,Chris Mañon,1610612747,Los Angeles Lakers,Restricted Area,Layup Shot,1
1641817,Anton Watson,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1642920,Kobe Sanders,1610612746,LA Clippers,In The Paint (Non-RA),Driving Layup Shot,1
1641817,Anton Watson,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1641751,Arthur Kaluma,1610612747,Los Angeles Lakers,Above the Break 3,Jump Shot,1
1642920,Kobe Sanders,1610612746,LA Clippers,In The Paint (Non-RA),Driving Layup Shot,1
1643024,Chris Mañon,1610612747,Los Angeles Lakers,In The Paint (Non-RA),Driving Layup Shot,1
1642876,Adou Thiero,1610612747,Los Angeles Lakers,Restricted Area,Cutting Layup Shot,1
1642920,Kobe Sanders,1610612746,LA Clippers,Above the Break 3,Jump Shot,1
