PLAYER_ID,GP,all_3pa,PLAYER_NAME,deep_3pa,deep_3pm,season,season_type,league_rate,expected_makes
970,6,0,Othella Harrington,0,0,2004-05,Playoffs,0.19811320754716982,0.0
2199,6,0,Tyson Chandler,0,0,2004-05,Playoffs,0.19811320754716982,0.0
2804,6,21,Andres Nocioni,0,0,2005-06,Playoffs,0.25925925925925924,0.0
2732,6,41,Ben Gordon,0,0,2005-06,Playoffs,0.25925925925925924,0.0
2768,6,16,Chris Duhon,0,0,2005-06,Playoffs,0.25925925925925924,0.0
15,6,5,Eric Piatkowski,0,0,2005-06,Playoffs,0.25925925925925924,0.0
2457,5,5,Jannero Pargo,0,0,2005-06,Playoffs,0.25925925925925924,0.0
2550,6,26,Kirk Hinrich,0,0,2005-06,Playoffs,0.25925925925925924,0.0
101195,3,0,Luke Schenscher,0,0,2005-06,Playoffs,0.25925925925925924,0.0
2736,6,5,Luol Deng,0,0,2005-06,Playoffs,0.25925925925925924,0.0
2124,6,0,Malik Allen,0,0,2005-06,Playoffs,0.25925925925925924,0.0
2552,6,0,Michael Sweetney,0,0,2005-06,Playoffs,0.25925925925925924,0.0
970,3,0,Othella Harrington,0,0,2005-06,Playoffs,0.25925925925925924,0.0
2199,6,0,Tyson Chandler,0,0,2005-06,Playoffs,0.25925925925925924,0.0
1559,4,0,Adrian Griffin,0,0,2006-07,Playoffs,0.23529411764705882,0.0
2804,10,39,Andres Nocioni,0,0,2006-07,Playoffs,0.23529411764705882,0.0
2732,10,55,Ben Gordon,0,0,2006-07,Playoffs,0.23529411764705882,0.0
1112,10,1,Ben Wallace,0,0,2006-07,Playoffs,0.23529411764705882,0.0
2768,9,19,Chris Duhon,0,0,2006-07,Playoffs,0.23529411764705882,0.0
2550,10,43,Kirk Hinrich,3,0,2006-07,Playoffs,0.23529411764705882,0.7058823529411764
2736,10,1,Luol Deng,0,0,2006-07,Playoffs,0.23529411764705882,0.0
2124,5,0,Malik Allen,0,0,2006-07,Playoffs,0.23529411764705882,0.0
2552,1,0,Michael Sweetney,0,0,2006-07,Playoffs,0.23529411764705882,0.0
136,10,0,P.J. Brown,0,0,2006-07,Playoffs,0.23529411764705882,0.0
200757,9,8,Thabo Sefolosha,0,0,2006-07,Playoffs,0.23529411764705882,0.0
200748,10,0,Tyrus Thomas,0,0,2006-07,Playoffs,0.23529411764705882,0.0
201189,2,0,Aaron Gray,0,0,2008-09,Playoffs,0.2688679245283019,0.0
101194,1,2,Anthony Roberson,0,0,2008-09,Playoffs,0.2688679245283019,0.0
2732,7,46,Ben Gordon,3,0,2008-09,Playoffs,0.2688679245283019,0.8066037735849056
1802,7,7,Brad Miller,0,0,2008-09,Playoffs,0.2688679245283019,0.0
201565,7,4,Derrick Rose,3,0,2008-09,Playoffs,0.2688679245283019,0.8066037735849056
201149,7,0,Joakim Noah,0,0,2008-09,Playoffs,0.2688679245283019,0.0
2422,7,38,John Salmons,0,0,2008-09,Playoffs,0.2688679245283019,0.0
2550,7,30,Kirk Hinrich,2,0,2008-09,Playoffs,0.2688679245283019,0.5377358490566038
283,6,3,Lindsey Hunter,0,0,2008-09,Playoffs,0.2688679245283019,0.0
2669,3,0,Linton Johnson,0,0,2008-09,Playoffs,0.2688679245283019,0.0
1501,2,4,Tim Thomas,0,0,2008-09,Playoffs,0.2688679245283019,0.0
200748,7,1,Tyrus Thomas,0,0,2008-09,Playoffs,0.2688679245283019,0.0
1802,5,4,Brad Miller,0,0,2009-10,Playoffs,0.2986111111111111,0.0
201181,2,0,,0,0,2009-10,Playoffs,0.2986111111111111,0.0
201565,5,6,Derrick Rose,0,0,2009-10,Playoffs,0.2986111111111111,0.0
2484,1,0,Devin Brown,0,0,2009-10,Playoffs,0.2986111111111111,0.0
2436,5,12,Flip Murray,0,0,2009-10,Playoffs,0.2986111111111111,0.0
101124,3,1,Hakim Warrick,0,0,2009-10,Playoffs,0.2986111111111111,0.0
201949,4,1,James Johnson,0,0,2009-10,Playoffs,0.2986111111111111,0.0
2457,2,2,Jannero Pargo,0,0,2009-10,Playoffs,0.2986111111111111,0.0
201149,5,0,Joakim Noah,0,0,2009-10,Playoffs,0.2986111111111111,0.0
2550,5,16,Kirk Hinrich,0,0,2009-10,Playoffs,0.2986111111111111,0.0
2736,5,12,Luol Deng,0,0,2009-10,Playoffs,0.2986111111111111,0.0
201959,5,0,Taj Gibson,0,0,2009-10,Playoffs,0.2986111111111111,0.0
201228,16,15,C.J. Watson,1,0,2010-11,Playoffs,0.21875,0.21875
2430,16,1,Carlos Boozer,0,0,2010-11,Playoffs,0.21875,0.0
201565,16,101,Derrick Rose,3,0,2010-11,Playoffs,0.21875,0.65625
201149,16,0,Joakim Noah,0,0,2010-11,Playoffs,0.21875,0.0
2586,16,59,Keith Bogans,0,0,2010-11,Playoffs,0.21875,0.0
703,7,2,Kurt Thomas,0,0,2010-11,Playoffs,0.21875,0.0
2594,16,52,Kyle Korver,2,2,2010-11,Playoffs,0.21875,0.4375
2736,16,68,Luol Deng,3,0,2010-11,Playoffs,0.21875,0.65625
201600,15,0,Omer Asik,0,0,2010-11,Playoffs,0.21875,0.0
2446,3,1,Rasual Butler,0,0,2010-11,Playoffs,0.21875,0.0
200758,16,7,Ronnie Brewer,1,0,2010-11,Playoffs,0.21875,0.21875
201959,16,1,Taj Gibson,0,0,2010-11,Playoffs,0.21875,0.0
201228,6,16,C.J. Watson,0,0,2011-12,Playoffs,0.18831168831168832,0.0
2430,6,0,Carlos Boozer,0,0,2011-12,Playoffs,0.18831168831168832,0.0
201565,1,6,Derrick Rose,1,1,2011-12,Playoffs,0.18831168831168832,0.18831168831168832
202710,3,0,,0,0,2011-12,Playoffs,0.18831168831168832,0.0
201149,3,0,Joakim Noah,0,0,2011-12,Playoffs,0.18831168831168832,0.0
101249,5,13,John Lucas III,2,1,2011-12,Playoffs,0.18831168831168832,0.37662337662337664
2594,6,13,Kyle Korver,1,0,2011-12,Playoffs,0.18831168831168832,0.18831168831168832
2736,6,22,Luol Deng,0,0,2011-12,Playoffs,0.18831168831168832,0.0
201600,6,0,Omer Asik,0,0,2011-12,Playoffs,0.18831168831168832,0.0
1888,6,6,Richard Hamilton,1,1,2011-12,Playoffs,0.18831168831168832,0.18831168831168832
200758,5,0,Ronnie Brewer,0,0,2011-12,Playoffs,0.18831168831168832,0.0
201959,6,0,Taj Gibson,0,0,2011-12,Playoffs,0.18831168831168832,0.0
2430,12,1,Carlos Boozer,0,0,2012-13,Playoffs,0.33191489361702126,0.0
201161,6,8,Daequan Cook,0,0,2012-13,Playoffs,0.33191489361702126,0.0
202710,12,37,Jimmy Butler III,1,0,2012-13,Playoffs,0.33191489361702126,0.33191489361702126
201149,12,0,Joakim Noah,0,0,2012-13,Playoffs,0.33191489361702126,0.0
2550,4,11,Kirk Hinrich,0,0,2012-13,Playoffs,0.33191489361702126,0.0
2736,5,18,Luol Deng,0,0,2012-13,Playoffs,0.33191489361702126,0.0
202952,3,0,Malcolm Thomas,0,0,2012-13,Playoffs,0.33191489361702126,0.0
201158,12,47,Marco Belinelli,4,1,2012-13,Playoffs,0.33191489361702126,1.327659574468085
203104,8,5,Marquis Teague,0,0,2012-13,Playoffs,0.33191489361702126,0.0
101126,12,65,Nate Robinson,7,2,2012-13,Playoffs,0.33191489361702126,2.323404255319149
1737,12,0,Nazr Mohammed,0,0,2012-13,Playoffs,0.33191489361702126,0.0
1888,4,7,Richard Hamilton,0,0,2012-13,Playoffs,0.33191489361702126,0.0
201959,12,2,Taj Gibson,0,0,2012-13,Playoffs,0.33191489361702126,0.0
2209,1,3,Vladimir Radmanovic,0,0,2012-13,Playoffs,0.33191489361702126,0.0
2430,5,0,Carlos Boozer,0,0,2013-14,Playoffs,0.30996309963099633,0.0
201571,5,26,D.J. Augustin,1,0,2013-14,Playoffs,0.30996309963099633,0.30996309963099633
202710,5,20,Jimmy Butler III,0,0,2013-14,Playoffs,0.30996309963099633,0.0
201149,5,0,Joakim Noah,0,0,2013-14,Playoffs,0.30996309963099633,0.0
2550,5,19,Kirk Hinrich,0,0,2013-14,Playoffs,0.30996309963099633,0.0
2399,5,26,Mike Dunleavy,1,1,2013-14,Playoffs,0.30996309963099633,0.30996309963099633
1737,2,0,Nazr Mohammed,0,0,2013-14,Playoffs,0.30996309963099633,0.0
201959,5,0,Taj Gibson,0,0,2013-14,Playoffs,0.30996309963099633,0.0
203503,5,5,Tony Snell,1,0,2013-14,Playoffs,0.30996309963099633,0.30996309963099633
201166,12,26,Aaron Brooks,6,1,2014-15,Playoffs,0.3170731707317073,1.9024390243902438
201565,12,66,Derrick Rose,8,5,2014-15,Playoffs,0.3170731707317073,2.5365853658536586
203926,3,2,Doug McDermott,0,0,2014-15,Playoffs,0.3170731707317073,0.0
202734,3,1,E'Twaun Moore,0,0,2014-15,Playoffs,0.3170731707317073,0.0
202710,12,72,Jimmy Butler III,4,1,2014-15,Playoffs,0.3170731707317073,1.2682926829268293
201149,12,0,Joakim Noah,0,0,2014-15,Playoffs,0.3170731707317073,0.0
2550,10,10,Kirk Hinrich,0,0,2014-15,Playoffs,0.3170731707317073,0.0
2399,12,56,Mike Dunleavy,3,0,2014-15,Playoffs,0.3170731707317073,0.9512195121951219
1737,3,1,Nazr Mohammed,0,0,2014-15,Playoffs,0.3170731707317073,0.0
202703,11,30,Nikola Mirotic,0,0,2014-15,Playoffs,0.3170731707317073,0.0
2200,10,4,Pau Gasol,0,0,2014-15,Playoffs,0.3170731707317073,0.0
201959,12,0,Taj Gibson,0,0,2014-15,Playoffs,0.3170731707317073,0.0
203503,11,27,Tony Snell,0,0,2014-15,Playoffs,0.3170731707317073,0.0
201627,3,0,Anthony Morrow,0,0,2016-17,Playoffs,0.3553921568627451,0.0
1626171,6,13,Bobby Portis Jr.,0,0,2016-17,Playoffs,0.3553921568627451,0.0
1626166,1,1,Cameron Payne,0,0,2016-17,Playoffs,0.3553921568627451,0.0
1626245,6,0,Cristiano Felicio,0,0,2016-17,Playoffs,0.3553921568627451,0.0
1627756,4,4,Denzel Valentine,0,0,2016-17,Playoffs,0.3553921568627451,0.0
2548,6,17,Dwyane Wade,0,0,2016-17,Playoffs,0.3553921568627451,0.0
203477,3,14,Isaiah Canaan,2,1,2016-17,Playoffs,0.3553921568627451,0.7107843137254902
1626170,5,9,Jerian Grant,0,0,2016-17,Playoffs,0.3553921568627451,0.0
202710,6,23,Jimmy Butler III,2,2,2016-17,Playoffs,0.3553921568627451,0.7107843137254902
203530,3,2,Joffrey Lauvergne,0,0,2016-17,Playoffs,0.3553921568627451,0.0
203487,5,1,Michael Carter-Williams,0,0,2016-17,Playoffs,0.3553921568627451,0.0
202703,6,35,Nikola Mirotic,3,0,2016-17,Playoffs,0.3553921568627451,1.0661764705882353
1627835,6,16,Paul Zipser,0,0,2016-17,Playoffs,0.3553921568627451,0.0
200765,2,6,Rajon Rondo,0,0,2016-17,Playoffs,0.3553921568627451,0.0
201577,6,0,Robin Lopez,0,0,2016-17,Playoffs,0.3553921568627451,0.0
1627936,4,18,Alex Caruso,0,0,2021-22,Playoffs,0.3295985060690943,0.0
1630245,5,13,Ayo Dosunmu,0,0,2021-22,Playoffs,0.3295985060690943,0.0
1629632,5,29,Coby White,9,2,2021-22,Playoffs,0.3295985060690943,2.966386554621849
201942,5,9,DeMar DeRozan,1,0,2021-22,Playoffs,0.3295985060690943,0.3295985060690943
1627884,5,11,Derrick Jones Jr.,0,0,2021-22,Playoffs,0.3295985060690943,0.0
1629750,5,6,Javonte Green,1,0,2021-22,Playoffs,0.3295985060690943,0.3295985060690943
202696,5,42,Nikola Vučević,8,3,2021-22,Playoffs,0.3295985060690943,2.6367880485527544
1630172,5,21,Patrick Williams,1,1,2021-22,Playoffs,0.3295985060690943,0.3295985060690943
1628396,2,0,Tony Bradley,0,0,2021-22,Playoffs,0.3295985060690943,0.0
202684,5,0,Tristan Thompson,0,0,2021-22,Playoffs,0.3295985060690943,0.0
1628972,3,11,Troy Brown Jr.,2,0,2021-22,Playoffs,0.3295985060690943,0.6591970121381886
203897,4,24,Zach LaVine,9,2,2021-22,Playoffs,0.3295985060690943,2.966386554621849
