season,season_type,GAME_ID,PLAYER_ID,PLAYER_NAME,GAME_DATE,MATCHUP,WL,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,MIN,h1_PTS,h1_FGM,h1_FGA,h1_FG3M,h1_FG3A,h1_FTM,h1_FTA,h1_MIN,h1_played,h2_PTS,h2_FGM,h2_FGA,h2_FG3M,h2_FG3A,h2_FTM,h2_FTA,h2_MIN,h2_played,ot_PTS,ot_FGM,ot_FGA,ot_FG3M,ot_FG3A,ot_FTM,ot_FTA,ot_MIN,ot_played,q1_PTS,q1_FGM,q1_FGA,q1_FG3M,q1_FG3A,q1_FTM,q1_FTA,q1_MIN,q1_played,q2_PTS,q2_FGM,q2_FGA,q2_FG3M,q2_FG3A,q2_FTM,q2_FTA,q2_MIN,q2_played,q3_PTS,q3_FGM,q3_FGA,q3_FG3M,q3_FG3A,q3_FTM,q3_FTA,q3_MIN,q3_played,q4_PTS,q4_FGM,q4_FGA,q4_FG3M,q4_FG3A,q4_FTM,q4_FTA,q4_MIN,q4_played
2003-04,Regular Season,0020300405,2550,Kirk Hinrich,2003-12-26T00:00:00,CHI @ CLE,W,12,3,11,3,5,3,4,38.30833333333333,5.0,1.0,5.0,1.0,1.0,2.0,2.0,14.308333333333334,True,7.0,2.0,6.0,2.0,4.0,1.0,2.0,24.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,4.0,0.0,0.0,2.0,2.0,11.558333333333334,True,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.75,True,6.0,2.0,5.0,2.0,3.0,0.0,0.0,12.0,True,1.0,0.0,1.0,0.0,1.0,1.0,2.0,12.0,True
2003-04,Regular Season,0020300405,383,Kendall Gill,2003-12-26T00:00:00,CHI @ CLE,W,21,9,18,0,0,3,4,38.99,9.0,4.0,6.0,0.0,0.0,1.0,2.0,14.99,True,12.0,5.0,12.0,0.0,0.0,2.0,2.0,24.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,3.0,5.0,0.0,0.0,1.0,2.0,11.006666666666666,True,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.9833333333333334,True,8.0,4.0,8.0,0.0,0.0,0.0,0.0,12.0,True,4.0,1.0,4.0,0.0,0.0,2.0,2.0,12.0,True
2003-04,Regular Season,0020300405,916,Corie Blount,2003-12-26T00:00:00,CHI @ CLE,W,6,3,8,0,0,0,0,28.45,4.0,2.0,4.0,0.0,0.0,0.0,0.0,12.1,True,2.0,1.0,4.0,0.0,0.0,0.0,0.0,16.35,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8666666666666667,True,4.0,2.0,3.0,0.0,0.0,0.0,0.0,9.233333333333333,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.35,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,12.0,True
2003-04,Regular Season,0020300405,966,Jerome Williams,2003-12-26T00:00:00,CHI @ CLE,W,2,1,4,0,0,0,0,19.55,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.9,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,7.65,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.133333333333333,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.7666666666666666,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,7.65,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300405,1594,Rick Brunson,2003-12-26T00:00:00,CHI @ CLE,W,0,0,1,0,0,0,0,9.691666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.691666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44166666666666665,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.25,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300405,2033,Marcus Fizer,2003-12-26T00:00:00,CHI @ CLE,W,0,0,7,0,2,0,0,9.216666666666667,0.0,0.0,7.0,0.0,2.0,0.0,0.0,9.216666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.2,True,0.0,0.0,5.0,0.0,1.0,0.0,0.0,8.016666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300405,1944,Eddie Robinson,2003-12-26T00:00:00,CHI @ CLE,W,4,2,4,0,0,0,0,9.01,4.0,2.0,4.0,0.0,0.0,0.0,0.0,9.01,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9933333333333333,True,4.0,2.0,3.0,0.0,0.0,0.0,0.0,8.016666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300391,2550,Kirk Hinrich,2003-12-23T00:00:00,CHI @ NJN,L,17,7,14,1,4,2,2,41.3,12.0,5.0,9.0,1.0,2.0,1.0,1.0,21.383333333333333,True,5.0,2.0,5.0,0.0,2.0,1.0,1.0,19.916666666666668,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,3.0,3.0,1.0,1.0,0.0,0.0,12.0,True,5.0,2.0,6.0,0.0,1.0,1.0,1.0,9.383333333333333,True,5.0,2.0,3.0,0.0,0.0,1.0,1.0,12.0,True,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.916666666666667,True
2003-04,Regular Season,0020300391,213,Antonio Davis,2003-12-23T00:00:00,CHI @ NJN,L,10,4,9,0,0,2,2,28.566666666666666,6.0,3.0,6.0,0.0,0.0,0.0,0.0,18.4,True,4.0,1.0,3.0,0.0,0.0,2.0,2.0,10.166666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,True,6.0,3.0,5.0,0.0,0.0,0.0,0.0,6.4,True,4.0,1.0,3.0,0.0,0.0,2.0,2.0,10.166666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300391,2423,Chris Jefferies,2003-12-23T00:00:00,CHI @ NJN,L,12,4,11,1,3,3,4,25.933333333333334,5.0,2.0,3.0,1.0,1.0,0.0,0.0,7.8,True,7.0,2.0,8.0,0.0,2.0,3.0,4.0,18.133333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,2.0,3.0,1.0,1.0,0.0,0.0,6.383333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,True,2.0,0.0,1.0,0.0,1.0,2.0,2.0,6.133333333333334,True,5.0,2.0,7.0,0.0,1.0,1.0,2.0,12.0,True
2003-04,Regular Season,0020300391,966,Jerome Williams,2003-12-23T00:00:00,CHI @ NJN,L,15,5,11,0,2,5,6,39.11666666666667,4.0,2.0,5.0,0.0,0.0,0.0,0.0,18.05,True,11.0,3.0,6.0,0.0,2.0,5.0,6.0,21.066666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.05,True,4.0,2.0,3.0,0.0,0.0,0.0,0.0,12.0,True,6.0,2.0,3.0,0.0,1.0,2.0,2.0,9.066666666666666,True,5.0,1.0,3.0,0.0,1.0,3.0,4.0,12.0,True
2003-04,Regular Season,0020300391,916,Corie Blount,2003-12-23T00:00:00,CHI @ NJN,L,7,3,5,0,0,1,2,22.916666666666668,6.0,3.0,4.0,0.0,0.0,0.0,0.0,15.25,True,1.0,0.0,1.0,0.0,0.0,1.0,2.0,7.666666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,3.0,3.0,0.0,0.0,0.0,0.0,5.95,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,True,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.766666666666667,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9,True
2003-04,Regular Season,0020300391,2037,Jamal Crawford,2003-12-23T00:00:00,CHI @ NJN,L,5,2,14,0,4,1,1,38.06666666666667,3.0,1.0,9.0,0.0,3.0,1.0,1.0,20.333333333333332,True,2.0,1.0,5.0,0.0,1.0,0.0,0.0,17.733333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,5.0,0.0,2.0,0.0,0.0,12.0,True,1.0,0.0,4.0,0.0,1.0,1.0,1.0,8.333333333333334,True,2.0,1.0,3.0,0.0,1.0,0.0,0.0,7.233333333333333,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.5,True
2003-04,Regular Season,0020300391,2669,Linton Johnson,2003-12-23T00:00:00,CHI @ NJN,L,7,2,3,0,0,3,3,15.983333333333333,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.883333333333334,True,5.0,1.0,1.0,0.0,0.0,3.0,3.0,9.1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.883333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,1.0,1.0,0.0,0.0,3.0,3.0,9.1,True
2003-04,Regular Season,0020300391,1594,Rick Brunson,2003-12-23T00:00:00,CHI @ NJN,L,3,1,5,1,1,0,0,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,1.0,5.0,1.0,1.0,0.0,0.0,10.35,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.766666666666667,True,3.0,1.0,4.0,1.0,1.0,0.0,0.0,5.583333333333333,True
2003-04,Regular Season,0020300391,383,Kendall Gill,2003-12-23T00:00:00,CHI @ NJN,L,2,1,6,0,0,0,0,17.766666666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.9,True,2.0,1.0,4.0,0.0,0.0,0.0,0.0,5.866666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.616666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.283333333333333,True,2.0,1.0,4.0,0.0,0.0,0.0,0.0,5.866666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300387,2550,Kirk Hinrich,2003-12-22T00:00:00,CHI vs. UTA,L,11,5,12,1,6,0,0,37.016666666666666,6.0,3.0,5.0,0.0,1.0,0.0,0.0,20.833333333333332,True,5.0,2.0,7.0,1.0,5.0,0.0,0.0,16.183333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,2.0,3.0,0.0,0.0,0.0,0.0,12.0,True,2.0,1.0,2.0,0.0,1.0,0.0,0.0,8.833333333333334,True,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.016666666666667,True,5.0,2.0,6.0,1.0,4.0,0.0,0.0,9.166666666666666,True
2003-04,Regular Season,0020300387,383,Kendall Gill,2003-12-22T00:00:00,CHI vs. UTA,L,13,3,11,0,0,7,10,30.701666666666668,6.0,2.0,8.0,0.0,0.0,2.0,4.0,19.935,True,7.0,1.0,3.0,0.0,0.0,5.0,6.0,10.766666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,5.0,0.0,0.0,0.0,0.0,11.085,True,4.0,1.0,3.0,0.0,0.0,2.0,4.0,8.85,True,7.0,1.0,3.0,0.0,0.0,5.0,6.0,10.766666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300387,2037,Jamal Crawford,2003-12-22T00:00:00,CHI vs. UTA,L,12,5,13,0,2,2,3,26.216666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.216666666666667,True,12.0,5.0,13.0,0.0,2.0,2.0,3.0,24.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.216666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,3.0,5.0,0.0,1.0,0.0,0.0,12.0,True,6.0,2.0,8.0,0.0,1.0,2.0,3.0,12.0,True
2003-04,Regular Season,0020300387,966,Jerome Williams,2003-12-22T00:00:00,CHI vs. UTA,L,12,3,7,0,0,6,9,28.036666666666665,8.0,2.0,4.0,0.0,0.0,4.0,7.0,16.02,True,4.0,1.0,3.0,0.0,0.0,2.0,2.0,12.016666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,0.0,0.0,0.0,0.0,5.833333333333333,True,6.0,1.0,1.0,0.0,0.0,4.0,7.0,10.186666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.633333333333333,True,4.0,1.0,3.0,0.0,0.0,2.0,2.0,3.3833333333333333,True
2003-04,Regular Season,0020300387,1594,Rick Brunson,2003-12-22T00:00:00,CHI vs. UTA,L,11,2,8,0,1,7,7,27.783333333333335,7.0,2.0,5.0,0.0,1.0,3.0,3.0,19.966666666666665,True,4.0,0.0,3.0,0.0,0.0,4.0,4.0,7.816666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,2.0,0.0,1.0,0.0,0.0,9.783333333333333,True,7.0,2.0,3.0,0.0,0.0,3.0,3.0,10.183333333333334,True,4.0,0.0,1.0,0.0,0.0,4.0,4.0,4.983333333333333,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.8333333333333335,True
2003-04,Regular Season,0020300387,916,Corie Blount,2003-12-22T00:00:00,CHI vs. UTA,L,2,1,2,0,0,0,0,19.616666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.283333333333333,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,12.333333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.283333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.933333333333334,True
2003-04,Regular Season,0020300387,213,Antonio Davis,2003-12-22T00:00:00,CHI vs. UTA,L,10,3,10,0,0,4,6,27.316666666666666,6.0,2.0,6.0,0.0,0.0,2.0,4.0,16.716666666666665,True,4.0,1.0,4.0,0.0,0.0,2.0,2.0,10.6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,2.0,5.0,0.0,0.0,0.0,0.0,12.0,True,2.0,0.0,1.0,0.0,0.0,2.0,4.0,4.716666666666667,True,4.0,1.0,4.0,0.0,0.0,2.0,2.0,10.6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300387,2033,Marcus Fizer,2003-12-22T00:00:00,CHI vs. UTA,L,4,2,8,0,0,0,0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.016666666666667,True,4.0,2.0,5.0,0.0,0.0,0.0,0.0,11.983333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.166666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.3666666666666667,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,8.616666666666667,True
2003-04,Regular Season,0020300387,2669,Linton Johnson,2003-12-22T00:00:00,CHI vs. UTA,L,0,0,3,0,1,0,0,7.963333333333333,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7.963333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7.963333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300387,1944,Eddie Robinson,2003-12-22T00:00:00,CHI vs. UTA,L,5,2,2,0,0,1,2,15.281666666666666,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0483333333333333,True,3.0,1.0,1.0,0.0,0.0,1.0,2.0,13.233333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.915,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2333333333333334,True,3.0,1.0,1.0,0.0,0.0,1.0,2.0,12.0,True
2003-04,Regular Season,0020300387,2423,Chris Jefferies,2003-12-22T00:00:00,CHI vs. UTA,L,0,0,0,0,0,0,0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,True
2003-04,Regular Season,0020300374,916,Corie Blount,2003-12-20T00:00:00,CHI vs. CLE,L,13,6,11,0,0,1,2,29.683333333333334,8.0,4.0,7.0,0.0,0.0,0.0,0.0,14.166666666666666,True,5.0,2.0,4.0,0.0,0.0,1.0,2.0,15.516666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,3.0,6.0,0.0,0.0,0.0,0.0,9.966666666666667,True,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.2,True,5.0,2.0,2.0,0.0,0.0,1.0,2.0,10.5,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.016666666666667,True
2003-04,Regular Season,0020300374,2037,Jamal Crawford,2003-12-20T00:00:00,CHI vs. CLE,L,16,7,27,2,12,0,0,38.585,11.0,5.0,14.0,1.0,5.0,0.0,0.0,20.451666666666668,True,5.0,2.0,13.0,1.0,7.0,0.0,0.0,18.133333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,3.0,8.0,1.0,3.0,0.0,0.0,12.0,True,4.0,2.0,6.0,0.0,2.0,0.0,0.0,8.451666666666666,True,2.0,1.0,4.0,0.0,1.0,0.0,0.0,9.066666666666666,True,3.0,1.0,9.0,1.0,6.0,0.0,0.0,9.066666666666666,True
2003-04,Regular Season,0020300374,2550,Kirk Hinrich,2003-12-20T00:00:00,CHI vs. CLE,L,10,4,12,0,4,2,2,43.281666666666666,6.0,3.0,6.0,0.0,2.0,0.0,0.0,19.281666666666666,True,4.0,1.0,6.0,0.0,2.0,2.0,2.0,24.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,3.0,4.0,0.0,1.0,0.0,0.0,12.0,True,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.281666666666666,True,2.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,True,2.0,1.0,6.0,0.0,2.0,0.0,0.0,12.0,True
2003-04,Regular Season,0020300374,1594,Rick Brunson,2003-12-20T00:00:00,CHI vs. CLE,L,6,1,5,0,2,4,4,18.183333333333334,2.0,1.0,2.0,0.0,1.0,0.0,0.0,8.266666666666667,True,4.0,0.0,3.0,0.0,1.0,4.0,4.0,9.916666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,2.0,0.0,1.0,0.0,0.0,8.266666666666667,True,4.0,0.0,0.0,0.0,0.0,4.0,4.0,2.933333333333333,True,0.0,0.0,3.0,0.0,1.0,0.0,0.0,6.983333333333333,True
2003-04,Regular Season,0020300374,383,Kendall Gill,2003-12-20T00:00:00,CHI vs. CLE,L,14,5,11,0,1,4,5,29.5,3.0,1.0,5.0,0.0,1.0,1.0,2.0,20.1,True,11.0,4.0,6.0,0.0,0.0,3.0,3.0,9.4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,2.0,0.0,1.0,1.0,2.0,10.233333333333333,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,9.866666666666667,True,11.0,4.0,6.0,0.0,0.0,3.0,3.0,9.4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300374,966,Jerome Williams,2003-12-20T00:00:00,CHI vs. CLE,L,6,2,5,0,0,2,3,29.5,4.0,1.0,2.0,0.0,0.0,2.0,3.0,14.033333333333333,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,15.466666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033333333333333,True,4.0,1.0,2.0,0.0,0.0,2.0,3.0,12.0,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.466666666666667,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,True
2003-04,Regular Season,0020300374,213,Antonio Davis,2003-12-20T00:00:00,CHI vs. CLE,L,11,4,8,0,0,3,3,32.03333333333333,2.0,0.0,3.0,0.0,0.0,2.0,2.0,14.433333333333334,True,9.0,4.0,5.0,0.0,0.0,1.0,1.0,17.6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,3.0,0.0,0.0,2.0,2.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.433333333333333,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.533333333333333,True,7.0,3.0,3.0,0.0,0.0,1.0,1.0,9.066666666666666,True
2003-04,Regular Season,0020300374,2669,Linton Johnson,2003-12-20T00:00:00,CHI vs. CLE,L,3,1,4,0,1,1,2,5.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,1.0,4.0,0.0,1.0,1.0,2.0,5.533333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,1.0,3.0,0.0,1.0,1.0,2.0,2.6,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.933333333333333,True
2003-04,Regular Season,0020300374,2033,Marcus Fizer,2003-12-20T00:00:00,CHI vs. CLE,L,6,2,7,0,0,2,2,9.8,6.0,2.0,4.0,0.0,0.0,2.0,2.0,5.366666666666666,True,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.433333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,2.0,4.0,0.0,0.0,2.0,2.0,5.366666666666666,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.933333333333333,True
2003-04,Regular Season,0020300374,1944,Eddie Robinson,2003-12-20T00:00:00,CHI vs. CLE,L,2,1,1,0,0,0,0,3.9,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7666666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1333333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2003-04,Regular Season,0020300352,2037,Jamal Crawford,2003-12-17T00:00:00,CHI @ DET,L,22,7,23,2,13,6,7,40.141666666666666,2.0,0.0,10.0,0.0,6.0,2.0,2.0,17.915,True,20.0,7.0,13.0,2.0,7.0,4.0,5.0,22.226666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,5.0,0.0,3.0,2.0,2.0,12.0,True,0.0,0.0,5.0,0.0,3.0,0.0,0.0,5.915,True,13.0,4.0,5.0,1.0,2.0,4.0,5.0,12.0,True,7.0,3.0,8.0,1.0,5.0,0.0,0.0,10.226666666666667,True
2003-04,Regular Season,0020300352,213,Antonio Davis,2003-12-17T00:00:00,CHI @ DET,L,10,3,9,0,0,4,4,38.75,4.0,2.0,5.0,0.0,0.0,0.0,0.0,19.4,True,6.0,1.0,4.0,0.0,0.0,4.0,4.0,19.35,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,2.0,4.0,0.0,0.0,0.0,0.0,12.0,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.4,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,8.05,True,4.0,0.0,1.0,0.0,0.0,4.0,4.0,11.3,True
2003-04,Regular Season,0020300352,1594,Rick Brunson,2003-12-17T00:00:00,CHI @ DET,L,12,5,9,2,3,0,0,28.6,2.0,1.0,3.0,0.0,0.0,0.0,0.0,14.283333333333333,True,10.0,4.0,6.0,2.0,3.0,0.0,0.0,14.316666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.4,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.883333333333333,True,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.316666666666667,True,8.0,3.0,5.0,2.0,3.0,0.0,0.0,12.0,True
2003-04,Regular Season,0020300352,966,Jerome Williams,2003-12-17T00:00:00,CHI @ DET,L,7,3,10,0,0,1,2,33.84166666666667,3.0,1.0,4.0,0.0,0.0,1.0,1.0,18.885,True,4.0,2.0,6.0,0.0,0.0,0.0,1.0,14.956666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.266666666666667,True,3.0,1.0,4.0,0.0,0.0,1.0,1.0,9.618333333333334,True,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.833333333333333,True,4.0,2.0,3.0,0.0,0.0,0.0,1.0,8.123333333333333,True
