game_id,game_date,matchup,result,team_points,team_plus_minus,season_end_year,team_source_url,source_opponent,franchise
20501204,2006-04-17,CHI @ ORL,W,116,4,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,ORL,ORL
20501194,2006-04-16,CHI @ MIA,W,117,24,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MIA,MIA
20501184,2006-04-14,CHI vs. WAS,W,103,2,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,WAS,WAS
20501162,2006-04-12,CHI @ ATL,W,96,6,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,ATL,ATL
20501158,2006-04-11,CHI vs. NJN,W,104,3,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,NJN,BKN
20501135,2006-04-08,CHI vs. PHI,L,75,-14,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,PHI,PHI
20501109,2006-04-05,CHI @ PHI,W,99,7,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,PHI,PHI
20501103,2006-04-04,CHI vs. IND,W,102,6,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,IND,IND
20501080,2006-04-01,CHI vs. BOS,W,100,6,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,BOS,BOS
20501071,2006-03-31,CHI @ CHA,W,113,6,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,CHA,CHA
20501051,2006-03-28,CHI vs. ORL,L,93,-4,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,ORL,ORL
20501031,2006-03-26,CHI @ BOS,W,101,4,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,BOS,BOS
20501023,2006-03-24,CHI vs. NOK,W,96,14,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,NOK,NOP
20501005,2006-03-22,CHI @ IND,L,85,-10,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,IND,IND
20500980,2006-03-19,CHI @ WAS,L,104,-9,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,WAS,WAS
20500974,2006-03-18,CHI vs. MIA,L,84,-1,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MIA,MIA
20500956,2006-03-15,CHI @ MIL,L,88,-16,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MIL,MIL
20500945,2006-03-14,CHI vs. POR,W,95,29,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,POR,POR
20500920,2006-03-11,CHI @ ATL,W,95,5,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,ATL,ATL
20500915,2006-03-10,CHI vs. LAC,L,96,-11,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,LAC,LAC
20500901,2006-03-08,CHI @ DET,L,101,-5,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,DET,DET
20500894,2006-03-07,CHI vs. NJN,W,95,8,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,NJN,BKN
20500879,2006-03-05,CHI @ CLE,L,72,-19,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,CLE,CLE
20500860,2006-03-03,CHI @ NYK,W,108,7,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,NYK,NYK
20500855,2006-03-02,CHI vs. CLE,L,91,-1,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,CLE,CLE
20500839,2006-02-28,CHI vs. MIN,W,111,11,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MIN,MIN
20500815,2006-02-25,CHI @ PHI,L,102,-6,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,PHI,PHI
20500809,2006-02-24,CHI vs. DET,L,87,-8,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,DET,DET
20500796,2006-02-22,CHI vs. MIL,W,97,6,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MIL,MIL
20500777,2006-02-16,CHI vs. PHI,W,117,33,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,PHI,PHI
20500762,2006-02-14,CHI vs. SAC,L,101,-4,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,SAC,SAC
20500751,2006-02-12,CHI @ LAC,W,97,6,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,LAC,LAC
20500724,2006-02-09,CHI @ SAC,L,80,-18,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,SAC,SAC
20500722,2006-02-08,CHI @ DEN,W,110,3,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,DEN,DEN
20500703,2006-02-06,CHI @ UTA,L,107,-2,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,UTA,UTA
20500693,2006-02-04,CHI @ PHX,L,101,-17,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,PHX,PHX
20500669,2006-02-01,CHI @ NOK,L,95,-5,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,NOK,NOP
20500659,2006-01-31,CHI @ DAL,L,94,-4,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,DAL,DAL
20500635,2006-01-28,CHI vs. ATL,W,111,12,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,ATL,ATL
20500626,2006-01-27,CHI vs. WAS,W,90,10,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,WAS,WAS
20500604,2006-01-25,CHI @ TOR,W,104,16,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,TOR,TOR
20500580,2006-01-21,CHI @ IND,W,101,12,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,IND,IND
20500571,2006-01-20,CHI vs. HOU,L,108,-1,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,HOU,HOU
20500556,2006-01-18,CHI vs. NYK,W,106,2,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,NYK,NYK
20500540,2006-01-16,CHI vs. DEN,L,94,-3,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,DEN,DEN
20500524,2006-01-14,CHI vs. IND,L,89,-2,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,IND,IND
20500505,2006-01-11,CHI @ MIN,L,93,-6,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MIN,MIN
20500489,2006-01-09,CHI vs. TOR,W,113,9,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,TOR,TOR
20500477,2006-01-07,CHI vs. MEM,W,111,29,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MEM,MEM
20500467,2006-01-06,CHI @ MIL,W,105,14,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MIL,MIL
20500453,2006-01-04,CHI vs. SEA,L,97,-4,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,SEA,OKC
20500439,2006-01-02,CHI vs. MIL,L,92,-1,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MIL,MIL
20500427,2005-12-31,CHI vs. PHX,L,98,-9,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,PHX,PHX
20500408,2005-12-28,CHI @ CHA,L,80,-13,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,CHA,CHA
20500389,2005-12-26,CHI @ CLE,L,91,-11,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,CLE,CLE
20500378,2005-12-23,CHI @ MEM,L,77,-18,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MEM,MEM
20500369,2005-12-22,CHI vs. CLE,L,100,-8,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,CLE,CLE
20500357,2005-12-20,CHI vs. CHA,L,92,-13,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,CHA,CHA
20500338,2005-12-17,CHI vs. BOS,W,118,32,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,BOS,BOS
20500328,2005-12-16,CHI @ DET,L,82,-28,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,DET,DET
20500307,2005-12-14,CHI @ TOR,W,105,11,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,TOR,TOR
20500304,2005-12-13,CHI vs. MIA,L,97,-3,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,MIA,MIA
20500280,2005-12-10,CHI @ WAS,W,118,7,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,WAS,WAS
20500274,2005-12-09,CHI vs. LAL,L,80,-13,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,LAL,LAL
20500260,2005-12-07,CHI @ ORL,W,102,9,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,ORL,ORL
20500246,2005-12-05,CHI vs. DAL,L,94,-8,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,DAL,DAL
20500232,2005-12-03,CHI vs. DET,L,79,-13,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,DET,DET
20500221,2005-12-02,CHI @ BOS,W,106,4,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,BOS,BOS
20500212,2005-11-30,CHI @ NYK,L,101,-8,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,NYK,NYK
20500201,2005-11-29,CHI vs. ORL,W,85,9,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,ORL,ORL
20500186,2005-11-26,CHI @ HOU,W,94,5,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,HOU,HOU
20500176,2005-11-25,CHI @ SAS,W,106,7,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,SAS,SAS
20500145,2005-11-20,CHI @ LAL,W,96,3,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,LAL,LAL
20500131,2005-11-18,CHI @ SEA,L,84,-14,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,SEA,OKC
20500115,2005-11-16,CHI @ POR,L,93,-3,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,POR,POR
20500097,2005-11-14,CHI @ GSW,L,82,-18,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,GSW,GSW
20500086,2005-11-12,CHI vs. UTA,W,103,5,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,UTA,UTA
20500065,2005-11-09,CHI vs. GSW,W,85,1,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,GSW,GSW
20500050,2005-11-07,CHI vs. SAS,L,95,-9,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,SAS,SAS
20500032,2005-11-05,CHI @ NJN,L,99,-1,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,NJN,BKN
20500012,2005-11-02,CHI vs. CHA,W,109,4,2006,https://www.nba.com/stats/teams/boxscores?Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,CHA,CHA
20601222,2007-04-18,CHI @ NJN,L,97,-9,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,NJN,BKN
20601195,2007-04-15,CHI @ WAS,W,101,33,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,WAS,WAS
20601182,2007-04-13,CHI vs. CHA,W,100,19,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,CHA,CHA
20601163,2007-04-10,CHI vs. NYK,W,98,29,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,NYK,NYK
20601145,2007-04-08,CHI @ TOR,L,89,-14,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,TOR,TOR
20601129,2007-04-06,CHI vs. NJN,W,105,31,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,NJN,BKN
20601112,2007-04-04,CHI @ DET,W,106,18,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,DET,DET
20601089,2007-04-01,CHI @ ATL,W,105,8,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,ATL,ATL
20601084,2007-03-31,CHI vs. CLE,L,108,-4,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,CLE,CLE
20601069,2007-03-29,CHI vs. DET,W,83,2,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,DET,DET
20601049,2007-03-26,CHI vs. POR,W,100,11,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,POR,POR
20601037,2007-03-25,CHI @ IND,W,92,2,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,IND,IND
20601017,2007-03-22,CHI vs. DEN,W,109,1,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,DEN,DEN
20601002,2007-03-20,CHI vs. LAC,L,89,-14,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,LAC,LAC
20600983,2007-03-17,CHI @ MEM,L,103,-1,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,MEM,MEM
20600958,2007-03-14,CHI @ PHI,W,88,1,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,PHI,PHI
20600954,2007-03-13,CHI vs. BOS,W,95,8,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,BOS,BOS
20600936,2007-03-11,CHI @ BOS,W,94,16,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,BOS,BOS
20600917,2007-03-08,CHI @ ORL,W,100,24,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,ORL,ORL
20600911,2007-03-07,CHI @ MIA,L,70,-33,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,MIA,MIA
20600889,2007-03-04,CHI @ MIL,W,126,5,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,MIL,MIL
20600875,2007-03-02,CHI vs. NOK,W,104,11,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,NOK,NOP
20600860,2007-02-28,CHI vs. GSW,W,113,30,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,GSW,GSW
20600844,2007-02-26,CHI vs. ORL,L,87,-7,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,ORL,ORL
20600832,2007-02-25,CHI @ DET,L,93,-2,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,DET,DET
20600820,2007-02-23,CHI vs. WAS,W,105,15,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,WAS,WAS
20600812,2007-02-22,CHI @ CLE,W,84,6,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,CLE,CLE
20600795,2007-02-20,CHI vs. ATL,W,106,25,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,ATL,ATL
20600777,2007-02-14,CHI @ CHA,L,85,-15,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,CHA,CHA
20600772,2007-02-13,CHI vs. TOR,L,111,-1,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,TOR,TOR
20600762,2007-02-11,CHI @ PHX,W,116,13,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,PHX,PHX
20600748,2007-02-09,CHI @ GSW,L,121,-2,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,GSW,GSW
20600737,2007-02-08,CHI @ SAC,L,77,-9,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,SAC,SAC
20600718,2007-02-05,CHI @ UTA,L,95,-5,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,UTA,UTA
20600708,2007-02-03,CHI @ POR,W,88,2,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,POR,POR
20600698,2007-02-02,CHI @ SEA,W,107,6,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,SEA,OKC
20600686,2007-01-31,CHI @ LAC,L,98,-12,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,LAC,LAC
20600650,2007-01-27,CHI vs. MIA,W,100,3,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,MIA,MIA
20600632,2007-01-25,CHI vs. DAL,W,96,11,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,DAL,DAL
20600618,2007-01-23,CHI vs. ATL,W,94,8,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,ATL,ATL
20600608,2007-01-22,CHI @ IND,L,91,-7,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,IND,IND
20600599,2007-01-20,CHI vs. UTA,L,85,-10,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,UTA,UTA
20600572,2007-01-17,CHI @ MIL,W,99,9,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,MIL,MIL
20600559,2007-01-15,CHI vs. SAS,W,99,12,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,SAS,SAS
20600546,2007-01-13,CHI vs. MEM,W,111,45,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,MEM,MEM
20600528,2007-01-11,CHI vs. NJN,L,83,-3,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,NJN,BKN
20600516,2007-01-10,CHI @ WAS,L,103,-10,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,WAS,WAS
20600506,2007-01-08,CHI vs. HOU,L,77,-7,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,HOU,HOU
20600494,2007-01-06,CHI vs. DET,W,106,17,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,DET,DET
20600482,2007-01-05,CHI @ NJN,L,86,-5,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,NJN,BKN
20600463,2007-01-02,CHI vs. PHX,L,96,-1,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,PHX,PHX
20600446,2006-12-30,CHI vs. CLE,W,103,7,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,CLE,CLE
20600429,2006-12-29,CHI @ TOR,W,107,10,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,TOR,TOR
20600422,2006-12-27,CHI vs. MIA,W,109,6,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,MIA,MIA
20600408,2006-12-26,CHI @ MIN,L,98,-2,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,MIN,MIN
20600399,2006-12-23,CHI vs. CHA,W,115,39,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,CHA,CHA
20600382,2006-12-22,CHI @ NYK,L,92,-11,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,NYK,NYK
20600362,2006-12-19,CHI vs. LAL,W,94,5,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,LAL,LAL
20600342,2006-12-16,CHI @ ATL,W,106,2,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,ATL,ATL
20600336,2006-12-15,CHI vs. MIL,W,117,6,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,MIL,MIL
20600323,2006-12-13,CHI vs. SEA,W,99,15,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,SEA,OKC
20600306,2006-12-11,CHI vs. IND,W,106,15,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,IND,IND
20600292,2006-12-09,CHI vs. MIN,L,81,-10,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,MIN,MIN
20600281,2006-12-08,CHI vs. TOR,W,93,3,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,TOR,TOR
20600268,2006-12-06,CHI vs. PHI,W,121,27,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,PHI,PHI
20600251,2006-12-04,CHI vs. BOS,W,100,18,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,BOS,BOS
20600238,2006-12-02,CHI vs. WAS,W,112,18,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,WAS,WAS
20600228,2006-12-01,CHI @ NOK,W,111,3,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,NOK,NOP
20600207,2006-11-28,CHI vs. NYK,W,102,17,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,NYK,NYK
20600187,2006-11-25,CHI @ NYK,W,106,11,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,NYK,NYK
20600172,2006-11-24,CHI @ PHI,L,108,-15,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,PHI,PHI
20600156,2006-11-21,CHI @ DEN,L,109,-3,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,DEN,DEN
20600142,2006-11-19,CHI @ LAL,L,72,-10,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,LAL,LAL
20600125,2006-11-17,CHI @ SAS,L,83,-17,2007,https://www.nba.com/stats/teams/boxscores?Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,SAS,SAS
