season,player_id,player,clutch_games,clutch_points
2009-10,201985,AJ Price,8,10
2009-10,201166,Aaron Brooks,46,131
2009-10,201189,Aaron Gray,1,4
2009-10,201151,Acie Law,2,0
2009-10,1733,Al Harrington,35,70
2009-10,201143,Al Horford,38,61
2009-10,2744,Al Jefferson,32,61
2009-10,201154,Al Thornton,27,39
2009-10,947,Allen Iverson,13,8
2009-10,202087,Alonzo Gee,2,0
2009-10,2405,Amar'e Stoudemire,40,77
2009-10,101161,Amir Johnson,15,1
2009-10,2760,Anderson Varejao,41,28
2009-10,101154,Andray Blatche,33,27
2009-10,2738,Andre Iguodala,45,107
2009-10,1889,Andre Miller,41,73
2009-10,200745,Andrea Bargnani,40,70
2009-10,1905,Andrei Kirilenko,21,39
2009-10,2804,Andres Nocioni,25,11
2009-10,101106,Andrew Bogut,36,62
2009-10,101115,Andrew Bynum,21,19
2009-10,2740,Andris Biedrins,9,2
2009-10,1712,Antawn Jamison,39,63
2009-10,1853,Anthony Carter,10,6
2009-10,1533,Anthony Johnson,5,6
2009-10,201627,Anthony Morrow,31,37
2009-10,1515,Anthony Parker,39,33
2009-10,201576,Anthony Randolph,9,2
2009-10,201229,Anthony Tolliver,18,6
2009-10,101120,Antoine Wright,30,33
2009-10,686,Antonio McDyess,21,19
2009-10,201167,Arron Afflalo,22,15
2009-10,201948,Austin Daye,10,3
2009-10,1884,Baron Davis,34,55
2009-10,2732,Ben Gordon,24,37
2009-10,1112,Ben Wallace,36,21
2009-10,2757,Beno Udrih,45,60
2009-10,201628,Bobby Brown,7,8
2009-10,2250,Bobby Simmons,4,0
2009-10,2564,Boris Diaw,48,48
2009-10,1802,Brad Miller,30,38
2009-10,101138,Brandon Bass,2,0
2009-10,201943,Brandon Jennings,42,138
2009-10,200750,Brandon Roy,31,97
2009-10,201575,Brandon Rush,29,16
2009-10,2217,Brendan Haywood,38,23
2009-10,2073,Brian Cardinal,3,0
2009-10,2567,Brian Cook,1,0
2009-10,2243,Brian Scalabrine,1,0
2009-10,1730,Brian Skinner,2,2
2009-10,201572,Brook Lopez,27,34
2009-10,201228,C.J. Watson,28,10
2009-10,101139,CJ Miles,14,17
2009-10,201171,Carl Landry,42,99
2009-10,2306,Carlos Arroyo,13,21
2009-10,2430,Carlos Boozer,31,70
2009-10,2568,Carlos Delfino,32,34
2009-10,2546,Carmelo Anthony,30,119
2009-10,2406,Caron Butler,39,75
2009-10,201858,Cartier Martin,5,4
2009-10,202132,Cedric Jackson,1,6
2009-10,101112,Channing Frye,33,29
2009-10,2294,Charlie Bell,27,16
2009-10,101111,Charlie Villanueva,33,25
2009-10,201978,Chase Budinger,22,9
2009-10,1497,Chauncey Billups,31,104
2009-10,2365,Chris Andersen,13,2
2009-10,2547,Chris Bosh,38,91
2009-10,201604,Chris Douglas-Roberts,9,14
2009-10,2768,Chris Duhon,24,33
2009-10,201805,Chris Hunter,10,3
2009-10,2549,Chris Kaman,31,47
2009-10,101108,Chris Paul,31,98
2009-10,200809,Chris Quinn,1,0
2009-10,2404,Chris Wilcox,1,0
2009-10,101236,Chuck Hayes,18,10
2009-10,1088,Chucky Atkins,12,13
2009-10,201207,Coby Karl,1,0
2009-10,201147,Corey Brewer,32,37
2009-10,1894,Corey Maggette,28,50
2009-10,201584,Courtney Lee,21,22
2009-10,200783,Craig Smith,8,5
2009-10,201571,D.J. Augustin,20,26
2009-10,201969,DaJuan Summers,7,5
2009-10,201161,Daequan Cook,9,2
2009-10,2563,Dahntay Jones,20,20
2009-10,2863,Damien Wilkins,19,16
2009-10,2429,Dan Gadzuric,1,0
2009-10,200789,Daniel Gibson,19,9
2009-10,201568,Danilo Gallinari,36,50
2009-10,101122,Danny Granger,24,35
2009-10,201967,Dante Cunningham,3,0
2009-10,2443,Darius Songaila,33,22
2009-10,2545,Darko Milicic,8,0
2009-10,201616,Darnell Jackson,1,0
2009-10,201589,Darrell Arthur,5,2
2009-10,201954,Darren Collison,32,58
2009-10,2431,David Andersen,7,11
2009-10,101135,David Lee,40,76
2009-10,2561,David West,50,95
2009-10,201599,DeAndre Jordan,5,3
2009-10,201971,DeJuan Blair,9,3
2009-10,201942,DeMar DeRozan,7,0
2009-10,201960,DeMarre Carroll,17,2
2009-10,2205,DeSagana Diop,2,2
2009-10,2052,DeShawn Stevenson,13,3
2009-10,2753,Delonte West,29,19
2009-10,965,Derek Fisher,26,25
2009-10,101114,Deron Williams,27,48
2009-10,201974,Derrick Brown,1,2
2009-10,201565,Derrick Rose,41,129
2009-10,2046,Desmond Mason,1,0
2009-10,1904,Devean George,12,3
2009-10,2484,Devin Brown,18,16
2009-10,2734,Devin Harris,22,30
2009-10,1717,Dirk Nowitzki,44,168
2009-10,201187,Dominic McGuire,9,0
2009-10,201590,Donte Greene,30,10
2009-10,2748,Dorell Wright,18,15
2009-10,2400,Drew Gooden,18,18
2009-10,2730,Dwight Howard,34,36
2009-10,2548,Dwyane Wade,33,98
2009-10,2853,Earl Barron,3,0
2009-10,1863,Earl Boykins,26,26
2009-10,201947,Earl Clark,2,0
2009-10,2248,Earl Watson,26,21
2009-10,2067,Eddie House,24,21
2009-10,2059,Eduardo Najera,3,0
2009-10,1882,Elton Brand,30,20
2009-10,2731,Emeka Okafor,31,18
2009-10,201569,Eric Gordon,25,25
2009-10,201953,Eric Maynor,7,11
2009-10,956,Erick Dampier,19,29
2009-10,101141,Ersan Ilyasova,31,51
2009-10,2041,Etan Thomas,3,3
