season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url,season_end_year,games,clutch_points_per_game,clutch_points_per_minute,clutch_points_per_5_minutes,qualified,selected,league_average_clutch_points,league_qualified_players,league_average_ratio
2000-01,2037,Jamal Crawford,21,8,29.015,19,7,14,2,4,2,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2001,8,2.375,0.6548337067034292,3.274168533517146,False,False,36.43494423791822,269,0.521477400265279
2002-03,2398,Jay Williams,21,19,59.38166666666667,37,11,23,10,21,9,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2003,19,1.9473684210526316,0.6230879339863594,3.115439669931797,True,False,38.88059701492537,268,0.9516314779270634
2003-04,2199,Tyson Chandler,21,10,29.336666666666662,4,0,2,4,5,3,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2004,10,0.4,0.13634814225656178,0.6817407112828089,True,False,37.690298507462686,268,0.10612810612810614
2003-04,2201,Eddy Curry,21,28,119.58833333333334,53,18,37,17,31,12,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2004,28,1.8928571428571428,0.4431870444441347,2.2159352222206734,True,False,37.690298507462686,268,1.4061974061974063
2005-06,2736,Luol Deng,21,47,181.61333333333337,73,25,52,19,25,25,22,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2006,47,1.553191489361702,0.4019528668967035,2.0097643344835174,True,False,39.93333333333333,285,1.8280467445742907
2007-08,200748,Tyrus Thomas,21,11,32.41833333333334,15,3,10,9,12,6,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2008,11,1.3636363636363635,0.46270114647061844,2.313505732353092,True,False,37.38827838827839,273,0.40119525815616736
2009-10,201565,Derrick Rose,21,41,172.61833333333334,129,48,106,33,45,23,18,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2010,41,3.1463414634146343,0.7473134371590503,3.7365671857952516,True,True,37.41573033707865,267,3.447747747747748
2013-14,203104,Marquis Teague,21,2,5.655,0,0,3,0,0,0,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2014,2,0.0,0.0,0.0,False,False,38.21146953405018,279,0.0
2015-16,1626171,Bobby Portis Jr.,21,6,12.843333333333334,2,1,2,0,0,2,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2016,6,0.3333333333333333,0.15572281339216196,0.7786140669608098,False,False,37.104166666666664,288,0.05390230207748456
2017-18,1628374,Lauri Markkanen,21,31,143.71833333333333,72,23,61,15,16,15,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,31,2.3225806451612905,0.5009799260126868,2.5048996300634343,True,False,36.409893992932865,283,1.9774844720496894
2017-18,1628469,Antonio Blakeney,21,2,9.441666666666666,2,0,3,2,3,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,2,1.0,0.2118270079435128,1.059135039717564,False,False,36.409893992932865,283,0.05493012422360248
2018-19,1628959,Rawle Alkins,21,1,5.033333333333333,0,0,1,0,0,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2019,1,0.0,0.0,0.0,False,False,36.52669039145908,281,0.0
2019-20,1628976,Wendell Carter Jr.,21,26,77.59333333333333,22,6,9,10,15,10,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2020,26,0.8461538461538461,0.2835295128447461,1.4176475642237305,True,False,32.78228782287823,271,0.6710941017559657
2019-20,1629655,Daniel Gafford,21,4,6.805,4,2,4,0,0,0,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2020,4,1.0,0.5878030859662013,2.9390154298310067,False,False,32.78228782287823,271,0.12201710941017559
2019-20,1629690,Adam Mokoka,21,2,0.3083333333333333,0,0,0,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2020,2,0.0,0.0,0.0,False,False,32.78228782287823,271,0.0
2020-21,1628972,Troy Brown Jr.,21,2,3.885,2,1,2,0,0,0,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2021,2,1.0,0.5148005148005148,2.574002574002574,False,False,31.9,270,0.06269592476489029
2020-21,1629632,Coby White,21,33,107.475,63,18,38,20,23,14,19,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2021,33,1.9090909090909092,0.5861828332170272,2.9309141660851363,True,False,31.9,270,1.974921630094044
2022-23,1630172,Patrick Williams,21,29,87.82166666666667,13,4,12,4,4,14,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2023,29,0.4482758620689655,0.14802725219668647,0.7401362609834323,True,False,38.29710144927536,276,0.3394512771996216
2023-24,1631207,Dalen Terry,21,3,5.616666666666666,5,2,2,1,3,2,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2024,3,1.6666666666666667,0.8902077151335313,4.451038575667656,False,False,34.96212121212121,264,0.14301191765980498
2024-25,1641763,Julian Phillips,21,4,12.638333333333334,4,1,1,2,2,3,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2025,4,1.0,0.3164974284583938,1.5824871422919689,False,False,32.86330935251799,278,0.12171628721541156
2025-26,1641824,Matas Buzelis,21,32,103.985,48,15,38,11,16,16,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2026,32,1.5,0.4616050391883445,2.3080251959417226,True,False,32.15972222222222,288,1.4925502051392787
2025-26,1642265,Rob Dillingham,21,1,1.35,0,0,1,0,0,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2026,1,0.0,0.0,0.0,False,False,32.15972222222222,288,0.0
2000-01,1882,Elton Brand,22,44,169.61333333333334,82,34,67,14,27,13,31,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2001,44,1.8636363636363635,0.48345255876110366,2.4172627938055182,True,False,36.43494423791822,269,2.250586674829099
2000-01,2033,Marcus Fizer,22,20,52.46666666666667,15,6,17,3,3,8,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2001,20,0.75,0.28589580686149935,1.4294790343074968,True,False,36.43494423791822,269,0.41169268441995716
2000-01,2064,Khalid El-Amin,22,15,37.681666666666665,22,5,13,12,14,3,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2001,15,1.4666666666666666,0.5838382944844973,2.9191914724224866,True,False,36.43494423791822,269,0.6038159371492705
2001-02,1897,Metta World Peace,22,14,40.605,20,6,15,7,14,7,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2002,14,1.4285714285714286,0.4925501785494398,2.462750892747199,True,False,37.43223443223443,273,0.534298855073882
2001-02,2037,Jamal Crawford,22,4,5.625,0,0,2,0,0,2,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2002,4,0.0,0.0,0.0,False,False,37.43223443223443,273,0.0
2004-05,2199,Tyson Chandler,22,41,144.575,31,9,16,13,19,27,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2005,41,0.7560975609756098,0.214421580494553,1.072107902472765,True,False,38.62671232876713,292,0.8025534178561928
2004-05,2201,Eddy Curry,22,25,82.73333333333333,51,16,31,19,25,16,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2005,25,2.04,0.6164383561643836,3.082191780821918,True,False,38.62671232876713,292,1.3203298164730914
2004-05,2732,Ben Gordon,22,42,149.72833333333332,133,40,84,36,45,27,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2005,42,3.1666666666666665,0.8882754321715998,4.441377160857999,True,False,38.62671232876713,292,3.4432130508023757
2004-05,2768,Chris Duhon,22,31,97.56666666666666,20,3,19,12,17,17,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2005,31,0.6451612903225806,0.20498804236419543,1.0249402118209772,True,False,38.62671232876713,292,0.5177763986168986
2006-07,2736,Luol Deng,22,43,150.46,51,18,37,15,21,23,20,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2007,43,1.186046511627907,0.33896052106872254,1.6948026053436127,True,False,40.31818181818182,286,1.2649379932356257
2008-09,200748,Tyrus Thomas,22,29,93.95,41,10,26,20,23,13,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2009,29,1.4137931034482758,0.43640234167110165,2.182011708355508,True,False,40.14855072463768,276,1.021207472249797
2010-11,201565,Derrick Rose,22,43,166.73166666666663,166,51,127,61,68,31,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2011,43,3.86046511627907,0.9956117114325416,4.978058557162708,True,True,40.72222222222222,270,4.076398362892224
2011-12,202710,Jimmy Butler III,22,6,9.621666666666666,4,2,6,0,0,5,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2012,6,0.6666666666666666,0.4157283907846874,2.078641953923437,False,False,32.08203125,256,0.12468038475587483
2013-14,203503,Tony Snell,22,14,42.086666666666666,11,5,15,0,0,9,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2014,14,0.7857142857142857,0.2613654364010771,1.3068271820053856,True,False,38.21146953405018,279,0.28787168183097267
2016-17,1626166,Cameron Payne,22,2,0.8433333333333334,0,0,0,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2017,2,0.0,0.0,0.0,False,False,37.05281690140845,284,0.0
2016-17,1626171,Bobby Portis Jr.,22,10,22.186666666666667,4,2,5,0,0,5,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2017,10,0.4,0.18028846153846154,0.9014423076923077,True,False,37.05281690140845,284,0.1079540055117362
2017-18,203943,Noah Vonleh,22,3,6.25,0,0,0,0,0,2,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,3,0.0,0.0,0.0,False,False,36.409893992932865,283,0.0
2018-19,1628374,Lauri Markkanen,22,23,99.51,45,13,26,16,18,9,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2019,23,1.9565217391304348,0.4522158577027434,2.261079288513717,True,False,36.52669039145908,281,1.2319758378799688
2018-19,1628469,Antonio Blakeney,22,7,4.546666666666667,4,1,5,1,1,2,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2019,7,0.5714285714285714,0.8797653958944281,4.39882697947214,False,False,36.52669039145908,281,0.10950896336710833
2020-21,1628976,Wendell Carter Jr.,22,16,32.446666666666665,10,2,5,6,9,8,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2021,16,0.625,0.30819806862543664,1.5409903431271832,True,False,31.9,270,0.31347962382445144
2020-21,1629655,Daniel Gafford,22,2,2.15,2,1,1,0,1,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2021,2,1.0,0.9302325581395349,4.651162790697675,False,False,31.9,270,0.06269592476489029
2021-22,1628972,Troy Brown Jr.,22,7,9.96,0,0,1,0,0,6,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2022,7,0.0,0.0,0.0,False,False,33.78417266187051,278,0.0
2021-22,1629632,Coby White,22,24,48.81,7,2,7,1,2,14,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2022,24,0.2916666666666667,0.14341323499282932,0.7170661749641466,True,False,33.78417266187051,278,0.2071976149914821
2021-22,1630245,Ayo Dosunmu,22,24,68.16666666666667,22,9,18,2,4,15,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2022,24,0.9166666666666666,0.32273838630806845,1.6136919315403422,True,False,33.78417266187051,278,0.6511925042589437
2023-24,1630172,Patrick Williams,22,13,37.505,15,7,13,0,0,7,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2024,13,1.1538461538461537,0.39994667377682974,1.9997333688841488,True,False,34.96212121212121,264,0.429035752979415
2023-24,1641766,Adama Sanogo,22,1,5.108333333333333,5,0,0,5,8,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2024,1,5.0,0.9787928221859706,4.893964110929853,False,False,34.96212121212121,264,0.14301191765980498
2024-25,1630581,Josh Giddey,22,25,79.97166666666666,37,9,25,14,20,14,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2025,25,1.48,0.46266386011712485,2.3133193005856243,True,False,32.86330935251799,278,1.125875656742557
2024-25,1631207,Dalen Terry,22,2,2.848333333333333,0,0,0,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2025,2,0.0,0.0,0.0,False,False,32.86330935251799,278,0.0
2025-26,1631159,Leonard Miller,22,6,18.523333333333333,7,3,6,1,2,2,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2026,6,1.1666666666666667,0.377901745546158,1.88950872773079,False,False,32.15972222222222,288,0.2176635715828115
2025-26,1641763,Julian Phillips,22,1,0.9666666666666668,0,0,0,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2026,1,0.0,0.0,0.0,False,False,32.15972222222222,288,0.0
2000-01,1736,Corey Benjamin,23,7,9.061666666666667,0,0,3,0,0,1,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2001,7,0.0,0.0,0.0,False,False,36.43494423791822,269,0.0
2000-01,2062,A.J. Guyton,23,10,21.908333333333335,2,0,6,2,2,3,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2001,10,0.2,0.09128946367440091,0.4564473183720046,True,False,36.43494423791822,269,0.05489235792266095
2000-01,2063,Jake Voskuhl,23,1,0.5333333333333333,0,0,0,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2001,1,0.0,0.0,0.0,False,False,36.43494423791822,269,0.0
2001-02,2033,Marcus Fizer,23,34,110.215,44,18,37,8,11,14,20,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2002,34,1.2941176470588236,0.3992197069364424,1.9960985346822118,True,False,37.43223443223443,273,1.1754574811625405
2001-02,2239,Trenton Hassell,23,36,123.31333333333332,33,10,25,8,9,17,19,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2002,36,0.9166666666666666,0.2676109639400984,1.338054819700492,True,False,37.43223443223443,273,0.8815931108719053
2002-03,2037,Jamal Crawford,23,24,89.19,57,21,44,11,14,10,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2003,24,2.375,0.6390850992263707,3.1954254961318536,True,False,38.88059701492537,268,1.4660268714011517
2003-04,2550,Kirk Hinrich,23,38,150.07333333333332,30,9,32,10,15,13,25,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2004,38,0.7894736842105263,0.1999022700013327,0.9995113500066635,True,False,37.690298507462686,268,0.7959607959607959
2003-04,2648,Ronald Dupree,23,11,18.198333333333338,1,0,1,1,1,2,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2004,11,0.09090909090909091,0.05495008700430441,0.2747504350215221,True,False,37.690298507462686,268,0.026532026532026534
2004-05,2876,Jared Reiner,23,1,4.566666666666666,2,1,1,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2005,1,2.0,0.43795620437956206,2.18978102189781,False,False,38.62671232876713,292,0.05177763986168986
2005-06,2199,Tyson Chandler,23,41,134.47833333333332,15,5,9,5,9,24,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2006,41,0.36585365853658536,0.11154213194194852,0.5577106597097427,True,False,39.93333333333333,285,0.3756260434056762
2005-06,2552,Michael Sweetney,23,15,36.35333333333333,22,7,15,8,11,7,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2006,15,1.4666666666666666,0.6051714652484871,3.0258573262424355,True,False,39.93333333333333,285,0.5509181969949917
2005-06,2732,Ben Gordon,23,46,184.16,159,56,118,30,37,24,22,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2006,46,3.4565217391304346,0.8633796698523024,4.316898349261512,True,True,39.93333333333333,285,3.9816360601001675
2005-06,2768,Chris Duhon,23,40,92.98666666666666,25,5,22,12,13,19,21,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2006,40,0.625,0.26885574992830513,1.3442787496415256,True,False,39.93333333333333,285,0.6260434056761269
2005-06,101188,Eddie Basden,23,3,0.6383333333333333,0,0,0,0,0,1,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2006,3,0.0,0.0,0.0,False,False,39.93333333333333,285,0.0
2006-07,200757,Thabo Sefolosha,23,7,8.25,5,2,3,1,1,3,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2007,7,0.7142857142857143,0.6060606060606061,3.0303030303030303,False,False,40.31818181818182,286,0.12401352874859074
2007-08,2736,Luol Deng,23,26,78.62666666666667,24,10,23,4,8,11,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2008,26,0.9230769230769231,0.3052399525182296,1.526199762591148,True,False,37.38827838827839,273,0.6419124130498678
2007-08,201149,Joakim Noah,23,13,23.06,9,2,4,5,5,6,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2008,13,0.6923076923076923,0.39028620988725066,1.9514310494362532,True,False,37.38827838827839,273,0.2407171548937004
2007-08,201189,Aaron Gray,23,3,6.4383333333333335,2,1,1,0,0,2,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2008,3,0.6666666666666666,0.3106393994304944,1.553196997152472,False,False,37.38827838827839,273,0.05349270108748898
2009-10,200748,Tyrus Thomas,23,6,11.468333333333334,2,1,1,0,0,4,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2010,6,0.3333333333333333,0.1743932567940706,0.871966283970353,False,False,37.41573033707865,267,0.05345345345345345
2009-10,201949,James Johnson,23,3,4.85,0,0,0,0,0,0,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2010,3,0.0,0.0,0.0,False,False,37.41573033707865,267,0.0
2011-12,201565,Derrick Rose,23,18,63.25666666666667,44,15,50,13,21,14,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2012,18,2.4444444444444446,0.6955788586183275,3.4778942930916372,True,False,32.08203125,256,1.3714842323146232
2012-13,202710,Jimmy Butler III,23,43,118.305,39,11,22,15,20,26,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2013,43,0.9069767441860465,0.3296563966020033,1.6482819830100164,True,False,36.305755395683455,278,1.0742098484097888
2014-15,203503,Tony Snell,23,19,46.56,2,0,8,2,2,11,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2015,19,0.10526315789473684,0.0429553264604811,0.2147766323024055,True,False,32.867986798679866,303,0.06084948287980722
2014-15,203926,Doug McDermott,23,1,0.0183333333333333,0,0,0,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2015,1,0.0,0.0,0.0,False,False,32.867986798679866,303,0.0
2015-16,1626245,Cristiano Felicio,23,1,0.92,0,0,0,0,0,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2016,1,0.0,0.0,0.0,False,False,37.104166666666664,288,0.0
