season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url,season_end_year,games,clutch_points_per_game,clutch_points_per_minute,clutch_points_per_5_minutes,qualified,selected,league_average_clutch_points,league_qualified_players,league_average_ratio
2016-17,1627756,Denzel Valentine,23,12,33.18333333333333,5,1,6,2,2,7,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2017,12,0.4166666666666667,0.15067805123053743,0.7533902561526872,True,False,37.05281690140845,284,0.13494250688967024
2016-17,1627835,Paul Zipser,23,9,31.635,4,1,5,1,1,5,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2017,9,0.4444444444444444,0.1264422317053896,0.632211158526948,False,False,37.05281690140845,284,0.1079540055117362
2017-18,203897,Zach LaVine,23,9,33.25666666666667,27,6,22,13,17,5,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,9,3.0,0.8118672947779894,4.059336473889947,False,False,36.409893992932865,283,0.7415566770186335
2017-18,1626166,Cameron Payne,23,2,9.431666666666668,5,2,5,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,2,2.5,0.5301289980561936,2.650644990280968,False,False,36.409893992932865,283,0.1373253105590062
2017-18,1626171,Bobby Portis Jr.,23,23,48.413333333333334,22,9,23,2,3,13,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,23,0.9565217391304348,0.4544202698980997,2.2721013494904985,True,False,36.409893992932865,283,0.6042313664596273
2017-18,1627770,Kay Felder,23,1,0.0,0,0,0,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,1,0.0,,,False,False,36.409893992932865,283,0.0
2018-19,1628990,Chandler Hutchison,23,8,7.893333333333333,0,0,3,0,0,2,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2019,8,0.0,0.0,0.0,False,False,36.52669039145908,281,0.0
2019-20,1628374,Lauri Markkanen,23,23,80.31166666666667,35,9,27,12,13,9,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2020,23,1.5217391304347827,0.4358021873119306,2.179010936559653,True,False,32.78228782287823,271,1.0676497073390363
2022-23,1629632,Coby White,23,22,45.586666666666666,24,6,12,8,9,7,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2023,22,1.0909090909090908,0.5264697279906405,2.632348639953203,True,False,38.29710144927536,276,0.6266792809839168
2022-23,1630245,Ayo Dosunmu,23,24,63.306666666666665,17,7,14,3,4,9,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2023,24,0.7083333333333334,0.2685341196293176,1.342670598146588,True,False,38.29710144927536,276,0.4438978240302744
2022-23,1630678,Terry Taylor,23,1,3.3833333333333333,2,1,1,0,2,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2023,1,2.0,0.5911330049261084,2.9556650246305423,False,False,38.29710144927536,276,0.0522232734153264
2024-25,1630172,Patrick Williams,23,20,50.92666666666667,15,5,10,2,2,12,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2025,20,0.75,0.29454117031025,1.4727058515512501,True,False,32.86330935251799,278,0.4564360770577933
2025-26,1630581,Josh Giddey,23,28,116.38833333333334,61,21,43,15,20,16,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2026,28,2.1785714285714284,0.5241075136396832,2.620537568198416,True,False,32.15972222222222,288,1.8967825523645
2025-26,1631207,Dalen Terry,23,1,2.4816666666666665,0,0,0,0,0,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2026,1,0.0,0.0,0.0,False,False,32.15972222222222,288,0.0
2000-01,1913,Michael Ruffin,24,12,41.41833333333334,2,1,3,0,2,3,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2001,12,0.16666666666666666,0.04828779525974809,0.24143897629874045,True,False,36.43494423791822,269,0.05489235792266095
2001-02,2062,A.J. Guyton,24,10,18.12,10,3,11,2,2,4,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2002,10,1.0,0.5518763796909492,2.7593818984547456,True,False,37.43223443223443,273,0.267149427536941
2002-03,2033,Marcus Fizer,24,14,55.35,22,9,19,4,6,7,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2003,14,1.5714285714285714,0.3974706413730804,1.987353206865402,True,False,38.88059701492537,268,0.5658349328214971
2002-03,2239,Trenton Hassell,24,28,62.21333333333333,8,3,9,0,0,12,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2003,28,0.2857142857142857,0.12858979854264896,0.6429489927132448,True,False,38.88059701492537,268,0.20575815738963532
2002-03,2437,Lonny Baxter,24,3,4.381666666666667,0,0,0,0,0,2,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2003,3,0.0,0.0,0.0,False,False,38.88059701492537,268,0.0
2003-04,2037,Jamal Crawford,24,34,142.22833333333332,85,31,90,18,24,13,21,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2004,34,2.5,0.5976305705614212,2.988152852807106,True,False,37.690298507462686,268,2.255222255222255
2003-04,2423,Chris Jefferies,24,1,8.605,1,0,0,1,2,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2004,1,1.0,0.11621150493898895,0.5810575246949448,False,False,37.690298507462686,268,0.026532026532026534
2003-04,2457,Jannero Pargo,24,4,14.5,8,3,7,0,0,1,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2004,4,2.0,0.5517241379310345,2.7586206896551726,False,False,37.690298507462686,268,0.21225621225621227
2003-04,2669,Linton Johnson,24,9,21.07,4,2,3,0,0,1,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2004,9,0.4444444444444444,0.18984337921214997,0.9492168960607499,False,False,37.690298507462686,268,0.10612810612810614
2004-05,2550,Kirk Hinrich,24,41,169.87166666666667,84,26,68,25,32,25,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2005,41,2.048780487804878,0.4944909392384447,2.472454696192224,True,False,38.62671232876713,292,2.174660874190974
2006-07,2552,Michael Sweetney,24,1,2.3333333333333335,0,0,1,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2007,1,0.0,0.0,0.0,False,False,40.31818181818182,286,0.0
2006-07,2732,Ben Gordon,24,41,125.57333333333334,116,32,88,46,49,22,19,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2007,41,2.8292682926829267,0.9237630070078573,4.618815035039287,True,True,40.31818181818182,286,2.8771138669673055
2006-07,2751,Viktor Khryapa,24,2,1.9566666666666668,0,0,0,0,0,0,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2007,2,0.0,0.0,0.0,False,False,40.31818181818182,286,0.0
2006-07,2768,Chris Duhon,24,32,61.56,19,4,17,9,11,17,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2007,32,0.59375,0.30864197530864196,1.5432098765432098,True,False,40.31818181818182,286,0.47125140924464487
2007-08,200757,Thabo Sefolosha,24,19,41.901666666666664,12,3,8,6,6,8,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2008,19,0.631578947368421,0.28638478978560916,1.4319239489280458,True,False,37.38827838827839,273,0.3209562065249339
2008-09,2736,Luol Deng,24,21,79.155,15,4,13,6,6,8,13,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2009,21,0.7142857142857143,0.18950161076369149,0.9475080538184575,True,False,40.14855072463768,276,0.3736124898474867
2008-09,201149,Joakim Noah,24,30,71.42166666666667,4,1,6,2,8,13,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2009,30,0.13333333333333333,0.05600541385667281,0.28002706928336407,True,False,40.14855072463768,276,0.09962999729266311
2008-09,201189,Aaron Gray,24,10,10.511666666666668,0,0,1,0,0,4,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2009,10,0.0,0.0,0.0,True,False,40.14855072463768,276,0.0
2010-11,201600,Omer Asik,24,11,8.855,0,0,2,0,0,6,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2011,11,0.0,0.0,0.0,True,False,40.72222222222222,270,0.0
2010-11,201949,James Johnson,24,2,7.611666666666666,7,3,3,0,0,2,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2011,2,3.5,0.9196409021239326,4.598204510619663,False,False,40.72222222222222,270,0.17189631650750342
2012-13,202952,Malcolm Thomas,24,1,1.3433333333333333,0,0,0,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2013,1,0.0,0.0,0.0,False,False,36.305755395683455,278,0.0
2013-14,202710,Jimmy Butler III,24,28,102.85833333333332,27,7,24,12,16,20,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2014,28,0.9642857142857143,0.26249696184071947,1.3124848092035974,True,False,38.21146953405018,279,0.7065941281305693
2014-15,202703,Nikola Mirotic,24,26,78.60833333333333,32,8,23,11,14,18,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2015,26,1.2307692307692308,0.40708152231527617,2.035407611576381,True,False,32.867986798679866,303,0.9735917260769155
2015-16,203503,Tony Snell,24,16,74.41,7,2,13,1,1,7,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2016,16,0.4375,0.09407337723424271,0.4703668861712135,True,False,37.104166666666664,288,0.18865805727119597
2015-16,203926,Doug McDermott,24,27,51.52333333333333,12,4,10,2,2,13,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2016,27,0.4444444444444444,0.2329041858057838,1.164520929028919,True,False,37.104166666666664,288,0.32341381246490736
2016-17,1626170,Jerian Grant,24,13,23.918333333333333,9,2,9,4,4,7,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2017,13,0.6923076923076923,0.37628039857849627,1.8814019928924814,True,False,37.05281690140845,284,0.24289651240140647
2016-17,1626245,Cristiano Felicio,24,7,20.788333333333338,0,0,3,0,0,3,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2017,7,0.0,0.0,0.0,False,False,37.05281690140845,284,0.0
2017-18,1627739,Kris Dunn,24,27,109.14666666666666,76,28,58,17,20,15,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,27,2.814814814814815,0.6963107744930369,3.4815538724651844,True,False,36.409893992932865,283,2.0873447204968945
2017-18,1627756,Denzel Valentine,24,28,88.54666666666667,28,11,29,2,2,11,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,28,1.0,0.3162174371329619,1.5810871856648094,True,False,36.409893992932865,283,0.7690217391304347
2017-18,1627835,Paul Zipser,24,8,14.303333333333333,4,1,2,2,2,3,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,8,0.5,0.2796550920531345,1.3982754602656724,False,False,36.409893992932865,283,0.10986024844720496
2017-18,1627853,Ryan Arcidiacono,24,4,8.648333333333333,2,1,1,0,0,2,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2018,4,0.5,0.23125843129697438,1.1562921564848718,False,False,36.409893992932865,283,0.05493012422360248
2018-19,203897,Zach LaVine,24,31,136.20833333333334,103,41,97,10,18,11,20,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2019,31,3.3225806451612905,0.7561945549097583,3.7809727745487915,True,False,36.52669039145908,281,2.8198558067030395
2018-19,203953,Jabari Parker,24,15,57.458333333333336,19,8,17,1,3,5,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2019,15,1.2666666666666666,0.3306744017403916,1.6533720087019579,True,False,36.52669039145908,281,0.5201675759937646
2018-19,1626166,Cameron Payne,24,6,27.78,10,3,8,3,3,2,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2019,6,1.6666666666666667,0.3599712023038157,1.7998560115190785,False,False,36.52669039145908,281,0.27377240841777084
2018-19,1626171,Bobby Portis Jr.,24,6,14.883333333333333,6,3,8,0,0,1,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2019,6,1.0,0.4031354983202688,2.015677491601344,False,False,36.52669039145908,281,0.1642634450506625
2018-19,1627782,Wayne Selden,24,11,17.898333333333333,5,1,2,2,3,5,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2019,11,0.45454545454545453,0.27935561970388306,1.3967780985194154,True,False,36.52669039145908,281,0.13688620420888542
2018-19,1627789,Timothe Luwawu-Cabarrot,24,2,1.8,0,0,0,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2019,2,0.0,0.0,0.0,False,False,36.52669039145908,281,0.0
2019-20,1628436,Luke Kornet,24,4,4.185,0,0,0,0,0,2,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2020,4,0.0,0.0,0.0,False,False,32.78228782287823,271,0.0
2019-20,1628990,Chandler Hutchison,24,6,12.528333333333334,2,1,2,0,0,3,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2020,6,0.3333333333333333,0.15963815351869096,0.7981907675934548,False,False,32.78228782287823,271,0.06100855470508779
2020-21,1628374,Lauri Markkanen,24,15,32.725,14,5,14,0,0,6,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2021,15,0.9333333333333333,0.42780748663101603,2.1390374331550803,True,False,31.9,270,0.438871473354232
2021-22,1628366,Lonzo Ball,24,16,51.76,7,2,11,2,2,10,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2022,16,0.4375,0.13523956723338487,0.6761978361669243,True,False,33.78417266187051,278,0.2071976149914821
2021-22,1628396,Tony Bradley,24,4,0.6183333333333333,0,0,0,0,0,0,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2022,4,0.0,0.0,0.0,False,False,33.78417266187051,278,0.0
2023-24,1629632,Coby White,24,41,193.23,99,34,73,21,25,24,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2024,41,2.4146341463414633,0.512342803912436,2.56171401956218,True,False,34.96212121212121,264,2.8316359696641387
2023-24,1630245,Ayo Dosunmu,24,26,98.295,32,12,24,4,6,18,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2024,26,1.2307692307692308,0.32555063838445497,1.6277531919222747,True,False,34.96212121212121,264,0.9152762730227519
2023-24,1630929,Henri Drell,24,1,4.225,4,1,2,1,2,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2024,1,4.0,0.9467455621301776,4.733727810650888,False,False,34.96212121212121,264,0.11440953412784399
2024-25,1629659,Talen Horton-Tucker,24,3,3.465,1,0,0,1,2,1,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2025,3,0.3333333333333333,0.28860028860028863,1.4430014430014433,False,False,32.86330935251799,278,0.03042907180385289
2025-26,1630172,Patrick Williams,24,17,21.085,2,1,3,0,0,9,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2026,17,0.11764705882352941,0.09485416172634574,0.4742708086317287,True,False,32.15972222222222,288,0.06218959188080329
2000-01,1500,Ron Mercer,25,34,130.585,71,25,66,20,23,8,26,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2001,34,2.088235294117647,0.5437071639162231,2.7185358195811156,True,False,36.43494423791822,269,1.9486787062544637
2000-01,1802,Brad Miller,25,19,58.38666666666666,9,2,7,5,8,5,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2001,19,0.47368421052631576,0.15414478191367892,0.7707239095683946,True,False,36.43494423791822,269,0.24701561065197428
2003-04,2033,Marcus Fizer,25,7,14.543333333333331,5,0,3,5,6,1,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2004,7,0.7142857142857143,0.34380013752005506,1.7190006876002752,False,False,37.690298507462686,268,0.13266013266013266
2004-05,2457,Jannero Pargo,25,9,20.888333333333332,4,2,6,0,0,6,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2005,9,0.4444444444444444,0.19149445463975107,0.9574722731987553,False,False,38.62671232876713,292,0.10355527972337972
2004-05,2804,Andres Nocioni,25,33,79.36666666666666,22,4,19,11,17,21,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2005,33,0.6666666666666666,0.2771944561108778,1.3859722805543888,True,False,38.62671232876713,292,0.5695540384785884
2005-06,2550,Kirk Hinrich,25,50,202.54333333333332,112,30,82,46,55,27,23,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2006,50,2.24,0.5529680891331896,2.764840445665948,True,True,39.93333333333333,285,2.8046744574290488
2007-08,2732,Ben Gordon,25,31,117.66166666666666,103,26,68,40,44,10,21,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2008,31,3.3225806451612905,0.8753913055795572,4.376956527897786,True,False,37.38827838827839,273,2.7548741060056825
2007-08,2768,Chris Duhon,25,23,43.42,13,5,13,1,1,12,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2008,23,0.5652173913043478,0.2994011976047904,1.497005988023952,True,False,37.38827838827839,273,0.34770255706867836
2008-09,200757,Thabo Sefolosha,25,12,10.651666666666667,2,0,2,2,2,7,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2009,12,0.16666666666666666,0.18776404318572992,0.9388202159286496,True,False,40.14855072463768,276,0.04981499864633156
2009-10,2736,Luol Deng,25,39,163.84833333333333,65,22,53,20,26,22,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2010,39,1.6666666666666667,0.396708337995504,1.9835416899775198,True,False,37.41573033707865,267,1.7372372372372373
2009-10,201149,Joakim Noah,25,32,119.375,45,15,23,15,26,19,13,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2010,32,1.40625,0.3769633507853403,1.8848167539267016,True,False,37.41573033707865,267,1.2027027027027029
2009-10,201959,Taj Gibson,25,29,64.93333333333334,15,6,12,3,8,15,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2010,29,0.5172413793103449,0.23100616016427103,1.1550308008213552,True,False,37.41573033707865,267,0.4009009009009009
2011-12,201600,Omer Asik,25,7,9.778333333333334,0,0,1,0,0,7,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2012,7,0.0,0.0,0.0,False,False,32.08203125,256,0.0
2013-14,201565,Derrick Rose,25,5,16.4,14,5,10,3,4,3,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2014,5,2.8,0.853658536585366,4.2682926829268295,False,False,38.21146953405018,279,0.36638214051214707
2014-15,202710,Jimmy Butler III,25,37,122.45,72,18,46,32,34,26,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741,2015,37,1.945945945945946,0.587995100040833,2.9399755002041648,True,False,32.867986798679866,303,2.19058138367306
