season,player_id,player,clutch_games,clutch_points
2023-24,1630639,A.J. Lawson,2,3
2023-24,1631260,AJ Green,4,3
2023-24,1631100,AJ Griffin,1,0
2023-24,203932,Aaron Gordon,38,52
2023-24,1628988,Aaron Holiday,19,6
2023-24,1630174,Aaron Nesmith,29,37
2023-24,1630598,Aaron Wiggins,20,14
2023-24,1641766,Adama Sanogo,1,5
2023-24,201143,Al Horford,21,19
2023-24,202692,Alec Burks,18,19
2023-24,1630197,Aleksej Pokusevski,5,2
2023-24,1627936,Alex Caruso,35,53
2023-24,203458,Alex Len,4,0
2023-24,1630578,Alperen Sengun,29,90
2023-24,1641735,Amari Bailey,1,5
2023-24,1641708,Amen Thompson,16,17
2023-24,1629599,Amir Coffey,19,21
2023-24,203083,Andre Drummond,14,14
2023-24,1641748,Andre Jackson Jr.,3,0
2023-24,1629614,Andrew Nembhard,27,20
2023-24,203952,Andrew Wiggins,31,25
2023-24,1629014,Anfernee Simons,18,80
2023-24,1641710,Anthony Black,13,4
2023-24,203076,Anthony Davis,30,85
2023-24,1630162,Anthony Edwards,32,98
2023-24,1630264,Anthony Gill,6,2
2023-24,1630204,Ashton Hagans,2,0
2023-24,1641709,Ausar Thompson,18,9
2023-24,1630559,Austin Reaves,32,74
2023-24,1630245,Ayo Dosunmu,26,32
2023-24,1628389,Bam Adebayo,37,44
2023-24,1641767,Ben Sheppard,7,5
2023-24,1627732,Ben Simmons,5,2
2023-24,1631097,Bennedict Mathurin,13,9
2023-24,1641731,Bilal Coulibaly,21,5
2023-24,202687,Bismack Biyombo,5,5
2023-24,1631104,Blake Wesley,4,0
2023-24,1626246,Boban Marjanovic,2,0
2023-24,1626171,Bobby Portis Jr.,12,10
2023-24,203992,Bogdan Bogdanović,37,34
2023-24,202711,Bojan Bogdanovic,17,29
2023-24,1629626,Bol Bol,3,5
2023-24,1630538,Bones Hyland,4,5
2023-24,203078,Bradley Beal,21,29
2023-24,1641764,Brandin Podziemski,30,25
2023-24,1630527,Brandon Boston Jr.,3,4
2023-24,1629634,Brandon Clarke,1,0
2023-24,1627742,Brandon Ingram,22,49
2023-24,1641706,Brandon Miller,27,34
2023-24,1641729,Brice Sensabaugh,4,2
2023-24,201572,Brook Lopez,37,45
2023-24,1628971,Bruce Brown,21,31
2023-24,1628981,Bruno Fernando,5,4
2023-24,1631121,Bryce McGowens,7,0
2023-24,1627741,Buddy Hield,29,63
2023-24,203468,CJ McCollum,18,30
2023-24,1630595,Cade Cunningham,28,66
2023-24,1631216,Caleb Houstan,3,3
2023-24,1628997,Caleb Martin,29,20
2023-24,1629629,Cam Reddish,15,10
2023-24,1630560,Cam Thomas,24,52
2023-24,1641715,Cam Whitmore,7,4
2023-24,1629661,Cameron Johnson,22,32
2023-24,1626166,Cameron Payne,15,5
2023-24,1627747,Caris LeVert,32,45
2023-24,1641717,Cason Wallace,12,9
2023-24,1626224,Cedi Osman,12,2
2023-24,1631096,Chet Holmgren,35,64
2023-24,1629002,Chimezie Metu,4,0
2023-24,1628449,Chris Boucher,6,11
2023-24,1630537,Chris Duarte,8,3
2023-24,101108,Chris Paul,28,18
2023-24,1631128,Christian Braun,17,4
2023-24,1626174,Christian Wood,7,2
2023-24,1629643,Chuma Okeke,6,3
2023-24,203991,Clint Capela,34,23
2023-24,1629632,Coby White,41,99
2023-24,1628998,Cody Martin,9,5
2023-24,203469,Cody Zeller,4,0
2023-24,1641732,Colby Jones,1,0
2023-24,1630175,Cole Anthony,23,23
2023-24,1630658,Colin Castleton,1,0
2023-24,1629012,Collin Sexton,23,40
2023-24,1630557,Corey Kispert,26,20
2023-24,202709,Cory Joseph,5,0
2023-24,1641854,Craig Porter Jr.,4,6
2023-24,1626156,D'Angelo Russell,19,45
2023-24,1629610,DaQuan Jeffries,1,0
2023-24,1630625,Dalano Banton,8,14
2023-24,1631207,Dalen Terry,3,5
2023-24,1627745,Damian Jones,1,0
2023-24,203081,Damian Lillard,37,139
2023-24,1629655,Daniel Gafford,18,16
2023-24,1628464,Daniel Theis,7,2
2023-24,201568,Danilo Gallinari,1,0
2023-24,201980,Danny Green,1,0
2023-24,203957,Dante Exum,14,34
2023-24,1627863,Danuel House Jr.,2,0
2023-24,203967,Dario Saric,14,3
2023-24,1629647,Darius Bazley,1,2
2023-24,1629636,Darius Garland,28,50
2023-24,1631223,David Roddy,9,8
2023-24,1630558,Davion Mitchell,8,6
2023-24,202722,Davis Bertans,9,5
2023-24,1630549,Day'Ron Sharpe,9,0
2023-24,1628368,De'Aaron Fox,35,122
2023-24,1629631,De'Andre Hunter,25,18
2023-24,1629001,De'Anthony Melton,11,19
2023-24,201599,DeAndre Jordan,1,2
2023-24,201942,DeMar DeRozan,40,182
2023-24,1629731,Dean Wade,9,5
2023-24,1629028,Deandre Ayton,26,41
2023-24,1627749,Dejounte Murray,42,106
2023-24,1626153,Delon Wright,3,0
2023-24,1630166,Deni Avdija,28,18
2023-24,203471,Dennis Schröder,40,87
2023-24,1628372,Dennis Smith Jr.,14,6
2023-24,1641726,Dereck Lively II,17,8
2023-24,1627884,Derrick Jones Jr.,18,11
2023-24,201565,Derrick Rose,1,2
2023-24,1628401,Derrick White,29,54
2023-24,1630217,Desmond Bane,16,36
2023-24,1626164,Devin Booker,32,78
2023-24,1630170,Devin Vassell,32,47
2023-24,1628984,Devonte' Graham,3,12
2023-24,1628415,Dillon Brooks,33,53
2023-24,1627734,Domantas Sabonis,38,54
2023-24,1631230,Dominick Barlow,5,2
2023-24,1628378,Donovan Mitchell,27,80
2023-24,1628978,Donte DiVincenzo,25,27
2023-24,1627827,Dorian Finney-Smith,28,34
2023-24,203926,Doug McDermott,8,0
