season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2022-23,1627936,Alex Caruso,29.0,28,104.85166666666667,12,5,9,1,2,8,20,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,203083,Andre Drummond,29.0,5,3.236666666666667,0,0,0,0,0,2,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,1630245,Ayo Dosunmu,23.0,24,63.306666666666665,17,7,14,3,4,9,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,1630637,Carlik Jones,25.0,1,3.3833333333333333,3,1,1,0,0,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,1629632,Coby White,23.0,22,45.586666666666666,24,6,12,8,9,7,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,201942,DeMar DeRozan,33.0,34,159.50333333333333,159,49,104,58,65,14,20,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,1627884,Derrick Jones Jr.,26.0,7,12.663333333333334,3,1,1,1,4,3,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,201609,Goran Dragic,37.0,7,15.205,2,1,2,0,0,0,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,1629750,Javonte Green,29.0,7,14.261666666666667,8,4,5,0,0,1,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,202696,Nikola Vučević,32.0,37,170.305,55,20,46,6,9,14,23,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,201976,Patrick Beverley,34.0,7,47.55833333333333,0,0,3,0,1,4,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,1630172,Patrick Williams,21.0,29,87.82166666666667,13,4,12,4,4,14,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,1630678,Terry Taylor,23.0,1,3.3833333333333333,2,1,1,0,2,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2022-23,203897,Zach LaVine,28.0,34,159.25833333333333,100,34,82,26,30,14,20,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
