season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2015-16,201166,Aaron Brooks,31.0,12,36.70333333333333,22,8,15,4,6,6,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,1626171,Bobby Portis Jr.,21.0,6,12.843333333333334,2,1,2,0,0,2,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,203946,Cameron Bairstow,25.0,1,1.25,2,1,1,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,1626245,Cristiano Felicio,23.0,1,0.92,0,0,0,0,0,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,201565,Derrick Rose,27.0,33,148.89166666666668,78,31,84,14,15,17,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,203926,Doug McDermott,24.0,27,51.52333333333333,12,4,10,2,2,13,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,202734,E'Twaun Moore,27.0,22,81.44166666666666,25,10,19,0,2,16,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,202710,Jimmy Butler III,26.0,38,191.54,137,41,89,47,54,21,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,201149,Joakim Noah,31.0,13,22.538333333333334,2,1,2,0,0,8,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,203200,Justin Holiday,27.0,8,20.813333333333333,3,1,1,1,2,5,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,2550,Kirk Hinrich,35.0,12,29.481666666666666,5,1,2,2,2,8,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,2399,Mike Dunleavy,35.0,11,16.05,8,2,5,2,2,9,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,202703,Nikola Mirotic,25.0,29,80.01,28,4,18,18,23,15,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,2200,Pau Gasol,35.0,42,183.73833333333334,75,20,59,34,44,24,18,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,201959,Taj Gibson,31.0,34,109.03666666666666,14,2,9,10,13,19,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2015-16,203503,Tony Snell,24.0,16,74.41,7,2,13,1,1,7,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
