season,player_id,player,clutch_games,clutch_points
2014-15,201985,AJ Price,4,2
2014-15,201166,Aaron Brooks,29,52
2014-15,203932,Aaron Gordon,16,12
2014-15,203940,Adreian Payne,9,0
2014-15,201143,Al Horford,33,44
2014-15,2744,Al Jefferson,29,65
2014-15,202329,Al-Farouq Aminu,22,6
2014-15,101187,Alan Anderson,34,20
2014-15,202692,Alec Burks,13,20
2014-15,203458,Alex Len,24,13
2014-15,203144,Alexey Shved,10,12
2014-15,201582,Alexis Ajinca,9,10
2014-15,203459,Allen Crabbe,6,2
2014-15,202087,Alonzo Gee,13,0
2014-15,2405,Amar'e Stoudemire,21,20
2014-15,101161,Amir Johnson,30,34
2014-15,2760,Anderson Varejao,4,7
2014-15,203083,Andre Drummond,31,35
2014-15,2738,Andre Iguodala,26,27
2014-15,1889,Andre Miller,16,17
2014-15,203460,Andre Roberson,23,5
2014-15,200745,Andrea Bargnani,11,13
2014-15,101106,Andrew Bogut,17,14
2014-15,203094,Andrew Nicholson,3,0
2014-15,203952,Andrew Wiggins,37,68
2014-15,203461,Anthony Bennett,4,2
2014-15,203076,Anthony Davis,33,107
2014-15,201627,Anthony Morrow,34,33
2014-15,201229,Anthony Tolliver,14,8
2014-15,203462,Archie Goodwin,3,7
2014-15,202620,Arinze Onuaku,1,0
2014-15,203382,Aron Baynes,7,2
2014-15,201167,Arron Afflalo,37,54
2014-15,201948,Austin Daye,2,0
2014-15,203085,Austin Rivers,13,0
2014-15,202340,Avery Bradley,38,73
2014-15,2732,Ben Gordon,11,8
2014-15,203463,Ben McLemore,32,21
2014-15,2757,Beno Udrih,15,10
2014-15,203108,Bernard James,2,0
2014-15,202687,Bismack Biyombo,11,3
2014-15,201933,Blake Griffin,32,61
2014-15,202711,Bojan Bogdanovic,23,24
2014-15,2564,Boris Diaw,27,14
2014-15,203078,Bradley Beal,29,41
2014-15,201148,Brandan Wright,14,6
2014-15,101138,Brandon Bass,36,31
2014-15,203561,Brandon Davies,4,0
2014-15,201943,Brandon Jennings,16,35
2014-15,202688,Brandon Knight,31,97
2014-15,201575,Brandon Rush,3,2
2014-15,2217,Brendan Haywood,1,5
2014-15,203148,Brian Roberts,12,8
2014-15,201572,Brook Lopez,34,68
2014-15,203955,Bryce Cotton,1,1
2014-15,201228,C.J. Watson,26,28
2014-15,203468,CJ McCollum,10,7
2014-15,101139,CJ Miles,31,66
2014-15,201171,Carl Landry,8,6
2014-15,2430,Carlos Boozer,25,29
2014-15,2546,Carmelo Anthony,22,72
2014-15,2406,Caron Butler,16,10
2014-15,201858,Cartier Martin,2,0
2014-15,202718,Chandler Parsons,35,51
2014-15,101112,Channing Frye,31,21
2014-15,101111,Charlie Villanueva,10,4
2014-15,201978,Chase Budinger,12,13
2014-15,2365,Chris Andersen,13,8
2014-15,2547,Chris Bosh,20,41
2014-15,203142,Chris Copeland,14,10
2014-15,203187,Chris Johnson,3,6
2014-15,2549,Chris Kaman,11,0
2014-15,101108,Chris Paul,38,87
2014-15,101236,Chuck Hayes,3,0
2014-15,203921,Cleanthony Early,8,4
2014-15,203991,Clint Capela,1,0
2014-15,203469,Cody Zeller,25,14
2014-15,202332,Cole Aldrich,11,14
2014-15,201147,Corey Brewer,36,29
2014-15,203928,Cory Jefferson,2,1
2014-15,202709,Cory Joseph,28,23
2014-15,201584,Courtney Lee,36,48
2014-15,201571,D.J. Augustin,29,21
2014-15,2563,Dahntay Jones,6,2
2014-15,203081,Damian Lillard,44,108
2014-15,204014,Damjan Rudez,21,8
2014-15,201568,Danilo Gallinari,17,41
2014-15,101122,Danny Granger,7,8
2014-15,201980,Danny Green,36,65
2014-15,201967,Dante Cunningham,31,11
2014-15,203957,Dante Exum,22,2
2014-15,202721,Darius Morris,4,2
2014-15,201589,Darrell Arthur,12,22
2014-15,201954,Darren Collison,24,51
2014-15,101135,David Lee,6,1
2014-15,2561,David West,31,45
2014-15,201599,DeAndre Jordan,36,22
2014-15,201971,DeJuan Blair,2,2
2014-15,201942,DeMar DeRozan,31,89
2014-15,202326,DeMarcus Cousins,28,80
2014-15,201960,DeMarre Carroll,33,24
2014-15,203471,Dennis Schröder,14,26
2014-15,101114,Deron Williams,28,35
2014-15,202324,Derrick Favors,34,57
2014-15,201565,Derrick Rose,24,58
2014-15,202682,Derrick Williams,21,16
2014-15,2734,Devin Harris,29,21
2014-15,203906,Devyn Marble,6,0
2014-15,203473,Dewayne Dedmon,12,0
2014-15,203079,Dion Waiters,27,16
2014-15,1717,Dirk Nowitzki,35,93
2014-15,202388,Donald Sloan,19,34
2014-15,202700,Donatas Motiejunas,29,24
2014-15,2748,Dorell Wright,11,10
2014-15,203926,Doug McDermott,1,0
2014-15,203110,Draymond Green,25,20
2014-15,2400,Drew Gooden,7,5
2014-15,202779,Dwight Buycks,1,0
2014-15,2730,Dwight Howard,13,15
2014-15,203939,Dwight Powell,3,0
2014-15,2548,Dwyane Wade,30,91
2014-15,202734,E'Twaun Moore,10,8
2014-15,201947,Earl Clark,1,0
2014-15,202334,Ed Davis,21,16
2014-15,203901,Elfrid Payton,47,59
2014-15,202407,Elijah Millsap,13,2
2014-15,1882,Elton Brand,6,0
2014-15,202683,Enes Freedom,29,33
2014-15,202339,Eric Bledsoe,44,118
2014-15,201569,Eric Gordon,34,60
2014-15,203961,Eric Moreland,1,0
2014-15,203475,Erick Green,1,4
2014-15,101141,Ersan Ilyasova,14,25
2014-15,203095,Evan Fournier,29,30
2014-15,202323,Evan Turner,35,52
2014-15,203105,Festus Ezeli,2,2
2014-15,101128,Francisco Garcia,3,0
2014-15,203128,Furkan Aldemir,5,0
2014-15,202066,Garrett Temple,18,1
2014-15,203914,Gary Harris,7,2
2014-15,202390,Gary Neal,26,25
2014-15,201588,George Hill,22,69
2014-15,101123,Gerald Green,22,21
2014-15,201945,Gerald Henderson,34,58
2014-15,2222,Gerald Wallace,5,0
2014-15,203507,Giannis Antetokounmpo,38,54
2014-15,203540,Gigi Datome,4,5
2014-15,201175,Glen Davis,5,0
2014-15,203922,Glenn Robinson III,2,1
2014-15,201609,Goran Dragic,40,58
2014-15,202330,Gordon Hayward,36,93
2014-15,203476,Gorgui Dieng,31,30
2014-15,202328,Greg Monroe,28,40
2014-15,202349,Greivis Vasquez,30,5
2014-15,203084,Harrison Barnes,23,11
2014-15,202355,Hassan Whiteside,11,19
2014-15,2045,Hedo Turkoglu,3,2
2014-15,203156,Henry Sims,14,15
2014-15,201611,Henry Walker,9,19
2014-15,203138,Hollis Thompson,26,10
2014-15,203546,Ian Clark,1,0
2014-15,101133,Ian Mahinmi,14,5
2014-15,202697,Iman Shumpert,20,15
2014-15,203477,Isaiah Canaan,12,6
2014-15,202738,Isaiah Thomas,32,78
2014-15,202397,Ish Smith,14,24
2014-15,200826,J.J. Barea,16,19
2014-15,201581,JJ Hickson,15,10
2014-15,200755,JJ Redick,36,41
2014-15,2747,JR Smith,24,25
2014-15,203960,JaKarr Sampson,14,17
2014-15,203210,JaMychal Green,3,0
2014-15,201580,JaVale McGee,2,6
2014-15,203913,Jabari Brown,6,7
2014-15,203953,Jabari Parker,10,12
2014-15,203109,Jae Crowder,31,24
2014-15,203479,Jamaal Franklin,1,0
2014-15,2037,Jamal Crawford,27,54
2014-15,2749,Jameer Nelson,16,20
2014-15,203516,James Ennis III,6,0
2014-15,201935,James Harden,41,138
2014-15,201949,James Johnson,20,10
2014-15,2592,James Jones,11,3
2014-15,203949,James Michael McAdoo,4,5
2014-15,203923,James Young,4,0
2014-15,203099,Jared Cunningham,1,0
2014-15,201162,Jared Dudley,22,13
2014-15,203096,Jared Sullinger,25,40
2014-15,203950,Jarnell Stokes,1,1
2014-15,101127,Jarrett Jack,38,44
2014-15,101131,Jason Maxiell,5,4
2014-15,2202,Jason Richardson,3,12
2014-15,201160,Jason Smith,26,23
2014-15,1891,Jason Terry,31,21
2014-15,201574,Jason Thompson,26,12
2014-15,202399,Jeff Adrien,5,0
2014-15,201965,Jeff Ayres,4,0
2014-15,201145,Jeff Green,36,65
2014-15,201952,Jeff Teague,34,81
2014-15,203481,Jeff Withey,1,0
2014-15,203106,Jeffery Taylor,5,1
2014-15,203924,Jerami Grant,22,10
2014-15,202379,Jeremy Evans,1,0
2014-15,203087,Jeremy Lamb,9,6
2014-15,202391,Jeremy Lin,32,42
2014-15,202366,Jerome Jordan,2,1
2014-15,201573,Jerryd Bayless,33,38
2014-15,202690,Jimmer Fredette,8,8
2014-15,202710,Jimmy Butler III,37,72
2014-15,201149,Joakim Noah,33,23
2014-15,201975,Jodie Meeks,18,21
2014-15,203925,Joe Harris,8,0
2014-15,204060,Joe Ingles,25,8
2014-15,2207,Joe Johnson,42,94
2014-15,201202,Joel Anthony,8,0
2014-15,200777,Joel Freeland,6,3
2014-15,201595,Joey Dorsey,4,0
2014-15,203530,Joffrey Lauvergne,2,2
2014-15,203089,John Henson,15,12
2014-15,203098,John Jenkins,2,0
2014-15,101249,John Lucas III,1,0
2014-15,2422,John Salmons,1,0
2014-15,202322,John Wall,41,132
2014-15,203948,Johnny O'Bryant III,1,0
2014-15,202720,Jon Leuer,6,2
2014-15,201973,Jonas Jerebko,15,8
2014-15,202685,Jonas Valanciunas,27,14
2014-15,203919,Jordan Adams,2,0
2014-15,203903,Jordan Clarkson,19,42
2014-15,200770,Jordan Farmar,2,0
2014-15,202706,Jordan Hamilton,1,0
2014-15,201941,Jordan Hill,34,61
2014-15,203268,Jorge Gutierrez,1,0
2014-15,101181,Jose Calderon,15,19
2014-15,201177,Josh McRoberts,3,1
2014-15,2746,Josh Smith,35,43
2014-15,201950,Jrue Holiday,18,18
2014-15,203120,Justin Hamilton,2,2
2014-15,203200,Justin Holiday,4,2
2014-15,203994,Jusuf Nurkić,7,4
2014-15,203909,KJ McDaniels,16,7
2014-15,202695,Kawhi Leonard,21,30
2014-15,203482,Kelly Olynyk,21,17
2014-15,202689,Kemba Walker,31,78
2014-15,203088,Kendall Marshall,3,0
