season,player_id,player,clutch_games,clutch_points
2004-05,243,Aaron McKie,20,6
2004-05,1425,Aaron Williams,4,0
2004-05,1502,Adonal Foyle,26,10
2004-05,1559,Adrian Griffin,12,3
2004-05,1733,Al Harrington,29,71
2004-05,2744,Al Jefferson,14,8
2004-05,673,Alan Henderson,21,3
2004-05,2682,Alex Garcia,2,0
2004-05,275,Allan Houston,11,11
2004-05,947,Allen Iverson,43,129
2004-05,297,Alonzo Mourning,13,10
2004-05,2405,Amar'e Stoudemire,34,76
2004-05,2760,Anderson Varejao,5,2
2004-05,2857,Andre Barrett,6,6
2004-05,2738,Andre Iguodala,40,43
2004-05,1889,Andre Miller,36,64
2004-05,1905,Andrei Kirilenko,19,16
2004-05,2804,Andres Nocioni,33,22
2004-05,2740,Andris Biedrins,1,0
2004-05,358,Anfernee Hardaway,15,16
2004-05,1738,Ansu Sesay,2,2
2004-05,1712,Antawn Jamison,41,105
2004-05,1853,Anthony Carter,23,7
2004-05,924,Anthony Goldwire,7,0
2004-05,1533,Anthony Johnson,27,53
2004-05,324,Anthony Peeler,10,6
2004-05,952,Antoine Walker,38,71
2004-05,2766,Antonio Burks,3,3
2004-05,1498,Antonio Daniels,37,58
2004-05,213,Antonio Davis,23,23
2004-05,686,Antonio McDyess,21,13
2004-05,1506,Austin Croshere,32,46
2004-05,1884,Baron Davis,23,71
2004-05,2732,Ben Gordon,42,133
2004-05,1052,Ben Handlogten,2,0
2004-05,1112,Ben Wallace,35,23
2004-05,2757,Beno Udrih,7,2
2004-05,2774,Bernard Robinson,8,9
2004-05,2873,Billy Thomas,3,0
2004-05,448,Bo Outlaw,1,0
2004-05,682,Bob Sura,24,36
2004-05,1517,Bobby Jackson,12,5
2004-05,2250,Bobby Simmons,46,96
2004-05,1719,Bonzi Wells,15,15
2004-05,2564,Boris Diaw,17,17
2004-05,2411,Bostjan Nachbar,25,15
2004-05,1802,Brad Miller,38,63
2004-05,2599,Brandon Hunter,1,0
2004-05,2217,Brendan Haywood,36,32
2004-05,699,Brent Barry,24,32
2004-05,1510,Brevin Knight,31,60
2004-05,2073,Brian Cardinal,22,25
2004-05,2567,Brian Cook,21,14
2004-05,258,Brian Grant,18,3
2004-05,2243,Brian Scalabrine,12,5
2004-05,1730,Brian Skinner,7,5
2004-05,2639,Britton Johnsen,2,0
2004-05,1477,Bruce Bowen,29,24
2004-05,935,Bryon Russell,21,10
2004-05,384,Calbert Cheaney,19,13
2004-05,1916,Calvin Booth,3,4
2004-05,2306,Carlos Arroyo,15,27
2004-05,2430,Carlos Boozer,22,49
2004-05,2568,Carlos Delfino,3,0
2004-05,2546,Carmelo Anthony,31,51
2004-05,2406,Caron Butler,37,62
2004-05,2418,Casey Jacobsen,21,13
2004-05,369,Charlie Ward,8,6
2004-05,1497,Chauncey Billups,38,119
2004-05,2365,Chris Andersen,16,19
2004-05,2547,Chris Bosh,44,42
2004-05,2768,Chris Duhon,31,20
2004-05,2549,Chris Kaman,27,38
2004-05,2036,Chris Mihm,24,10
2004-05,185,Chris Webber,43,108
2004-05,2404,Chris Wilcox,9,32
2004-05,363,Christian Laettner,15,20
2004-05,1088,Chucky Atkins,47,91
2004-05,221,Clar. Weatherspoon,8,1
2004-05,361,Clifford Robinson,26,21
2004-05,1894,Corey Maggette,40,122
2004-05,722,Corliss Williamson,25,40
2004-05,2451,Corsley Edwards,1,0
2004-05,724,Cory Alexander,1,2
2004-05,2414,Curtis Borchardt,5,0
2004-05,1749,Cuttino Mobley,37,91
2004-05,2563,Dahntay Jones,7,9
2004-05,905,Dale Davis,26,19
2004-05,2863,Damien Wilkins,7,11
2004-05,1800,Damon Jones,40,73
2004-05,757,Damon Stoudamire,44,67
2004-05,2245,Damone Brown,3,4
2004-05,2424,Dan Dickau,36,76
2004-05,2429,Dan Gadzuric,21,11
2004-05,1504,Danny Fortson,15,11
2004-05,2032,Darius Miles,34,45
2004-05,2443,Darius Songaila,19,12
2004-05,2545,Darko Milicic,2,0
2004-05,353,Darrell Armstrong,23,15
2004-05,239,Darrick Martin,6,8
2004-05,1032,Darvin Ham,5,0
2004-05,2758,David Harrison,10,4
2004-05,133,David Wesley,35,23
2004-05,2561,David West,9,9
2004-05,2205,DeSagana Diop,1,2
2004-05,2052,DeShawn Stevenson,9,7
2004-05,2753,Delonte West,12,7
2004-05,2035,DerMarr Johnson,16,15
2004-05,1507,Derek Anderson,20,17
2004-05,965,Derek Fisher,37,43
2004-05,2046,Desmond Mason,45,61
2004-05,1904,Devean George,5,0
2004-05,2484,Devin Brown,16,12
2004-05,2734,Devin Harris,9,0
2004-05,87,Dikembe Mutombo,11,1
2004-05,1901,Dion Glover,1,0
2004-05,1717,Dirk Nowitzki,40,116
2004-05,2764,Donta Smith,6,2
2004-05,923,Donyell Marshall,27,64
2004-05,2748,Dorell Wright,1,0
2004-05,57,Doug Christie,31,29
2004-05,2400,Drew Gooden,27,34
2004-05,2730,Dwight Howard,40,23
2004-05,2548,Dwyane Wade,37,142
2004-05,1863,Earl Boykins,35,68
2004-05,2248,Earl Watson,31,25
2004-05,2109,Eddie Gill,16,2
2004-05,2204,Eddie Griffin,28,41
2004-05,2067,Eddie House,11,5
2004-05,224,Eddie Jones,38,64
2004-05,2201,Eddy Curry,25,51
2004-05,2059,Eduardo Najera,17,8
2004-05,922,Elden Campbell,1,0
2004-05,1882,Elton Brand,48,67
2004-05,2731,Emeka Okafor,37,48
2004-05,15,Eric Piatkowski,10,2
2004-05,727,Eric Snow,25,14
2004-05,677,Eric Williams,15,15
2004-05,956,Erick Dampier,17,10
2004-05,1065,Erick Strickland,17,2
2004-05,2041,Etan Thomas,14,5
2004-05,2436,Flip Murray,6,4
2004-05,1922,Francisco Elson,5,2
2004-05,697,Fred Hoiberg,31,28
2004-05,2410,Fred Jones,43,59
2004-05,56,Gary Payton,45,54
2004-05,248,George Lynch,6,8
2004-05,2222,Gerald Wallace,33,51
2004-05,2240,Gilbert Arenas,48,148
2004-05,299,Glenn Robinson,3,2
2004-05,1921,Gordan Giricek,20,15
2004-05,255,Grant Hill,40,66
2004-05,1761,Greg Buckner,20,6
2004-05,731,Greg Ostertag,3,0
2004-05,2775,Ha Ha,1,2
2004-05,2045,Hedo Turkoglu,34,41
2004-05,458,Howard Eisley,18,26
2004-05,1956,Ira Newble,15,9
2004-05,2747,JR Smith,26,49
2004-05,2074,Jabari Smith,5,4
2004-05,2761,Jackson Vroman,6,3
2004-05,1521,Jacque Vaughn,15,16
2004-05,2054,Jake Tsakalidis,1,0
2004-05,2063,Jake Voskuhl,5,1
2004-05,147,Jalen Rose,40,120
2004-05,2048,Jamaal Magloire,10,14
2004-05,2224,Jamaal Tinsley,20,47
2004-05,2037,Jamal Crawford,37,89
2004-05,2441,Jamal Sampson,6,2
2004-05,2749,Jameer Nelson,23,9
2004-05,2592,James Jones,26,16
2004-05,1899,James Posey,24,19
2004-05,2839,James Thomas,2,2
2004-05,2249,Jamison Brewer,4,2
2004-05,2457,Jannero Pargo,9,4
2004-05,2407,Jared Jeffries,34,10
2004-05,2876,Jared Reiner,1,2
2004-05,2260,Jarron Collins,7,3
2004-05,2553,Jarvis Hayes,28,13
2004-05,2044,Jason Collier,2,4
2004-05,2215,Jason Collins,33,31
2004-05,2078,Jason Hart,33,49
2004-05,2574,Jason Kapono,31,31
2004-05,467,Jason Kidd,33,83
2004-05,2202,Jason Richardson,43,128
2004-05,1891,Jason Terry,35,59
2004-05,1715,Jason Williams,28,43
2004-05,1902,Jeff Foster,28,23
2004-05,976,Jeff McInnis,32,48
2004-05,1983,Jermaine Jackson,6,0
2004-05,979,Jermaine O'Neal,27,78
2004-05,1744,Jerome James,16,14
2004-05,2040,Jerome Moiso,2,0
2004-05,966,Jerome Williams,23,18
2004-05,711,Jerry Stackhouse,21,46
2004-05,754,Jim Jackson,24,30
2004-05,2412,Jiri Welsch,19,14
2004-05,2207,Joe Johnson,39,25
2004-05,693,Joe Smith,35,61
2004-05,2038,Joel Przybilla,25,14
2004-05,2823,John Edwards,1,0
2004-05,2422,John Salmons,9,4
2004-05,1519,John Thomas,4,2
2004-05,468,Jon Barry,25,19
2004-05,1886,Jonathan Bender,3,0
2004-05,2735,Josh Childress,31,26
2004-05,2668,Josh Davis,6,1
2004-05,2572,Josh Howard,33,31
2004-05,2746,Josh Smith,22,31
2004-05,2413,Juan Dixon,21,34
2004-05,1908,Jumaine Jones,30,15
2004-05,2454,Junior Harrington,5,15
2004-05,2770,Justin Reed,3,2
2004-05,436,Juwan Howard,18,23
2004-05,2416,Kareem Rush,12,12
2004-05,2208,Kedrick Brown,1,0
2004-05,2586,Keith Bogans,33,21
2004-05,2693,Keith McLeod,14,24
2004-05,1496,Keith Van Horn,27,25
2004-05,1509,Kelvin Cato,25,14
2004-05,383,Kendall Gill,5,5
2004-05,2570,Kendrick Perkins,5,1
2004-05,72,Kenny Anderson,2,3
2004-05,1903,Kenny Thomas,32,36
2004-05,2030,Kenyon Martin,29,44
2004-05,954,Kerry Kittles,6,13
2004-05,708,Kevin Garnett,54,113
2004-05,2755,Kevin Martin,5,1
2004-05,1563,Kevin Ollie,1,2
2004-05,788,Kevin Willis,4,0
2004-05,2039,Keyon Dooling,14,6
2004-05,2550,Kirk Hinrich,41,84
2004-05,2745,Kirk Snyder,8,7
2004-05,977,Kobe Bryant,39,135
2004-05,2743,Kris Humphries,3,2
2004-05,703,Kurt Thomas,46,56
2004-05,2198,Kwame Brown,14,5
2004-05,2594,Kyle Korver,43,73
2004-05,1885,Lamar Odom,38,59
2004-05,441,Lamond Murray,11,8
2004-05,1919,Laron Profit,5,5
2004-05,1716,Larry Hughes,37,108
2004-05,84,Latrell Sprewell,41,39
2004-05,1444,Lawrence Funderburke,1,4
2004-05,2544,LeBron James,36,88
2004-05,2571,Leandro Barbosa,8,4
2004-05,1924,Lee Nailon,34,41
2004-05,283,Lindsey Hunter,18,5
2004-05,2763,Lionel Chalmers,7,3
2004-05,2254,Loren Woods,7,4
