season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2009-10,1802,Brad Miller,34.0,30,66.12,38,12,25,11,15,16,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,201565,Derrick Rose,21.0,41,172.61833333333334,129,48,106,33,45,23,18,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,2436,Flip Murray,30.0,9,17.343333333333334,4,1,2,1,2,3,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,101124,Hakim Warrick,27.0,5,4.8116666666666665,0,0,1,0,0,1,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,201949,James Johnson,23.0,3,4.85,0,0,0,0,0,0,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,2457,Jannero Pargo,30.0,9,8.736666666666666,1,0,3,1,1,2,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,201149,Joakim Noah,25.0,32,119.375,45,15,23,15,26,19,13,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,2422,John Salmons,30.0,26,101.55833333333334,36,12,31,7,10,16,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,2550,Kirk Hinrich,29.0,37,148.64833333333334,39,16,36,2,4,21,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,283,Lindsey Hunter,39.0,2,4.488333333333333,0,0,1,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,2736,Luol Deng,25.0,39,163.84833333333333,65,22,53,20,26,22,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,201959,Taj Gibson,25.0,29,64.93333333333334,15,6,12,3,8,15,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2009-10,200748,Tyrus Thomas,23.0,6,11.468333333333334,2,1,1,0,0,4,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
