season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2007-08,201189,Aaron Gray,23.0,3,6.4383333333333335,2,1,1,0,0,2,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,2804,Andres Nocioni,28.0,30,98.06833333333333,37,10,35,14,16,10,20,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,2732,Ben Gordon,25.0,31,117.66166666666666,103,26,68,40,44,10,21,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,1112,Ben Wallace,33.0,17,77.01166666666667,15,5,10,5,11,5,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,2768,Chris Duhon,25.0,23,43.42,13,5,13,1,1,12,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,2400,Drew Gooden,26.0,9,20.75,12,5,10,2,3,2,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,201149,Joakim Noah,23.0,13,23.06,9,2,4,5,5,6,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,693,Joe Smith,32.0,13,59.42166666666667,27,8,22,11,14,5,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,2550,Kirk Hinrich,27.0,28,107.69,12,4,28,3,3,10,18,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,1716,Larry Hughes,29.0,11,26.015,4,0,5,4,4,4,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,2736,Luol Deng,23.0,26,78.62666666666667,24,10,23,4,8,11,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,200757,Thabo Sefolosha,24.0,19,41.901666666666664,12,3,8,6,6,8,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2007-08,200748,Tyrus Thomas,21.0,11,32.41833333333334,15,3,10,9,12,6,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
