season,player_id,player,clutch_games,clutch_points
2015-16,201166,Aaron Brooks,12,22
2015-16,203932,Aaron Gordon,27,23
2015-16,203940,Adreian Payne,2,0
2015-16,201143,Al Horford,41,78
2015-16,2744,Al Jefferson,9,8
2015-16,202329,Al-Farouq Aminu,33,23
2015-16,101187,Alan Anderson,1,0
2015-16,202692,Alec Burks,14,36
2015-16,203458,Alex Len,22,12
2015-16,1627293,Alex Stepheson,1,0
2015-16,201582,Alexis Ajinca,6,2
2015-16,203459,Allen Crabbe,37,24
2015-16,202087,Alonzo Gee,27,7
2015-16,2405,Amar'e Stoudemire,2,2
2015-16,101161,Amir Johnson,32,20
2015-16,2760,Anderson Varejao,1,0
2015-16,203083,Andre Drummond,36,71
2015-16,2738,Andre Iguodala,22,30
2015-16,1889,Andre Miller,7,2
2015-16,203460,Andre Roberson,24,11
2015-16,200745,Andrea Bargnani,7,7
2015-16,101106,Andrew Bogut,16,11
2015-16,203094,Andrew Nicholson,7,7
2015-16,203952,Andrew Wiggins,49,136
2015-16,1626148,Anthony Brown,4,0
2015-16,203076,Anthony Davis,31,93
2015-16,201627,Anthony Morrow,18,6
2015-16,201229,Anthony Tolliver,21,6
2015-16,203462,Archie Goodwin,10,11
2015-16,203382,Aron Baynes,23,10
2015-16,201167,Arron Afflalo,31,61
2015-16,203085,Austin Rivers,25,10
2015-16,202340,Avery Bradley,41,66
2015-16,203463,Ben McLemore,17,9
2015-16,2757,Beno Udrih,8,0
2015-16,202687,Bismack Biyombo,35,8
2015-16,201933,Blake Griffin,20,52
2015-16,1626246,Boban Marjanovic,2,2
2015-16,1626171,Bobby Portis Jr.,6,2
2015-16,202711,Bojan Bogdanovic,26,22
2015-16,2564,Boris Diaw,6,3
2015-16,203078,Bradley Beal,25,59
2015-16,101138,Brandon Bass,20,22
2015-16,201943,Brandon Jennings,9,5
2015-16,202688,Brandon Knight,30,51
2015-16,201575,Brandon Rush,6,3
2015-16,203148,Brian Roberts,5,4
2015-16,1627362,Briante Weber,1,2
2015-16,201572,Brook Lopez,39,64
2015-16,203998,Bruno Caboclo,1,0
2015-16,1626214,Bryce Dejean-Jones,3,2
2015-16,201228,C.J. Watson,4,5
2015-16,203912,C.J. Wilcox,2,0
2015-16,203468,CJ McCollum,40,100
2015-16,101139,CJ Miles,26,15
2015-16,203946,Cameron Bairstow,1,2
2015-16,1626166,Cameron Payne,4,2
2015-16,201171,Carl Landry,6,8
2015-16,2546,Carmelo Anthony,31,87
2015-16,2406,Caron Butler,2,0
2015-16,202718,Chandler Parsons,23,41
2015-16,101112,Channing Frye,8,2
2015-16,101111,Charlie Villanueva,15,2
2015-16,201978,Chase Budinger,19,0
2015-16,2365,Chris Andersen,7,6
2015-16,2547,Chris Bosh,27,46
2015-16,203142,Chris Copeland,1,0
2015-16,203187,Chris Johnson,18,0
2015-16,2549,Chris Kaman,1,0
2015-16,101108,Chris Paul,35,99
2015-16,1626174,Christian Wood,1,0
2015-16,203921,Cleanthony Early,2,0
2015-16,203991,Clint Capela,23,9
2015-16,203469,Cody Zeller,35,29
2015-16,202332,Cole Aldrich,3,10
2015-16,201147,Corey Brewer,33,30
2015-16,203928,Cory Jefferson,3,0
2015-16,202709,Cory Joseph,44,28
2015-16,201584,Courtney Lee,29,18
2015-16,1626245,Cristiano Felicio,1,0
2015-16,1626156,D'Angelo Russell,20,31
2015-16,201571,D.J. Augustin,13,25
2015-16,2563,Dahntay Jones,1,0
2015-16,203081,Damian Lillard,37,125
2015-16,203996,Damien Inglis,1,0
2015-16,204014,Damjan Rudez,5,2
2015-16,201568,Danilo Gallinari,33,52
2015-16,201980,Danny Green,25,16
2015-16,201967,Dante Cunningham,30,17
2015-16,201589,Darrell Arthur,26,15
2015-16,201954,Darren Collison,33,56
2015-16,1626199,Darrun Hilliard,3,0
2015-16,101135,David Lee,6,0
2015-16,2561,David West,7,0
2015-16,201599,DeAndre Jordan,37,62
2015-16,201971,DeJuan Blair,2,0
2015-16,201942,DeMar DeRozan,47,137
2015-16,202326,DeMarcus Cousins,36,83
2015-16,201960,DeMarre Carroll,15,9
2015-16,1626153,Delon Wright,2,4
2015-16,203471,Dennis Schröder,14,28
2015-16,101114,Deron Williams,36,132
2015-16,202324,Derrick Favors,30,62
2015-16,201565,Derrick Rose,33,78
2015-16,202682,Derrick Williams,8,18
