season,player_id,player,clutch_games,clutch_points
2012-13,201985,AJ Price,22,16
2012-13,201166,Aaron Brooks,13,17
2012-13,201189,Aaron Gray,8,3
2012-13,1733,Al Harrington,3,3
2012-13,201143,Al Horford,36,74
2012-13,2744,Al Jefferson,40,99
2012-13,202329,Al-Farouq Aminu,29,12
2012-13,101187,Alan Anderson,30,51
2012-13,202692,Alec Burks,16,15
2012-13,203144,Alexey Shved,22,31
2012-13,202087,Alonzo Gee,46,28
2012-13,2405,Amar'e Stoudemire,12,16
2012-13,101161,Amir Johnson,46,49
2012-13,2760,Anderson Varejao,16,36
2012-13,101154,Andray Blatche,19,14
2012-13,203083,Andre Drummond,13,19
2012-13,2738,Andre Iguodala,44,79
2012-13,1889,Andre Miller,45,83
2012-13,200745,Andrea Bargnani,19,24
2012-13,1905,Andrei Kirilenko,29,29
2012-13,101106,Andrew Bogut,12,6
2012-13,203094,Andrew Nicholson,8,3
2012-13,2740,Andris Biedrins,5,0
2012-13,1712,Antawn Jamison,15,18
2012-13,203076,Anthony Davis,28,40
2012-13,201627,Anthony Morrow,7,0
2012-13,201576,Anthony Randolph,2,6
2012-13,201229,Anthony Tolliver,7,1
2012-13,203102,Arnett Moultrie,1,0
2012-13,203382,Aron Baynes,2,0
2012-13,201167,Arron Afflalo,34,55
2012-13,201948,Austin Daye,9,6
2012-13,203085,Austin Rivers,16,8
2012-13,202340,Avery Bradley,22,10
2012-13,2732,Ben Gordon,29,41
2012-13,203162,Ben Hansbrough,2,0
2012-13,2757,Beno Udrih,15,12
2012-13,203108,Bernard James,4,2
2012-13,202687,Bismack Biyombo,26,14
2012-13,201933,Blake Griffin,31,42
2012-13,2564,Boris Diaw,24,4
2012-13,203078,Bradley Beal,30,43
2012-13,201148,Brandan Wright,22,12
2012-13,101138,Brandon Bass,30,22
2012-13,201943,Brandon Jennings,38,73
2012-13,202688,Brandon Knight,30,49
2012-13,200750,Brandon Roy,1,2
2012-13,201575,Brandon Rush,1,0
2012-13,2217,Brendan Haywood,12,5
2012-13,203148,Brian Roberts,15,14
2012-13,201572,Brook Lopez,29,69
2012-13,201957,Byron Mullens,23,25
2012-13,201228,C.J. Watson,24,17
2012-13,101139,CJ Miles,26,18
2012-13,201171,Carl Landry,26,34
2012-13,2430,Carlos Boozer,35,67
2012-13,2568,Carlos Delfino,34,22
2012-13,2546,Carmelo Anthony,29,83
2012-13,2406,Caron Butler,15,3
2012-13,201858,Cartier Martin,12,5
2012-13,202718,Chandler Parsons,39,39
2012-13,202724,Charles Jenkins,15,3
2012-13,101111,Charlie Villanueva,20,22
2012-13,201978,Chase Budinger,7,7
2012-13,1497,Chauncey Billups,4,6
2012-13,2365,Chris Andersen,3,2
2012-13,2547,Chris Bosh,35,76
2012-13,203142,Chris Copeland,4,4
2012-13,2768,Chris Duhon,9,0
