season,player_id,player,clutch_games,clutch_points
2002-03,243,Aaron McKie,45,49
2002-03,1425,Aaron Williams,15,11
2002-03,1502,Adonal Foyle,31,16
2002-03,1559,Adrian Griffin,13,2
2002-03,1733,Al Harrington,31,29
2002-03,673,Alan Henderson,21,0
2002-03,275,Allan Houston,57,112
2002-03,947,Allen Iverson,47,141
2002-03,1541,Alvin Williams,40,92
2002-03,2405,Amar'e Stoudemire,40,48
2002-03,1889,Andre Miller,44,85
2002-03,1905,Andrei Kirilenko,35,45
2002-03,692,Andrew DeClercq,20,14
2002-03,358,Anfernee Hardaway,27,30
2002-03,1738,Ansu Sesay,21,1
2002-03,1712,Antawn Jamison,45,70
2002-03,1853,Anthony Carter,7,2
2002-03,924,Anthony Goldwire,1,0
2002-03,1533,Anthony Johnson,4,5
2002-03,193,Anthony Mason,34,28
2002-03,324,Anthony Peeler,32,26
2002-03,952,Antoine Walker,44,80
2002-03,1498,Antonio Daniels,11,8
2002-03,213,Antonio Davis,30,45
2002-03,1609,Art Long,2,0
2002-03,717,Arvydas Sabonis,25,22
2002-03,1506,Austin Croshere,4,1
2002-03,1884,Baron Davis,26,53
2002-03,1112,Ben Wallace,38,16
2002-03,902,Bimbo Coles,6,8
2002-03,448,Bo Outlaw,36,15
2002-03,682,Bob Sura,25,17
2002-03,1517,Bobby Jackson,24,53
2002-03,2250,Bobby Simmons,9,6
2002-03,1719,Bonzi Wells,31,65
2002-03,1802,Brad Miller,34,38
2002-03,2220,Brandon Armstrong,1,0
2002-03,2217,Brendan Haywood,18,12
2002-03,699,Brent Barry,45,35
2002-03,1510,Brevin Knight,6,2
2002-03,258,Brian Grant,38,32
2002-03,2243,Brian Scalabrine,3,0
2002-03,216,Brian Shaw,15,17
2002-03,1730,Brian Skinner,18,6
2002-03,1477,Bruce Bowen,39,18
2002-03,1743,Bruno Sundov,1,0
2002-03,1724,Bryce Drew,1,0
2002-03,935,Bryon Russell,25,4
2002-03,384,Calbert Cheaney,16,5
2002-03,1916,Calvin Booth,5,2
2002-03,2306,Carlos Arroyo,1,2
2002-03,2430,Carlos Boozer,25,26
2002-03,2406,Caron Butler,34,41
2002-03,2418,Casey Jacobsen,20,15
2002-03,891,Charles Oakley,20,12
2002-03,369,Charlie Ward,37,46
2002-03,1497,Chauncey Billups,36,138
2002-03,685,Cherokee Parks,11,10
2002-03,2365,Chris Andersen,1,0
2002-03,164,Chris Childs,3,0
2002-03,2423,Chris Jefferies,6,2
2002-03,2036,Chris Mihm,6,5
2002-03,168,Chris Mills,5,2
2002-03,185,Chris Webber,34,99
2002-03,43,Chris Whitney,15,26
2002-03,2404,Chris Wilcox,1,0
2002-03,363,Christian Laettner,35,34
2002-03,1088,Chucky Atkins,21,16
2002-03,221,Clar. Weatherspoon,46,28
2002-03,361,Clifford Robinson,45,35
2002-03,1736,Corey Benjamin,4,7
2002-03,1894,Corey Maggette,35,60
2002-03,916,Corie Blount,20,5
2002-03,722,Corliss Williamson,39,56
2002-03,2042,Courtney Alexander,25,20
2002-03,1749,Cuttino Mobley,37,81
2002-03,2402,Dajuan Wagner,16,19
2002-03,905,Dale Davis,27,21
2002-03,1800,Damon Jones,5,0
2002-03,757,Damon Stoudamire,14,10
2002-03,2424,Dan Dickau,5,6
2002-03,2429,Dan Gadzuric,3,0
2002-03,2061,Dan Langhi,12,6
2002-03,198,Danny Ferry,14,0
2002-03,1504,Danny Fortson,1,0
2002-03,330,Danny Manning,1,0
2002-03,2032,Darius Miles,21,12
2002-03,353,Darrell Armstrong,44,59
2002-03,1032,Darvin Ham,15,0
2002-03,764,David Robinson,25,32
2002-03,133,David Wesley,37,47
2002-03,2205,DeSagana Diop,4,1
2002-03,2052,DeShawn Stevenson,4,0
2002-03,2352,Dean Oliver,2,2
2002-03,1507,Derek Anderson,32,89
2002-03,965,Derek Fisher,42,51
2002-03,934,Derrick Coleman,26,28
2002-03,2046,Desmond Mason,47,67
2002-03,1904,Devean George,30,29
2002-03,87,Dikembe Mutombo,5,5
2002-03,1901,Dion Glover,26,32
2002-03,1717,Dirk Nowitzki,36,102
2002-03,690,Don Reid,1,0
2002-03,2051,Donnell Harvey,19,19
2002-03,923,Donyell Marshall,32,36
2002-03,57,Doug Christie,36,27
2002-03,2400,Drew Gooden,22,24
2002-03,1863,Earl Boykins,30,60
2002-03,2248,Earl Watson,10,6
2002-03,2204,Eddie Griffin,19,11
2002-03,2067,Eddie House,17,8
2002-03,224,Eddie Jones,26,51
2002-03,1944,Eddie Robinson,20,10
2002-03,2201,Eddy Curry,10,15
2002-03,2059,Eduardo Najera,15,10
2002-03,981,Efthimios Rentzias,1,0
2002-03,922,Elden Campbell,16,12
2002-03,1882,Elton Brand,36,52
2002-03,1023,Emanual Davis,3,4
2002-03,15,Eric Piatkowski,25,30
2002-03,727,Eric Snow,47,101
2002-03,677,Eric Williams,37,19
2002-03,956,Erick Dampier,16,7
2002-03,1065,Erick Strickland,21,18
2002-03,911,Ervin Johnson,19,10
2002-03,2041,Etan Thomas,5,7
2002-03,2436,Flip Murray,1,0
2002-03,2421,Frank Williams,1,0
2002-03,697,Fred Hoiberg,11,0
2002-03,2410,Fred Jones,1,0
2002-03,56,Gary Payton,46,94
2002-03,718,Gary Trent,5,0
2002-03,248,George Lynch,19,14
2002-03,2222,Gerald Wallace,3,2
2002-03,2240,Gilbert Arenas,46,80
2002-03,779,Glen Rice,23,28
2002-03,299,Glenn Robinson,33,65
2002-03,1921,Gordan Giricek,25,47
2002-03,255,Grant Hill,14,18
2002-03,3,Grant Long,3,0
2002-03,1761,Greg Buckner,33,6
2002-03,323,Greg Foster,6,0
2002-03,731,Greg Ostertag,23,15
2002-03,2045,Hedo Turkoglu,12,11
2002-03,270,Horace Grant,1,0
2002-03,458,Howard Eisley,33,29
2002-03,93,Hubert Davis,6,0
2002-03,2080,Igor Rakocevic,2,2
2002-03,1956,Ira Newble,25,15
2002-03,2452,J.R. Bremer,25,25
2002-03,1521,Jacque Vaughn,24,9
2002-03,1751,Jahidi White,3,2
2002-03,2054,Jake Tsakalidis,6,1
2002-03,2063,Jake Voskuhl,10,2
2002-03,147,Jalen Rose,37,121
2002-03,2048,Jamaal Magloire,35,33
2002-03,2224,Jamaal Tinsley,29,33
2002-03,2037,Jamal Crawford,24,57
2002-03,469,Jamal Mashburn,44,138
2002-03,1899,James Posey,26,33
2002-03,2249,Jamison Brewer,2,0
2002-03,2457,Jannero Pargo,3,3
2002-03,2407,Jared Jeffries,3,2
2002-03,2260,Jarron Collins,1,0
2002-03,679,Jason Caffey,6,0
2002-03,2215,Jason Collins,24,7
2002-03,467,Jason Kidd,35,95
2002-03,2202,Jason Richardson,38,60
2002-03,1891,Jason Terry,39,106
2002-03,1715,Jason Williams,36,101
2002-03,2398,Jay Williams,19,37
2002-03,1902,Jeff Foster,8,2
2002-03,976,Jeff McInnis,20,10
2002-03,1741,Jelani McCoy,14,1
2002-03,1983,Jermaine Jackson,9,0
2002-03,979,Jermaine O'Neal,41,102
2002-03,1744,Jerome James,8,7
2002-03,2040,Jerome Moiso,3,2
2002-03,966,Jerome Williams,33,34
2002-03,711,Jerry Stackhouse,43,123
2002-03,2219,Jeryl Sasser,17,0
2002-03,754,Jim Jackson,22,9
2002-03,2207,Joe Johnson,27,19
2002-03,693,Joe Smith,13,21
2002-03,2038,Joel Przybilla,7,2
2002-03,680,John Amaechi,2,4
2002-03,180,John Crotty,1,0
2002-03,2422,John Salmons,9,0
2002-03,304,John Stockton,36,76
2002-03,468,Jon Barry,35,36
2002-03,1886,Jonathan Bender,6,1
2002-03,2413,Juan Dixon,13,16
2002-03,1038,Juaquin Hawkins,13,5
2002-03,1908,Jumaine Jones,28,24
2002-03,2454,Junior Harrington,25,10
2002-03,436,Juwan Howard,31,61
2002-03,2416,Kareem Rush,6,2
2002-03,252,Karl Malone,35,90
2002-03,2208,Kedrick Brown,11,3
2002-03,1496,Keith Van Horn,42,74
2002-03,1509,Kelvin Cato,13,5
2002-03,2256,Ken Johnson,4,2
2002-03,383,Kendall Gill,29,44
2002-03,72,Kenny Anderson,14,22
2002-03,2261,Kenny Satterfield,8,3
2002-03,1903,Kenny Thomas,35,25
2002-03,2030,Kenyon Martin,31,52
2002-03,1721,Keon Clark,19,10
2002-03,954,Kerry Kittles,25,32
2002-03,708,Kevin Garnett,41,106
2002-03,1563,Kevin Ollie,37,17
2002-03,788,Kevin Willis,2,0
2002-03,2039,Keyon Dooling,15,8
2002-03,977,Kobe Bryant,44,146
2002-03,703,Kurt Thomas,53,66
2002-03,2198,Kwame Brown,18,8
2002-03,111,LaPhonso Ellis,10,16
2002-03,1885,Lamar Odom,29,55
2002-03,1716,Larry Hughes,33,27
2002-03,84,Latrell Sprewell,50,100
2002-03,2068,Lavor Postell,1,0
2002-03,1924,Lee Nailon,7,7
2002-03,283,Lindsey Hunter,10,22
2002-03,2437,Lonny Baxter,3,0
2002-03,2254,Loren Woods,2,0
2002-03,953,Lorenzen Wright,31,28
2002-03,446,Lucious Harris,26,10
2002-03,1766,Maceo Baston,1,0
2002-03,2124,Malik Allen,26,31
2002-03,990,Malik Rose,31,31
2002-03,2055,Mamadou N'diaye,4,5
2002-03,1938,Manu Ginobili,26,21
2002-03,1531,Marc Jackson,5,1
2002-03,948,Marcus Camby,8,2
2002-03,2033,Marcus Fizer,14,22
2002-03,2409,Marcus Haislip,2,0
2002-03,1548,Mark Blount,11,2
2002-03,95,Mark Bryant,1,0
2002-03,349,Mark Jackson,3,4
2002-03,2058,Mark Madsen,5,3
2002-03,2060,Marko Jaric,19,20
2002-03,1723,Matt Harpring,35,60
2002-03,1508,Maurice Taylor,19,29
2002-03,2246,Mehmet Okur,15,15
2002-03,2408,Melvin Ely,5,0
2002-03,2370,Mengke Bateer,1,0
2002-03,1897,Metta World Peace,33,59
2002-03,2214,Michael Bradley,14,4
2002-03,688,Michael Curry,23,1
2002-03,1722,Michael Dickerson,1,0
2002-03,1720,Michael Doleac,13,4
2002-03,714,Michael Finley,34,55
2002-03,893,Michael Jordan,49,138
2002-03,1709,Michael Olowokandi,19,29
2002-03,2072,Michael Redd,44,67
2002-03,1565,Michael Stewart,3,0
2002-03,2471,Mike Batiste,13,16
2002-03,1710,Mike Bibby,28,64
2002-03,2399,Mike Dunleavy,19,5
2002-03,2229,Mike James,29,32
2002-03,2034,Mike Miller,33,50
2002-03,2366,Mike Wilks,9,1
2002-03,1960,Milt Palacio,18,21
2002-03,42,Monty Williams,3,0
2002-03,983,Moochie Norris,15,12
2002-03,2050,Morris Peterson,39,42
2002-03,1572,Nate Huffman,1,0
2002-03,1737,Nazr Mohammed,1,2
2002-03,2403,Nene,29,24
2002-03,89,Nick Van Exel,32,49
2002-03,2401,Nikoloz Tskitishvili,14,1
2002-03,2351,Oscar Torres,2,1
2002-03,970,Othella Harrington,22,12
2002-03,136,P.J. Brown,41,58
2002-03,2469,Pat Burke,7,5
2002-03,1727,Pat Garrity,43,32
2002-03,2200,Pau Gasol,41,97
2002-03,1718,Paul Pierce,44,147
2002-03,978,Peja Stojakovic,33,58
2002-03,2143,Pepe Sanchez,1,0
2002-03,1542,Predrag Drobnjak,27,21
2002-03,2453,Predrag Savovic,4,3
2002-03,2047,Quentin Richardson,24,22
2002-03,2417,Qyntel Woods,3,1
2002-03,1711,Raef LaFrentz,22,14
2002-03,1747,Rafer Alston,8,4
2002-03,1952,Raja Bell,15,1
2002-03,753,Randy Brown,4,1
2002-03,1740,Rashard Lewis,45,95
2002-03,739,Rasheed Wallace,34,78
2002-03,1725,Rasho Nesterovic,29,9
2002-03,2446,Rasual Butler,13,14
2002-03,951,Ray Allen,49,149
2002-03,2501,Reggie Evans,12,0
2002-03,397,Reggie Miller,35,70
2002-03,1073,Reggie Slater,2,3
2002-03,1888,Richard Hamilton,42,86
2002-03,2210,Richard Jefferson,35,29
2002-03,1594,Rick Brunson,6,4
2002-03,296,Rick Fox,29,33
2002-03,1729,Ricky Davis,32,81
2002-03,109,Robert Horry,41,37
2002-03,123,Robert Pack,6,5
2002-03,1714,Robert Traylor,15,8
2002-03,393,Rod Strickland,11,6
2002-03,915,Rodney Rogers,11,4
2002-03,2206,Rodney White,20,27
2002-03,1500,Ron Mercer,24,18
2002-03,1739,Ruben Patterson,29,19
2002-03,1763,Ryan Bowen,11,5
2002-03,2415,Ryan Humphrey,3,0
2002-03,208,Sam Cassell,45,133
2002-03,955,Samaki Walker,10,0
2002-03,1513,Scot Pollard,4,7
2002-03,1909,Scott Padgett,24,17
2002-03,281,Scott Williams,15,13
2002-03,937,Scottie Pippen,30,44
2002-03,2253,Sean Lampley,5,3
2002-03,1752,Sean Marks,1,0
2002-03,399,Sean Rooks,23,14
2002-03,1742,Shammond Williams,24,26
2002-03,1000,Shandon Anderson,41,21
2002-03,2203,Shane Battier,37,21
2002-03,406,Shaquille O'Neal,34,83
2002-03,949,Shareef Abdur-Rahim,40,111
2002-03,762,Shawn Bradley,20,23
2002-03,431,Shawn Kemp,18,22
2002-03,1890,Shawn Marion,52,126
2002-03,2098,Slava Medvedenko,5,1
2002-03,2470,Smush Parker,17,32
2002-03,2066,Soumaila Samake,1,0
2002-03,2049,Speedy Claxton,5,4
2002-03,278,Stacey Augmon,17,21
2002-03,1536,Stephen Jackson,35,53
2002-03,950,Stephon Marbury,51,140
2002-03,1883,Steve Francis,42,121
2002-03,70,Steve Kerr,23,7
2002-03,959,Steve Nash,38,103
2002-03,2212,Steven Hunter,3,3
2002-03,120,Steven Smith,12,7
2002-03,2031,Stromile Swift,14,21
2002-03,2447,Tamar Slay,1,0
2002-03,1505,Tariq Abdul-Wahad,1,0
2002-03,2419,Tayshaun Prince,3,0
2002-03,2242,Terence Morris,8,5
2002-03,689,Theo Ratliff,37,17
2002-03,2357,Tierre Brown,3,0
2002-03,1495,Tim Duncan,43,123
2002-03,896,Tim Hardaway,1,0
2002-03,1501,Tim Thomas,40,61
2002-03,2432,Tito Maddox,1,0
2002-03,1928,Todd MacCulloch,9,6
