season,player_id,player,clutch_games,clutch_points
2016-17,1627773,AJ Hammons,2,5
2016-17,201166,Aaron Brooks,2,2
2016-17,203932,Aaron Gordon,30,26
2016-17,203940,Adreian Payne,2,0
2016-17,201143,Al Horford,43,55
2016-17,2744,Al Jefferson,4,0
2016-17,202329,Al-Farouq Aminu,33,31
2016-17,1626210,Alan Williams,8,7
2016-17,202692,Alec Burks,8,10
2016-17,203518,Alex Abrines,16,5
2016-17,203458,Alex Len,22,1
2016-17,1627816,Alex Poythress,1,4
2016-17,201582,Alexis Ajinca,7,0
2016-17,203459,Allen Crabbe,42,25
2016-17,202087,Alonzo Gee,5,0
2016-17,101161,Amir Johnson,20,16
2016-17,203083,Andre Drummond,31,32
2016-17,2738,Andre Iguodala,20,4
2016-17,203460,Andre Roberson,36,20
2016-17,101106,Andrew Bogut,7,0
2016-17,1626150,Andrew Harrison,15,15
2016-17,203952,Andrew Wiggins,44,119
2016-17,1626148,Anthony Brown,2,0
2016-17,203076,Anthony Davis,37,128
2016-17,201627,Anthony Morrow,11,4
2016-17,201229,Anthony Tolliver,24,10
2016-17,203462,Archie Goodwin,1,0
2016-17,203382,Aron Baynes,15,4
2016-17,201167,Arron Afflalo,25,30
2016-17,203085,Austin Rivers,28,14
2016-17,202340,Avery Bradley,32,57
2016-17,1626253,Axel Toupane,1,0
2016-17,203463,Ben McLemore,8,5
2016-17,2757,Beno Udrih,9,0
2016-17,202687,Bismack Biyombo,18,3
2016-17,201933,Blake Griffin,24,39
2016-17,1626246,Boban Marjanovic,4,10
2016-17,201628,Bobby Brown,1,0
2016-17,1626171,Bobby Portis Jr.,10,4
2016-17,202711,Bojan Bogdanovic,36,48
2016-17,2564,Boris Diaw,17,11
2016-17,203078,Bradley Beal,53,154
2016-17,201148,Brandan Wright,6,2
2016-17,101138,Brandon Bass,5,2
2016-17,1627742,Brandon Ingram,28,15
2016-17,201943,Brandon Jennings,20,18
2016-17,202688,Brandon Knight,18,15
2016-17,201575,Brandon Rush,9,1
2016-17,203148,Brian Roberts,2,0
2016-17,201572,Brook Lopez,40,61
2016-17,1627854,Bryn Forbes,4,3
2016-17,1627741,Buddy Hield,26,23
2016-17,201228,C.J. Watson,11,13
2016-17,203468,CJ McCollum,45,159
2016-17,101139,CJ Miles,28,24
2016-17,1626166,Cameron Payne,3,0
2016-17,1627747,Caris LeVert,20,18
2016-17,2546,Carmelo Anthony,38,107
2016-17,202718,Chandler Parsons,2,0
2016-17,101112,Channing Frye,18,6
2016-17,1626184,Chasson Randle,1,0
2016-17,1627767,Cheick Diallo,1,4
2016-17,1626191,Chris McCullough,1,0
2016-17,101108,Chris Paul,24,51
2016-17,1626174,Christian Wood,1,2
2016-17,203991,Clint Capela,15,6
2016-17,203469,Cody Zeller,35,28
2016-17,202332,Cole Aldrich,3,0
2016-17,201147,Corey Brewer,10,4
2016-17,202709,Cory Joseph,37,18
2016-17,201584,Courtney Lee,32,37
2016-17,1626245,Cristiano Felicio,7,0
2016-17,1626156,D'Angelo Russell,27,46
2016-17,201571,D.J. Augustin,24,9
2016-17,203081,Damian Lillard,43,183
2016-17,201568,Danilo Gallinari,30,42
2016-17,201980,Danny Green,30,38
2016-17,201967,Dante Cunningham,22,4
2016-17,203957,Dante Exum,12,0
2016-17,203967,Dario Saric,37,63
2016-17,201589,Darrell Arthur,8,6
2016-17,201954,Darren Collison,32,54
2016-17,101135,David Lee,21,8
2016-17,1628021,David Nwaba,6,5
2016-17,2561,David West,6,0
2016-17,202722,Davis Bertans,7,11
2016-17,201599,DeAndre Jordan,30,62
2016-17,202732,DeAndre Liggins,3,0
2016-17,1627761,DeAndre' Bembry,4,2
2016-17,201942,DeMar DeRozan,41,148
2016-17,202326,DeMarcus Cousins,48,175
2016-17,201960,DeMarre Carroll,21,10
2016-17,1627749,Dejounte Murray,7,4
2016-17,1626153,Delon Wright,1,2
2016-17,203471,Dennis Schröder,41,99
2016-17,1627756,Denzel Valentine,12,5
2016-17,101114,Deron Williams,21,30
2016-17,202324,Derrick Favors,13,8
2016-17,1627884,Derrick Jones Jr.,5,0
2016-17,201565,Derrick Rose,33,57
2016-17,202682,Derrick Williams,6,0
2016-17,1626164,Devin Booker,48,117
2016-17,2734,Devin Harris,11,9
2016-17,203473,Dewayne Dedmon,14,5
2016-17,1627738,Deyonta Davis,2,0
2016-17,203079,Dion Waiters,20,32
2016-17,1717,Dirk Nowitzki,20,26
2016-17,1627734,Domantas Sabonis,12,3
2016-17,202700,Donatas Motiejunas,3,2
2016-17,1627827,Dorian Finney-Smith,26,5
2016-17,203926,Doug McDermott,24,23
2016-17,1627733,Dragan Bender,6,0
2016-17,203110,Draymond Green,23,34
2016-17,2730,Dwight Howard,30,37
2016-17,203939,Dwight Powell,20,8
2016-17,2548,Dwyane Wade,25,66
2016-17,202734,E'Twaun Moore,34,16
2016-17,202334,Ed Davis,9,3
2016-17,203901,Elfrid Payton,34,49
2016-17,1626144,Emmanuel Mudiay,17,36
2016-17,202683,Enes Freedom,20,18
2016-17,202339,Eric Bledsoe,42,138
2016-17,201569,Eric Gordon,33,47
2016-17,101141,Ersan Ilyasova,37,37
2016-17,203095,Evan Fournier,35,93
2016-17,202323,Evan Turner,23,14
2016-17,1626163,Frank Kaminsky,30,45
2016-17,1627832,Fred VanVleet,3,2
2016-17,202066,Garrett Temple,31,17
2016-17,203914,Gary Harris,21,22
2016-17,201588,George Hill,21,29
2016-17,1627834,Georgios Papagiannis,3,4
2016-17,101123,Gerald Green,5,4
2016-17,201945,Gerald Henderson,28,31
2016-17,203507,Giannis Antetokounmpo,37,84
2016-17,203922,Glenn Robinson III,17,9
2016-17,201609,Goran Dragic,38,83
2016-17,202330,Gordon Hayward,40,78
2016-17,203476,Gorgui Dieng,33,21
2016-17,202328,Greg Monroe,28,32
2016-17,202349,Greivis Vasquez,1,0
2016-17,203084,Harrison Barnes,39,94
2016-17,202355,Hassan Whiteside,40,53
2016-17,1627740,Henry Ellenson,2,6
2016-17,203138,Hollis Thompson,8,5
2016-17,203546,Ian Clark,7,0
2016-17,101133,Ian Mahinmi,8,3
2016-17,202697,Iman Shumpert,27,7
2016-17,203477,Isaiah Canaan,9,3
2016-17,1627819,Isaiah Taylor,2,2
2016-17,202738,Isaiah Thomas,44,225
2016-17,1627785,Isaiah Whitehead,18,8
2016-17,202397,Ish Smith,24,30
2016-17,1627826,Ivica Zubac,4,5
2016-17,200826,J.J. Barea,8,19
2016-17,200755,JJ Redick,30,42
2016-17,2747,JR Smith,15,29
2016-17,203210,JaMychal Green,32,31
2016-17,201580,JaVale McGee,2,4
2016-17,203953,Jabari Parker,26,42
2016-17,203109,Jae Crowder,42,57
2016-17,1626143,Jahlil Okafor,10,10
2016-17,1627774,Jake Layman,3,2
2016-17,1627751,Jakob Poeltl,3,4
2016-17,2037,Jamal Crawford,32,44
2016-17,1627750,Jamal Murray,18,12
2016-17,2749,Jameer Nelson,29,25
2016-17,203516,James Ennis III,26,9
2016-17,201935,James Harden,39,150
