season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2018-19,1628469,Antonio Blakeney,22.0,7,4.546666666666667,4,1,5,1,1,2,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1626171,Bobby Portis Jr.,24.0,6,14.883333333333333,6,3,8,0,0,1,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1626166,Cameron Payne,24.0,6,27.78,10,3,8,3,3,2,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1628990,Chandler Hutchison,23.0,8,7.8933333333333335,0,0,3,0,0,2,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1626245,Cristiano Felicio,26.0,7,6.503333333333333,0,0,0,0,0,4,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,203960,JaKarr Sampson,26.0,2,5.266666666666667,2,1,1,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,203953,Jabari Parker,24.0,15,57.458333333333336,19,8,17,1,3,5,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,203200,Justin Holiday,30.0,21,81.66333333333333,12,3,8,3,3,9,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1627739,Kris Dunn,25.0,21,75.01833333333333,27,10,23,5,7,8,13,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1628374,Lauri Markkanen,22.0,23,99.51,45,13,26,16,18,9,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,203490,Otto Porter Jr.,26.0,7,40.13333333333333,23,7,15,5,6,4,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1628959,Rawle Alkins,21.0,1,5.033333333333333,0,0,1,0,0,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,201577,Robin Lopez,31.0,17,66.47,26,10,17,6,8,8,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1627853,Ryan Arcidiacono,25.0,20,66.17166666666667,10,3,8,1,2,10,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1627885,Shaquille Harrison,25.0,14,35.51166666666666,17,6,9,3,3,6,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1627789,Timothe Luwawu-Cabarrot,24.0,2,1.8,0,0,0,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1627215,Walt Lemon Jr.,26.0,1,5.033333333333333,6,2,4,2,2,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1627782,Wayne Selden,24.0,11,17.898333333333333,5,1,2,2,3,5,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,1628976,Wendell Carter Jr.,20.0,21,59.03333333333333,11,1,11,9,13,8,13,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2018-19,203897,Zach LaVine,24.0,31,136.20833333333334,103,41,97,10,18,11,20,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
