season,player_id,player,clutch_games,clutch_points
2006-07,243,Aaron McKie,1,0
2006-07,1425,Aaron Williams,4,0
2006-07,200747,Adam Morrison,31,32
2006-07,1502,Adonal Foyle,4,2
2006-07,1559,Adrian Griffin,7,4
2006-07,1733,Al Harrington,28,34
2006-07,2744,Al Jefferson,35,64
2006-07,101187,Alan Anderson,3,2
2006-07,673,Alan Henderson,6,0
2006-07,200792,Alexander Johnson,9,10
2006-07,200810,Allan Ray,21,10
2006-07,947,Allen Iverson,34,86
2006-07,297,Alonzo Mourning,21,17
2006-07,2405,Amar'e Stoudemire,39,88
2006-07,101161,Amir Johnson,2,2
2006-07,2760,Anderson Varejao,38,42
2006-07,101154,Andray Blatche,7,3
2006-07,2810,Andre Brown,4,5
2006-07,2738,Andre Iguodala,34,100
2006-07,1889,Andre Miller,37,83
2006-07,200745,Andrea Bargnani,22,17
2006-07,1905,Andrei Kirilenko,32,29
2006-07,2804,Andres Nocioni,20,35
2006-07,101106,Andrew Bogut,34,17
2006-07,101115,Andrew Bynum,33,10
2006-07,2740,Andris Biedrins,34,33
2006-07,1712,Antawn Jamison,41,92
2006-07,1533,Anthony Johnson,14,10
2006-07,1515,Anthony Parker,35,42
2006-07,101194,Anthony Roberson,4,3
2006-07,952,Antoine Walker,23,19
2006-07,101120,Antoine Wright,30,6
2006-07,1498,Antonio Daniels,36,27
2006-07,686,Antonio McDyess,25,40
2006-07,1506,Austin Croshere,4,0
2006-07,1884,Baron Davis,29,59
2006-07,2732,Ben Gordon,41,116
2006-07,1112,Ben Wallace,35,18
2006-07,2757,Beno Udrih,6,3
2006-07,2774,Bernard Robinson,8,8
2006-07,448,Bo Outlaw,4,2
2006-07,1517,Bobby Jackson,24,33
2006-07,200784,Bobby Jones,3,2
2006-07,1719,Bonzi Wells,10,6
2006-07,2564,Boris Diaw,29,39
2006-07,2411,Bostjan Nachbar,30,17
2006-07,101152,Bracey Wright,2,2
2006-07,1802,Brad Miller,27,33
2006-07,200750,Brandon Roy,32,83
2006-07,2217,Brendan Haywood,23,8
2006-07,699,Brent Barry,27,15
2006-07,1510,Brevin Knight,16,27
2006-07,2073,Brian Cardinal,5,0
2006-07,2567,Brian Cook,16,26
2006-07,2243,Brian Scalabrine,13,0
2006-07,1730,Brian Skinner,21,15
2006-07,1477,Bruce Bowen,38,24
2006-07,101139,CJ Miles,1,0
2006-07,1916,Calvin Booth,4,3
2006-07,2306,Carlos Arroyo,17,11
2006-07,2430,Carlos Boozer,38,96
2006-07,2568,Carlos Delfino,22,15
2006-07,2546,Carmelo Anthony,36,105
2006-07,2406,Caron Butler,32,70
2006-07,200841,Cedric Bozeman,3,0
2006-07,200759,Cedric Simmons,1,1
2006-07,101112,Channing Frye,29,30
2006-07,2294,Charlie Bell,40,49
2006-07,101111,Charlie Villanueva,9,10
2006-07,1497,Chauncey Billups,44,127
2006-07,2547,Chris Bosh,33,88
2006-07,2768,Chris Duhon,32,19
2006-07,2549,Chris Kaman,21,23
2006-07,101108,Chris Paul,38,93
2006-07,200809,Chris Quinn,4,0
2006-07,185,Chris Webber,20,33
2006-07,2404,Chris Wilcox,34,43
2006-07,101236,Chuck Hayes,22,3
2006-07,1088,Chucky Atkins,32,68
2006-07,361,Clifford Robinson,13,5
2006-07,1894,Corey Maggette,34,75
2006-07,722,Corliss Williamson,20,24
2006-07,200783,Craig Smith,20,28
2006-07,1749,Cuttino Mobley,34,18
2006-07,2563,Dahntay Jones,18,12
2006-07,905,Dale Davis,7,2
2006-07,2863,Damien Wilkins,32,31
2006-07,1800,Damon Jones,24,25
2006-07,757,Damon Stoudamire,20,17
2006-07,2424,Dan Dickau,8,3
2006-07,2429,Dan Gadzuric,8,0
2006-07,101137,Daniel Ewing,14,14
2006-07,200789,Daniel Gibson,17,19
2006-07,101122,Danny Granger,40,62
2006-07,2443,Darius Songaila,17,15
2006-07,2545,Darko Milicic,22,16
2006-07,353,Darrell Armstrong,30,17
2006-07,239,Darrick Martin,6,0
2006-07,101135,David Lee,26,24
2006-07,200786,David Noel,10,3
2006-07,133,David Wesley,8,5
2006-07,2561,David West,34,79
2006-07,2205,DeSagana Diop,15,0
2006-07,2052,DeShawn Stevenson,38,47
2006-07,200793,Dee Brown,1,0
2006-07,2753,Delonte West,39,81
2006-07,2035,DerMarr Johnson,2,0
2006-07,1507,Derek Anderson,17,8
2006-07,965,Derek Fisher,36,39
2006-07,101114,Deron Williams,43,96
2006-07,2046,Desmond Mason,37,43
2006-07,1904,Devean George,21,8
2006-07,2484,Devin Brown,28,32
2006-07,2734,Devin Harris,29,33
2006-07,87,Dikembe Mutombo,12,4
2006-07,1717,Dirk Nowitzki,34,133
2006-07,101182,Donell Taylor,6,2
2006-07,923,Donyell Marshall,32,15
2006-07,2748,Dorell Wright,11,3
2006-07,57,Doug Christie,1,0
2006-07,2400,Drew Gooden,29,31
2006-07,101204,Dwayne Jones,1,0
2006-07,2730,Dwight Howard,41,60
2006-07,2548,Dwyane Wade,22,131
2006-07,2853,Earl Barron,2,2
2006-07,1863,Earl Boykins,28,20
2006-07,2248,Earl Watson,33,27
2006-07,2067,Eddie House,22,12
2006-07,224,Eddie Jones,22,29
2006-07,2201,Eddy Curry,43,89
2006-07,2059,Eduardo Najera,23,7
2006-07,1882,Elton Brand,38,75
2006-07,2731,Emeka Okafor,28,43
2006-07,727,Eric Snow,34,18
2006-07,956,Erick Dampier,30,13
2006-07,101141,Ersan Ilyasova,12,12
2006-07,2041,Etan Thomas,14,2
2006-07,101177,Fabricio Oberto,5,2
2006-07,2436,Flip Murray,28,24
2006-07,1922,Francisco Elson,11,2
2006-07,101128,Francisco Garcia,21,4
2006-07,2410,Fred Jones,18,14
2006-07,56,Gary Payton,19,11
2006-07,101123,Gerald Green,38,29
2006-07,2222,Gerald Wallace,33,80
2006-07,2240,Gilbert Arenas,40,162
2006-07,1921,Gordan Giricek,10,7
2006-07,255,Grant Hill,33,61
2006-07,1761,Greg Buckner,23,7
2006-07,101124,Hakim Warrick,27,59
2006-07,200801,Hassan Adams,11,2
2006-07,2045,Hedo Turkoglu,33,35
2006-07,200756,Hilton Armstrong,4,1
2006-07,101113,Ike Diogu,7,3
2006-07,2137,Ime Udoka,38,32
2006-07,1956,Ira Newble,3,1
