season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2020-21,1628990,Chandler Hutchison,25.0,1,0.08333333333333333,0,0,0,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1629632,Coby White,21.0,33,107.475,63,18,38,20,23,14,19,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1629655,Daniel Gafford,22.0,2,2.15,2,1,1,0,1,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1628464,Daniel Theis,29.0,7,13.951666666666666,2,1,2,0,0,3,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1627756,Denzel Valentine,27.0,15,19.206666666666667,3,1,4,0,0,5,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,202066,Garrett Temple,35.0,28,91.57,22,8,19,4,5,14,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1629750,Javonte Green,27.0,2,0.585,0,0,0,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1628374,Lauri Markkanen,24.0,15,32.725,14,5,14,0,0,6,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1628436,Luke Kornet,25.0,2,0.8466666666666667,0,0,0,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,202696,Nikola Vučević,30.0,9,23.933333333333334,8,4,8,0,0,3,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,203490,Otto Porter Jr.,28.0,8,29.955,16,6,9,2,2,3,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1630172,Patrick Williams,19.0,28,53.086666666666666,11,4,6,2,3,11,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1627853,Ryan Arcidiacono,27.0,2,1.7833333333333334,0,0,0,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,201152,Thaddeus Young,33.0,29,81.245,33,13,23,6,10,11,18,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,203107,Tomas Satoransky,29.0,13,23.445,4,1,3,2,2,4,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1628972,Troy Brown Jr.,21.0,2,3.885,2,1,2,0,0,0,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,1628976,Wendell Carter Jr.,22.0,16,32.446666666666665,10,2,5,6,9,8,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2020-21,203897,Zach LaVine,26.0,27,104.57666666666667,118,34,87,40,45,10,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
