season,player_id,player,clutch_games,clutch_points
2007-08,201166,Aaron Brooks,7,2
2007-08,201189,Aaron Gray,3,2
2007-08,1425,Aaron Williams,5,0
2007-08,201151,Acie Law,6,2
2007-08,1502,Adonal Foyle,3,0
2007-08,1733,Al Harrington,29,17
2007-08,201143,Al Horford,41,31
2007-08,2744,Al Jefferson,39,88
2007-08,201154,Al Thornton,21,41
2007-08,201169,Alando Tucker,1,0
2007-08,200792,Alexander Johnson,6,0
2007-08,947,Allen Iverson,37,97
2007-08,297,Alonzo Mourning,9,4
2007-08,2405,Amar'e Stoudemire,37,122
2007-08,101161,Amir Johnson,10,2
2007-08,2760,Anderson Varejao,24,15
2007-08,101154,Andray Blatche,24,12
2007-08,2810,Andre Brown,3,3
2007-08,2738,Andre Iguodala,42,122
2007-08,1889,Andre Miller,37,56
2007-08,101261,Andre Owens,2,0
2007-08,200745,Andrea Bargnani,12,17
2007-08,1905,Andrei Kirilenko,27,27
2007-08,2804,Andres Nocioni,30,37
2007-08,101106,Andrew Bogut,49,66
2007-08,101115,Andrew Bynum,13,5
2007-08,2740,Andris Biedrins,36,31
2007-08,358,Anfernee Hardaway,3,3
2007-08,1712,Antawn Jamison,39,96
2007-08,1853,Anthony Carter,30,28
2007-08,1533,Anthony Johnson,20,11
2007-08,1515,Anthony Parker,35,46
2007-08,952,Antoine Walker,18,9
2007-08,101120,Antoine Wright,20,32
2007-08,1498,Antonio Daniels,28,47
2007-08,686,Antonio McDyess,25,20
2007-08,201167,Arron Afflalo,11,2
2007-08,1506,Austin Croshere,6,5
2007-08,1884,Baron Davis,43,117
2007-08,2732,Ben Gordon,31,103
2007-08,1112,Ben Wallace,25,21
2007-08,2757,Beno Udrih,31,69
2007-08,2873,Billy Thomas,3,0
2007-08,201336,Blake Ahearn,2,0
2007-08,1517,Bobby Jackson,10,8
2007-08,200784,Bobby Jones,4,0
2007-08,2250,Bobby Simmons,28,23
2007-08,1719,Bonzi Wells,21,20
2007-08,2564,Boris Diaw,25,18
2007-08,2411,Bostjan Nachbar,33,24
2007-08,1802,Brad Miller,37,67
2007-08,201148,Brandan Wright,2,1
2007-08,101138,Brandon Bass,18,14
2007-08,200750,Brandon Roy,39,112
2007-08,2217,Brendan Haywood,28,17
2007-08,699,Brent Barry,8,2
2007-08,1510,Brevin Knight,22,5
2007-08,2073,Brian Cardinal,7,2
2007-08,2243,Brian Scalabrine,4,0
2007-08,1730,Brian Skinner,4,0
2007-08,1477,Bruce Bowen,36,22
2007-08,201228,C.J. Watson,2,2
2007-08,101139,CJ Miles,8,0
2007-08,1916,Calvin Booth,1,0
2007-08,201171,Carl Landry,6,17
2007-08,2306,Carlos Arroyo,12,18
2007-08,2430,Carlos Boozer,34,79
2007-08,2568,Carlos Delfino,27,27
2007-08,2546,Carmelo Anthony,33,124
2007-08,2406,Caron Butler,26,87
2007-08,2418,Casey Jacobsen,7,0
2007-08,101112,Channing Frye,10,5
2007-08,2294,Charlie Bell,35,31
2007-08,101111,Charlie Villanueva,26,28
2007-08,1497,Chauncey Billups,31,89
2007-08,2547,Chris Bosh,30,99
2007-08,2768,Chris Duhon,23,13
2007-08,2549,Chris Kaman,25,23
2007-08,2036,Chris Mihm,1,0
2007-08,101108,Chris Paul,30,106
2007-08,200809,Chris Quinn,18,20
2007-08,201181,Chris Richard,3,0
2007-08,2404,Chris Wilcox,19,22
2007-08,101236,Chuck Hayes,19,6
2007-08,1088,Chucky Atkins,5,5
2007-08,201207,Coby Karl,1,0
2007-08,201147,Corey Brewer,26,12
2007-08,1894,Corey Maggette,31,77
2007-08,200783,Craig Smith,15,16
2007-08,1749,Cuttino Mobley,32,46
2007-08,2788,DJ Mbenga,2,0
