season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2021-22,1627936,Alex Caruso,28.0,19,58.95166666666667,3,0,6,3,4,10,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1628035,Alfonzo McKinnie,29.0,3,1.9966666666666666,0,0,1,0,0,1,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1630245,Ayo Dosunmu,22.0,24,68.16666666666667,22,9,18,2,4,15,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1629632,Coby White,22.0,24,48.81,7,2,7,1,2,14,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,201942,DeMar DeRozan,32.0,38,129.50166666666667,157,46,86,63,71,23,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1627884,Derrick Jones Jr.,25.0,15,32.416666666666664,8,3,4,2,2,9,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1629750,Javonte Green,28.0,22,46.75833333333333,11,4,5,3,4,15,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1628366,Lonzo Ball,24.0,16,51.76,7,2,11,2,2,10,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1630792,Malcolm Hill,26.0,2,2.585,2,1,2,0,0,0,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1629744,Matt Thomas,27.0,5,2.21,1,0,0,1,1,3,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,202696,Nikola Vučević,31.0,36,119.72833333333334,47,18,38,8,11,22,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1630172,Patrick Williams,20.0,4,11.565,10,3,4,3,3,4,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1628396,Tony Bradley,24.0,4,0.6183333333333333,0,0,0,0,0,0,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,202684,Tristan Thompson,31.0,2,6.165,2,1,2,0,0,0,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,1628972,Troy Brown Jr.,22.0,7,9.96,0,0,1,0,0,6,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2021-22,203897,Zach LaVine,27.0,31,111.70666666666666,93,29,59,29,30,18,13,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
