season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2016-17,1626171,Bobby Portis Jr.,22.0,10,22.186666666666667,4,2,5,0,0,5,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,1626166,Cameron Payne,22.0,2,0.8433333333333334,0,0,0,0,0,1,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,1626245,Cristiano Felicio,24.0,7,20.788333333333334,0,0,3,0,0,3,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,1627756,Denzel Valentine,23.0,12,33.18333333333333,5,1,6,2,2,7,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,203926,Doug McDermott,25.0,17,48.7,20,5,15,9,9,10,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,2548,Dwyane Wade,35.0,25,96.65166666666667,66,23,60,17,19,13,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,203477,Isaiah Canaan,26.0,9,10.101666666666667,3,1,5,0,0,3,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,1626170,Jerian Grant,24.0,13,23.918333333333333,9,2,9,4,4,7,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,202710,Jimmy Butler III,27.0,38,141.23,163,46,102,59,62,22,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,203530,Joffrey Lauvergne,25.0,5,10.118333333333334,0,0,4,0,0,2,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,203487,Michael Carter-Williams,25.0,18,36.58833333333333,22,9,13,4,5,12,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,202703,Nikola Mirotic,26.0,29,78.87333333333333,29,9,26,5,7,14,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,1627835,Paul Zipser,23.0,9,31.635,4,1,5,1,1,5,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,200765,Rajon Rondo,31.0,21,71.89,13,5,21,2,2,10,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,201577,Robin Lopez,29.0,31,94.94666666666667,11,4,11,3,4,16,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2016-17,201959,Taj Gibson,32.0,26,72.27833333333334,16,6,11,4,5,16,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
