season,player_id,player,clutch_games,clutch_points
2017-18,203932,Aaron Gordon,27,36
2017-18,1626151,Aaron Harrison,5,8
2017-18,1627846,Abdel Nader,2,2
2017-18,201143,Al Horford,37,49
2017-18,2744,Al Jefferson,2,0
2017-18,202329,Al-Farouq Aminu,31,22
2017-18,202692,Alec Burks,5,6
2017-18,203518,Alex Abrines,24,16
2017-18,1627936,Alex Caruso,6,0
2017-18,203458,Alex Len,16,7
2017-18,1627816,Alex Poythress,1,0
2017-18,203459,Allen Crabbe,47,54
2017-18,101161,Amir Johnson,4,0
2017-18,203083,Andre Drummond,38,55
2017-18,2738,Andre Iguodala,19,12
2017-18,201281,Andre Ingram,1,0
2017-18,203460,Andre Roberson,19,11
2017-18,101106,Andrew Bogut,5,2
2017-18,1626150,Andrew Harrison,17,9
2017-18,203952,Andrew Wiggins,41,74
2017-18,1627790,Ante Zizic,2,0
2017-18,203076,Anthony Davis,41,140
2017-18,201229,Anthony Tolliver,28,18
2017-18,1628469,Antonio Blakeney,2,2
2017-18,1628499,Antonius Cleveland,2,0
2017-18,203382,Aron Baynes,14,0
2017-18,201167,Arron Afflalo,8,0
2017-18,203085,Austin Rivers,31,42
2017-18,202340,Avery Bradley,25,33
2017-18,1628389,Bam Adebayo,27,12
2017-18,203463,Ben McLemore,9,2
2017-18,1627732,Ben Simmons,45,73
2017-18,202687,Bismack Biyombo,11,13
2017-18,201933,Blake Griffin,25,62
2017-18,1626246,Boban Marjanovic,3,4
2017-18,1626171,Bobby Portis Jr.,23,22
2017-18,203992,Bogdan Bogdanović,32,47
2017-18,202711,Bojan Bogdanovic,41,44
2017-18,203078,Bradley Beal,44,123
2017-18,201148,Brandan Wright,6,0
2017-18,1627742,Brandon Ingram,27,49
2017-18,203464,Brandon Paul,5,0
2017-18,1627362,Briante Weber,2,0
2017-18,1627744,Brice Johnson,1,0
2017-18,201572,Brook Lopez,22,22
2017-18,203998,Bruno Caboclo,1,0
2017-18,1627854,Bryn Forbes,20,8
2017-18,1627741,Buddy Hield,32,61
2017-18,203710,C.J. Williams,11,10
2017-18,203468,CJ McCollum,45,108
2017-18,101139,CJ Miles,27,17
2017-18,1628403,Caleb Swanigan,2,0
2017-18,1626166,Cameron Payne,2,5
2017-18,1627747,Caris LeVert,34,36
2017-18,2546,Carmelo Anthony,44,57
2017-18,1626224,Cedi Osman,9,5
2017-18,202718,Chandler Parsons,8,4
2017-18,101112,Channing Frye,7,9
2017-18,1627767,Cheick Diallo,3,2
2017-18,1626191,Chris McCullough,1,0
2017-18,101108,Chris Paul,21,62
2017-18,203991,Clint Capela,26,21
2017-18,203469,Cody Zeller,5,4
2017-18,201147,Corey Brewer,18,11
2017-18,202709,Cory Joseph,34,19
2017-18,201584,Courtney Lee,29,27
2017-18,1626245,Cristiano Felicio,7,7
2017-18,1626156,D'Angelo Russell,23,44
2017-18,201571,D.J. Augustin,27,24
2017-18,1626177,Dakari Johnson,1,0
2017-18,1627745,Damian Jones,1,6
2017-18,203081,Damian Lillard,39,132
2017-18,1627814,Damion Lee,8,3
2017-18,1628422,Damyean Dotson,3,0
2017-18,1628464,Daniel Theis,10,3
2017-18,201568,Danilo Gallinari,8,9
2017-18,201980,Danny Green,26,25
2017-18,201967,Dante Cunningham,20,2
2017-18,203957,Dante Exum,2,2
2017-18,1627863,Danuel House Jr.,4,2
2017-18,203967,Dario Saric,36,62
2017-18,203121,Darius Miller,32,26
2017-18,201954,Darren Collison,29,50
2017-18,1628021,David Nwaba,24,20
2017-18,2561,David West,10,0
2017-18,202722,Davis Bertans,18,13
2017-18,1628432,Davon Reed,2,0
2017-18,1628368,De'Aaron Fox,31,55
2017-18,201599,DeAndre Jordan,36,33
2017-18,202732,DeAndre Liggins,10,2
2017-18,1627761,DeAndre' Bembry,9,3
2017-18,201942,DeMar DeRozan,41,173
2017-18,202326,DeMarcus Cousins,28,94
2017-18,201960,DeMarre Carroll,46,69
2017-18,1627749,Dejounte Murray,24,21
2017-18,1626153,Delon Wright,20,14
2017-18,203471,Dennis Schröder,31,98
2017-18,1628372,Dennis Smith Jr.,36,65
2017-18,1627756,Denzel Valentine,28,28
2017-18,202324,Derrick Favors,17,19
2017-18,1627884,Derrick Jones Jr.,2,0
2017-18,201565,Derrick Rose,3,2
2017-18,1628476,Derrick Walton Jr.,1,0
2017-18,1628401,Derrick White,2,0
2017-18,1626164,Devin Booker,25,59
2017-18,2734,Devin Harris,17,11
2017-18,203473,Dewayne Dedmon,29,36
2017-18,1627738,Deyonta Davis,8,0
2017-18,1628415,Dillon Brooks,30,29
2017-18,203079,Dion Waiters,14,48
2017-18,1717,Dirk Nowitzki,32,8
2017-18,1627734,Domantas Sabonis,20,23
2017-18,1628378,Donovan Mitchell,27,94
2017-18,1627827,Dorian Finney-Smith,5,0
2017-18,203926,Doug McDermott,25,14
2017-18,1627733,Dragan Bender,22,8
2017-18,203110,Draymond Green,24,27
2017-18,1628407,Dwayne Bacon,8,2
2017-18,202779,Dwight Buycks,1,0
2017-18,2730,Dwight Howard,37,58
2017-18,203939,Dwight Powell,32,14
2017-18,2548,Dwyane Wade,30,53
2017-18,202734,E'Twaun Moore,46,45
2017-18,202334,Ed Davis,17,5
2017-18,202327,Ekpe Udoh,4,0
2017-18,203901,Elfrid Payton,25,33
2017-18,2731,Emeka Okafor,2,0
2017-18,1626144,Emmanuel Mudiay,7,2
2017-18,202683,Enes Freedom,20,11
2017-18,202339,Eric Bledsoe,41,113
2017-18,201569,Eric Gordon,24,17
2017-18,203961,Eric Moreland,6,0
2017-18,101141,Ersan Ilyasova,23,37
2017-18,203095,Evan Fournier,31,67
2017-18,202323,Evan Turner,32,18
2017-18,1626163,Frank Kaminsky,28,13
2017-18,1628412,Frank Mason III,13,6
2017-18,1628373,Frank Ntilikina,18,16
2017-18,1627832,Fred VanVleet,26,30
2017-18,202066,Garrett Temple,30,28
2017-18,203914,Gary Harris,34,52
2017-18,1627780,Gary Payton II,1,0
2017-18,201588,George Hill,24,36
2017-18,1627834,Georgios Papagiannis,1,0
2017-18,101123,Gerald Green,7,10
2017-18,203507,Giannis Antetokounmpo,41,113
2017-18,203922,Glenn Robinson III,1,2
2017-18,201609,Goran Dragic,45,92
2017-18,203476,Gorgui Dieng,6,0
2017-18,202328,Greg Monroe,13,12
2017-18,1627824,Guerschon Yabusele,3,0
2017-18,203084,Harrison Barnes,41,89
2017-18,202355,Hassan Whiteside,24,30
2017-18,203546,Ian Clark,24,8
2017-18,101133,Ian Mahinmi,11,3
2017-18,202697,Iman Shumpert,5,1
2017-18,203477,Isaiah Canaan,8,9
2017-18,1627819,Isaiah Taylor,16,6
2017-18,202738,Isaiah Thomas,16,24
2017-18,202397,Ish Smith,27,23
2017-18,1628397,Ivan Rabb,1,3
2017-18,1627826,Ivica Zubac,3,0
2017-18,200826,J.J. Barea,25,25
2017-18,200755,JJ Redick,37,65
2017-18,2747,JR Smith,35,16
2017-18,203960,JaKarr Sampson,6,2
2017-18,203210,JaMychal Green,22,13
2017-18,1628444,Jabari Bird,2,0
2017-18,203953,Jabari Parker,9,0
2017-18,204022,Jack Cooley,1,0
2017-18,203109,Jae Crowder,22,22
2017-18,1626143,Jahlil Okafor,1,0
2017-18,1627774,Jake Layman,1,2
2017-18,1627751,Jakob Poeltl,14,13
2017-18,1627883,Jalen Jones,5,3
2017-18,2037,Jamal Crawford,28,27
2017-18,1627750,Jamal Murray,37,86
2017-18,2749,Jameer Nelson,15,13
2017-18,1628503,Jamel Artis,2,0
2017-18,203516,James Ennis III,19,15
2017-18,201935,James Harden,32,103
2017-18,201949,James Johnson,38,75
2017-18,203966,Jamil Wilson,5,0
2017-18,201162,Jared Dudley,4,0
2017-18,1626185,Jarell Martin,21,18
2017-18,1628386,Jarrett Allen,23,25
2017-18,101127,Jarrett Jack,19,24
2017-18,201160,Jason Smith,1,0
2017-18,1891,Jason Terry,13,5
2017-18,1628393,Jawun Evans,6,2
2017-18,1627759,Jaylen Brown,37,34
2017-18,1628537,Jaylen Morris,2,0
2017-18,1628369,Jayson Tatum,42,78
2017-18,201145,Jeff Green,30,20
2017-18,201952,Jeff Teague,35,46
2017-18,203481,Jeff Withey,1,0
2017-18,203924,Jerami Grant,26,11
2017-18,203087,Jeremy Lamb,30,33
2017-18,1626170,Jerian Grant,17,21
2017-18,201573,Jerryd Bayless,15,6
2017-18,202710,Jimmy Butler III,31,132
2017-18,201149,Joakim Noah,1,0
2017-18,201975,Jodie Meeks,11,9
2017-18,203925,Joe Harris,28,21
2017-18,204060,Joe Ingles,29,30
2017-18,2207,Joe Johnson,14,8
2017-18,1626202,Joe Young,3,0
2017-18,1627762,Joel Bolomboy,1,0
2017-18,203954,Joel Embiid,34,83
2017-18,203530,Joffrey Lauvergne,3,0
2017-18,1628381,John Collins,24,21
2017-18,203089,John Henson,34,18
2017-18,204066,John Holland,1,0
2017-18,202322,John Wall,22,55
2017-18,1628405,Johnathan Motley,3,9
2017-18,202720,Jon Leuer,2,0
2017-18,201973,Jonas Jerebko,4,0
2017-18,202685,Jonas Valanciunas,27,26
2017-18,1626780,Jonathan Gibson,2,2
2017-18,1628371,Jonathan Isaac,8,3
2017-18,203613,Jonathon Simmons,31,26
2017-18,1628395,Jordan Bell,6,6
2017-18,203903,Jordan Clarkson,21,35
2017-18,1626175,Jordan Mickey,1,0
2017-18,101181,Jose Calderon,5,0
2017-18,1628404,Josh Hart,20,18
2017-18,203962,Josh Huestis,6,0
2017-18,1628367,Josh Jackson,22,6
2017-18,203705,Josh Magette,1,0
2017-18,1626196,Josh Richardson,50,75
2017-18,2746,Josh Smith,1,0
2017-18,201950,Jrue Holiday,48,133
2017-18,1627823,Juancho Hernangomez,1,0
2017-18,203944,Julius Randle,35,76
2017-18,202933,Julyan Stone,1,0
2017-18,1626147,Justin Anderson,3,2
2017-18,203200,Justin Holiday,32,40
2017-18,1628382,Justin Jackson,15,9
2017-18,1626159,Justise Winslow,29,14
2017-18,203994,Jusuf Nurkić,34,53
2017-18,1628443,Kadeem Allen,3,0
2017-18,1626157,Karl-Anthony Towns,41,53
2017-18,1627770,Kay Felder,1,0
2017-18,203482,Kelly Olynyk,34,55
2017-18,1626162,Kelly Oubre Jr.,39,48
2017-18,202689,Kemba Walker,38,131
2017-18,202702,Kenneth Faried,3,0
2017-18,203145,Kent Bazemore,30,58
2017-18,203484,Kentavious Caldwell-Pope,31,54
2017-18,201142,Kevin Durant,25,90
2017-18,201567,Kevin Love,28,46
2017-18,1626172,Kevon Looney,11,9
2017-18,203920,Khem Birch,9,10
2017-18,203114,Khris Middleton,47,109
2017-18,202691,Klay Thompson,27,39
2017-18,1628424,Kobi Simmons,7,9
2017-18,201585,Kosta Koufos,18,7
2017-18,1627739,Kris Dunn,27,76
2017-18,204001,Kristaps Porziņģis,22,90
2017-18,203937,Kyle Anderson,28,24
2017-18,1627858,Kyle Collinsworth,7,7
2017-18,2594,Kyle Korver,34,33
2017-18,1628398,Kyle Kuzma,36,73
2017-18,200768,Kyle Lowry,40,72
2017-18,203124,Kyle O'Quinn,11,8
2017-18,202713,Kyle Singler,1,0
2017-18,202681,Kyrie Irving,34,142
2017-18,200746,LaMarcus Aldridge,32,82
2017-18,202362,Lance Stephenson,23,27
2017-18,202498,Lance Thomas,24,6
2017-18,204038,Langston Galloway,12,4
2017-18,203580,Larry Drew II,1,0
2017-18,1626204,Larry Nance Jr.,17,14
2017-18,1628374,Lauri Markkanen,31,72
2017-18,2544,LeBron James,45,197
2017-18,1628366,Lonzo Ball,27,37
2017-18,203485,Lorenzo Brown,1,0
2017-18,101150,Lou Williams,41,88
2017-18,201601,Luc Mbah a Moute,13,5
2017-18,203512,Lucas Nogueira,3,0
2017-18,202337,Luke Babbitt,7,0
2017-18,1628379,Luke Kennard,13,9
2017-18,1628436,Luke Kornet,1,0
2017-18,1627781,Malachi Richardson,1,0
2017-18,1627763,Malcolm Brogdon,26,22
2017-18,1627098,Malcolm Delaney,20,3
2017-18,1627736,Malik Beasley,4,2
2017-18,1628370,Malik Monk,8,3
2017-18,1938,Manu Ginobili,24,44
2017-18,202705,MarShon Brooks,2,8
2017-18,201188,Marc Gasol,34,52
2017-18,101162,Marcin Gortat,34,26
2017-18,201158,Marco Belinelli,24,32
2017-18,1627875,Marcus Georges-Hunt,3,4
2017-18,202694,Marcus Morris Sr.,20,25
2017-18,1627779,Marcus Paige,1,0
2017-18,203935,Marcus Smart,30,29
2017-18,201596,Mario Chalmers,18,21
2017-18,1626209,Mario Hezonja,18,23
2017-18,1628365,Markelle Fultz,1,0
2017-18,202693,Markieff Morris,28,51
2017-18,1627737,Marquese Chriss,20,16
2017-18,203104,Marquis Teague,1,0
2017-18,201578,Marreese Speights,14,5
2017-18,101107,Marvin Williams,33,20
2017-18,203486,Mason Plumlee,21,16
2017-18,203521,Matthew Dellavedova,6,10
2017-18,203090,Maurice Harkless,21,22
2017-18,1628467,Maxi Kleber,16,5
2017-18,203086,Meyers Leonard,3,0
2017-18,201563,Michael Beasley,20,29
2017-18,203487,Michael Carter-Williams,8,4
2017-18,203077,Michael Kidd-Gilchrist,31,24
2017-18,201144,Mike Conley,6,19
2017-18,1628455,Mike James,9,14
2017-18,203488,Mike Muscala,18,12
2017-18,203118,Mike Scott,16,13
2017-18,203101,Miles Plumlee,6,0
2017-18,1628462,Milos Teodosic,16,20
2017-18,203141,Mirza Teletovic,1,0
2017-18,1626149,Montrezl Harrell,9,15
2017-18,1627988,Myke Henry,5,1
2017-18,1626167,Myles Turner,32,35
2017-18,202357,Nemanja Bjelica,12,10
2017-18,2403,Nene,4,0
2017-18,203457,Nerlens Noel,10,4
2017-18,201156,Nick Young,17,13
2017-18,201587,Nicolas Batum,27,33
2017-18,203999,Nikola Jokić,39,64
2017-18,202703,Nikola Mirotic,27,47
2017-18,202696,Nikola Vučević,24,24
2017-18,203943,Noah Vonleh,10,3
2017-18,1626181,Norman Powell,12,2
2017-18,1628384,OG Anunoby,6,3
2017-18,201600,Omer Asik,1,0
2017-18,201956,Omri Casspi,6,0
2017-18,203490,Otto Porter Jr.,37,51
2017-18,200782,P.J. Tucker,33,25
2017-18,1627783,Pascal Siakam,31,14
2017-18,1626192,Pat Connaughton,23,6
2017-18,201976,Patrick Beverley,3,0
2017-18,1627775,Patrick McCaw,11,2
2017-18,202335,Patrick Patterson,6,0
2017-18,201988,Patty Mills,35,56
2017-18,2200,Pau Gasol,15,21
2017-18,202331,Paul George,42,89
2017-18,200794,Paul Millsap,19,47
2017-18,1627835,Paul Zipser,8,4
2017-18,203112,Quincy Acy,27,8
2017-18,202347,Quincy Pondexter,1,0
2017-18,1626188,Quinn Cook,6,6
2017-18,200765,Rajon Rondo,22,35
