season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2004-05,1559,Adrian Griffin,30.0,12,15.82,3,0,1,3,7,7,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,2804,Andres Nocioni,25.0,33,79.36666666666666,22,4,19,11,17,21,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,213,Antonio Davis,36.0,23,77.95833333333333,23,9,16,5,6,16,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,2732,Ben Gordon,22.0,42,149.72833333333332,133,40,84,36,45,27,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,2768,Chris Duhon,22.0,31,97.56666666666666,20,3,19,12,17,17,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,2201,Eddy Curry,22.0,25,82.73333333333333,51,16,31,19,25,16,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,15,Eric Piatkowski,34.0,10,14.148333333333333,2,0,1,2,2,1,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,2457,Jannero Pargo,25.0,9,20.888333333333332,4,2,6,0,0,6,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,2876,Jared Reiner,23.0,1,4.566666666666666,2,1,1,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,2550,Kirk Hinrich,24.0,41,169.87166666666667,84,26,68,25,32,25,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,1444,Lawrence Funderburke,34.0,1,4.566666666666666,4,2,3,0,1,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,2736,Luol Deng,20.0,23,82.415,21,4,25,13,21,14,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,970,Othella Harrington,31.0,14,38.82,12,4,9,4,5,9,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2004-05,2199,Tyson Chandler,22.0,41,144.575,31,9,16,13,19,27,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
