season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2000-01,2062,A.J. Guyton,23.0,10,21.908333333333335,2,0,6,2,2,3,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,1802,Brad Miller,25.0,19,58.38666666666666,9,2,7,5,8,5,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,1724,Bryce Drew,26.0,21,80.715,22,8,19,0,0,6,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,1736,Corey Benjamin,23.0,7,9.061666666666667,0,0,3,0,0,1,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,1434,Dragan Tarlac,28.0,6,10.983333333333333,4,2,2,0,1,1,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,1882,Elton Brand,22.0,44,169.61333333333334,82,34,67,14,27,13,31,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,697,Fred Hoiberg,28.0,39,131.08666666666667,43,12,31,13,15,10,29,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,2063,Jake Voskuhl,23.0,1,0.5333333333333333,0,0,0,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,2037,Jamal Crawford,21.0,8,29.015,19,7,14,2,4,2,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,2064,Khalid El-Amin,22.0,15,37.681666666666665,22,5,13,12,14,3,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,2033,Marcus Fizer,22.0,20,52.46666666666667,15,6,17,3,3,8,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,1897,Metta World Peace,21.0,37,125.98666666666666,40,11,36,18,24,12,25,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,1913,Michael Ruffin,24.0,12,41.41833333333334,2,1,3,0,2,3,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2000-01,1500,Ron Mercer,25.0,34,130.585,71,25,66,20,23,8,26,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
