season,player_id,player,clutch_games,clutch_points
2000-01,920,A.C. Green,13,4
2000-01,2062,A.J. Guyton,10,2
2000-01,243,Aaron McKie,32,59
2000-01,1425,Aaron Williams,36,44
2000-01,1502,Adonal Foyle,19,0
2000-01,1559,Adrian Griffin,4,2
2000-01,1733,Al Harrington,28,16
2000-01,673,Alan Henderson,20,17
2000-01,275,Allan Houston,37,70
2000-01,947,Allen Iverson,33,143
2000-01,297,Alonzo Mourning,7,13
2000-01,1541,Alvin Williams,42,62
2000-01,1889,Andre Miller,42,98
2000-01,692,Andrew DeClercq,8,11
2000-01,1712,Antawn Jamison,38,84
2000-01,1853,Anthony Carter,31,18
2000-01,1533,Anthony Johnson,4,0
2000-01,193,Anthony Mason,52,87
2000-01,324,Anthony Peeler,32,44
2000-01,952,Antoine Walker,49,75
2000-01,1498,Antonio Daniels,19,20
2000-01,213,Antonio Davis,36,48
2000-01,176,Antonio Harvey,1,0
2000-01,686,Antonio McDyess,40,81
2000-01,717,Arvydas Sabonis,20,21
2000-01,1506,Austin Croshere,37,37
2000-01,422,Avery Johnson,12,12
2000-01,1884,Baron Davis,42,50
2000-01,1112,Ben Wallace,40,23
2000-01,182,Billy Owens,12,2
2000-01,902,Bimbo Coles,11,13
2000-01,448,Bo Outlaw,44,22
2000-01,682,Bob Sura,20,16
2000-01,1517,Bobby Jackson,39,47
2000-01,1719,Bonzi Wells,29,27
2000-01,1802,Brad Miller,19,9
2000-01,699,Brent Barry,30,14
2000-01,1510,Brevin Knight,15,18
2000-01,2073,Brian Cardinal,3,0
2000-01,258,Brian Grant,49,74
2000-01,216,Brian Shaw,38,25
2000-01,1730,Brian Skinner,5,1
2000-01,1477,Bruce Bowen,42,34
2000-01,1743,Bruno Sundov,1,4
2000-01,735,Bryant Reeves,19,16
2000-01,179,Bryant Stith,40,19
2000-01,1724,Bryce Drew,21,22
2000-01,935,Bryon Russell,40,66
2000-01,1898,Cal Bowdler,4,6
2000-01,384,Calbert Cheaney,2,0
2000-01,1916,Calvin Booth,5,4
2000-01,435,Carlos Rogers,9,8
2000-01,76,Cedric Ceballos,8,3
2000-01,1538,Cedric Henderson,15,6
2000-01,891,Charles Oakley,31,28
2000-01,369,Charlie Ward,24,14
2000-01,1497,Chauncey Billups,23,32
2000-01,685,Cherokee Parks,11,3
2000-01,713,Chris Carr,6,6
2000-01,164,Chris Childs,29,14
2000-01,1544,Chris Crawford,12,2
2000-01,201,Chris Dudley,1,2
2000-01,423,Chris Gatling,28,18
2000-01,1914,Chris Herren,6,6
2000-01,2036,Chris Mihm,11,12
