season,player_id,player,clutch_games,clutch_points
2003-04,243,Aaron McKie,35,38
2003-04,1425,Aaron Williams,9,9
2003-04,1502,Adonal Foyle,4,2
2003-04,1559,Adrian Griffin,8,0
2003-04,1733,Al Harrington,35,34
2003-04,275,Allan Houston,24,88
2003-04,947,Allen Iverson,24,38
2003-04,297,Alonzo Mourning,4,0
2003-04,1541,Alvin Williams,24,48
2003-04,1043,Amal McCaskill,6,0
2003-04,2405,Amar'e Stoudemire,27,33
2003-04,1889,Andre Miller,38,82
2003-04,1905,Andrei Kirilenko,38,81
2003-04,692,Andrew DeClercq,9,8
2003-04,358,Anfernee Hardaway,33,41
2003-04,1738,Ansu Sesay,13,4
2003-04,1712,Antawn Jamison,34,32
2003-04,1853,Anthony Carter,1,2
2003-04,1533,Anthony Johnson,27,41
2003-04,324,Anthony Peeler,21,14
2003-04,952,Antoine Walker,36,35
2003-04,1498,Antonio Daniels,24,27
2003-04,213,Antonio Davis,40,37
2003-04,686,Antonio McDyess,12,10
2003-04,1506,Austin Croshere,13,17
2003-04,422,Avery Johnson,6,4
2003-04,1884,Baron Davis,38,94
2003-04,1052,Ben Handlogten,2,5
2003-04,1112,Ben Wallace,42,39
2003-04,448,Bo Outlaw,20,10
2003-04,682,Bob Sura,29,37
2003-04,1517,Bobby Jackson,23,30
2003-04,2250,Bobby Simmons,25,20
2003-04,1719,Bonzi Wells,21,25
2003-04,2564,Boris Diaw,31,9
2003-04,2411,Bostjan Nachbar,13,7
2003-04,1802,Brad Miller,36,50
2003-04,2220,Brandon Armstrong,5,0
2003-04,2599,Brandon Hunter,3,2
2003-04,2217,Brendan Haywood,8,8
2003-04,699,Brent Barry,26,29
2003-04,1510,Brevin Knight,16,21
2003-04,2073,Brian Cardinal,32,32
2003-04,2567,Brian Cook,5,5
2003-04,258,Brian Grant,31,32
2003-04,2243,Brian Scalabrine,6,3
2003-04,1730,Brian Skinner,21,18
2003-04,2639,Britton Johnsen,1,0
2003-04,1477,Bruce Bowen,34,16
2003-04,1724,Bryce Drew,1,0
2003-04,935,Bryon Russell,11,5
2003-04,384,Calbert Cheaney,32,18
2003-04,1916,Calvin Booth,16,6
2003-04,2306,Carlos Arroyo,26,59
2003-04,2430,Carlos Boozer,41,75
2003-04,2546,Carmelo Anthony,38,96
2003-04,2406,Caron Butler,17,13
2003-04,2418,Casey Jacobsen,39,25
2003-04,891,Charles Oakley,1,0
2003-04,369,Charlie Ward,17,27
2003-04,1497,Chauncey Billups,43,140
2003-04,2365,Chris Andersen,8,5
2003-04,2547,Chris Bosh,40,59
2003-04,1544,Chris Crawford,17,25
2003-04,2423,Chris Jefferies,1,1
2003-04,2549,Chris Kaman,15,6
2003-04,2036,Chris Mihm,7,6
2003-04,185,Chris Webber,12,17
2003-04,43,Chris Whitney,1,0
2003-04,2404,Chris Wilcox,17,29
2003-04,363,Christian Laettner,11,2
2003-04,1088,Chucky Atkins,26,17
2003-04,221,Clar. Weatherspoon,18,15
2003-04,361,Clifford Robinson,38,61
2003-04,1894,Corey Maggette,36,95
2003-04,916,Corie Blount,17,0
2003-04,722,Corliss Williamson,26,24
2003-04,2414,Curtis Borchardt,2,0
2003-04,1749,Cuttino Mobley,41,76
2003-04,2563,Dahntay Jones,3,0
2003-04,2402,Dajuan Wagner,10,14
2003-04,905,Dale Davis,18,0
2003-04,1800,Damon Jones,40,34
2003-04,757,Damon Stoudamire,50,105
2003-04,2424,Dan Dickau,4,0
2003-04,2429,Dan Gadzuric,19,8
2003-04,2091,Daniel Santiago,8,2
2003-04,1504,Danny Fortson,2,0
2003-04,2032,Darius Miles,22,29
2003-04,2443,Darius Songaila,6,4
2003-04,2545,Darko Milicic,1,0
2003-04,353,Darrell Armstrong,40,58
2003-04,1032,Darvin Ham,11,3
2003-04,133,David Wesley,34,39
2003-04,2561,David West,8,3
2003-04,2205,DeSagana Diop,8,5
2003-04,2052,DeShawn Stevenson,21,20
2003-04,2035,DerMarr Johnson,3,4
2003-04,1507,Derek Anderson,27,64
2003-04,965,Derek Fisher,21,31
2003-04,934,Derrick Coleman,12,13
2003-04,1760,Derrick Dial,2,0
2003-04,2046,Desmond Mason,49,53
2003-04,2667,Desmond Penigar,2,0
2003-04,1904,Devean George,32,13
2003-04,2484,Devin Brown,4,2
2003-04,87,Dikembe Mutombo,18,8
2003-04,1901,Dion Glover,25,28
2003-04,1717,Dirk Nowitzki,37,85
2003-04,2051,Donnell Harvey,8,5
2003-04,923,Donyell Marshall,45,53
2003-04,57,Doug Christie,36,19
2003-04,77,Doug Overton,16,11
2003-04,2400,Drew Gooden,27,24
2003-04,2548,Dwyane Wade,28,23
2003-04,1863,Earl Boykins,28,29
2003-04,2248,Earl Watson,20,12
2003-04,2109,Eddie Gill,1,0
2003-04,2067,Eddie House,19,25
2003-04,224,Eddie Jones,41,70
2003-04,1944,Eddie Robinson,12,9
2003-04,2201,Eddy Curry,28,53
2003-04,2059,Eduardo Najera,13,10
2003-04,922,Elden Campbell,5,4
2003-04,1882,Elton Brand,38,41
2003-04,15,Eric Piatkowski,13,8
2003-04,727,Eric Snow,40,67
2003-04,677,Eric Williams,37,28
2003-04,956,Erick Dampier,26,28
2003-04,1065,Erick Strickland,8,5
2003-04,911,Ervin Johnson,7,5
2003-04,2041,Etan Thomas,28,38
2003-04,2436,Flip Murray,26,55
2003-04,1922,Francisco Elson,5,0
2003-04,2421,Frank Williams,9,16
2003-04,697,Fred Hoiberg,36,17
2003-04,2410,Fred Jones,17,10
2003-04,56,Gary Payton,39,75
2003-04,718,Gary Trent,13,7
2003-04,248,George Lynch,30,22
2003-04,2222,Gerald Wallace,2,0
2003-04,2240,Gilbert Arenas,20,54
2003-04,779,Glen Rice,2,2
2003-04,299,Glenn Robinson,16,16
2003-04,1921,Gordan Giricek,33,38
2003-04,1761,Greg Buckner,8,1
2003-04,731,Greg Ostertag,28,23
2003-04,2045,Hedo Turkoglu,25,30
2003-04,270,Horace Grant,13,3
2003-04,458,Howard Eisley,21,27
2003-04,1956,Ira Newble,20,10
2003-04,2452,J.R. Bremer,5,3
2003-04,1521,Jacque Vaughn,26,13
2003-04,1751,Jahidi White,10,4
2003-04,2054,Jake Tsakalidis,3,9
2003-04,2063,Jake Voskuhl,32,16
2003-04,147,Jalen Rose,37,72
2003-04,2048,Jamaal Magloire,41,42
2003-04,2224,Jamaal Tinsley,23,37
2003-04,2037,Jamal Crawford,34,85
2003-04,469,Jamal Mashburn,9,37
2003-04,1899,James Posey,38,86
2003-04,2249,Jamison Brewer,3,2
2003-04,2457,Jannero Pargo,5,8
2003-04,2407,Jared Jeffries,23,15
2003-04,2260,Jarron Collins,21,20
2003-04,2553,Jarvis Hayes,27,26
2003-04,2044,Jason Collier,9,6
2003-04,2215,Jason Collins,29,18
2003-04,2078,Jason Hart,5,7
2003-04,2574,Jason Kapono,8,0
2003-04,467,Jason Kidd,24,55
2003-04,2202,Jason Richardson,40,85
2003-04,1891,Jason Terry,45,92
2003-04,1715,Jason Williams,32,45
2003-04,1902,Jeff Foster,27,8
2003-04,976,Jeff McInnis,45,52
2003-04,979,Jermaine O'Neal,40,79
2003-04,1744,Jerome James,13,11
2003-04,2040,Jerome Moiso,2,0
2003-04,966,Jerome Williams,17,17
2003-04,711,Jerry Stackhouse,10,23
2003-04,754,Jim Jackson,40,54
2003-04,2412,Jiri Welsch,28,41
2003-04,2207,Joe Johnson,47,78
2003-04,693,Joe Smith,36,45
2003-04,2038,Joel Przybilla,6,6
2003-04,2422,John Salmons,28,13
2003-04,961,John Wallace,3,2
2003-04,468,Jon Barry,15,4
2003-04,1886,Jonathan Bender,3,3
2003-04,2572,Josh Howard,19,6
2003-04,2413,Juan Dixon,17,17
2003-04,1908,Jumaine Jones,1,0
2003-04,436,Juwan Howard,41,72
2003-04,2416,Kareem Rush,21,24
2003-04,252,Karl Malone,18,20
2003-04,2208,Kedrick Brown,14,3
2003-04,2586,Keith Bogans,20,12
2003-04,2693,Keith McLeod,3,0
2003-04,1496,Keith Van Horn,36,65
2003-04,1509,Kelvin Cato,16,10
2003-04,383,Kendall Gill,19,19
2003-04,72,Kenny Anderson,9,3
2003-04,1903,Kenny Thomas,33,43
2003-04,2030,Kenyon Martin,24,51
2003-04,954,Kerry Kittles,32,47
2003-04,708,Kevin Garnett,41,120
2003-04,1563,Kevin Ollie,31,21
2003-04,788,Kevin Willis,3,0
2003-04,2039,Keyon Dooling,11,1
2003-04,2550,Kirk Hinrich,38,30
2003-04,2632,Kirk Penney,1,0
2003-04,977,Kobe Bryant,29,133
2003-04,703,Kurt Thomas,36,47
2003-04,2198,Kwame Brown,28,27
2003-04,2594,Kyle Korver,20,10
2003-04,1885,Lamar Odom,40,87
2003-04,441,Lamond Murray,8,3
2003-04,1716,Larry Hughes,28,63
2003-04,84,Latrell Sprewell,41,73
2003-04,2544,LeBron James,44,99
2003-04,2571,Leandro Barbosa,19,11
2003-04,1924,Lee Nailon,6,5
2003-04,283,Lindsey Hunter,11,2
2003-04,2669,Linton Johnson,9,4
2003-04,2437,Lonny Baxter,8,0
2003-04,2254,Loren Woods,5,2
2003-04,953,Lorenzen Wright,22,14
2003-04,446,Lucious Harris,13,16
2003-04,2557,Luke Ridnour,10,3
2003-04,2575,Luke Walton,13,10
2003-04,2124,Malik Allen,4,8
2003-04,990,Malik Rose,19,29
2003-04,2055,Mamadou N'diaye,3,0
2003-04,1938,Manu Ginobili,33,50
2003-04,1531,Marc Jackson,7,7
2003-04,2556,Marcus Banks,13,9
2003-04,948,Marcus Camby,27,22
2003-04,2033,Marcus Fizer,7,5
2003-04,2409,Marcus Haislip,3,0
2003-04,1548,Mark Blount,34,35
2003-04,349,Mark Jackson,13,9
2003-04,2058,Mark Madsen,24,17
2003-04,2060,Marko Jaric,27,24
2003-04,2605,Marquis Daniels,8,9
2003-04,2440,Matt Barnes,11,6
2003-04,2679,Matt Carroll,1,0
2003-04,1723,Matt Harpring,15,18
2003-04,2466,Maurice Carter,1,5
2003-04,1508,Maurice Taylor,30,32
2003-04,2246,Mehmet Okur,23,27
2003-04,2408,Melvin Ely,4,7
2003-04,1897,Metta World Peace,37,88
2003-04,688,Michael Curry,28,6
2003-04,1720,Michael Doleac,11,8
2003-04,714,Michael Finley,31,37
2003-04,1709,Michael Olowokandi,11,6
2003-04,2072,Michael Redd,52,140
2003-04,1913,Michael Ruffin,6,0
2003-04,2552,Michael Sweetney,6,9
2003-04,2554,Mickael Pietrus,11,11
2003-04,1710,Mike Bibby,41,97
2003-04,2399,Mike Dunleavy,29,13
2003-04,2229,Mike James,34,59
2003-04,2034,Mike Miller,27,40
2003-04,2366,Mike Wilks,3,2
2003-04,1630,Mikki Moore,3,1
2003-04,1960,Milt Palacio,20,10
2003-04,348,Mitchell Butler,6,5
2003-04,2590,Mo Williams,7,10
2003-04,983,Moochie Norris,12,12
2003-04,2050,Morris Peterson,40,30
2003-04,1737,Nazr Mohammed,14,7
2003-04,2403,Nene,36,36
2003-04,89,Nick Van Exel,24,62
2003-04,178,Olden Polynice,1,0
2003-04,932,Oliver Miller,7,1
2003-04,970,Othella Harrington,6,2
2003-04,136,P.J. Brown,47,37
2003-04,2200,Pau Gasol,40,111
2003-04,1718,Paul Pierce,46,122
2003-04,978,Peja Stojakovic,41,108
2003-04,1542,Predrag Drobnjak,12,9
2003-04,2047,Quentin Richardson,29,28
2003-04,1900,Quincy Lewis,1,0
2003-04,2417,Qyntel Woods,10,8
2003-04,1711,Raef LaFrentz,5,2
2003-04,1747,Rafer Alston,40,44
2003-04,1952,Raja Bell,37,56
2003-04,1740,Rashard Lewis,42,69
2003-04,739,Rasheed Wallace,36,46
2003-04,1725,Rasho Nesterovic,26,4
2003-04,2446,Rasual Butler,14,15
2003-04,2221,Raul Lopez,22,33
2003-04,951,Ray Allen,31,101
2003-04,2558,Reece Gaines,4,0
2003-04,2501,Reggie Evans,9,2
2003-04,397,Reggie Miller,41,77
2003-04,1888,Richard Hamilton,42,102
2003-04,2210,Richard Jefferson,33,55
2003-04,2499,Richie Frahm,9,4
2003-04,1594,Rick Brunson,6,10
2003-04,296,Rick Fox,12,5
2003-04,1729,Ricky Davis,38,36
2003-04,2425,Robert Archibald,1,0
2003-04,109,Robert Horry,24,16
2003-04,123,Robert Pack,1,0
2003-04,1714,Robert Traylor,8,4
2003-04,393,Rod Strickland,16,22
2003-04,915,Rodney Rogers,19,14
2003-04,2206,Rodney White,14,13
2003-04,2427,Roger Mason Jr.,5,0
2003-04,1500,Ron Mercer,4,2
2003-04,2648,Ronald Dupree,11,1
2003-04,1739,Ruben Patterson,36,24
2003-04,1601,Rusty LaRue,1,0
2003-04,1763,Ryan Bowen,2,0
2003-04,208,Sam Cassell,41,138
2003-04,955,Samaki Walker,2,0
2003-04,2223,Samuel Dalembert,29,27
2003-04,2562,Sasha Pavlovic,10,0
2003-04,1513,Scot Pollard,1,0
2003-04,1909,Scott Padgett,14,2
2003-04,281,Scott Williams,5,2
2003-04,937,Scottie Pippen,9,14
2003-04,2253,Sean Lampley,3,4
2003-04,399,Sean Rooks,10,3
2003-04,1742,Shammond Williams,13,16
2003-04,1000,Shandon Anderson,34,20
2003-04,2203,Shane Battier,38,44
2003-04,1049,Shane Heal,1,0
2003-04,406,Shaquille O'Neal,33,82
2003-04,949,Shareef Abdur-Rahim,40,93
2003-04,762,Shawn Bradley,14,4
2003-04,1890,Shawn Marion,47,103
2003-04,2098,Slava Medvedenko,12,8
2003-04,2049,Speedy Claxton,22,25
2003-04,278,Stacey Augmon,26,13
2003-04,1536,Stephen Jackson,46,79
2003-04,950,Stephon Marbury,44,108
2003-04,2581,Steve Blake,22,23
2003-04,1883,Steve Francis,40,110
2003-04,959,Steve Nash,34,79
2003-04,2212,Steven Hunter,7,6
2003-04,120,Steven Smith,25,24
2003-04,2031,Stromile Swift,18,25
2003-04,2551,T.J. Ford,20,16
2003-04,2419,Tayshaun Prince,44,37
2003-04,689,Theo Ratliff,42,36
2003-04,1495,Tim Duncan,29,69
2003-04,1501,Tim Thomas,24,48
2003-04,339,Tom Gugliotta,6,0
2003-04,389,Toni Kukoc,38,25
2003-04,1499,Tony Battie,28,18
2003-04,960,Tony Delk,4,0
2003-04,763,Tony Massenburg,5,4
2003-04,2225,Tony Parker,32,48
2003-04,1503,Tracy McGrady,38,92
2003-04,145,Tracy Murray,1,0
2003-04,696,Travis Best,8,9
2003-04,2580,Travis Hansen,5,4
2003-04,1762,Tremaine Fowlkes,6,0
2003-04,2239,Trenton Hassell,31,8
2003-04,2559,Troy Bell,1,0
2003-04,1607,Troy Hudson,7,8
2003-04,2211,Troy Murphy,4,2
2003-04,1731,Tyronn Lue,33,31
2003-04,2199,Tyson Chandler,10,4
2003-04,2617,Udonis Haslem,28,32
2003-04,452,Vin Baker,21,15
2003-04,1713,Vince Carter,41,147
2003-04,958,Vitaly Potapenko,22,17
2003-04,124,Vlade Divac,33,47
2003-04,2209,Vladimir Radmanovic,31,61
2003-04,1735,Vladimir Stepania,5,0
2003-04,702,Voshon Lenard,27,31
2003-04,1887,Wally Szczerbiak,10,0
2003-04,962,Walter McCarty,36,30
2003-04,445,Wesley Person,20,9
2003-04,2584,Willie Green,9,18
2003-04,2397,Yao Ming,39,122
2003-04,2216,Zach Randolph,50,110
2003-04,2560,Zarko Cabarkapa,3,0
2003-04,2585,Zaza Pachulia,2,1
2003-04,1442,Zeljko Rebraca,2,2
2003-04,1985,Zendon Hamilton,7,4
2003-04,980,Zydrunas Ilgauskas,28,35
