season,player_id,player,clutch_games,clutch_points
2021-22,1628978,Donte DiVincenzo,14,22
2021-22,1627827,Dorian Finney-Smith,36,35
2021-22,203926,Doug McDermott,12,7
2021-22,203110,Draymond Green,20,23
2021-22,1629234,Drew Eubanks,4,10
2021-22,1630613,Duane Washington Jr.,18,5
2021-22,1629130,Duncan Robinson,12,15
2021-22,2730,Dwight Howard,5,0
2021-22,203939,Dwight Powell,25,7
2021-22,1629685,Dylan Windler,3,3
2021-22,202334,Ed Davis,2,0
2021-22,203901,Elfrid Payton,2,0
2021-22,1630190,Elijah Hughes,1,0
2021-22,202683,Enes Freedom,3,3
2021-22,202339,Eric Bledsoe,13,13
2021-22,201569,Eric Gordon,22,47
2021-22,1629672,Eric Paschall,2,0
2021-22,203095,Evan Fournier,27,45
2021-22,1630596,Evan Mobley,38,56
2021-22,1630267,Facundo Campazzo,9,3
2021-22,1628402,Frank Jackson,13,6
2021-22,1626163,Frank Kaminsky,2,2
2021-22,1628373,Frank Ntilikina,5,2
2021-22,1630532,Franz Wagner,29,56
2021-22,1627832,Fred VanVleet,33,86
2021-22,1630273,Freddie Gillespie,1,0
2021-22,1627788,Furkan Korkmaz,14,8
2021-22,1629216,Gabe Vincent,18,18
2021-22,1630994,Gabriel Lundberg,2,0
2021-22,202066,Garrett Temple,15,6
2021-22,1629726,Garrison Mathews,20,34
2021-22,1629109,Gary Clark,5,0
2021-22,203914,Gary Harris,23,7
2021-22,1627780,Gary Payton II,25,11
2021-22,1629018,Gary Trent Jr.,37,96
2021-22,201588,George Hill,21,11
2021-22,1627777,Georges Niang,31,15
2021-22,1630686,Georgios Kalaitzakis,1,0
2021-22,203507,Giannis Antetokounmpo,33,80
2021-22,1629048,Goga Bitadze,11,5
2021-22,201609,Goran Dragic,12,4
2021-22,202330,Gordon Hayward,20,22
2021-22,1629684,Grant Williams,15,6
2021-22,1628960,Grayson Allen,21,8
2021-22,1630535,Greg Brown III,1,0
2021-22,202328,Greg Monroe,2,0
2021-22,1628977,Hamidou Diallo,9,10
2021-22,203084,Harrison Barnes,34,56
2021-22,202355,Hassan Whiteside,10,4
2021-22,1629755,Hassani Gravett,3,0
2021-22,1630529,Herbert Jones,28,46
2021-22,1629649,Ignas Brazdeikis,3,2
2021-22,1630193,Immanuel Quickley,30,17
2021-22,1630171,Isaac Okoro,34,25
2021-22,1628392,Isaiah Hartenstein,16,13
2021-22,1630543,Isaiah Jackson,7,9
2021-22,1630198,Isaiah Joe,4,0
2021-22,1630587,Isaiah Livers,6,3
2021-22,1629676,Isaiah Roby,11,20
2021-22,1630191,Isaiah Stewart,28,17
2021-22,202738,Isaiah Thomas,3,0
2021-22,202397,Ish Smith,10,12
2021-22,1630688,Ish Wainright,5,2
2021-22,1627826,Ivica Zubac,25,42
2021-22,1630550,JT Thor,3,2
2021-22,1629630,Ja Morant,26,119
2021-22,203210,JaMychal Green,7,4
2021-22,201580,JaVale McGee,5,10
2021-22,1630183,Jaden McDaniels,25,13
2021-22,203109,Jae Crowder,30,34
2021-22,1630256,Jae'Sean Tate,28,35
2021-22,1627774,Jake Layman,2,3
2021-22,1627751,Jakob Poeltl,29,40
2021-22,1628973,Jalen Brunson,35,40
2021-22,1630224,Jalen Green,23,41
2021-22,1629667,Jalen McDaniels,6,2
2021-22,1630188,Jalen Smith,14,11
2021-22,1630591,Jalen Suggs,10,11
2021-22,1630547,James Bouknight,2,0
2021-22,201935,James Harden,33,73
2021-22,201949,James Johnson,18,18
2021-22,1630215,Jared Butler,1,0
2021-22,1628991,Jaren Jackson Jr.,29,40
2021-22,1629020,Jarred Vanderbilt,25,5
2021-22,1628386,Jarrett Allen,30,50
2021-22,1629633,Jarrett Culver,1,0
2021-22,1629750,Javonte Green,22,11
2021-22,1629637,Jaxson Hayes,8,6
2021-22,1630206,Jay Scrubb,1,0
2021-22,1627759,Jaylen Brown,27,76
2021-22,1629658,Jaylen Hoard,1,0
2021-22,1629669,Jaylen Nowell,6,9
2021-22,1628369,Jayson Tatum,30,97
2021-22,1630288,Jeff Dowtin Jr.,1,0
2021-22,201145,Jeff Green,21,17
2021-22,203924,Jerami Grant,26,45
2021-22,1630526,Jeremiah Robinson-Earl,18,12
2021-22,203087,Jeremy Lamb,12,10
2021-22,1630579,Jericho Sims,4,0
2021-22,1628975,Jevon Carter,8,4
2021-22,202710,Jimmy Butler III,23,48
2021-22,1629111,Jock Landale,9,0
2021-22,203925,Joe Harris,5,4
2021-22,204060,Joe Ingles,11,2
2021-22,1630580,Joe Wieskamp,3,1
2021-22,203954,Joel Embiid,36,158
2021-22,1628381,John Collins,21,15
2021-22,1629723,John Konchar,8,3
2021-22,202685,Jonas Valanciunas,28,52
2021-22,1630228,Jonathan Kuminga,9,10
2021-22,203903,Jordan Clarkson,23,6
2021-22,1629162,Jordan McLaughlin,6,1
2021-22,1629670,Jordan Nwora,11,7
2021-22,1629673,Jordan Poole,33,49
2021-22,1630631,Jose Alvarado,5,6
2021-22,1630528,Josh Christopher,13,6
2021-22,1630581,Josh Giddey,29,24
2021-22,1630182,Josh Green,5,2
2021-22,1628404,Josh Hart,20,35
2021-22,1628367,Josh Jackson,5,0
2021-22,1629006,Josh Okogie,5,2
2021-22,1626196,Josh Richardson,23,19
2021-22,1630563,Joshua Primo,11,8
2021-22,201950,Jrue Holiday,33,65
2021-22,1629308,Juan Toscano-Anderson,13,13
2021-22,1627823,Juancho Hernangomez,1,0
2021-22,203944,Julius Randle,37,62
2021-22,1626147,Justin Anderson,3,0
2021-22,1630551,Justin Champagnie,5,2
2021-22,203200,Justin Holiday,31,25
2021-22,1628382,Justin Jackson,1,0
2021-22,1629620,Justin Robinson,3,0
2021-22,1626159,Justise Winslow,14,15
2021-22,203994,Jusuf Nurkić,22,47
2021-22,1630231,KJ Martin,11,2
2021-22,1629644,KZ Okpala,1,3
2021-22,1626157,Karl-Anthony Towns,31,50
2021-22,1626208,Keifer Sykes,5,5
2021-22,1628966,Keita Bates-Diop,11,7
2021-22,1629103,Kelan Martin,8,2
2021-22,1629640,Keldon Johnson,33,36
2021-22,1629833,Keljin Blevins,2,0
2021-22,203482,Kelly Olynyk,11,3
2021-22,1626162,Kelly Oubre Jr.,22,32
2021-22,202689,Kemba Walker,11,8
2021-22,1629026,Kenrich Williams,22,18
2021-22,203145,Kent Bazemore,5,3
2021-22,203484,Kentavious Caldwell-Pope,37,54
2021-22,1630553,Keon Johnson,5,5
2021-22,1630556,Kessler Edwards,11,3
2021-22,201142,Kevin Durant,28,109
2021-22,1628989,Kevin Huerter,27,20
2021-22,1628995,Kevin Knox II,1,0
2021-22,201567,Kevin Love,16,16
2021-22,1630698,Kevin Pangos,2,2
2021-22,1629645,Kevin Porter Jr.,22,34
2021-22,1626172,Kevon Looney,27,18
2021-22,203920,Khem Birch,9,7
2021-22,203114,Khris Middleton,34,68
2021-22,1630165,Killian Hayes,23,6
2021-22,1629681,Killian Tillie,2,0
2021-22,202691,Klay Thompson,16,25
2021-22,1627739,Kris Dunn,6,0
2021-22,204001,Kristaps Porziņģis,20,49
2021-22,203937,Kyle Anderson,19,6
2021-22,1629657,Kyle Guy,3,0
2021-22,1628398,Kyle Kuzma,36,94
2021-22,200768,Kyle Lowry,26,53
2021-22,202681,Kyrie Irving,15,40
2021-22,200746,LaMarcus Aldridge,16,29
2021-22,1630163,LaMelo Ball,31,49
2021-22,1630205,Lamar Stevens,14,5
2021-22,202362,Lance Stephenson,7,7
2021-22,1629013,Landry Shamet,12,9
2021-22,204038,Langston Galloway,1,0
2021-22,1626204,Larry Nance Jr.,13,8
2021-22,1628374,Lauri Markkanen,30,58
2021-22,2544,LeBron James,31,105
2021-22,1630195,Leandro Bolmaro,3,2
2021-22,1629623,Lindell Wigginton,2,0
2021-22,1630322,Lindy Waters III,2,2
2021-22,1629022,Lonnie Walker IV,20,32
2021-22,1628366,Lonzo Ball,16,7
2021-22,101150,Lou Williams,5,0
2021-22,1629652,Luguentz Dort,25,65
2021-22,1629029,Luka Dončić,29,78
2021-22,1630568,Luka Garza,3,4
2021-22,1628379,Luke Kennard,35,38
2021-22,1628436,Luke Kornet,1,0
2021-22,1630644,Mac McClung,1,2
2021-22,1630201,Malachi Flynn,3,0
2021-22,1627763,Malcolm Brogdon,17,60
2021-22,1630792,Malcolm Hill,2,2
2021-22,1627736,Malik Beasley,22,17
2021-22,1628370,Malik Monk,38,59
2021-22,1629603,Mamadi Diakite,1,2
2021-22,202694,Marcus Morris Sr.,24,40
2021-22,203935,Marcus Smart,28,41
2021-22,202693,Markieff Morris,1,0
2021-22,1630210,Markus Howard,1,4
2021-22,1627737,Marquese Chriss,2,0
2021-22,1628963,Marvin Bagley III,16,23
2021-22,1630222,Mason Jones,1,2
2021-22,203486,Mason Plumlee,24,18
2021-22,1629680,Matisse Thybulle,27,15
2021-22,1629744,Matt Thomas,5,1
2021-22,203090,Maurice Harkless,9,0
2021-22,1629622,Max Strus,19,18
2021-22,1628467,Maxi Kleber,22,21
2021-22,1630593,McKinley Wright IV,1,0
2021-22,1630695,Micah Potter,1,0
2021-22,1629008,Michael Porter Jr.,3,0
2021-22,1628969,Mikal Bridges,39,52
2021-22,201144,Mike Conley,34,78
2021-22,203488,Mike Muscala,17,28
2021-22,1628970,Miles Bridges,34,85
2021-22,1630540,Miles McBride,3,0
2021-22,1629011,Mitchell Robinson,26,19
2021-22,1628964,Mo Bamba,20,20
2021-22,1628420,Monte Morris,35,54
2021-22,1626149,Montrezl Harrell,23,36
2021-22,1629021,Moritz Wagner,5,0
2021-22,1629650,Moses Brown,1,0
2021-22,1630541,Moses Moody,5,3
2021-22,1628539,Mychal Mulder,1,0
2021-22,1626167,Myles Turner,19,10
2021-22,1630230,Naji Marshall,7,2
2021-22,1629642,Nassir Little,12,6
2021-22,1630233,Nathan Knight,1,3
2021-22,1629675,Naz Reid,15,8
2021-22,1629674,Neemias Queta,2,0
2021-22,202357,Nemanja Bjelica,8,3
2021-22,203457,Nerlens Noel,4,0
2021-22,1629651,Nic Claxton,15,14
2021-22,1629638,Nickeil Alexander-Walker,13,7
2021-22,201587,Nicolas Batum,23,24
2021-22,203999,Nikola Jokić,36,145
2021-22,202696,Nikola Vučević,36,47
2021-22,1626181,Norman Powell,19,33
2021-22,1628384,OG Anunoby,25,59
2021-22,1630167,Obi Toppin,14,4
2021-22,1630846,Olivier Sarr,4,2
2021-22,1630209,Omer Yurtseven,6,2
2021-22,1630168,Onyeka Okongwu,8,10
2021-22,1629052,Oshae Brissett,26,19
2021-22,203490,Otto Porter Jr.,25,17
2021-22,200782,P.J. Tucker,26,19
2021-22,1629023,P.J. Washington,22,45
2021-22,1628408,PJ Dozier,4,0
2021-22,1627783,Pascal Siakam,38,63
2021-22,1626192,Pat Connaughton,28,24
2021-22,201976,Patrick Beverley,25,24
2021-22,1630172,Patrick Williams,4,10
2021-22,201988,Patty Mills,36,36
2021-22,202331,Paul George,14,39
2021-22,200794,Paul Millsap,6,0
2021-22,1630194,Paul Reed,2,0
2021-22,1630202,Payton Pritchard,9,0
2021-22,1630173,Precious Achiuwa,17,11
2021-22,1629656,Quentin Grimes,9,8
2021-22,1629683,Quinndary Weatherspoon,1,0
2021-22,1630181,R.J. Hampton,9,12
2021-22,1629628,RJ Barrett,31,69
2021-22,200765,Rajon Rondo,7,4
2021-22,203526,Raul Neto,20,23
2021-22,203493,Reggie Bullock Jr.,22,15
2021-22,202704,Reggie Jackson,36,107
2021-22,1629617,Reggie Perry,1,0
2021-22,1626158,Richaun Holmes,17,10
2021-22,201937,Ricky Rubio,13,12
2021-22,203496,Robert Covington,27,19
2021-22,1629057,Robert Williams III,21,30
2021-22,201577,Robin Lopez,4,0
2021-22,203918,Rodney Hood,1,0
2021-22,203585,Rodney McGruder,7,0
2021-22,1629641,Romeo Langford,5,0
2021-22,1626220,Royce O'Neale,39,8
2021-22,200752,Rudy Gay,6,7
2021-22,203497,Rudy Gobert,33,68
2021-22,1629060,Rui Hachimura,9,0
2021-22,201566,Russell Westbrook,44,87
2021-22,1627853,Ryan Arcidiacono,1,0
2021-22,1630180,Saddiq Bey,41,66
2021-22,1630573,Sam Hauser,3,0
2021-22,1630572,Sandro Mamukelashvili,2,2
2021-22,1630583,Santi Aldama,1,0
2021-22,1630567,Scottie Barnes,39,58
2021-22,1628400,Semi Ojeleye,2,0
2021-22,201586,Serge Ibaka,8,0
2021-22,203552,Seth Curry,36,58
2021-22,1628983,Shai Gilgeous-Alexander,25,76
2021-22,1629003,Shake Milton,7,6
2021-22,1630219,Skylar Mays,2,2
2021-22,203524,Solomon Hill,1,0
2021-22,203915,Spencer Dinwiddie,30,56
2021-22,1626169,Stanley Johnson,24,9
2021-22,201939,Stephen Curry,29,79
2021-22,1628425,Sterling Brown,7,0
2021-22,203500,Steven Adams,19,9
2021-22,1629004,Svi Mykhailiuk,3,0
2021-22,204456,T.J. McConnell,11,9
2021-22,1629605,Tacko Fall,1,0
2021-22,201959,Taj Gibson,14,4
2021-22,1629659,Talen Horton-Tucker,23,7
2021-22,1627752,Taurean Prince,7,4
2021-22,1629611,Terance Mann,36,36
2021-22,1629056,Terence Davis,7,15
2021-22,203082,Terrence Ross,15,25
2021-22,1626179,Terry Rozier,29,76
2021-22,1630678,Terry Taylor,8,10
2021-22,201152,Thaddeus Young,12,10
2021-22,203648,Thanasis Antetokounmpo,1,0
2021-22,1630177,Theo Maledon,7,9
2021-22,1629033,Theo Pinson,1,0
2021-22,1628418,Thomas Bryant,3,2
2021-22,204025,Tim Frazier,1,2
2021-22,203501,Tim Hardaway Jr.,18,24
2021-22,1627789,Timothe Luwawu-Cabarrot,8,0
2021-22,202699,Tobias Harris,38,46
2021-22,203107,Tomas Satoransky,7,5
2021-22,1628396,Tony Bradley,4,0
2021-22,203503,Tony Snell,4,0
2021-22,1628470,Torrey Craig,23,12
2021-22,1629027,Trae Young,35,125
2021-22,1629309,Trayvon Palmer,1,0
2021-22,1630200,Tre Jones,12,6
2021-22,1630544,Tre Mann,18,25
2021-22,1630570,Trendon Watford,6,3
2021-22,1630235,Trent Forrest,2,1
2021-22,2772,Trevor Ariza,3,6
2021-22,203504,Trey Burke,1,0
2021-22,1626168,Trey Lyles,16,20
2021-22,1630530,Trey Murphy III,11,0
2021-22,202684,Tristan Thompson,7,4
2021-22,1628972,Troy Brown Jr.,7,0
2021-22,1629660,Ty Jerome,11,3
2021-22,1629639,Tyler Herro,25,58
2021-22,204020,Tyler Johnson,1,0
2021-22,1630169,Tyrese Haliburton,36,49
2021-22,1630178,Tyrese Maxey,41,58
2021-22,1627820,Tyrone Wallace,1,0
2021-22,1626145,Tyus Jones,15,13
2021-22,1628962,Udoka Azubuike,1,2
2021-22,2617,Udonis Haslem,1,0
2021-22,1630586,Usman Garuba,2,2
2021-22,203506,Victor Oladipo,1,4
2021-22,1628427,Vlatko Cancar,1,0
2021-22,1630249,Vít Krejčí,6,3
2021-22,201961,Wayne Ellington,10,6
2021-22,1627782,Wayne Selden,1,0
2021-22,1628976,Wendell Carter Jr.,24,22
2021-22,1629117,Wenyen Gabriel,5,0
2021-22,1628411,Wes Iwundu,2,0
2021-22,202083,Wesley Matthews,18,11
2021-22,203115,Will Barton,31,41
2021-22,1626195,Willy Hernangomez,4,0
2021-22,1629875,Xavier Moon,1,0
2021-22,1630214,Xavier Tillman,3,0
2021-22,1629139,Yuta Watanabe,6,0
2021-22,1628380,Zach Collins,7,0
2021-22,203897,Zach LaVine,31,93
2021-22,1630285,Zavier Simpson,1,2
2021-22,1630192,Zeke Nnaji,6,0
2021-22,1630533,Ziaire Williams,14,4
