season,player_id,player,clutch_games,clutch_points
2011-12,202323,Evan Turner,18,15
2011-12,101128,Francisco Garcia,17,8
2011-12,201814,Gary Forbes,8,5
2011-12,202390,Gary Neal,18,40
2011-12,201588,George Hill,19,20
2011-12,101123,Gerald Green,15,20
2011-12,201945,Gerald Henderson,20,30
2011-12,2222,Gerald Wallace,23,19
2011-12,2240,Gilbert Arenas,3,0
2011-12,201175,Glen Davis,15,7
2011-12,201609,Goran Dragic,32,57
2011-12,202330,Gordon Hayward,37,71
2011-12,255,Grant Hill,22,19
2011-12,202328,Greg Monroe,27,36
2011-12,202962,Greg Smith,1,2
2011-12,201880,Greg Stiemsma,1,0
2011-12,202349,Greivis Vasquez,31,22
2011-12,202970,Gustavo Ayon,19,25
2011-12,101124,Hakim Warrick,4,0
2011-12,201632,Hamed Haddadi,3,0
2011-12,2045,Hedo Turkoglu,25,47
2011-12,201611,Henry Walker,7,1
2011-12,101133,Ian Mahinmi,11,13
2011-12,202697,Iman Shumpert,26,21
2011-12,202738,Isaiah Thomas,27,36
2011-12,201274,Ivan Johnson,12,17
2011-12,200826,J.J. Barea,20,22
2011-12,201581,JJ Hickson,17,6
2011-12,200755,JJ Redick,26,47
2011-12,2747,JR Smith,13,22
2011-12,202707,JaJuan Johnson,2,0
2011-12,201580,JaVale McGee,13,6
2011-12,2048,Jamaal Magloire,3,0
2011-12,2224,Jamaal Tinsley,9,2
2011-12,2037,Jamal Crawford,28,45
2011-12,2749,Jameer Nelson,27,50
2011-12,202341,James Anderson,9,3
2011-12,201935,James Harden,29,20
2011-12,201949,James Johnson,20,10
2011-12,2592,James Jones,8,3
2011-12,101189,James Singleton,4,6
2011-12,202686,Jan Vesely,9,0
2011-12,2457,Jannero Pargo,7,7
2011-12,201162,Jared Dudley,27,35
2011-12,2407,Jared Jeffries,9,1
2011-12,101127,Jarrett Jack,23,64
2011-12,2215,Jason Collins,1,0
2011-12,2574,Jason Kapono,5,0
2011-12,467,Jason Kidd,21,11
2011-12,101131,Jason Maxiell,13,12
2011-12,2202,Jason Richardson,19,22
2011-12,201160,Jason Smith,19,10
2011-12,1891,Jason Terry,29,104
2011-12,201574,Jason Thompson,21,15
2011-12,201965,Jeff Ayres,1,0
2011-12,1902,Jeff Foster,1,0
2011-12,201952,Jeff Teague,31,41
2011-12,202379,Jeremy Evans,2,4
2011-12,202391,Jeremy Lin,11,37
2011-12,202951,Jeremy Pargo,4,0
2011-12,202719,Jeremy Tyler,6,2
2011-12,979,Jermaine O'Neal,4,0
2011-12,202406,Jerome Dyson,3,0
2011-12,711,Jerry Stackhouse,3,4
2011-12,201573,Jerryd Bayless,8,25
2011-12,202690,Jimmer Fredette,16,5
2011-12,202710,Jimmy Butler III,6,4
2011-12,201149,Joakim Noah,26,33
2011-12,201975,Jodie Meeks,19,5
2011-12,2207,Joe Johnson,30,129
2011-12,201202,Joel Anthony,6,0
2011-12,2038,Joel Przybilla,2,0
2011-12,101130,Johan Petro,2,2
2011-12,101249,John Lucas III,10,5
2011-12,2422,John Salmons,19,24
2011-12,202322,John Wall,27,39
2011-12,201972,Jon Brockman,2,0
2011-12,202720,Jon Leuer,7,7
2011-12,201973,Jonas Jerebko,18,16
2011-12,201938,Jonny Flynn,1,1
2011-12,202348,Jordan Crawford,24,41
2011-12,200770,Jordan Farmar,15,10
2011-12,202706,Jordan Hamilton,1,2
2011-12,201941,Jordan Hill,3,2
2011-12,202716,Jordan Williams,4,7
2011-12,101181,Jose Calderon,25,40
2011-12,2735,Josh Childress,4,0
2011-12,202725,Josh Harrellson,5,0
2011-12,2572,Josh Howard,17,19
2011-12,201177,Josh McRoberts,7,1
2011-12,202729,Josh Selby,2,0
2011-12,2746,Josh Smith,36,85
2011-12,201950,Jrue Holiday,24,46
2011-12,202933,Julyan Stone,2,1
2011-12,202458,Justin Dentmon,1,0
2011-12,436,Juwan Howard,1,0
2011-12,202695,Kawhi Leonard,21,9
2011-12,2586,Keith Bogans,4,2
2011-12,202689,Kemba Walker,17,8
2011-12,2570,Kendrick Perkins,25,8
2011-12,202702,Kenneth Faried,15,34
2011-12,2030,Kenyon Martin,19,11
2011-12,201142,Kevin Durant,31,145
2011-12,708,Kevin Garnett,29,49
2011-12,201567,Kevin Love,33,87
2011-12,2755,Kevin Martin,17,32
2011-12,202338,Kevin Seraphin,11,10
2011-12,2039,Keyon Dooling,6,2
2011-12,2550,Kirk Hinrich,21,10
2011-12,202691,Klay Thompson,25,29
2011-12,977,Kobe Bryant,40,143
2011-12,201585,Kosta Koufos,5,4
2011-12,2743,Kris Humphries,32,43
2011-12,703,Kurt Thomas,7,0
2011-12,2198,Kwame Brown,3,5
2011-12,2594,Kyle Korver,25,27
2011-12,200768,Kyle Lowry,25,48
2011-12,202681,Kyrie Irving,25,92
2011-12,200746,LaMarcus Aldridge,24,61
2011-12,1885,Lamar Odom,5,0
2011-12,202362,Lance Stephenson,1,0
2011-12,202498,Lance Thomas,10,5
2011-12,202361,Landry Fields,22,15
2011-12,1716,Larry Hughes,2,0
2011-12,202082,Larry Owens,2,0
2011-12,202336,Larry Sanders,7,2
2011-12,202730,Lavoy Allen,3,0
2011-12,202351,Lazar Hayward,1,0
2011-12,2544,LeBron James,26,90
2011-12,2571,Leandro Barbosa,28,17
2011-12,201991,Lester Hudson,5,18
2011-12,101132,Linas Kleiza,22,37
2011-12,200811,Lou Amundson,3,2
2011-12,101150,Lou Williams,24,52
2011-12,201601,Luc Mbah a Moute,18,9
2011-12,2449,Luis Scola,36,54
2011-12,202337,Luke Babbitt,4,0
2011-12,2557,Luke Ridnour,29,44
2011-12,2575,Luke Walton,2,0
2011-12,2736,Luol Deng,23,38
2011-12,202723,Malcolm Lee,1,1
2011-12,202412,Manny Harris,4,5
2011-12,1938,Manu Ginobili,9,8
2011-12,202705,MarShon Brooks,21,20
2011-12,201188,Marc Gasol,40,51
2011-12,101162,Marcin Gortat,27,23
2011-12,201158,Marco Belinelli,37,55
2011-12,948,Marcus Camby,14,6
2011-12,202694,Marcus Morris Sr.,2,3
2011-12,201977,Marcus Thornton,25,53
2011-12,201596,Mario Chalmers,23,30
2011-12,202693,Markieff Morris,12,1
2011-12,2605,Marquis Daniels,5,8
2011-12,201578,Marreese Speights,14,10
2011-12,101110,Martell Webster,17,10
2011-12,101107,Marvin Williams,24,39
2011-12,2440,Matt Barnes,35,36
2011-12,2588,Matt Bonner,19,11
2011-12,2679,Matt Carroll,1,0
2011-12,2230,Maurice Evans,8,5
2011-12,2246,Mehmet Okur,5,0
2011-12,1897,Metta World Peace,33,34
2011-12,201563,Michael Beasley,15,11
2011-12,2072,Michael Redd,10,0
2011-12,2554,Mickael Pietrus,18,8
2011-12,202148,Mickell Gladness,5,2
2011-12,1710,Mike Bibby,3,0
2011-12,201144,Mike Conley,40,46
2011-12,2399,Mike Dunleavy,26,23
2011-12,2034,Mike Miller,9,3
2011-12,1630,Mikki Moore,3,0
2011-12,2590,Mo Williams,29,43
2011-12,101145,Monta Ellis,30,83
2011-12,202814,Mychel Thompson,1,0
2011-12,101126,Nate Robinson,21,35
2011-12,2403,Nene,17,55
2011-12,2555,Nick Collison,10,2
2011-12,201156,Nick Young,21,25
2011-12,201587,Nicolas Batum,25,22
2011-12,201593,Nikola Pekovic,21,27
2011-12,202696,Nikola Vučević,5,4
2011-12,202701,Nolan Smith,3,2
2011-12,202708,Norris Cole,11,7
2011-12,201564,O.J. Mayo,39,64
2011-12,201600,Omer Asik,7,0
2011-12,201956,Omri Casspi,9,3
2011-12,202335,Patrick Patterson,29,38
2011-12,201988,Patty Mills,3,8
2011-12,2200,Pau Gasol,43,69
2011-12,202331,Paul George,28,40
2011-12,200794,Paul Millsap,38,91
2011-12,1718,Paul Pierce,27,82
2011-12,2047,Quentin Richardson,6,0
2011-12,202347,Quincy Pondexter,15,14
2011-12,1952,Raja Bell,9,0
2011-12,200765,Rajon Rondo,23,21
2011-12,201196,Ramon Sessions,23,25
2011-12,200751,Randy Foye,26,34
2011-12,1740,Rashard Lewis,8,0
2011-12,2446,Rasual Butler,13,2
2011-12,951,Ray Allen,23,41
2011-12,101109,Raymond Felton,28,57
2011-12,2501,Reggie Evans,10,3
2011-12,202130,Reggie Williams,5,5
2011-12,1888,Richard Hamilton,4,6
2011-12,2210,Richard Jefferson,29,34
2011-12,201937,Ricky Rubio,23,43
2011-12,201577,Robin Lopez,10,6
2011-12,201155,Rodney Stuckey,21,59
2011-12,201958,Rodrigue Beaubois,13,13
2011-12,2427,Roger Mason Jr.,14,6
2011-12,200758,Ronnie Brewer,22,8
2011-12,101179,Ronnie Price,7,2
2011-12,101142,Ronny Turiaf,2,0
2011-12,201579,Roy Hibbert,27,55
2011-12,2767,Royal Ivey,8,5
2011-12,201164,Rudy Fernandez,9,3
2011-12,200752,Rudy Gay,41,79
2011-12,201566,Russell Westbrook,31,127
2011-12,201583,Ryan Anderson,29,50
2011-12,101155,Ryan Gomes,5,0
2011-12,200797,Ryan Hollins,5,0
2011-12,201970,Sam Young,1,0
2011-12,202396,Samardo Samuels,4,4
2011-12,2223,Samuel Dalembert,17,15
2011-12,2562,Sasha Pavlovic,3,0
2011-12,201157,Sean Williams,1,0
2011-12,2742,Sebastian Telfair,8,6
2011-12,201586,Serge Ibaka,20,14
2011-12,2203,Shane Battier,22,4
2011-12,200769,Shannon Brown,19,22
2011-12,2733,Shaun Livingston,12,6
2011-12,1890,Shawn Marion,29,26
2011-12,200761,Shawne Williams,7,0
2011-12,200749,Shelden Williams,18,18
2011-12,202714,Shelvin Mack,4,0
2011-12,202374,Solomon Alabi,1,2
2011-12,200780,Solomon Jones,2,2
2011-12,201150,Spencer Hawes,8,1
2011-12,201939,Stephen Curry,12,21
2011-12,1536,Stephen Jackson,18,11
2011-12,2581,Steve Blake,21,15
2011-12,959,Steve Nash,31,47
2011-12,200779,Steve Novak,15,7
2011-12,202178,Sundiata Gaines,13,2
2011-12,2551,T.J. Ford,2,2
2011-12,201959,Taj Gibson,21,10
2011-12,2419,Tayshaun Prince,27,26
2011-12,202227,Terrel Harris,2,2
2011-12,201944,Terrence Williams,8,7
2011-12,200757,Thabo Sefolosha,14,3
2011-12,201152,Thaddeus Young,23,19
2011-12,201168,Tiago Splitter,14,20
2011-12,1495,Tim Duncan,25,63
2011-12,202389,Timofey Mozgov,1,0
2011-12,202699,Tobias Harris,3,0
2011-12,201962,Toney Douglas,6,10
2011-12,2754,Tony Allen,32,48
2011-12,2225,Tony Parker,26,81
2011-12,1503,Tracy McGrady,11,8
2011-12,2566,Travis Outlaw,3,0
2011-12,2772,Trevor Ariza,21,31
2011-12,202344,Trevor Booker,17,13
2011-12,201234,Trey Johnson,2,0
2011-12,202684,Tristan Thompson,14,20
2011-12,2211,Troy Murphy,9,0
2011-12,201951,Ty Lawson,31,76
2011-12,201946,Tyler Hansbrough,11,8
2011-12,202715,Tyler Honeycutt,1,0
2011-12,201936,Tyreke Evans,29,65
2011-12,200748,Tyrus Thomas,7,4
2011-12,2199,Tyson Chandler,27,21
2011-12,2617,Udonis Haslem,23,23
2011-12,202731,Vernon Macklin,1,0
2011-12,1713,Vince Carter,18,15
2011-12,2209,Vladimir Radmanovic,8,12
2011-12,101144,Von Wafer,6,7
2011-12,201041,Walker Russell,4,2
2011-12,201961,Wayne Ellington,15,10
2011-12,202325,Wesley Johnson,17,6
2011-12,202083,Wesley Matthews,32,48
2011-12,101198,Will Bynum,5,8
2011-12,2584,Willie Green,14,19
2011-12,201163,Wilson Chandler,2,2
2011-12,202333,Xavier Henry,5,7
2011-12,202918,Xavier Silas,1,0
2011-12,2216,Zach Randolph,11,19
2011-12,2585,Zaza Pachulia,18,23
