season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2006-07,1559,Adrian Griffin,32.0,7,19.135,4,2,2,0,2,5,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,2804,Andres Nocioni,27.0,20,60.36333333333334,35,9,19,15,16,10,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,2732,Ben Gordon,24.0,41,125.57333333333334,116,32,88,46,49,22,19,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,1112,Ben Wallace,32.0,35,117.54,18,6,10,6,16,20,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,2768,Chris Duhon,24.0,32,61.56,19,4,17,9,11,17,15,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,2550,Kirk Hinrich,26.0,40,142.49333333333334,67,19,55,23,29,21,19,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,2736,Luol Deng,22.0,43,150.46,51,18,37,15,21,23,20,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,2124,Malik Allen,29.0,7,13.186666666666667,0,0,3,0,0,4,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,2552,Michael Sweetney,24.0,1,2.3333333333333335,0,0,1,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,136,P.J. Brown,37.0,10,34.39,9,3,9,3,4,5,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,200757,Thabo Sefolosha,23.0,7,8.25,5,2,3,1,1,3,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,200748,Tyrus Thomas,20.0,11,29.466666666666665,17,6,8,5,8,6,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2006-07,2751,Viktor Khryapa,24.0,2,1.9566666666666668,0,0,0,0,0,0,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
