season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2014-15,201166,Aaron Brooks,30.0,29,78.82,52,17,36,11,14,16,13,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,201565,Derrick Rose,26.0,24,99.60333333333334,58,21,69,11,13,17,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,203926,Doug McDermott,23.0,1,0.018333333333333333,0,0,0,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,202734,E'Twaun Moore,26.0,10,24.80666666666667,8,2,4,3,4,6,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,202710,Jimmy Butler III,25.0,37,122.45,72,18,46,32,34,26,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,201149,Joakim Noah,30.0,33,105.66833333333334,23,9,21,5,8,22,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,2550,Kirk Hinrich,34.0,28,77.92833333333333,29,9,23,6,8,18,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,2399,Mike Dunleavy,34.0,18,57.86,13,3,10,5,6,10,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,202703,Nikola Mirotic,24.0,26,78.60833333333333,32,8,23,11,14,18,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,2200,Pau Gasol,34.0,44,153.185,98,33,53,32,38,28,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,201959,Taj Gibson,30.0,21,45.78333333333333,12,5,11,2,4,13,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2014-15,203503,Tony Snell,23.0,19,46.56,2,0,8,2,2,11,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
