season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2002-03,916,Corie Blount,34.0,20,71.99166666666666,5,2,3,1,2,8,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,923,Donyell Marshall,30.0,32,128.31166666666667,36,10,26,15,21,14,18,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,1944,Eddie Robinson,27.0,20,58.68833333333333,10,4,8,0,0,8,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,2201,Eddy Curry,20.0,10,28.303333333333335,15,5,6,5,8,6,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,697,Fred Hoiberg,30.0,11,19.086666666666666,0,0,1,0,0,6,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,147,Jalen Rose,30.0,37,153.83,121,38,100,38,45,18,19,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,2037,Jamal Crawford,23.0,24,89.19,57,21,44,11,14,10,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,2398,Jay Williams,21.0,19,59.38166666666667,37,11,23,10,21,9,10,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,2437,Lonny Baxter,24.0,3,4.381666666666667,0,0,0,0,0,2,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,2033,Marcus Fizer,24.0,14,55.35,22,9,19,4,6,7,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,1594,Rick Brunson,31.0,6,15.44,4,1,3,1,1,4,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,2239,Trenton Hassell,24.0,28,62.21333333333333,8,3,9,0,0,12,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2002-03,2199,Tyson Chandler,20.0,13,33.39833333333333,13,6,7,1,4,7,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
