season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2003-04,213,Antonio Davis,35.0,31,132.92833333333334,31,10,22,11,14,11,20,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,2423,Chris Jefferies,24.0,1,8.605,1,0,0,1,2,1,0,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,916,Corie Blount,35.0,11,15.823333333333334,0,0,1,0,0,5,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,923,Donyell Marshall,31.0,6,26.675,8,3,6,2,3,3,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,1944,Eddie Robinson,28.0,12,32.645,9,4,10,1,2,3,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,2201,Eddy Curry,21.0,28,119.58833333333334,53,18,37,17,31,12,16,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,147,Jalen Rose,31.0,7,29.631666666666668,14,3,11,6,9,4,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,2037,Jamal Crawford,24.0,34,142.22833333333332,85,31,90,18,24,13,21,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,2457,Jannero Pargo,24.0,4,14.5,8,3,7,0,0,1,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,966,Jerome Williams,31.0,12,33.718333333333334,15,6,9,3,4,3,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,383,Kendall Gill,36.0,19,64.45666666666666,19,5,19,8,13,7,12,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,2550,Kirk Hinrich,23.0,38,150.07333333333332,30,9,32,10,15,13,25,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,2669,Linton Johnson,24.0,9,21.07,4,2,3,0,0,1,8,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,2033,Marcus Fizer,25.0,7,14.543333333333333,5,0,3,5,6,1,6,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,1594,Rick Brunson,32.0,6,22.35333333333333,10,1,5,7,8,1,5,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,2648,Ronald Dupree,23.0,11,18.198333333333334,1,0,1,1,1,2,9,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,937,Scottie Pippen,38.0,9,43.65,14,4,10,4,4,2,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2003-04,2199,Tyson Chandler,21.0,10,29.336666666666666,4,0,2,4,5,3,7,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
