season,player_id,player,clutch_games,clutch_points
2024-25,201569,Eric Gordon,8,12
2024-25,1630596,Evan Mobley,29,32
2024-25,1630532,Franz Wagner,24,51
2024-25,1627832,Fred VanVleet,32,50
2024-25,1641713,GG Jackson,2,0
2024-25,1629216,Gabe Vincent,20,16
2024-25,202066,Garrett Temple,1,0
2024-25,1629726,Garrison Mathews,11,3
2024-25,203914,Gary Harris,7,0
2024-25,1627780,Gary Payton II,24,8
2024-25,1629018,Gary Trent Jr.,25,31
2024-25,1627777,Georges Niang,23,6
2024-25,203507,Giannis Antetokounmpo,29,83
2024-25,1629048,Goga Bitadze,17,17
2024-25,1641711,Gradey Dick,21,18
2024-25,1629684,Grant Williams,8,15
2024-25,1628960,Grayson Allen,30,29
2024-25,1627824,Guerschon Yabusele,26,25
2024-25,1630611,Gui Santos,11,8
2024-25,203084,Harrison Barnes,28,29
2024-25,1631127,Harrison Ingram,1,0
2024-25,1629312,Haywood Highsmith,23,16
2024-25,1630529,Herbert Jones,7,9
2024-25,1641816,Hunter Tyson,1,0
2024-25,1630193,Immanuel Quickley,9,19
2024-25,1642403,Isaac Jones,1,2
2024-25,1630171,Isaac Okoro,18,3
2024-25,1642268,Isaiah Collier,24,22
2024-25,1628392,Isaiah Hartenstein,14,18
2024-25,1630543,Isaiah Jackson,1,0
2024-25,1630198,Isaiah Joe,12,3
2024-25,1630191,Isaiah Stewart,21,8
2024-25,1631209,Isaiah Wong,2,0
2024-25,1627826,Ivica Zubac,33,45
2024-25,1631120,JD Davison,1,5
2024-25,1630550,JT Thor,4,3
2024-25,1629630,Ja Morant,23,78
2024-25,1642266,Ja'Kobe Walter,6,3
2024-25,1631095,Jabari Smith Jr.,25,21
2024-25,1631133,Jabari Walker,5,3
2024-25,1642050,Jackson Rowe,1,0
2024-25,1630702,Jaden Hardy,7,1
2024-25,1631093,Jaden Ivey,12,32
2024-25,1630183,Jaden McDaniels,45,49
2024-25,1630531,Jaden Springer,4,6
2024-25,203109,Jae Crowder,1,0
2024-25,1630256,Jae'Sean Tate,13,0
2024-25,1631170,Jaime Jaquez Jr.,11,11
2024-25,1631222,Jake LaRavia,14,9
2024-25,1627751,Jakob Poeltl,18,13
2024-25,1628973,Jalen Brunson,28,156
2024-25,1631105,Jalen Duren,35,19
2024-25,1630224,Jalen Green,42,87
2024-25,1641720,Jalen Hood-Schifino,3,2
2024-25,1630552,Jalen Johnson,17,29
2024-25,1629618,Jalen Pickett,3,2
2024-25,1630188,Jalen Smith,1,0
2024-25,1630591,Jalen Suggs,14,22
2024-25,1631114,Jalen Williams,19,31
2024-25,1630592,Jalen Wilson,20,14
2024-25,1631288,Jamal Cain,2,0
2024-25,1627750,Jamal Murray,29,76
2024-25,1642347,Jamal Shead,16,12
2024-25,1631123,Jamaree Bouyea,1,2
2024-25,201935,James Harden,34,94
2024-25,1642419,Jamison Battle,9,3
2024-25,1641716,Jarace Walker,11,2
2024-25,1630215,Jared Butler,10,4
2024-25,1642272,Jared McCain,7,9
2024-25,1631197,Jared Rhoden,2,1
2024-25,1628991,Jaren Jackson Jr.,30,59
2024-25,1629020,Jarred Vanderbilt,9,1
2024-25,1628386,Jarrett Allen,28,27
2024-25,1629750,Javonte Green,15,11
2024-25,1629637,Jaxson Hayes,11,12
2024-25,1630643,Jay Huff,5,2
2024-25,1627759,Jaylen Brown,25,68
2024-25,1641740,Jaylen Clark,7,0
2024-25,1641798,Jaylen Martin,2,0
2024-25,1629669,Jaylen Nowell,3,0
2024-25,1631301,Jaylen Sims,1,0
2024-25,1642377,Jaylen Wells,24,23
2024-25,1631119,Jaylin Williams,4,0
2024-25,1642281,Jaylon Tyson,3,8
2024-25,1628369,Jayson Tatum,30,91
2024-25,1641789,Jazian Gortman,1,0
2024-25,1630288,Jeff Dowtin Jr.,2,0
2024-25,201145,Jeff Green,3,0
2024-25,203924,Jerami Grant,21,26
2024-25,1630526,Jeremiah Robinson-Earl,10,9
2024-25,1631110,Jeremy Sochan,17,16
2024-25,1630579,Jericho Sims,2,0
2024-25,1641724,Jett Howard,6,2
2024-25,1628975,Jevon Carter,1,0
2024-25,202710,Jimmy Butler III,21,55
2024-25,1629111,Jock Landale,1,0
2024-25,204060,Joe Ingles,7,0
2024-25,203954,Joel Embiid,7,15
2024-25,1628381,John Collins,14,23
2024-25,1629723,John Konchar,1,2
2024-25,1642277,Johnny Furphy,1,6
2024-25,1630548,Johnny Juzang,9,10
2024-25,202685,Jonas Valanciunas,9,9
2024-25,1628371,Jonathan Isaac,18,12
2024-25,1630228,Jonathan Kuminga,19,33
2024-25,1642367,Jonathan Mogbo,17,6
2024-25,203903,Jordan Clarkson,9,23
2024-25,1630692,Jordan Goodwin,5,3
2024-25,1641722,Jordan Hawkins,8,8
2024-25,1629162,Jordan McLaughlin,5,3
2024-25,1641757,Jordan Miller,2,0
2024-25,1629673,Jordan Poole,19,46
2024-25,1641775,Jordan Walsh,1,3
2024-25,1630631,Jose Alvarado,16,7
2024-25,1630528,Josh Christopher,1,4
2024-25,1630581,Josh Giddey,25,37
2024-25,1630182,Josh Green,31,18
2024-25,1628404,Josh Hart,28,42
2024-25,1629006,Josh Okogie,8,0
2024-25,1626196,Josh Richardson,1,0
2024-25,201950,Jrue Holiday,26,36
2024-25,1630577,Julian Champagnie,22,17
2024-25,1641763,Julian Phillips,4,4
2024-25,1631124,Julian Strawther,9,13
2024-25,203944,Julius Randle,34,47
2024-25,1630551,Justin Champagnie,12,16
2024-25,1642348,Justin Edwards,14,9
2024-25,203994,Jusuf Nurkić,10,11
2024-25,1630231,KJ Martin,12,2
2024-25,1642354,KJ Simpson,9,13
2024-25,1630539,Kai Jones,3,2
2024-25,1626157,Karl-Anthony Towns,26,46
2024-25,1631255,Karlo Matković,6,7
2024-25,202695,Kawhi Leonard,14,18
2024-25,1630811,Keaton Wallace,6,2
2024-25,1631099,Keegan Murray,34,17
2024-25,1631232,Keion Brooks Jr.,3,4
2024-25,1642276,Kel'el Ware,16,8
2024-25,1629640,Keldon Johnson,23,32
2024-25,203482,Kelly Olynyk,8,16
2024-25,1626162,Kelly Oubre Jr.,28,36
2024-25,1629026,Kenrich Williams,8,0
2024-25,203484,Kentavious Caldwell-Pope,30,18
2024-25,1631165,Keon Ellis,25,18
2024-25,1630553,Keon Johnson,26,30
2024-25,1642352,Keshad Johnson,1,3
2024-25,1630556,Kessler Edwards,11,6
2024-25,201142,Kevin Durant,32,100
2024-25,1628989,Kevin Huerter,20,16
2024-25,201567,Kevin Love,5,0
2024-25,1641755,Kevin McCullar Jr.,1,0
2024-25,1629645,Kevin Porter Jr.,15,24
2024-25,1626172,Kevon Looney,26,6
2024-25,1641718,Keyonte George,23,43
2024-25,203114,Khris Middleton,17,26
2024-25,1630165,Killian Hayes,1,0
2024-25,202691,Klay Thompson,30,36
2024-25,1641738,Kobe Brown,3,0
2024-25,1627739,Kris Dunn,24,6
2024-25,1631200,Kris Murray,9,4
2024-25,204001,Kristaps Porziņģis,13,21
2024-25,203937,Kyle Anderson,16,17
2024-25,1642271,Kyle Filipowski,14,30
2024-25,1628398,Kyle Kuzma,25,19
2024-25,200768,Kyle Lowry,8,3
2024-25,202681,Kyrie Irving,26,62
2024-25,1642273,Kyshawn George,17,17
2024-25,1630163,LaMelo Ball,21,56
2024-25,1630205,Lamar Stevens,2,0
2024-25,1629013,Landry Shamet,3,2
2024-25,1626204,Larry Nance Jr.,4,11
2024-25,1628374,Lauri Markkanen,18,37
2024-25,2544,LeBron James,34,87
2024-25,1631311,Lester Quiñones,1,0
2024-25,1630322,Lindy Waters III,12,6
2024-25,1629022,Lonnie Walker IV,2,2
2024-25,1628366,Lonzo Ball,16,15
2024-25,1629652,Luguentz Dort,20,7
2024-25,1629029,Luka Dončić,24,45
2024-25,1630568,Luka Garza,1,0
2024-25,1628379,Luke Kennard,17,16
2024-25,1628436,Luke Kornet,11,2
2024-25,1631247,Luke Travers,1,0
2024-25,1630201,Malachi Flynn,1,0
2024-25,1631103,Malaki Branham,3,0
2024-25,1627763,Malcolm Brogdon,6,7
2024-25,1627736,Malik Beasley,41,57
2024-25,1628370,Malik Monk,31,73
2024-25,1630699,MarJon Beauchamp,1,0
2024-25,1631204,Marcus Sasser,13,11
2024-25,203935,Marcus Smart,11,10
2024-25,1631109,Mark Williams,15,33
2024-25,202693,Markieff Morris,1,0
2024-25,1628963,Marvin Bagley III,1,0
2024-25,203486,Mason Plumlee,20,13
2024-25,1641824,Matas Buzelis,9,7
2024-25,1629680,Matisse Thybulle,3,5
2024-25,1631108,Max Christie,31,30
2024-25,1629622,Max Strus,21,36
2024-25,1628467,Maxi Kleber,10,3
2024-25,1641721,Maxwell Lewis,3,0
2024-25,1630695,Micah Potter,4,0
2024-25,1629008,Michael Porter Jr.,33,40
2024-25,1628969,Mikal Bridges,30,41
2024-25,201144,Mike Conley,28,17
2024-25,1628970,Miles Bridges,25,68
2024-25,1630540,Miles McBride,20,20
2024-25,1629011,Mitchell Robinson,7,1
2024-25,1628964,Mo Bamba,1,0
2024-25,1628420,Monte Morris,1,0
2024-25,1629021,Moritz Wagner,2,2
2024-25,1629650,Moses Brown,1,0
2024-25,1630541,Moses Moody,24,14
2024-25,1631243,Mouhamed Gueye,6,4
2024-25,1631217,Moussa Diabaté,21,10
2024-25,1626167,Myles Turner,29,41
2024-25,1641772,Nae'Qwan Tomlin,1,0
2024-25,1630230,Naji Marshall,30,46
2024-25,1631466,Nate Williams,1,0
2024-25,1629675,Naz Reid,32,32
2024-25,1629674,Neemias Queta,10,6
2024-25,1629651,Nic Claxton,29,30
2024-25,1630208,Nick Richards,18,14
2024-25,1641733,Nick Smith Jr.,17,19
2024-25,1629638,Nickeil Alexander-Walker,33,25
2024-25,201587,Nicolas Batum,13,3
2024-25,203999,Nikola Jokić,33,140
2024-25,1631107,Nikola Jović,15,17
2024-25,202696,Nikola Vučević,29,44
2024-25,1641730,Noah Clowney,9,12
2024-25,1626181,Norman Powell,24,76
2024-25,1628384,OG Anunoby,23,35
2024-25,1630167,Obi Toppin,18,23
2024-25,1630534,Ochai Agbaji,21,24
2024-25,1641765,Olivier-Maxence Prosper,6,3
2024-25,1630168,Onyeka Okongwu,31,46
2024-25,1631115,Orlando Robinson,6,5
2024-25,1629052,Oshae Brissett,2,1
2024-25,1642345,Oso Ighodaro,9,10
2024-25,1631172,Ousmane Dieng,1,0
2024-25,200782,P.J. Tucker,2,0
2024-25,1629023,P.J. Washington,26,51
2024-25,1631094,Paolo Banchero,21,68
2024-25,1627783,Pascal Siakam,33,58
2024-25,1626192,Pat Connaughton,7,16
2024-25,1630311,Pat Spencer,1,0
2024-25,1630172,Patrick Williams,20,15
2024-25,201988,Patty Mills,2,0
2024-25,202331,Paul George,19,25
2024-25,1630194,Paul Reed,3,2
2024-25,1630202,Payton Pritchard,24,33
2024-25,1641796,Pelle Larsson,11,6
2024-25,1631250,Pete Nance,1,5
2024-25,1631212,Peyton Watson,19,14
2024-25,1630173,Precious Achiuwa,11,14
2024-25,1629656,Quentin Grimes,28,37
2024-25,1631245,Quenton Jackson,5,12
2024-25,1642366,Quinten Post,6,0
2024-25,1629628,RJ Barrett,23,68
2024-25,1642484,RayJ Dennis,1,7
2024-25,1641712,Rayan Rupert,2,0
2024-25,1641736,Reece Beekman,4,2
2024-25,1642263,Reed Sheppard,1,3
2024-25,202704,Reggie Jackson,2,0
2024-25,1626158,Richaun Holmes,5,1
2024-25,1641741,Ricky Council IV,8,4
2024-25,1642265,Rob Dillingham,5,2
2024-25,1629057,Robert Williams III,2,0
2024-25,1631199,Ron Harper Jr.,1,2
2024-25,1641842,Ronald Holland II,12,11
2024-25,1626220,Royce O'Neale,29,23
2024-25,203497,Rudy Gobert,35,27
2024-25,1629060,Rui Hachimura,24,19
2024-25,201566,Russell Westbrook,32,24
2024-25,1642346,Ryan Dunn,18,0
2024-25,1631157,Ryan Rollins,8,5
2024-25,1630573,Sam Hauser,13,8
2024-25,1630241,Sam Merrill,9,5
2024-25,1630572,Sandro Mamukelashvili,5,5
2024-25,1630583,Santi Aldama,27,21
2024-25,1630703,Scoot Henderson,18,11
2024-25,1630567,Scottie Barnes,21,44
2024-25,1630590,Scotty Pippen Jr.,22,4
2024-25,203552,Seth Curry,16,0
2024-25,1631101,Shaedon Sharpe,24,61
2024-25,1628983,Shai Gilgeous-Alexander,22,67
2024-25,1629003,Shake Milton,6,0
2024-25,1631323,Simone Fontecchio,9,0
2024-25,203915,Spencer Dinwiddie,29,48
2024-25,1642461,Spencer Jones,1,0
2024-25,201939,Stephen Curry,35,126
2024-25,1642264,Stephon Castle,26,38
2024-25,203500,Steven Adams,16,0
2024-25,1629004,Svi Mykhailiuk,5,2
2024-25,204456,T.J. McConnell,10,19
2024-25,201959,Taj Gibson,5,0
2024-25,1629659,Talen Horton-Tucker,3,1
2024-25,1631106,Tari Eason,27,14
2024-25,1627752,Taurean Prince,29,21
2024-25,1641707,Taylor Hendricks,1,0
2024-25,1629611,Terance Mann,17,3
2024-25,1630545,Terrence Shannon Jr.,4,0
2024-25,1626179,Terry Rozier,26,27
2024-25,1628418,Thomas Bryant,6,8
2024-25,1642275,Tidjane Salaün,11,4
2024-25,203501,Tim Hardaway Jr.,34,32
2024-25,202699,Tobias Harris,35,38
2024-25,1642449,Tolu Smith,1,2
2024-25,1628396,Tony Bradley,3,2
2024-25,1628470,Torrey Craig,2,8
2024-25,1641787,Tosan Evbuomwan,6,8
2024-25,1641739,Toumani Camara,31,25
2024-25,1629027,Trae Young,38,152
2024-25,1631218,Trayce Jackson-Davis,11,3
2024-25,1630200,Tre Jones,10,17
2024-25,1630544,Tre Mann,8,15
2024-25,1630570,Trendon Watford,14,17
2024-25,1642280,Trentyn Flowers,1,0
2024-25,1630243,Trevelin Queen,4,2
2024-25,1641998,Trey Jemison III,3,0
2024-25,1626168,Trey Lyles,21,10
2024-25,1630530,Trey Murphy III,24,26
2024-25,202684,Tristan Thompson,5,0
2024-25,1641774,Tristan Vukcevic,4,0
2024-25,1641783,Tristan da Silva,10,4
2024-25,1629660,Ty Jerome,10,14
2024-25,1631102,TyTy Washington Jr.,1,0
2024-25,1629639,Tyler Herro,39,96
2024-25,1641890,Tyler Smith,1,1
2024-25,1630169,Tyrese Haliburton,32,100
2024-25,1631213,Tyrese Martin,16,12
2024-25,1630178,Tyrese Maxey,24,118
2024-25,1630623,Tyson Etienne,2,0
2024-25,1626145,Tyus Jones,31,15
2024-25,203995,Vasilije Micic,12,11
2024-25,1641705,Victor Wembanyama,22,55
2024-25,1631246,Vince Williams Jr.,7,2
2024-25,1628427,Vlatko Cancar,1,0
2024-25,1630249,Vít Krejčí,13,4
2024-25,1631117,Walker Kessler,19,38
2024-25,1628976,Wendell Carter Jr.,26,15
2024-25,1631111,Wendell Moore Jr.,3,3
2024-25,1630214,Xavier Tillman,1,0
2024-25,1642274,Yves Missi,27,24
2024-25,1642258,Zaccharie Risacher,11,5
2024-25,1628380,Zach Collins,8,5
2024-25,1641744,Zach Edey,20,10
2024-25,203897,Zach LaVine,31,59
2024-25,1630192,Zeke Nnaji,3,0
2024-25,1630533,Ziaire Williams,23,19
2024-25,1629627,Zion Williamson,13,28
