season,player_id,player,age,clutch_games,clutch_minutes,clutch_points,clutch_fgm,clutch_fga,clutch_ftm,clutch_fta,wins,losses,source_url
2012-13,2430,Carlos Boozer,31.0,35,126.59333333333333,67,26,45,15,23,22,13,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,201161,Daequan Cook,26.0,6,1.2633333333333334,2,0,0,2,4,5,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,202710,Jimmy Butler III,23.0,43,118.305,39,11,22,15,20,26,17,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,201149,Joakim Noah,28.0,32,125.45833333333333,45,15,37,15,17,19,13,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,2550,Kirk Hinrich,32.0,34,83.925,19,5,22,9,12,23,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,2736,Luol Deng,28.0,43,152.33166666666668,82,26,62,24,31,25,18,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,202952,Malcolm Thomas,24.0,1,1.3433333333333333,0,0,0,0,0,0,1,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,201158,Marco Belinelli,27.0,29,73.955,41,14,38,9,12,18,11,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,203104,Marquis Teague,20.0,6,18.415,6,2,4,2,3,4,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,101126,Nate Robinson,29.0,33,98.76166666666667,52,17,56,14,23,20,13,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,1737,Nazr Mohammed,35.0,6,12.533333333333333,6,2,3,2,2,3,3,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,1888,Richard Hamilton,35.0,9,41.11833333333333,24,5,21,14,16,7,2,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,201959,Taj Gibson,28.0,31,64.97166666666666,11,4,11,3,5,17,14,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
2012-13,2209,Vladimir Radmanovic,32.0,5,2.066666666666667,3,1,2,0,0,1,4,https://www.nba.com/stats/players/clutch-traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&ClutchTime=Last%205%20Minutes&PointDiff=5&TeamID=1610612741
