season,player_id,player,clutch_games,clutch_points
2022-23,1630639,A.J. Lawson,1,3
2022-23,1631100,AJ Griffin,12,14
2022-23,203932,Aaron Gordon,28,50
2022-23,1628988,Aaron Holiday,5,3
2022-23,1630174,Aaron Nesmith,30,37
2022-23,1630598,Aaron Wiggins,21,2
2022-23,1629678,Admiral Schofield,3,0
2022-23,201143,Al Horford,27,24
2022-23,202692,Alec Burks,22,36
2022-23,1630197,Aleksej Pokusevski,13,19
2022-23,1627936,Alex Caruso,28,12
2022-23,203458,Alex Len,1,0
2022-23,1630578,Alperen Sengun,29,24
2022-23,1629599,Amir Coffey,4,3
2022-23,203083,Andre Drummond,5,0
2022-23,2738,Andre Iguodala,1,0
2022-23,1629614,Andrew Nembhard,38,44
2022-23,203952,Andrew Wiggins,18,14
2022-23,1629014,Anfernee Simons,30,78
2022-23,203076,Anthony Davis,27,60
2022-23,1630162,Anthony Edwards,45,121
2022-23,1630264,Anthony Gill,5,0
2022-23,1630237,Anthony Lamb,14,8
2022-23,1630559,Austin Reaves,28,38
2022-23,203085,Austin Rivers,20,8
2022-23,1630245,Ayo Dosunmu,24,17
2022-23,1628389,Bam Adebayo,47,90
2022-23,1627732,Ben Simmons,11,5
2022-23,1631097,Bennedict Mathurin,35,43
2022-23,202687,Bismack Biyombo,4,2
2022-23,201933,Blake Griffin,4,3
2022-23,1631104,Blake Wesley,2,5
2022-23,1626246,Boban Marjanovic,2,2
2022-23,1626171,Bobby Portis Jr.,21,14
2022-23,203992,Bogdan Bogdanović,24,20
2022-23,202711,Bojan Bogdanovic,29,67
2022-23,1629626,Bol Bol,15,10
2022-23,1630538,Bones Hyland,12,10
2022-23,203078,Bradley Beal,27,113
2022-23,1629634,Brandon Clarke,10,8
2022-23,1627742,Brandon Ingram,19,71
2022-23,201572,Brook Lopez,32,58
2022-23,1628971,Bruce Brown,29,28
2022-23,1628981,Bruno Fernando,4,1
2022-23,1631121,Bryce McGowens,3,2
2022-23,1627741,Buddy Hield,45,69
2022-23,203468,CJ McCollum,35,69
2022-23,1630595,Cade Cunningham,4,7
2022-23,1631216,Caleb Houstan,8,0
2022-23,1628997,Caleb Martin,39,22
2022-23,1629629,Cam Reddish,9,17
2022-23,1630560,Cam Thomas,11,41
2022-23,1629661,Cameron Johnson,15,13
2022-23,1626166,Cameron Payne,8,19
2022-23,1627747,Caris LeVert,38,45
2022-23,1630637,Carlik Jones,1,3
2022-23,1626224,Cedi Osman,15,11
2022-23,1629646,Charles Bassey,3,0
2022-23,1629002,Chimezie Metu,7,2
2022-23,1628449,Chris Boucher,9,7
2022-23,1630537,Chris Duarte,6,0
2022-23,101108,Chris Paul,25,48
2022-23,1631128,Christian Braun,10,5
2022-23,1631132,Christian Koloko,3,7
2022-23,1626174,Christian Wood,31,45
2022-23,1629643,Chuma Okeke,6,2
2022-23,203991,Clint Capela,30,33
2022-23,1629632,Coby White,22,24
2022-23,1628998,Cody Martin,2,3
2022-23,203469,Cody Zeller,2,0
2022-23,1630175,Cole Anthony,15,12
2022-23,1629012,Collin Sexton,20,30
2022-23,1630557,Corey Kispert,28,3
2022-23,202709,Cory Joseph,13,13
2022-23,1626156,D'Angelo Russell,32,52
2022-23,1630227,Daishen Nix,7,9
2022-23,1630625,Dalano Banton,2,11
2022-23,1627745,Damian Jones,3,2
2022-23,203081,Damian Lillard,26,86
2022-23,1627814,Damion Lee,23,26
2022-23,1629655,Daniel Gafford,17,13
2022-23,1628464,Daniel Theis,1,0
2022-23,201980,Danny Green,1,0
2022-23,1627863,Danuel House Jr.,9,5
2022-23,203967,Dario Saric,3,2
2022-23,1629647,Darius Bazley,11,2
2022-23,1629636,Darius Garland,36,60
2022-23,1630561,David Duke Jr.,3,2
2022-23,1631223,David Roddy,12,7
2022-23,1630558,Davion Mitchell,31,16
2022-23,202722,Davis Bertans,4,3
2022-23,1628432,Davon Reed,1,0
2022-23,1630549,Day'Ron Sharpe,8,0
2022-23,1628368,De'Aaron Fox,39,194
2022-23,1629631,De'Andre Hunter,36,34
2022-23,1629001,De'Anthony Melton,35,48
2022-23,201599,DeAndre Jordan,2,0
2022-23,201942,DeMar DeRozan,34,159
2022-23,1629731,Dean Wade,12,3
2022-23,1629028,Deandre Ayton,29,62
2022-23,1627749,Dejounte Murray,40,114
2022-23,1626153,Delon Wright,18,11
2022-23,1630166,Deni Avdija,29,20
2022-23,203471,Dennis Schröder,32,67
2022-23,1628372,Dennis Smith Jr.,20,28
2022-23,1627884,Derrick Jones Jr.,7,3
2022-23,201565,Derrick Rose,1,0
2022-23,1628401,Derrick White,24,38
2022-23,1630217,Desmond Bane,28,86
2022-23,1626164,Devin Booker,23,64
2022-23,1630170,Devin Vassell,11,12
2022-23,1628984,Devonte' Graham,12,13
2022-23,203473,Dewayne Dedmon,4,0
2022-23,1628415,Dillon Brooks,30,26
2022-23,1627734,Domantas Sabonis,39,66
2022-23,1631230,Dominick Barlow,2,2
2022-23,1628378,Donovan Mitchell,40,138
2022-23,1628978,Donte DiVincenzo,28,24
2022-23,1627827,Dorian Finney-Smith,34,38
2022-23,203926,Doug McDermott,12,12
2022-23,203110,Draymond Green,34,36
2022-23,1629234,Drew Eubanks,19,13
2022-23,1630696,Dru Smith,2,0
2022-23,1629130,Duncan Robinson,3,3
2022-23,203939,Dwight Powell,33,28
2022-23,1630700,Dyson Daniels,9,4
2022-23,1628410,Edmond Sumner,6,7
2022-23,201569,Eric Gordon,33,23
2022-23,1630647,Eugene Omoruyi,5,3
2022-23,203095,Evan Fournier,8,4
2022-23,1630596,Evan Mobley,43,52
2022-23,1630267,Facundo Campazzo,1,0
2022-23,1626163,Frank Kaminsky,3,0
2022-23,1628373,Frank Ntilikina,12,2
2022-23,1630532,Franz Wagner,41,75
2022-23,1627832,Fred VanVleet,37,63
2022-23,1627788,Furkan Korkmaz,3,0
2022-23,1629216,Gabe Vincent,30,23
2022-23,1629726,Garrison Mathews,9,7
2022-23,203914,Gary Harris,19,3
2022-23,1627780,Gary Payton II,7,2
2022-23,1629018,Gary Trent Jr.,31,44
2022-23,201588,George Hill,10,4
2022-23,1627777,Georges Niang,20,20
2022-23,203507,Giannis Antetokounmpo,28,69
2022-23,1629048,Goga Bitadze,5,0
2022-23,201609,Goran Dragic,7,2
2022-23,202330,Gordon Hayward,22,40
2022-23,203476,Gorgui Dieng,2,0
2022-23,1629684,Grant Williams,24,30
2022-23,1628960,Grayson Allen,26,35
2022-23,1628977,Hamidou Diallo,8,5
2022-23,203084,Harrison Barnes,41,47
2022-23,1629312,Haywood Highsmith,11,11
2022-23,1630529,Herbert Jones,29,37
2022-23,1630193,Immanuel Quickley,34,21
2022-23,1630171,Isaac Okoro,25,13
2022-23,1628392,Isaiah Hartenstein,20,13
2022-23,1630543,Isaiah Jackson,7,2
2022-23,1630198,Isaiah Joe,30,21
2022-23,1630587,Isaiah Livers,19,5
2022-23,1630191,Isaiah Stewart,18,15
2022-23,1630225,Isaiah Todd,1,0
2022-23,202397,Ish Smith,2,2
2022-23,1630688,Ish Wainright,11,6
2022-23,1627826,Ivica Zubac,28,30
2022-23,1630550,JT Thor,5,1
2022-23,1629630,Ja Morant,23,66
2022-23,203210,JaMychal Green,4,0
2022-23,201580,JaVale McGee,2,5
2022-23,1631095,Jabari Smith Jr.,34,42
2022-23,1631133,Jabari Walker,2,0
2022-23,1630702,Jaden Hardy,9,14
2022-23,1631093,Jaden Ivey,28,59
2022-23,1630183,Jaden McDaniels,43,40
2022-23,1630531,Jaden Springer,3,5
2022-23,203109,Jae Crowder,1,3
2022-23,1630256,Jae'Sean Tate,14,7
2022-23,1631222,Jake LaRavia,2,0
2022-23,1627751,Jakob Poeltl,20,22
2022-23,1628973,Jalen Brunson,35,139
2022-23,1631105,Jalen Duren,20,16
2022-23,1630224,Jalen Green,36,72
2022-23,1630552,Jalen Johnson,12,0
2022-23,1629667,Jalen McDaniels,30,20
2022-23,1630188,Jalen Smith,16,9
2022-23,1630591,Jalen Suggs,16,28
2022-23,1631114,Jalen Williams,37,42
2022-23,1631288,Jamal Cain,2,2
2022-23,1627750,Jamal Murray,26,68
2022-23,1631123,Jamaree Bouyea,1,0
2022-23,1630547,James Bouknight,2,0
2022-23,201935,James Harden,33,68
2022-23,1630164,James Wiseman,8,9
2022-23,1628991,Jaren Jackson Jr.,26,35
2022-23,1629020,Jarred Vanderbilt,28,11
2022-23,1628386,Jarrett Allen,35,27
2022-23,1629633,Jarrett Culver,3,0
2022-23,1629750,Javonte Green,7,8
2022-23,1629637,Jaxson Hayes,5,5
2022-23,1627759,Jaylen Brown,30,89
2022-23,1629669,Jaylen Nowell,11,4
2022-23,1631119,Jaylin Williams,8,6
2022-23,1628369,Jayson Tatum,32,97
2022-23,1630288,Jeff Dowtin Jr.,1,0
2022-23,201145,Jeff Green,6,4
2022-23,203924,Jerami Grant,31,58
2022-23,1630526,Jeremiah Robinson-Earl,11,6
2022-23,1631110,Jeremy Sochan,17,13
2022-23,1630579,Jericho Sims,9,9
2022-23,1628975,Jevon Carter,23,14
2022-23,202710,Jimmy Butler III,43,151
2022-23,1629111,Jock Landale,5,2
2022-23,203925,Joe Harris,17,8
2022-23,204060,Joe Ingles,14,10
2022-23,203954,Joel Embiid,36,131
2022-23,1631219,John Butler Jr.,2,3
2022-23,1628381,John Collins,36,37
2022-23,1629723,John Konchar,16,8
2022-23,202322,John Wall,8,2
2022-23,1631098,Johnny Davis,2,0
2022-23,202685,Jonas Valanciunas,22,11
2022-23,1628371,Jonathan Isaac,2,0
2022-23,1630228,Jonathan Kuminga,17,22
2022-23,203903,Jordan Clarkson,38,120
2022-23,1630692,Jordan Goodwin,15,5
2022-23,1629162,Jordan McLaughlin,4,0
2022-23,1629670,Jordan Nwora,11,4
2022-23,1629673,Jordan Poole,34,69
2022-23,1630631,Jose Alvarado,13,10
2022-23,1630528,Josh Christopher,4,2
2022-23,1630581,Josh Giddey,36,48
2022-23,1630182,Josh Green,30,14
2022-23,1628404,Josh Hart,40,31
2022-23,1629006,Josh Okogie,15,13
2022-23,1626196,Josh Richardson,22,9
2022-23,201950,Jrue Holiday,30,81
2022-23,1629308,Juan Toscano-Anderson,11,6
2022-23,1627823,Juancho Hernangomez,3,2
2022-23,1630577,Julian Champagnie,3,0
2022-23,203944,Julius Randle,42,102
2022-23,203200,Justin Holiday,15,6
2022-23,1631303,Justin Minaya,2,0
2022-23,1626159,Justise Winslow,11,3
2022-23,203994,Jusuf Nurkić,18,32
2022-23,1630231,KJ Martin,36,29
2022-23,1629644,KZ Okpala,3,0
2022-23,1630539,Kai Jones,1,0
2022-23,1626157,Karl-Anthony Towns,13,27
2022-23,202695,Kawhi Leonard,28,81
2022-23,1631099,Keegan Murray,29,18
2022-23,1628966,Keita Bates-Diop,10,19
2022-23,1629640,Keldon Johnson,23,53
2022-23,203482,Kelly Olynyk,38,53
2022-23,1626162,Kelly Oubre Jr.,23,40
2022-23,202689,Kemba Walker,1,6
2022-23,1629134,Kendrick Nunn,7,3
2022-23,1631254,Kenneth Lofton Jr.,1,0
2022-23,1629026,Kenrich Williams,25,19
2022-23,203484,Kentavious Caldwell-Pope,32,22
2022-23,1630553,Keon Johnson,5,2
2022-23,1630556,Kessler Edwards,8,4
2022-23,201142,Kevin Durant,21,61
2022-23,1628989,Kevin Huerter,37,75
2022-23,1628995,Kevin Knox II,9,8
2022-23,201567,Kevin Love,17,1
2022-23,1629645,Kevin Porter Jr.,27,40
2022-23,1630284,Kevon Harris,7,0
2022-23,1626172,Kevon Looney,31,16
2022-23,203920,Khem Birch,1,0
2022-23,203114,Khris Middleton,11,7
2022-23,1630165,Killian Hayes,24,32
2022-23,202691,Klay Thompson,36,69
2022-23,1627739,Kris Dunn,8,14
2022-23,204001,Kristaps Porziņģis,32,53
2022-23,203937,Kyle Anderson,41,25
2022-23,1628398,Kyle Kuzma,36,53
2022-23,200768,Kyle Lowry,32,42
2022-23,202681,Kyrie Irving,37,125
2022-23,1630163,LaMelo Ball,19,29
2022-23,1630205,Lamar Stevens,12,17
2022-23,1629013,Landry Shamet,6,6
2022-23,1626204,Larry Nance Jr.,23,28
2022-23,1628374,Lauri Markkanen,42,109
2022-23,2544,LeBron James,29,114
2022-23,1630322,Lindy Waters III,6,0
2022-23,1629022,Lonnie Walker IV,14,7
2022-23,1629652,Luguentz Dort,36,50
2022-23,1629029,Luka Dončić,41,131
2022-23,1630568,Luka Garza,1,3
2022-23,1629677,Luka Samanic,2,0
2022-23,1628379,Luke Kennard,19,11
2022-23,1628436,Luke Kornet,9,2
2022-23,1630201,Malachi Flynn,6,0
2022-23,1631103,Malaki Branham,9,11
2022-23,1627763,Malcolm Brogdon,24,42
2022-23,1627736,Malik Beasley,41,23
2022-23,1628370,Malik Monk,24,59
2022-23,1630699,MarJon Beauchamp,1,0
2022-23,202694,Marcus Morris Sr.,24,26
2022-23,203935,Marcus Smart,24,48
2022-23,1631109,Mark Williams,8,15
2022-23,1628365,Markelle Fultz,29,72
2022-23,202693,Markieff Morris,3,0
2022-23,1628963,Marvin Bagley III,10,6
2022-23,203486,Mason Plumlee,34,34
2022-23,1629680,Matisse Thybulle,15,0
2022-23,1630346,Matt Ryan,2,3
2022-23,203521,Matthew Dellavedova,2,0
