season,player_id,player,clutch_games,clutch_points
2013-14,201166,Aaron Brooks,29,24
2013-14,201189,Aaron Gray,5,1
2013-14,1733,Al Harrington,6,2
2013-14,201143,Al Horford,16,43
2013-14,2744,Al Jefferson,42,106
2013-14,202329,Al-Farouq Aminu,34,21
2013-14,101187,Alan Anderson,22,8
2013-14,202692,Alec Burks,28,42
2013-14,203458,Alex Len,3,5
2013-14,203144,Alexey Shved,4,5
2013-14,201582,Alexis Ajinca,10,10
2013-14,203459,Allen Crabbe,1,0
2013-14,202087,Alonzo Gee,17,0
2013-14,2405,Amar'e Stoudemire,12,12
2013-14,101161,Amir Johnson,39,60
2013-14,2760,Anderson Varejao,33,37
2013-14,101154,Andray Blatche,18,13
2013-14,203083,Andre Drummond,31,19
2013-14,2738,Andre Iguodala,31,50
2013-14,1889,Andre Miller,19,18
2013-14,203460,Andre Roberson,1,0
2013-14,200745,Andrea Bargnani,17,18
2013-14,1905,Andrei Kirilenko,11,6
2013-14,101106,Andrew Bogut,30,5
2013-14,101115,Andrew Bynum,2,2
2013-14,203094,Andrew Nicholson,7,6
2013-14,2740,Andris Biedrins,1,0
2013-14,1712,Antawn Jamison,4,0
2013-14,203461,Anthony Bennett,1,0
2013-14,203076,Anthony Davis,39,81
2013-14,201627,Anthony Morrow,33,40
2013-14,201576,Anthony Randolph,4,5
2013-14,201229,Anthony Tolliver,22,9
2013-14,203462,Archie Goodwin,2,6
2013-14,203382,Aron Baynes,1,0
2013-14,201167,Arron Afflalo,39,93
2013-14,201948,Austin Daye,1,0
2013-14,203085,Austin Rivers,21,5
2013-14,202340,Avery Bradley,35,29
2013-14,2732,Ben Gordon,4,0
2013-14,203463,Ben McLemore,27,18
2013-14,2757,Beno Udrih,8,24
2013-14,203108,Bernard James,2,0
2013-14,202687,Bismack Biyombo,2,0
2013-14,201933,Blake Griffin,40,82
2013-14,2564,Boris Diaw,27,16
2013-14,203078,Bradley Beal,40,80
2013-14,201148,Brandan Wright,25,19
2013-14,101138,Brandon Bass,44,28
2013-14,203561,Brandon Davies,3,0
2013-14,201943,Brandon Jennings,33,48
2013-14,202688,Brandon Knight,33,63
2013-14,201575,Brandon Rush,2,0
2013-14,203148,Brian Roberts,31,62
2013-14,201572,Brook Lopez,8,18
2013-14,201957,Byron Mullens,2,0
2013-14,201228,C.J. Watson,16,2
