season_end_year_prev,season_prev,player_id,player_prev,games_prev,minutes_prev,points_prev,team_games_prev,team_points_prev,player_source_url_prev,team_source_url_prev,minutes_per_game_prev,points_per_game_prev,points_per_36_prev,qualified_prev,join_year,season_end_year_cur,season_cur,player_cur,games_cur,minutes_cur,points_cur,team_games_cur,team_points_cur,player_source_url_cur,team_source_url_cur,minutes_per_game_cur,points_per_game_cur,points_per_36_cur,qualified_cur,gain_per_36,percentage_increase,gain_per_game,gain_minutes_per_game,rank
2003,2002–03,2037,Jamal Crawford,80,1987.9183333333333,858,82,7786,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,24.848979166666666,10.725,15.537861632478196,True,2004,2004,2003–04,Jamal Crawford,80,2813.71,1383,82,7355,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,35.171375,17.2875,17.69478730928205,True,2.156925676803853,13.881740794340159,6.562500000000002,10.322395833333331,30
2006,2005–06,2804,Andres Nocioni,82,2239.08,1063,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,27.305853658536584,12.963414634146341,17.090948067956482,True,2007,2007,2006–07,Andres Nocioni,53,1405.825,749,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,26.525000000000002,14.132075471698114,19.18019668166379,True,2.0892486137073085,12.224299116702625,1.1686608375517729,-0.7808536585365822,31
2013,2012–13,2550,Kirk Hinrich,60,1764.375,459,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,29.40625,7.65,9.365356004250797,True,2014,2014,2013–14,Kirk Hinrich,73,2116.4066666666668,666,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,28.991872146118723,9.123287671232877,11.328635643433365,True,1.9632796391825682,20.963214193795352,1.4732876712328764,-0.4143778538812768,32
2011,2010–11,201959,Taj Gibson,80,1742.246666666667,569,82,8087,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,21.778083333333335,7.1125,11.757232998006405,True,2012,2012,2011–12,Taj Gibson,63,1284.4566666666667,484,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,20.38820105820106,7.682539682539683,13.565268842597519,True,1.8080358445911138,15.378072756554968,0.570039682539683,-1.3898822751322761,33
2009,2008–09,2736,Luol Deng,49,1665.2283333333332,690,82,8378,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,33.98425170068027,14.081632653061224,14.916873261624783,True,2010,2010,2009–10,Luol Deng,70,2650.6866666666665,1230,82,7993,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,37.86695238095238,17.571428571428573,16.70510534377256,True,1.7882320821477755,11.987982003897491,3.4897959183673493,3.8827006802721087,34
2020,2019–20,203897,Zach LaVine,60,2085.41,1530,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,34.75683333333333,25.5,26.412072446185643,True,2021,2021,2020–21,Zach LaVine,58,2033.6266666666668,1591,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,35.062528735632185,27.43103448275862,28.164461520305263,True,1.7523890741196197,6.63480337519934,1.9310344827586192,0.30569540229885206,35
2025,2024–25,1630581,Josh Giddey,70,2116.641666666667,1022,82,9660,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,30.237738095238097,14.6,17.382252546289916,True,2026,2026,2025–26,Josh Giddey,54,1731.3566666666666,919,82,9537,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,32.06216049382716,17.01851851851852,19.108714360799915,True,1.7264618145099995,9.93232499592521,2.4185185185185194,1.8244223985890606,36
2015,2014–15,202710,Jimmy Butler III,65,2513.473333333334,1301,82,8265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,38.66882051282052,20.015384615384615,18.633975295805797,True,2016,2016,2015–16,Jimmy Butler III,67,2473.625,1399,82,8335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,36.91977611940298,20.880597014925375,20.360402243670727,True,1.7264269478649297,9.26494170169647,0.8652123995407592,-1.7490443934175346,37
2019,2018–19,203897,Zach LaVine,63,2170.855,1492,82,8605,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,34.458015873015874,23.682539682539684,24.742325028617756,True,2020,2020,2019–20,Zach LaVine,60,2085.41,1530,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,34.75683333333333,25.5,26.412072446185643,True,1.669747417567887,6.7485469358138515,1.8174603174603163,0.2988174603174585,38
2001,2000–01,2033,Marcus Fizer,72,1581.3533333333332,683,82,7181,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,21.96324074074074,9.48611111111111,15.548707225456678,True,2002,2002,2001–02,Marcus Fizer,76,1964.9083333333333,938,82,7335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,25.85405701754386,12.342105263157896,17.185534524511322,True,1.6368272990546444,10.527095759927846,2.855994152046785,3.8908162768031183,39
2016,2015–16,1626171,Bobby Portis Jr.,62,1102.08,436,82,8335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,17.77548387096774,7.032258064516129,14.242160278745647,True,2017,2017,2016–17,Bobby Portis Jr.,64,1000.4516666666668,437,82,8435,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,15.63205729166667,6.828125,15.724897587922786,True,1.4827373091771392,10.410901718259055,-0.204133064516129,-2.143426579301071,40
2012,2011–12,2736,Luol Deng,54,2128.9883333333332,828,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,39.42570987654321,15.333333333333334,14.00101613207525,True,2013,2013,2012–13,Luol Deng,75,2902.8733333333334,1237,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,38.70497777777778,16.493333333333332,15.340662470058401,True,1.339646337983151,9.568207945379937,1.1599999999999984,-0.7207320987654313,41
2013,2012–13,201149,Joakim Noah,66,2426.2616666666668,784,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,36.7615404040404,11.878787878787879,11.632710679048769,True,2014,2014,2013–14,Joakim Noah,80,2819.695,1007,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,35.246187500000005,12.5875,12.856709679593006,True,1.2239990005442376,10.522044554488366,0.7087121212121215,-1.5153529040403981,42
2020,2019–20,1628374,Lauri Markkanen,50,1491.5783333333334,737,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,29.831566666666667,14.74,17.78786900229846,True,2021,2021,2020–21,Lauri Markkanen,51,1317.4466666666667,695,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,25.832287581699347,13.627450980392156,18.991281114479015,True,1.2034121121805548,6.765352904415114,-1.1125490196078438,-3.99927908496732,43
2006,2005–06,2550,Kirk Hinrich,81,2954.6866666666665,1284,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,36.477613168724275,15.851851851851851,15.644298436608057,True,2007,2007,2006–07,Kirk Hinrich,80,2838.9983333333334,1327,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,35.48747916666667,16.5875,16.827061657309883,True,1.1827632207018262,7.560346828555316,0.7356481481481474,-0.9901340020576086,44
2014,2013–14,203503,Tony Snell,77,1230.7066666666667,346,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,15.983203463203465,4.4935064935064934,10.121014484902982,True,2015,2015,2014–15,Tony Snell,72,1412.1583333333333,435,82,8265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,19.613310185185185,6.041666666666667,11.089408057406217,True,0.9683935725032349,9.568147283533087,1.5481601731601735,3.6301067219817202,45
2008,2007–08,200748,Tyrus Thomas,74,1330.243333333333,502,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,17.976261261261257,6.783783783783784,13.585484360004312,True,2009,2009,2008–09,Tyrus Thomas,79,2174.795,857,82,8378,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,27.529050632911392,10.848101265822784,14.186164672992167,True,0.6006803129878548,4.421486176497753,4.064317482039,9.552789371650135,46
2008,2007–08,2550,Kirk Hinrich,75,2379.508333333333,862,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,31.726777777777777,11.493333333333334,13.041349578519373,True,2009,2009,2008–09,Kirk Hinrich,51,1338.54,503,82,8378,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,26.245882352941177,9.862745098039216,13.52817248644045,True,0.4868229079210771,3.732918169166566,-1.630588235294118,-5.4808954248366,47
2017,2016–17,1626245,Cristiano Felicio,66,1040.0733333333333,316,82,8435,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,15.758686868686867,4.787878787878788,10.93769029106922,True,2018,2018,2017–18,Cristiano Felicio,55,977.45,308,82,8440,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,17.771818181818183,5.6,11.343802752058927,True,0.4061124609897071,3.712963616471237,0.8121212121212116,2.013131313131316,48
2013,2012–13,202710,Jimmy Butler III,82,2133.5733333333333,705,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,26.01918699186992,8.597560975609756,11.895536752115387,True,2014,2014,2013–14,Jimmy Butler III,67,2590.4933333333333,878,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,38.664079601990046,13.104477611940299,12.201536901594032,True,0.3060001494786455,2.572394637209031,4.506916636330542,12.644892610120127,49
2017,2016–17,1626170,Jerian Grant,63,1028.43,370,82,8435,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,16.324285714285715,5.873015873015873,12.951780869869605,True,2018,2018,2017–18,Jerian Grant,74,1686.33,619,82,8440,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,22.788243243243244,8.364864864864865,13.214495383465872,True,0.26271451359626674,2.028404558692257,2.4918489918489923,6.463957528957529,50
2023,2022–23,1630172,Patrick Williams,82,2322.8416666666667,833,82,9276,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,28.327337398373984,10.158536585365853,12.910049113693356,True,2024,2024,2023–24,Patrick Williams,43,1174.085,429,82,9206,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,27.304302325581396,9.976744186046512,13.154073171874266,True,0.24402405818091033,1.890186908135619,-0.18179239931934177,-1.023035072792588,51
2022,2021–22,1630245,Ayo Dosunmu,77,2109.641666666667,679,82,9152,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,27.397943722943726,8.818181818181818,11.5868018660357,True,2023,2023,2022–23,Ayo Dosunmu,80,2097.616666666667,687,82,9276,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,26.220208333333336,8.5875,11.790524166315738,True,0.20372230028003813,1.7582271849940552,-0.230681818181818,-1.1777353896103904,52
2016,2015–16,203926,Doug McDermott,81,1860.56,764,82,8335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,22.969876543209875,9.432098765432098,14.782646085049663,True,2017,2017,2016–17,Doug McDermott,44,1077.7266666666667,447,82,8435,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,24.49378787878788,10.159090909090908,14.931429737905095,True,0.14878365285543182,1.0064751060089523,0.7269921436588103,1.5239113355780063,53
2005,2004–05,2550,Kirk Hinrich,77,2797.4666666666667,1206,82,7745,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,36.33073593073593,15.662337662337663,15.519755969686859,True,2006,2006,2005–06,Kirk Hinrich,81,2954.6866666666665,1284,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,36.477613168724275,15.851851851851851,15.644298436608057,True,0.12454246692119852,0.8024769665480211,0.1895141895141883,0.14687723798834185,54
2019,2018–19,1627853,Ryan Arcidiacono,81,1961.3,544,82,8605,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,24.21358024691358,6.716049382716049,9.98521388874726,True,2020,2020,2019–20,Ryan Arcidiacono,58,929.9733333333334,261,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,16.034022988505747,4.5,10.10351551298962,True,0.11830162424235979,1.1847680536485918,-2.216049382716049,-8.179557258407833,55
2007,2006–07,2804,Andres Nocioni,53,1405.825,749,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,26.525000000000002,14.132075471698114,19.18019668166379,True,2008,2008,2007–08,Andres Nocioni,82,2020.621666666667,1080,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,24.641727642276425,13.170731707317072,19.24160303800893,True,0.061406356345138136,0.32015498779448087,-0.9613437643810414,-1.8832723577235768,56
2007,2006–07,2736,Luol Deng,82,3071.3783333333336,1540,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,37.45583333333334,18.78048780487805,18.050527803206705,True,2008,2008,2007–08,Luol Deng,63,2127.8966666666665,1070,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,33.776137566137564,16.984126984126984,18.102382791144308,True,0.05185498793760246,0.28727685141921633,-1.7963608207510653,-3.679695767195774,57
2020,2019–20,203107,Tomas Satoransky,65,1877.9383333333333,644,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,28.891358974358972,9.907692307692308,12.345453302957232,True,2021,2021,2020–21,Tomas Satoransky,58,1306.555,447,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,22.526810344827588,7.706896551724138,12.31635866840661,True,-0.029094634550622445,-0.23567084850301215,-2.20079575596817,-6.3645486295313844,58
2010,2009–10,201149,Joakim Noah,64,1924.69,687,82,7993,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,30.07328125,10.734375,12.849861536143482,True,2011,2011,2010–11,Joakim Noah,48,1575.5283333333334,561,82,8087,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,32.823506944444446,11.6875,12.818557161248554,True,-0.03130437489492799,-0.24361643747581657,0.953125,2.7502256944444454,59
2005,2004–05,2736,Luol Deng,61,1661.07,711,82,7745,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,27.230655737704918,11.655737704918034,15.409344579096606,True,2006,2006,2005–06,Luol Deng,78,2603.6233333333334,1112,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,33.37978632478632,14.256410256410257,15.375495943473645,True,-0.033848635622961254,-0.21966304568773343,2.6006725514922238,6.149130587081405,60
2023,2022–23,202696,Nikola Vučević,82,2746.355,1447,82,9276,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,33.49213414634146,17.646341463414632,18.96768626051621,True,2024,2024,2023–24,Nikola Vučević,76,2609.5016666666666,1370,82,9206,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,34.335548245614035,18.026315789473685,18.900160375448444,True,-0.06752588506776647,-0.35600486079491245,0.37997432605905246,0.8434140992725716,61
2000,1999–00,1897,Metta World Peace,72,2239.608333333333,866,82,6952,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,31.105671296296293,12.027777777777779,13.920291122331658,True,2001,2001,2000–01,Metta World Peace,76,2363.1466666666665,907,82,7181,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,31.094035087719295,11.93421052631579,13.817170326570224,True,-0.10312079576143418,-0.7407948214244054,-0.09356725146198919,-0.011636208576998541,62
2011,2010–11,200758,Ronnie Brewer,81,1781.44,503,82,8087,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,21.993086419753087,6.209876543209877,10.164810490389796,True,2012,2012,2011–12,Ronnie Brewer,66,1634.9633333333334,455,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,24.772171717171716,6.893939393939394,10.018573301338053,True,-0.14623718905174243,-1.4386612440045068,0.684062850729517,2.7790852974186286,63
