season_end_year_prev,season_prev,player_id,player_prev,games_prev,minutes_prev,points_prev,team_games_prev,team_points_prev,player_source_url_prev,team_source_url_prev,minutes_per_game_prev,points_per_game_prev,points_per_36_prev,qualified_prev,advanced_player_prev,advanced_games_prev,advanced_minutes_per_game_prev,possessions_prev,pace_prev,_merge_prev,points_per_100_prev,points_per_75_prev,join_year,season_end_year_cur,season_cur,player_cur,games_cur,minutes_cur,points_cur,team_games_cur,team_points_cur,player_source_url_cur,team_source_url_cur,minutes_per_game_cur,points_per_game_cur,points_per_36_cur,qualified_cur,advanced_player_cur,advanced_games_cur,advanced_minutes_per_game_cur,possessions_cur,pace_cur,_merge_cur,points_per_100_cur,points_per_75_cur,gain_points_per_36,gain_points_per_100,gain_points_per_75,gain_points_per_game,gain_minutes_per_game
2024,2023–24,1629632,Coby White,79,2881.3566666666666,1509,82,9206,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,36.47286919831223,19.10126582278481,18.853618723587385,True,Coby White,79,36.5,5857,97.52,both,25.76404302543964,19.323032269079732,2025,2025,2024–25,Coby White,74,2450.2566666666667,1509,82,9660,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,33.111576576576574,20.39189189189189,22.17073857568663,True,Coby White,74,33.1,5375,105.37,both,28.074418604651164,21.055813953488375,3.317119852099246,2.3103755792115237,1.7327816844086428,1.2906260691070806,-3.3612926217356573
2023,2022–23,1630245,Ayo Dosunmu,80,2097.616666666667,687,82,9276,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,26.220208333333336,8.5875,11.790524166315738,True,Ayo Dosunmu,80,26.2,4395,100.78,both,15.631399317406144,11.723549488054609,2024,2024,2023–24,Ayo Dosunmu,76,2212.4683333333332,924,82,9206,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,29.11142543859649,12.157894736842104,15.034791458408822,True,Ayo Dosunmu,76,29.1,4520,98.13,both,20.442477876106192,15.331858407079643,3.2442672920930846,4.811078558700048,3.608308919025035,3.570394736842104,2.8912171052631557
2020,2019–20,201152,Thaddeus Young,64,1590.6616666666666,659,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,24.854088541666663,10.296875,14.91454813877244,True,Thaddeus Young,64,24.9,3393,102.37,both,19.422340111995283,14.566755083996462,2021,2021,2020–21,Thaddeus Young,68,1652.195,823,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,24.296985294117647,12.102941176470589,17.93250796667464,True,Thaddeus Young,68,24.3,3445,100.03,both,23.889695210449926,17.917271407837443,3.0179598279021977,4.467355098454643,3.3505163238409814,1.8060661764705888,-0.5571032475490156
2016,2015–16,202710,Jimmy Butler III,67,2473.625,1399,82,8335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,36.91977611940298,20.880597014925375,20.360402243670727,True,Jimmy Butler III,67,36.9,4976,96.53,both,28.114951768488744,21.08621382636656,2017,2017,2016–17,Jimmy Butler III,76,2808.9566666666665,1816,82,8435,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,36.95995614035088,23.894736842105264,23.274121945633432,True,Jimmy Butler III,76,37.0,5654,96.48,both,32.11885390873718,24.089140431552885,2.9137197019627052,4.003902140248435,3.0029266051863246,3.014139827179889,0.04018002094790063
2009,2008–09,201149,Joakim Noah,80,1938.27,537,82,8378,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,24.228375,6.7125,9.973842653500286,True,Joakim Noah,80,24.2,3803,94.33,both,14.120431238495923,10.590323428871942,2010,2010,2009–10,Joakim Noah,64,1924.69,687,82,7993,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,30.07328125,10.734375,12.849861536143482,True,Joakim Noah,64,30.1,3745,93.81,both,18.34445927903872,13.75834445927904,2.876018882643196,4.224028040542796,3.1680210304070986,4.021875,5.844906250000001
2017,2016–17,201577,Robin Lopez,81,2270.7566666666667,839,82,8435,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,28.0340329218107,10.358024691358024,13.301293107877404,True,Robin Lopez,81,28.0,4549,96.04,both,18.443613981094746,13.83271048582106,2018,2018,2017–18,Robin Lopez,64,1689.7766666666666,756,82,8440,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,26.402760416666663,11.8125,16.10627045388641,True,Robin Lopez,64,26.4,3491,99.0,both,21.65568604984245,16.24176453738184,2.8049773460090055,3.2120720687477053,2.40905405156078,1.4544753086419764,-1.631272505144036
2005,2004–05,2768,Chris Duhon,82,2171.7633333333333,487,82,7745,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,26.48491869918699,5.939024390243903,8.072702826735265,True,Chris Duhon,82,26.5,4229,93.89,both,11.515724757625916,8.636793568219437,2006,2006,2005–06,Chris Duhon,74,2154.4816666666666,647,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,29.114617117117117,8.743243243243244,10.810952982503911,True,Chris Duhon,74,29.1,4251,94.72,both,15.219948247471182,11.414961185603387,2.7382501557686467,3.7042234898452655,2.77816761738395,2.804218852999341,2.6296984179301255
2006,2005–06,2736,Luol Deng,78,2603.6233333333334,1112,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,33.37978632478632,14.256410256410255,15.375495943473643,True,Luol Deng,78,33.4,5117,94.44,both,21.731483290990816,16.298612468243114,2007,2007,2006–07,Luol Deng,82,3071.3783333333336,1540,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,37.45583333333334,18.78048780487805,18.050527803206705,True,Luol Deng,82,37.5,6083,95.0,both,25.31645569620253,18.9873417721519,2.6750318597330622,3.5849724052117153,2.6887293039087865,4.524077548467794,4.076047008547015
2018,2017–18,1628374,Lauri Markkanen,68,2020.02,1033,82,8440,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,29.706176470588236,15.191176470588236,18.40971871565628,True,Lauri Markkanen,68,29.7,4183,99.49,both,24.69519483624193,18.521396127181447,2019,2019,2018–19,Lauri Markkanen,52,1682.128333333333,974,82,8605,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,32.3486217948718,18.73076923076923,20.845020742571165,True,Lauri Markkanen,52,32.3,3478,99.33,both,28.004600345025878,21.00345025876941,2.4353020269148864,3.3094055087839465,2.4820541315879616,3.5395927601809944,2.6424453242835604
2024,2023–24,202696,Nikola Vučević,76,2609.5016666666666,1370,82,9206,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,34.335548245614035,18.026315789473685,18.900160375448444,True,Nikola Vučević,76,34.3,5287,97.36,both,25.912615850198602,19.43446188764895,2025,2025,2024–25,Nikola Vučević,73,2278.25,1349,82,9660,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,31.20890410958904,18.47945205479452,21.316361242181497,True,Nikola Vučević,73,31.2,4950,104.11,both,27.25252525252525,20.439393939393938,2.4162008667330532,1.3399094023266471,1.0049320517449871,0.4531362653208362,-3.1266441360249964
2003,2002–03,1944,Eddie Robinson,64,1354.361666666667,364,82,7786,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,21.161901041666667,5.6875,9.675406741429237,True,Eddie Robinson,64,21.2,2698,95.74,both,13.491475166790215,10.11860637509266,2004,2004,2003–04,Eddie Robinson,51,1022.5866666666668,343,82,7355,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,20.050718954248367,6.7254901960784315,12.07526012465121,True,Eddie Robinson,51,20.1,2017,94.89,both,17.00545364402578,12.754090233019337,2.3998533832219735,3.5139784772355664,2.635483857926676,1.0379901960784315,-1.1111820874182996
2004,2003–04,2201,Eddy Curry,73,2158.2633333333333,1070,82,7355,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,29.565251141552512,14.657534246575343,17.847683090880167,True,Eddy Curry,73,29.6,4184,93.41,both,25.573613766730404,19.180210325047803,2005,2005,2004–05,Eddy Curry,63,1811.59,1012,82,7745,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,28.755396825396826,16.063492063492063,20.11051065638473,True,Eddy Curry,63,28.8,3503,93.28,both,28.889523265772194,21.667142449329145,2.262827565504562,3.3159094990417906,2.486932124281342,1.40595781691672,-0.8098543161556861
2003,2002–03,2037,Jamal Crawford,80,1987.9183333333333,858,82,7786,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,24.848979166666663,10.725,15.537861632478196,True,Jamal Crawford,80,24.8,3962,95.44,both,21.65572942958102,16.241797072185765,2004,2004,2003–04,Jamal Crawford,80,2813.71,1383,82,7355,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,35.171375,17.2875,17.69478730928205,True,Jamal Crawford,80,35.2,5469,93.39,both,25.287986834887548,18.96599012616566,2.156925676803853,3.632257405306529,2.7241930539798958,6.562500000000002,10.322395833333335
2006,2005–06,2804,Andres Nocioni,82,2239.08,1063,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,27.305853658536584,12.96341463414634,17.090948067956482,True,Andres Nocioni,82,27.3,4459,95.74,both,23.839425880242207,17.879569410181656,2007,2007,2006–07,Andres Nocioni,53,1405.825,749,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,26.525,14.132075471698114,19.18019668166379,True,Andres Nocioni,53,26.5,2816,96.23,both,26.598011363636363,19.948508522727273,2.0892486137073085,2.7585854833941568,2.0689391125456176,1.1686608375517746,-0.7808536585365857
2013,2012–13,2550,Kirk Hinrich,60,1764.375,459,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,29.40625,7.65,9.365356004250796,True,Kirk Hinrich,60,29.4,3378,92.09,both,13.587921847246893,10.19094138543517,2014,2014,2013–14,Kirk Hinrich,73,2116.4066666666668,666,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,28.991872146118723,9.123287671232877,11.328635643433364,True,Kirk Hinrich,73,29.0,4037,91.65,both,16.49739905870696,12.37304929403022,1.9632796391825682,2.909477211460068,2.18210790859505,1.4732876712328764,-0.4143778538812768
2011,2010–11,201959,Taj Gibson,80,1742.246666666667,569,82,8087,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,21.778083333333335,7.1125,11.757232998006405,True,Taj Gibson,80,21.8,3308,91.23,both,17.20072551390568,12.90054413542926,2012,2012,2011–12,Taj Gibson,63,1284.4566666666667,484,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,20.38820105820106,7.682539682539683,13.56526884259752,True,Taj Gibson,63,20.4,2414,90.79,both,20.049710024855013,15.037282518641259,1.8080358445911155,2.8489845109493324,2.1367383832119984,0.570039682539683,-1.3898822751322761
2020,2019–20,203897,Zach LaVine,60,2085.41,1530,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,34.75683333333333,25.5,26.412072446185643,True,Zach LaVine,60,34.8,4382,100.85,both,34.91556366955728,26.186672752167958,2021,2021,2020–21,Zach LaVine,58,2033.6266666666668,1591,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,35.062528735632185,27.43103448275862,28.164461520305263,True,Zach LaVine,58,35.1,4304,101.34,both,36.965613382899626,27.72421003717472,1.7523890741196197,2.0500497133423465,1.5375372850067635,1.9310344827586192,0.30569540229885206
2025,2024–25,1630581,Josh Giddey,70,2116.641666666667,1022,82,9660,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,30.237738095238097,14.6,17.382252546289916,True,Josh Giddey,70,30.2,4605,104.47,both,22.193268186753528,16.644951140065146,2026,2026,2025–26,Josh Giddey,54,1731.3566666666666,919,82,9537,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,32.06216049382716,17.01851851851852,19.108714360799915,True,Josh Giddey,54,32.1,3768,104.46,both,24.3895966029724,18.2921974522293,1.7264618145099995,2.196328416218872,1.6472463121641532,2.4185185185185194,1.8244223985890606
2015,2014–15,202710,Jimmy Butler III,65,2513.473333333334,1301,82,8265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,38.66882051282051,20.015384615384615,18.633975295805804,True,Jimmy Butler III,65,38.7,4934,94.13,both,26.368058370490477,19.77604377786786,2016,2016,2015–16,Jimmy Butler III,67,2473.625,1399,82,8335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,36.91977611940298,20.880597014925375,20.360402243670727,True,Jimmy Butler III,67,36.9,4976,96.53,both,28.114951768488744,21.08621382636656,1.7264269478649226,1.7468933979982673,1.3101700484987013,0.8652123995407592,-1.7490443934175275
2019,2018–19,203897,Zach LaVine,63,2170.855,1492,82,8605,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,34.458015873015874,23.682539682539684,24.742325028617756,True,Zach LaVine,63,34.5,4519,99.98,both,33.0161540163753,24.762115512281476,2020,2020,2019–20,Zach LaVine,60,2085.41,1530,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,34.75683333333333,25.5,26.412072446185643,True,Zach LaVine,60,34.8,4382,100.85,both,34.91556366955728,26.186672752167958,1.669747417567887,1.8994096531819764,1.4245572398864823,1.8174603174603163,0.2988174603174585
2001,2000–01,2033,Marcus Fizer,72,1581.3533333333332,683,82,7181,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,21.96324074074074,9.48611111111111,15.548707225456678,True,Marcus Fizer,72,22.0,3033,92.18,both,22.518958127266732,16.88921859545005,2002,2002,2001–02,Marcus Fizer,76,1964.9083333333333,938,82,7335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,25.85405701754386,12.342105263157896,17.185534524511322,True,Marcus Fizer,76,25.9,3766,92.03,both,24.907063197026023,18.680297397769518,1.6368272990546444,2.388105069759291,1.7910788023194684,2.855994152046785,3.8908162768031183
2012,2011–12,2736,Luol Deng,54,2128.9883333333332,828,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,39.42570987654321,15.333333333333334,14.00101613207525,True,Luol Deng,54,39.4,4028,90.71,both,20.556107249255213,15.41708043694141,2013,2013,2012–13,Luol Deng,75,2902.8733333333334,1237,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,38.70497777777778,16.493333333333332,15.3406624700584,True,Luol Deng,75,38.7,5545,91.71,both,22.308385933273218,16.731289449954915,1.3396463379831491,1.7522786840180054,1.314209013013505,1.1599999999999984,-0.7207320987654313
2013,2012–13,201149,Joakim Noah,66,2426.2616666666668,784,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,36.7615404040404,11.87878787878788,11.632710679048769,True,Joakim Noah,66,36.8,4619,91.48,both,16.973370859493397,12.730028144620047,2014,2014,2013–14,Joakim Noah,80,2819.695,1007,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,35.246187500000005,12.5875,12.856709679593006,True,Joakim Noah,80,35.2,5338,90.9,both,18.864743349569128,14.148557512176847,1.2239990005442376,1.8913724900757316,1.4185293675568005,0.7087121212121197,-1.5153529040403981
2020,2019–20,1628374,Lauri Markkanen,50,1491.5783333333334,737,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,29.831566666666667,14.74,17.78786900229846,True,Lauri Markkanen,50,29.8,3159,101.72,both,23.330167774612217,17.497625830959162,2021,2021,2020–21,Lauri Markkanen,51,1317.4466666666667,695,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,25.832287581699347,13.627450980392156,18.991281114479015,True,Lauri Markkanen,51,25.8,2780,100.78,both,25.0,18.75,1.2034121121805548,1.6698322253877826,1.2523741690408379,-1.1125490196078438,-3.99927908496732
2006,2005–06,2550,Kirk Hinrich,81,2954.6866666666665,1284,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,36.477613168724275,15.851851851851851,15.644298436608056,True,Kirk Hinrich,81,36.5,5763,93.81,both,22.280062467464862,16.710046850598648,2007,2007,2006–07,Kirk Hinrich,80,2838.9983333333334,1327,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,35.48747916666667,16.5875,16.827061657309883,True,Kirk Hinrich,80,35.5,5613,95.02,both,23.641546410119364,17.731159807589524,1.182763220701828,1.3614839426545018,1.0211129569908763,0.7356481481481474,-0.9901340020576086
2008,2007–08,2550,Kirk Hinrich,75,2379.508333333333,862,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,31.726777777777777,11.493333333333334,13.041349578519371,True,Kirk Hinrich,75,31.7,4655,94.19,both,18.517722878625133,13.888292158968849,2009,2009,2008–09,Kirk Hinrich,51,1338.54,503,82,8378,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,26.245882352941177,9.862745098039216,13.52817248644045,True,Kirk Hinrich,51,26.2,2686,96.3,both,18.72673119880864,14.04504839910648,0.48682290792107885,0.20900832018350712,0.15675624013763212,-1.630588235294118,-5.4808954248366
2013,2012–13,202710,Jimmy Butler III,82,2133.5733333333333,705,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,26.01918699186992,8.597560975609756,11.895536752115389,True,Jimmy Butler III,82,26.0,4008,90.64,both,17.58982035928144,13.19236526946108,2014,2014,2013–14,Jimmy Butler III,67,2590.4933333333333,878,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,38.664079601990046,13.1044776119403,12.201536901594032,True,Jimmy Butler III,67,38.7,4912,91.09,both,17.87459283387622,13.405944625407166,0.30600014947864373,0.2847724745947815,0.21357935594608612,4.506916636330544,12.644892610120127
2022,2021–22,1630245,Ayo Dosunmu,77,2109.641666666667,679,82,9152,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,27.39794372294373,8.818181818181818,11.5868018660357,True,Ayo Dosunmu,77,27.4,4418,100.31,both,15.368945224083298,11.526708918062473,2023,2023,2022–23,Ayo Dosunmu,80,2097.616666666667,687,82,9276,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,26.220208333333336,8.5875,11.790524166315738,True,Ayo Dosunmu,80,26.2,4395,100.78,both,15.631399317406144,11.723549488054609,0.20372230028003813,0.2624540933228463,0.19684056999213517,-0.230681818181818,-1.177735389610394
