season_end_year_prev,season_prev,player_id,player_prev,games_prev,minutes_prev,points_prev,team_games_prev,team_points_prev,player_source_url_prev,team_source_url_prev,minutes_per_game_prev,points_per_game_prev,points_per_36_prev,qualified_prev,join_year,season_end_year_cur,season_cur,player_cur,games_cur,minutes_cur,points_cur,team_games_cur,team_points_cur,player_source_url_cur,team_source_url_cur,minutes_per_game_cur,points_per_game_cur,points_per_36_cur,qualified_cur,gain_per_36,gain_per_game,gain_minutes_per_game,rank
2024,2023–24,1629632,Coby White,79,2881.3566666666666,1509,82,9206,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,36.47286919831223,19.10126582278481,18.853618723587385,True,2025,2025,2024–25,Coby White,74,2450.2566666666667,1509,82,9660,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,33.111576576576574,20.39189189189189,22.17073857568663,True,3.317119852099246,1.2906260691070806,-3.3612926217356573,11
2023,2022–23,1630245,Ayo Dosunmu,80,2097.616666666667,687,82,9276,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,26.220208333333336,8.5875,11.790524166315738,True,2024,2024,2023–24,Ayo Dosunmu,76,2212.4683333333332,924,82,9206,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,29.11142543859649,12.157894736842104,15.034791458408822,True,3.2442672920930846,3.570394736842104,2.8912171052631557,12
2020,2019–20,201152,Thaddeus Young,64,1590.6616666666666,659,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,24.854088541666666,10.296875,14.91454813877244,True,2021,2021,2020–21,Thaddeus Young,68,1652.195,823,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,24.296985294117647,12.102941176470589,17.93250796667464,True,3.0179598279021977,1.8060661764705888,-0.5571032475490192,13
2016,2015–16,202710,Jimmy Butler III,67,2473.625,1399,82,8335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,36.91977611940298,20.880597014925375,20.360402243670727,True,2017,2017,2016–17,Jimmy Butler III,76,2808.9566666666665,1816,82,8435,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,36.959956140350876,23.894736842105264,23.274121945633432,True,2.9137197019627052,3.014139827179889,0.040180020947893524,14
2009,2008–09,201149,Joakim Noah,80,1938.27,537,82,8378,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,24.228375,6.7125,9.973842653500286,True,2010,2010,2009–10,Joakim Noah,64,1924.69,687,82,7993,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,30.07328125,10.734375,12.849861536143482,True,2.876018882643196,4.021875,5.844906250000001,15
2017,2016–17,201577,Robin Lopez,81,2270.7566666666667,839,82,8435,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,28.0340329218107,10.358024691358025,13.301293107877404,True,2018,2018,2017–18,Robin Lopez,64,1689.7766666666666,756,82,8440,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,26.402760416666666,11.8125,16.10627045388641,True,2.8049773460090055,1.4544753086419746,-1.6312725051440324,16
2005,2004–05,2768,Chris Duhon,82,2171.7633333333333,487,82,7745,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,26.48491869918699,5.939024390243903,8.072702826735265,True,2006,2006,2005–06,Chris Duhon,74,2154.4816666666666,647,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,29.114617117117117,8.743243243243244,10.810952982503913,True,2.7382501557686485,2.804218852999341,2.6296984179301255,17
2006,2005–06,2736,Luol Deng,78,2603.6233333333334,1112,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,33.37978632478632,14.256410256410257,15.375495943473645,True,2007,2007,2006–07,Luol Deng,82,3071.3783333333336,1540,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,37.45583333333334,18.78048780487805,18.050527803206705,True,2.6750318597330605,4.524077548467792,4.076047008547015,18
2018,2017–18,1628374,Lauri Markkanen,68,2020.02,1033,82,8440,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,29.706176470588236,15.191176470588236,18.40971871565628,True,2019,2019,2018–19,Lauri Markkanen,52,1682.128333333333,974,82,8605,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,32.34862179487179,18.73076923076923,20.84502074257117,True,2.43530202691489,3.5395927601809944,2.6424453242835533,19
2024,2023–24,202696,Nikola Vučević,76,2609.5016666666666,1370,82,9206,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,34.335548245614035,18.026315789473685,18.900160375448444,True,2025,2025,2024–25,Nikola Vučević,73,2278.25,1349,82,9660,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,31.208904109589042,18.47945205479452,21.316361242181497,True,2.4162008667330532,0.4531362653208362,-3.126644136024993,20
2003,2002–03,1944,Eddie Robinson,64,1354.361666666667,364,82,7786,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,21.16190104166667,5.6875,9.675406741429233,True,2004,2004,2003–04,Eddie Robinson,51,1022.5866666666668,343,82,7355,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,20.050718954248367,6.7254901960784315,12.07526012465121,True,2.399853383221977,1.0379901960784315,-1.1111820874183032,21
2004,2003–04,2201,Eddy Curry,73,2158.2633333333333,1070,82,7355,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,29.565251141552512,14.657534246575343,17.847683090880167,True,2005,2005,2004–05,Eddy Curry,63,1811.59,1012,82,7745,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,28.755396825396826,16.063492063492063,20.110510656384726,True,2.2628275655045584,1.40595781691672,-0.8098543161556861,22
2003,2002–03,2037,Jamal Crawford,80,1987.9183333333333,858,82,7786,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,24.848979166666666,10.725,15.537861632478196,True,2004,2004,2003–04,Jamal Crawford,80,2813.71,1383,82,7355,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,35.171375,17.2875,17.69478730928205,True,2.156925676803853,6.562500000000002,10.322395833333331,23
2006,2005–06,2804,Andres Nocioni,82,2239.08,1063,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,27.305853658536584,12.963414634146341,17.090948067956482,True,2007,2007,2006–07,Andres Nocioni,53,1405.825,749,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,26.525000000000002,14.132075471698114,19.18019668166379,True,2.0892486137073085,1.1686608375517729,-0.7808536585365822,24
2013,2012–13,2550,Kirk Hinrich,60,1764.375,459,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,29.40625,7.65,9.365356004250797,True,2014,2014,2013–14,Kirk Hinrich,73,2116.4066666666668,666,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,28.991872146118723,9.123287671232877,11.328635643433365,True,1.9632796391825682,1.4732876712328764,-0.4143778538812768,25
2011,2010–11,201959,Taj Gibson,80,1742.246666666667,569,82,8087,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,21.778083333333335,7.1125,11.757232998006405,True,2012,2012,2011–12,Taj Gibson,63,1284.4566666666667,484,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,20.38820105820106,7.682539682539683,13.565268842597519,True,1.8080358445911138,0.570039682539683,-1.3898822751322761,26
2020,2019–20,203897,Zach LaVine,60,2085.41,1530,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,34.75683333333333,25.5,26.412072446185643,True,2021,2021,2020–21,Zach LaVine,58,2033.6266666666668,1591,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,35.062528735632185,27.43103448275862,28.164461520305263,True,1.7523890741196197,1.9310344827586192,0.30569540229885206,27
2025,2024–25,1630581,Josh Giddey,70,2116.641666666667,1022,82,9660,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,30.237738095238097,14.6,17.382252546289916,True,2026,2026,2025–26,Josh Giddey,54,1731.3566666666666,919,82,9537,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,32.06216049382716,17.01851851851852,19.108714360799915,True,1.7264618145099995,2.4185185185185194,1.8244223985890606,28
2015,2014–15,202710,Jimmy Butler III,65,2513.473333333334,1301,82,8265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,38.66882051282052,20.015384615384615,18.633975295805797,True,2016,2016,2015–16,Jimmy Butler III,67,2473.625,1399,82,8335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,36.91977611940298,20.880597014925375,20.360402243670727,True,1.7264269478649297,0.8652123995407592,-1.7490443934175346,29
2019,2018–19,203897,Zach LaVine,63,2170.855,1492,82,8605,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,34.458015873015874,23.682539682539684,24.742325028617756,True,2020,2020,2019–20,Zach LaVine,60,2085.41,1530,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,34.75683333333333,25.5,26.412072446185643,True,1.669747417567887,1.8174603174603163,0.2988174603174585,30
2001,2000–01,2033,Marcus Fizer,72,1581.3533333333332,683,82,7181,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,21.96324074074074,9.48611111111111,15.548707225456678,True,2002,2002,2001–02,Marcus Fizer,76,1964.9083333333333,938,82,7335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,25.85405701754386,12.342105263157896,17.185534524511322,True,1.6368272990546444,2.855994152046785,3.8908162768031183,31
2012,2011–12,2736,Luol Deng,54,2128.9883333333332,828,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,39.42570987654321,15.333333333333334,14.00101613207525,True,2013,2013,2012–13,Luol Deng,75,2902.8733333333334,1237,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,38.70497777777778,16.493333333333332,15.340662470058401,True,1.339646337983151,1.1599999999999984,-0.7207320987654313,32
2013,2012–13,201149,Joakim Noah,66,2426.2616666666668,784,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,36.7615404040404,11.878787878787879,11.632710679048769,True,2014,2014,2013–14,Joakim Noah,80,2819.695,1007,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,35.246187500000005,12.5875,12.856709679593006,True,1.2239990005442376,0.7087121212121215,-1.5153529040403981,33
2020,2019–20,1628374,Lauri Markkanen,50,1491.5783333333334,737,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,29.831566666666667,14.74,17.78786900229846,True,2021,2021,2020–21,Lauri Markkanen,51,1317.4466666666667,695,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,25.832287581699347,13.627450980392156,18.991281114479015,True,1.2034121121805548,-1.1125490196078438,-3.99927908496732,34
