season_end_year_prev,season_prev,player_id,player_prev,games_prev,minutes_prev,points_prev,team_games_prev,team_points_prev,player_source_url_prev,team_source_url_prev,minutes_per_game_prev,points_per_game_prev,points_per_36_prev,qualified_prev,join_year,season_end_year_cur,season_cur,player_cur,games_cur,minutes_cur,points_cur,team_games_cur,team_points_cur,player_source_url_cur,team_source_url_cur,minutes_per_game_cur,points_per_game_cur,points_per_36_cur,qualified_cur,gain_per_36,gain_per_game,gain_minutes_per_game,rank
2006,2005–06,2550,Kirk Hinrich,81,2954.6866666666665,1284,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,36.477613168724275,15.851851851851851,15.644298436608057,True,2007,2007,2006–07,Kirk Hinrich,80,2838.9983333333334,1327,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,35.48747916666667,16.5875,16.827061657309883,True,1.1827632207018262,0.7356481481481474,-0.9901340020576086,35
2008,2007–08,2550,Kirk Hinrich,75,2379.508333333333,862,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,31.726777777777777,11.493333333333334,13.041349578519373,True,2009,2009,2008–09,Kirk Hinrich,51,1338.54,503,82,8378,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,26.245882352941177,9.862745098039216,13.52817248644045,True,0.4868229079210771,-1.630588235294118,-5.4808954248366,36
2013,2012–13,202710,Jimmy Butler III,82,2133.5733333333333,705,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,26.01918699186992,8.597560975609756,11.895536752115387,True,2014,2014,2013–14,Jimmy Butler III,67,2590.4933333333333,878,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,38.664079601990046,13.104477611940299,12.201536901594032,True,0.3060001494786455,4.506916636330542,12.644892610120127,37
2022,2021–22,1630245,Ayo Dosunmu,77,2109.641666666667,679,82,9152,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,27.397943722943726,8.818181818181818,11.5868018660357,True,2023,2023,2022–23,Ayo Dosunmu,80,2097.616666666667,687,82,9276,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,26.220208333333336,8.5875,11.790524166315738,True,0.20372230028003813,-0.230681818181818,-1.1777353896103904,38
2005,2004–05,2550,Kirk Hinrich,77,2797.4666666666667,1206,82,7745,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,36.33073593073593,15.662337662337663,15.519755969686859,True,2006,2006,2005–06,Kirk Hinrich,81,2954.6866666666665,1284,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,36.477613168724275,15.851851851851851,15.644298436608057,True,0.12454246692119852,0.1895141895141883,0.14687723798834185,39
2007,2006–07,2804,Andres Nocioni,53,1405.825,749,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,26.525000000000002,14.132075471698114,19.18019668166379,True,2008,2008,2007–08,Andres Nocioni,82,2020.621666666667,1080,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,24.641727642276425,13.170731707317072,19.24160303800893,True,0.061406356345138136,-0.9613437643810414,-1.8832723577235768,40
2007,2006–07,2736,Luol Deng,82,3071.3783333333336,1540,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,37.45583333333334,18.78048780487805,18.050527803206705,True,2008,2008,2007–08,Luol Deng,63,2127.8966666666665,1070,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,33.776137566137564,16.984126984126984,18.102382791144308,True,0.05185498793760246,-1.7963608207510653,-3.679695767195774,41
2020,2019–20,203107,Tomas Satoransky,65,1877.9383333333333,644,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,28.891358974358972,9.907692307692308,12.345453302957232,True,2021,2021,2020–21,Tomas Satoransky,58,1306.555,447,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,22.526810344827588,7.706896551724138,12.31635866840661,True,-0.029094634550622445,-2.20079575596817,-6.3645486295313844,42
2005,2004–05,2736,Luol Deng,61,1661.07,711,82,7745,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,27.230655737704918,11.655737704918034,15.409344579096606,True,2006,2006,2005–06,Luol Deng,78,2603.6233333333334,1112,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,33.37978632478632,14.256410256410257,15.375495943473645,True,-0.033848635622961254,2.6006725514922238,6.149130587081405,43
2023,2022–23,202696,Nikola Vučević,82,2746.355,1447,82,9276,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,33.49213414634146,17.646341463414632,18.96768626051621,True,2024,2024,2023–24,Nikola Vučević,76,2609.5016666666666,1370,82,9206,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2023-24&SeasonType=Regular%20Season&TeamID=1610612741,34.335548245614035,18.026315789473685,18.900160375448444,True,-0.06752588506776647,0.37997432605905246,0.8434140992725716,44
2000,1999–00,1897,Metta World Peace,72,2239.608333333333,866,82,6952,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,31.105671296296293,12.027777777777779,13.920291122331658,True,2001,2001,2000–01,Metta World Peace,76,2363.1466666666665,907,82,7181,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,31.094035087719295,11.93421052631579,13.817170326570224,True,-0.10312079576143418,-0.09356725146198919,-0.011636208576998541,45
2011,2010–11,200758,Ronnie Brewer,81,1781.44,503,82,8087,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,21.993086419753087,6.209876543209877,10.164810490389796,True,2012,2012,2011–12,Ronnie Brewer,66,1634.9633333333334,455,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,24.772171717171716,6.893939393939394,10.018573301338053,True,-0.14623718905174243,0.684062850729517,2.7790852974186286,46
2012,2011–12,2430,Carlos Boozer,66,1948.3733333333332,991,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,29.52080808080808,15.015151515151516,18.310659148144094,True,2013,2013,2012–13,Carlos Boozer,79,2546.24,1281,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,32.230886075949364,16.21518987341772,18.11141133593063,True,-0.19924781221346421,1.2000383582662053,2.7100779951412832,47
2022,2021–22,202696,Nikola Vučević,73,2417.5433333333335,1288,82,9152,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,33.117031963470325,17.643835616438356,19.179800982540126,True,2023,2023,2022–23,Nikola Vučević,82,2746.355,1447,82,9276,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,33.49213414634146,17.646341463414632,18.96768626051621,True,-0.2121147220239159,0.002505846976276871,0.3751021828711387,48
2010,2009–10,201959,Taj Gibson,82,2203.5816666666665,735,82,7993,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,26.872947154471543,8.963414634146341,12.0077237890737,True,2011,2011,2010–11,Taj Gibson,80,1742.246666666667,569,82,8087,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,21.778083333333335,7.1125,11.757232998006405,True,-0.25049079106729444,-1.8509146341463412,-5.094863821138208,49
2006,2005–06,2768,Chris Duhon,74,2154.4816666666666,647,82,8020,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,29.114617117117117,8.743243243243244,10.810952982503913,True,2007,2007,2006–07,Chris Duhon,78,1905.66,558,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,24.431538461538462,7.153846153846154,10.541229810144516,True,-0.2697231723593969,-1.5893970893970897,-4.6830786555786545,50
2018,2017–18,201577,Robin Lopez,64,1689.7766666666666,756,82,8440,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741,26.402760416666666,11.8125,16.10627045388641,True,2019,2019,2018–19,Robin Lopez,74,1605.6816666666666,704,82,8605,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2018-19&SeasonType=Regular%20Season&TeamID=1610612741,21.6984009009009,9.513513513513514,15.783950533989199,True,-0.3223199198972111,-2.298986486486486,-4.704359515765766,51
2022,2021–22,203897,Zach LaVine,67,2328.0783333333334,1635,82,9152,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,34.74743781094527,24.402985074626866,25.28265443531038,True,2023,2023,2022–23,Zach LaVine,77,2767.95,1913,82,9276,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741,35.94740259740259,24.844155844155843,24.880507234596003,True,-0.4021472007143778,0.44117076952897705,1.199964786457322,52
2012,2011–12,201149,Joakim Noah,64,1944.8733333333332,652,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,30.38864583333333,10.1875,12.068652285838668,True,2013,2013,2012–13,Joakim Noah,66,2426.2616666666668,784,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,36.7615404040404,11.878787878787879,11.632710679048769,True,-0.4359416067898998,1.691287878787879,6.372894570707071,53
2004,2003–04,213,Antonio Davis,65,2034.7683333333337,579,82,7355,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741,31.30412820512821,8.907692307692308,10.243918021789538,True,2005,2005,2004–05,Antonio Davis,72,1842.743333333333,501,82,7745,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,25.593657407407406,6.958333333333333,9.787581196874951,True,-0.4563368249145867,-1.949358974358975,-5.710470797720806,54
2025,2024–25,1630172,Patrick Williams,63,1576.3266666666666,566,82,9660,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,25.0210582010582,8.984126984126984,12.926254710318082,True,2026,2026,2025–26,Patrick Williams,72,1473.78,505,82,9537,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,20.469166666666666,7.013888888888889,12.335626755689452,True,-0.5906279546286299,-1.970238095238095,-4.551891534391533,55
2013,2012–13,2430,Carlos Boozer,79,2546.24,1281,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,32.230886075949364,16.21518987341772,18.11141133593063,True,2014,2014,2013–14,Carlos Boozer,76,2141.1233333333334,1042,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,28.172675438596492,13.710526315789474,17.519775444976702,True,-0.5916358909539277,-2.5046635576282466,-4.058210637352872,56
2008,2007–08,2732,Ben Gordon,72,2291.2633333333333,1336,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,31.823101851851852,18.555555555555557,20.991039877563907,True,2009,2009,2008–09,Ben Gordon,82,2998.97,1699,82,8378,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741,36.57280487804878,20.71951219512195,20.39500228411755,True,-0.5960375934463578,2.1639566395663934,4.749703026196926,57
2010,2009–10,2736,Luol Deng,70,2650.6866666666665,1230,82,7993,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2009-10&SeasonType=Regular%20Season&TeamID=1610612741,37.86695238095238,17.571428571428573,16.70510534377256,True,2011,2011,2010–11,Luol Deng,82,3207.9183333333335,1430,82,8087,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,39.12095528455285,17.4390243902439,16.04779007778149,True,-0.6573152659910697,-0.1324041811846719,1.2540029036004725,58
2015,2014–15,2200,Pau Gasol,78,2680.7433333333333,1446,82,8265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,34.36850427350427,18.53846153846154,19.41849462151667,True,2016,2016,2015–16,Pau Gasol,72,2291.358333333333,1187,82,8335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,31.824421296296293,16.48611111111111,18.6492000741918,True,-0.7692945473248685,-2.0523504273504294,-2.544082977207978,59
2021,2020–21,1629632,Coby White,69,2155.82,1041,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,31.243768115942032,15.08695652173913,17.38364056368342,True,2022,2022,2021–22,Coby White,61,1674.9266666666667,772,82,9152,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2021-22&SeasonType=Regular%20Season&TeamID=1610612741,27.457814207650273,12.655737704918034,16.59296526415087,True,-0.7906752995325519,-2.4312188168210973,-3.7859539082917593,60
2012,2011–12,201959,Taj Gibson,63,1284.4566666666667,484,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,20.38820105820106,7.682539682539683,13.565268842597519,True,2013,2013,2012–13,Taj Gibson,65,1459.3766666666668,517,82,7641,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741,22.45194871794872,7.953846153846154,12.753390146021246,True,-0.8118786965762723,0.27130647130647123,2.063747659747662,61
2007,2006–07,1112,Ben Wallace,77,2696.6483333333335,494,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,35.02140692640693,6.415584415584416,6.594853240658619,True,2008,2008,2007–08,Ben Wallace,50,1627.37,255,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,32.547399999999996,5.1,5.641003582467418,True,-0.953849658191201,-1.315584415584416,-2.474006926406936,62
2016,2015–16,202703,Nikola Mirotic,66,1646.11,777,82,8335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,24.941060606060603,11.772727272727273,16.992789060269363,True,2017,2017,2016–17,Nikola Mirotic,70,1678.9116666666666,744,82,8435,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2016-17&SeasonType=Regular%20Season&TeamID=1610612741,23.98445238095238,10.628571428571428,15.953191899117186,True,-1.0395971611521766,-1.1441558441558453,-0.9566082251082229,63
2020,2019–20,1629632,Coby White,65,1674.0,859,65,6945,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,25.753846153846155,13.215384615384615,18.473118279569892,True,2021,2021,2020–21,Coby White,69,2155.82,1041,72,7969,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,31.243768115942032,15.08695652173913,17.38364056368342,True,-1.0894777158864706,1.8715719063545162,5.4899219620958775,64
2000,1999–00,1882,Elton Brand,81,2996.6116666666667,1627,82,6952,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,36.995205761316875,20.08641975308642,19.54607620718289,True,2001,2001,2000–01,Elton Brand,74,2909.4883333333332,1490,82,7181,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,39.317409909909905,20.135135135135137,18.436231341936985,True,-1.109844865245904,0.04871538204871584,2.3222041485930305,65
2015,2014–15,202703,Nikola Mirotic,82,1654.121666666667,833,82,8265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,20.172215447154475,10.158536585365853,18.129258931981017,True,2016,2016,2015–16,Nikola Mirotic,66,1646.11,777,82,8335,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741,24.941060606060603,11.772727272727273,16.992789060269363,True,-1.136469871711654,1.61419068736142,4.768845158906128,66
2007,2006–07,2768,Chris Duhon,78,1905.66,558,82,8100,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,24.431538461538462,7.153846153846154,10.541229810144516,True,2008,2008,2007–08,Chris Duhon,66,1489.861666666667,385,82,7981,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,22.57366161616162,5.833333333333333,9.302877112752077,True,-1.2383526973924397,-1.3205128205128212,-1.8578768453768433,67
2014,2013–14,2399,Mike Dunleavy,82,2583.715,929,82,7680,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741,31.508719512195125,11.329268292682928,12.944152122041324,True,2015,2015,2014–15,Mike Dunleavy,63,1837.7966666666664,595,82,8265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,29.171375661375656,9.444444444444445,11.655261100702111,True,-1.2888910213392126,-1.884823848238483,-2.337343850819469,68
2011,2010–11,2430,Carlos Boozer,59,1881.7616666666668,1033,82,8087,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2010-11&SeasonType=Regular%20Season&TeamID=1610612741,31.894265536723164,17.508474576271187,19.76233263688193,True,2012,2012,2011–12,Carlos Boozer,66,1948.3733333333332,991,66,6359,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,29.52080808080808,15.015151515151516,18.310659148144094,True,-1.4516734887378355,-2.4933230611196713,-2.3734574559150836,69
