player_id,player,region,lo,hi,three,fga,fgm,pps,fg,lg_pps,lg_fg,fg_rel,pps_rel,rated,rated_at_15_fga,rated_at_40_fga
1641824,Matas Buzelis,distance band,0.0,2.0,False,225,159.0,1.4133333333333333,0.7066666666666667,1.4900002885919599,0.7450001442959799,-3.8333477629313273,-0.07666695525862655,True,True,True
1641824,Matas Buzelis,distance band,2.0,4.0,False,124,66.0,1.064516129032258,0.532258064516129,1.1559307296572712,0.5779653648286356,-4.570730031250658,-0.09141460062501316,True,True,True
1641824,Matas Buzelis,distance band,4.0,6.0,False,53,25.0,0.9433962264150944,0.4716981132075472,0.8898946230748447,0.44494731153742234,2.6750801670124833,0.05350160334024967,True,True,True
1641824,Matas Buzelis,distance band,6.0,8.0,False,26,11.0,0.8461538461538461,0.4230769230769231,0.8644335158207294,0.4322167579103647,-0.9139834833441607,-0.018279669666883214,True,True,False
1641824,Matas Buzelis,distance band,8.0,10.0,False,19,5.0,0.5263157894736842,0.2631578947368421,0.8865979381443299,0.44329896907216493,-18.014107433532285,-0.3602821486706457,True,True,False
1641824,Matas Buzelis,distance band,10.0,12.0,False,4,0.0,0.0,0.0,0.8996219051103793,0.44981095255518966,-44.981095255518966,-0.8996219051103793,False,False,False
1641824,Matas Buzelis,distance band,12.0,14.0,False,4,1.0,0.5,0.25,0.9071115509684716,0.4535557754842358,-20.355577548423582,-0.4071115509684716,False,False,False
1641824,Matas Buzelis,distance band,14.0,16.0,False,5,2.0,0.8,0.4,0.8662853056846621,0.43314265284233106,-3.3142652842331035,-0.06628530568466207,False,False,False
1641824,Matas Buzelis,distance band,16.0,18.0,False,2,1.0,1.0,0.5,0.8397742075553626,0.4198871037776813,8.011289622231871,0.16022579244463742,False,False,False
1641824,Matas Buzelis,distance band,18.0,20.0,False,2,2.0,2.0,1.0,0.8020893789901334,0.4010446894950667,59.895531050493325,1.1979106210098664,False,False,False
1641824,Matas Buzelis,distance band,20.0,22.0,False,4,1.0,0.5,0.25,0.7466666666666667,0.37333333333333335,-12.333333333333336,-0.2466666666666667,False,False,False
1641824,Matas Buzelis,distance band,22.0,24.0,False,0,0.0,,,0.6974900924702774,0.3487450462351387,,,False,False,False
1641824,Matas Buzelis,distance band,24.0,26.0,True,248,85.0,1.028225806451613,0.34274193548387094,1.0877716580296823,0.36259055267656076,-1.9848617192689821,-0.05954585157806935,True,True,True
1641824,Matas Buzelis,distance band,26.0,28.0,True,119,43.0,1.084033613445378,0.36134453781512604,1.0363209655789003,0.3454403218596334,1.5904215955492629,0.047712647866477775,True,True,True
1641824,Matas Buzelis,distance band,28.0,30.0,True,14,4.0,0.8571428571428571,0.2857142857142857,0.9818081587651599,0.3272693862550533,-4.15551005407676,-0.12466530162230283,False,False,False
1641824,Matas Buzelis,corner 3,,,True,111,,1.1081081081081081,0.36936936936936937,1.165673601292668,0.3885578670975561,-1.9188497728186704,-0.057565493184559946,True,True,True
1626181,Norman Powell,distance band,0.0,2.0,False,113,79.0,1.3982300884955752,0.6991150442477876,1.4900002885919599,0.7450001442959799,-4.588510004819235,-0.0917702000963847,True,True,True
1626181,Norman Powell,distance band,2.0,4.0,False,116,65.0,1.1206896551724137,0.5603448275862069,1.1559307296572712,0.5779653648286356,-1.7620537242428735,-0.03524107448485747,True,True,True
1626181,Norman Powell,distance band,4.0,6.0,False,59,30.0,1.0169491525423728,0.5084745762711864,0.8898946230748447,0.44494731153742234,6.352726473376408,0.12705452946752815,True,True,True
1626181,Norman Powell,distance band,6.0,8.0,False,49,20.0,0.8163265306122449,0.40816326530612246,0.8644335158207294,0.4322167579103647,-2.405349260424222,-0.04810698520848444,True,True,True
1626181,Norman Powell,distance band,8.0,10.0,False,26,14.0,1.0769230769230769,0.5384615384615384,0.8865979381443299,0.44329896907216493,9.516256938937351,0.19032513877874702,True,True,False
1626181,Norman Powell,distance band,10.0,12.0,False,35,22.0,1.2571428571428571,0.6285714285714286,0.8996219051103793,0.44981095255518966,17.87604760162389,0.3575209520324778,True,True,False
1626181,Norman Powell,distance band,12.0,14.0,False,28,13.0,0.9285714285714286,0.4642857142857143,0.9071115509684716,0.4535557754842358,1.072993880147849,0.021459877602956978,True,True,False
1626181,Norman Powell,distance band,14.0,16.0,False,16,6.0,0.75,0.375,0.8662853056846621,0.43314265284233106,-5.814265284233105,-0.11628530568466211,True,True,False
1626181,Norman Powell,distance band,16.0,18.0,False,10,4.0,0.8,0.4,0.8397742075553626,0.4198871037776813,-1.988710377768127,-0.03977420755536254,False,False,False
1626181,Norman Powell,distance band,18.0,20.0,False,14,5.0,0.7142857142857143,0.35714285714285715,0.8020893789901334,0.4010446894950667,-4.390183235220957,-0.08780366470441914,False,False,False
1626181,Norman Powell,distance band,20.0,22.0,False,12,4.0,0.6666666666666666,0.3333333333333333,0.7466666666666667,0.37333333333333335,-4.0000000000000036,-0.08000000000000007,False,False,False
1626181,Norman Powell,distance band,22.0,24.0,False,7,3.0,0.8571428571428571,0.42857142857142855,0.6974900924702774,0.3487450462351387,7.982638233628986,0.15965276467257972,False,False,False
1626181,Norman Powell,distance band,24.0,26.0,True,179,70.0,1.1731843575418994,0.39106145251396646,1.0877716580296823,0.36259055267656076,2.8470899837405694,0.08541269951221708,True,True,True
1626181,Norman Powell,distance band,26.0,28.0,True,139,50.0,1.079136690647482,0.3597122302158273,1.0363209655789003,0.3454403218596334,1.4271908356193908,0.04281572506858167,True,True,True
1626181,Norman Powell,distance band,28.0,30.0,True,26,14.0,1.6153846153846154,0.5384615384615384,0.9818081587651599,0.3272693862550533,21.119215220648513,0.6335764566194555,True,True,False
1626181,Norman Powell,corner 3,,,True,52,,0.9807692307692307,0.3269230769230769,1.165673601292668,0.3885578670975561,-6.163479017447915,-0.18490437052343733,True,True,True
1630188,Jalen Smith,distance band,0.0,2.0,False,103,79.0,1.5339805825242718,0.7669902912621359,1.4900002885919599,0.7450001442959799,2.1990146966155977,0.043980293932311953,True,True,True
1630188,Jalen Smith,distance band,2.0,4.0,False,46,20.0,0.8695652173913043,0.43478260869565216,1.1559307296572712,0.5779653648286356,-14.318275613298342,-0.28636551226596685,True,True,True
1630188,Jalen Smith,distance band,4.0,6.0,False,14,8.0,1.1428571428571428,0.5714285714285714,0.8898946230748447,0.44494731153742234,12.648125989114906,0.2529625197822981,False,False,False
1630188,Jalen Smith,distance band,6.0,8.0,False,7,2.0,0.5714285714285714,0.2857142857142857,0.8644335158207294,0.4322167579103647,-14.650247219607898,-0.29300494439215796,False,False,False
1630188,Jalen Smith,distance band,8.0,10.0,False,2,0.0,0.0,0.0,0.8865979381443299,0.44329896907216493,-44.329896907216494,-0.8865979381443299,False,False,False
