season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url,team_game_date,team_matchup,team_result,team_points,team_plus_minus,decade,pool,context_note,overtime_periods
1986,1985–86,77047,Michael Holton,0028500862,1986-04-01,CHI @ MIL,MIL,L,3.0,2,1,3.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.9000000000000004,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-04-01,CHI @ MIL,L,107,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500854,1986-03-29,CHI @ NYK,NYK,W,23.0,24,10,17.0,0.0,1.0,4,6.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,2.0,,14.999999999999996,61.09979633401221,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-29,CHI @ NYK,W,106,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500854,1986-03-29,CHI @ NYK,NYK,W,26.0,12,5,7.0,0.0,0.0,2,2.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,,13.5,76.14213197969544,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-29,CHI @ NYK,W,106,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500846,1986-03-28,CHI @ NJN,NJN,L,22.0,22,9,15.0,0.0,0.0,4,6.0,0.0,1.0,1.0,3.0,5.0,0.0,3.0,4.0,,17.1,62.358276643990926,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-28,CHI @ NJN,L,107,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500846,1986-03-28,CHI @ NJN,NJN,L,8.0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,-1.1,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-28,CHI @ NJN,L,107,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500828,1986-03-25,CHI vs. NYK,NYK,W,19.0,19,5,12.0,0.0,1.0,9,9.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,,13.8,59.523809523809526,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-25,CHI vs. NYK,W,111,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500815,1986-03-22,CHI @ CLE,CLE,L,16.0,8,4,13.0,0.0,0.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,,-0.30000000000000004,29.761904761904763,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-22,CHI @ CLE,L,97,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500815,1986-03-22,CHI @ CLE,CLE,L,8.0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,-1.9000000000000001,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-22,CHI @ CLE,L,97,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500804,1986-03-21,CHI @ BOS,BOS,L,16.0,20,7,16.0,0.0,1.0,6,7.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,,11.8,52.41090146750524,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-21,CHI @ BOS,L,105,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500804,1986-03-21,CHI @ BOS,BOS,L,12.0,4,2,4.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.2,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-21,CHI @ BOS,L,105,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500796,1986-03-19,CHI @ PHL,PHL,L,8.0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-19,CHI @ PHL,L,112,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500796,1986-03-19,CHI @ PHL,PHL,L,15.0,12,4,14.0,0.0,2.0,4,6.0,4.0,0.0,4.0,3.0,2.0,2.0,1.0,1.0,,9.9,36.05769230769231,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-19,CHI @ PHL,L,112,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500783,1986-03-17,CHI @ ATL,ATL,L,20.0,6,2,7.0,1.0,2.0,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,,-0.19999999999999973,38.07106598984772,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-17,CHI @ ATL,L,96,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500783,1986-03-17,CHI @ ATL,ATL,L,14.0,17,4,16.0,0.0,1.0,9,10.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,0.0,,16.8,41.66666666666667,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-17,CHI @ ATL,L,96,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500768,1986-03-15,CHI vs. MIL,MIL,L,13.0,12,4,7.0,0.0,0.0,4,7.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,,8.399999999999999,59.523809523809526,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-15,CHI vs. MIL,L,116,,1980s,Regular season,,1
1986,1985–86,77047,Michael Holton,0028500768,1986-03-15,CHI vs. MIL,MIL,L,29.0,2,1,6.0,0.0,0.0,0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,,-0.09999999999999964,16.666666666666664,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-15,CHI vs. MIL,L,116,,1980s,Regular season,,1
1986,1985–86,76268,Tony Brown,0028500758,1986-03-13,CHI vs. DEN,DEN,W,13.0,4,2,4.0,0.0,0.0,0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,,2.8,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-13,CHI vs. DEN,W,112,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500758,1986-03-13,CHI vs. DEN,DEN,W,24.0,4,2,6.0,0.0,1.0,0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,,3.1999999999999993,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-13,CHI vs. DEN,W,112,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500747,1986-03-11,CHI vs. NJN,NJN,W,25.0,10,5,10.0,0.0,0.0,0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,3.0,,5.1000000000000005,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-11,CHI vs. NJN,W,113,,1980s,Regular season,,0
1986,1985–86,76268,Tony Brown,0028500747,1986-03-11,CHI vs. NJN,NJN,W,5.0,0,0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,-1.4,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-11,CHI vs. NJN,W,113,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500736,1986-03-09,CHI vs. NYK,NYK,W,15.0,7,3,5.0,0.0,0.0,1,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,,5.3,64.33823529411764,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-09,CHI vs. NYK,W,114,,1980s,Regular season,,0
1986,1985–86,76268,Tony Brown,0028500736,1986-03-09,CHI vs. NYK,NYK,W,10.0,5,2,3.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,2.1,72.67441860465115,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-09,CHI vs. NYK,W,114,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500717,1986-03-07,CHI vs. ATL,ATL,L,9.0,5,2,3.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,,1.5000000000000009,64.43298969072166,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-07,CHI vs. ATL,L,108,,1980s,Regular season,,0
1986,1985–86,76268,Tony Brown,0028500717,1986-03-07,CHI vs. ATL,ATL,L,6.0,2,1,1.0,0.0,0.0,0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,,3.3,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-07,CHI vs. ATL,L,108,,1980s,Regular season,,0
1986,1985–86,76268,Tony Brown,0028500706,1986-03-05,CHI @ BOS,BOS,L,6.0,2,1,4.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,-1.2,25.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-05,CHI @ BOS,L,97,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500706,1986-03-05,CHI @ BOS,BOS,L,10.0,0,0,2.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,-1.7,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-05,CHI @ BOS,L,97,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500698,1986-03-04,CHI vs. BOS,BOS,L,30.0,10,4,11.0,0.0,1.0,2,2.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,,7.700000000000001,42.08754208754208,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-04,CHI vs. BOS,L,94,,1980s,Regular season,,0
1986,1985–86,76268,Tony Brown,0028500698,1986-03-04,CHI vs. BOS,BOS,L,24.0,6,2,10.0,0.0,1.0,2,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,,1.0999999999999996,27.573529411764703,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-03-04,CHI vs. BOS,L,94,,1980s,Regular season,,0
1986,1985–86,76268,Tony Brown,0028500681,1986-02-28,CHI vs. CLE,CLE,W,10.0,5,2,3.0,0.0,0.0,1,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,,5.4,64.43298969072166,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-28,CHI vs. CLE,W,116,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500681,1986-02-28,CHI vs. CLE,CLE,W,24.0,15,7,13.0,0.0,0.0,1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,,6.5,54.034582132564836,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-28,CHI vs. CLE,W,116,,1980s,Regular season,,0
1986,1985–86,76268,Tony Brown,0028500657,1986-02-25,CHI vs. PHL,PHL,L,29.0,15,5,7.0,0.0,0.0,5,8.0,2.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,,16.300000000000004,71.29277566539925,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-25,CHI vs. PHL,L,108,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500657,1986-02-25,CHI vs. PHL,PHL,L,37.0,21,9,16.0,0.0,1.0,3,3.0,1.0,4.0,5.0,4.0,0.0,0.0,2.0,5.0,,14.100000000000001,60.623556581986136,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-25,CHI vs. PHL,L,108,,1980s,Regular season,,0
1986,1985–86,76268,Tony Brown,0028500651,1986-02-24,CHI @ DET,DET,L,17.0,4,2,6.0,0.0,0.0,0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,,1.4000000000000004,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-24,CHI @ DET,L,100,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500651,1986-02-24,CHI @ DET,DET,L,30.0,9,3,9.0,0.0,1.0,3,4.0,0.0,3.0,3.0,3.0,4.0,0.0,1.0,0.0,,9.499999999999998,41.82156133828997,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-24,CHI @ DET,L,100,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500640,1986-02-22,CHI vs. SEA,SEA,W,37.0,14,7,13.0,0.0,0.0,0,2.0,1.0,3.0,4.0,3.0,2.0,0.0,1.0,6.0,,9.200000000000001,50.43227665706051,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-22,CHI vs. SEA,W,129,,1980s,Regular season,,3
1986,1985–86,76268,Tony Brown,0028500640,1986-02-22,CHI vs. SEA,SEA,W,12.0,2,1,2.0,0.0,0.0,0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,,3.9999999999999996,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-22,CHI vs. SEA,W,129,,1980s,Regular season,,3
1986,1985–86,77047,Michael Holton,0028500632,1986-02-21,CHI vs. POR,POR,W,33.0,13,5,10.0,0.0,1.0,3,7.0,0.0,0.0,0.0,8.0,4.0,0.0,2.0,3.0,,12.8,49.69418960244648,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-21,CHI vs. POR,W,108,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500624,1986-02-19,CHI @ NJN,NJN,W,24.0,18,7,11.0,0.0,0.0,4,5.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,,13.100000000000001,68.18181818181819,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-19,CHI @ NJN,W,99,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500611,1986-02-17,CHI @ IND,IND,L,17.0,12,5,7.0,0.0,0.0,2,4.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,,13.7,68.4931506849315,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-17,CHI @ IND,L,110,,1980s,Regular season,,0
1986,1985–86,77047,Michael Holton,0028500582,1986-02-12,CHI @ PHL,PHL,L,5.0,1,0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,-1.5,26.595744680851062,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1986-02-12,CHI @ PHL,L,98,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500023,1985-10-29,CHI @ GOS,GOS,W,18.0,12,6,10.0,0.0,0.0,0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,,8.0,60.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1985-10-29,CHI @ GOS,W,111,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500014,1985-10-26,CHI vs. DET,DET,W,41.0,33,9,24.0,0.0,0.0,15,16.0,2.0,5.0,7.0,6.0,2.0,3.0,6.0,5.0,,22.6,53.15721649484536,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1985-10-26,CHI vs. DET,W,121,,1980s,Regular season,,0
1986,1985–86,893,Michael Jordan,0028500007,1985-10-25,CHI vs. CLE,CLE,W,39.0,29,13,26.0,0.0,0.0,3,4.0,3.0,3.0,6.0,3.0,3.0,0.0,3.0,5.0,,18.700000000000003,52.23342939481268,https://www.nba.com/stats/players/boxscores-traditional?Season=1985-86&SeasonType=Regular%20Season&TeamID=1610612741,1985-10-25,CHI vs. CLE,W,116,,1980s,Regular season,,1
1987,1986–87,891,Charles Oakley,0028600927,1987-04-17,CHI @ BOS,BOS,L,34.0,20,8,16.0,3.0,3.0,1,4.0,2.0,8.0,10.0,1.0,0.0,1.0,1.0,4.0,,13.4,56.3063063063063,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-04-17,CHI @ BOS,L,105,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600921,1987-04-16,CHI vs. ATL,ATL,L,43.0,19,8,14.0,0.0,0.0,3,4.0,1.0,6.0,7.0,2.0,0.0,1.0,2.0,6.0,,12.200000000000001,60.27918781725889,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-04-16,CHI vs. ATL,L,114,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600903,1987-04-13,CHI @ MIL,MIL,W,38.0,22,11,14.0,0.0,0.0,0,3.0,8.0,11.0,19.0,4.0,1.0,1.0,3.0,3.0,,24.6,71.80156657963447,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-04-13,CHI @ MIL,W,114,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600897,1987-04-12,CHI vs. IND,IND,W,38.0,8,2,5.0,0.0,1.0,4,4.0,4.0,12.0,16.0,4.0,1.0,0.0,3.0,5.0,,10.5,59.171597633136095,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-04-12,CHI vs. IND,W,116,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600886,1987-04-10,CHI @ PHL,PHL,L,36.0,16,7,17.0,0.0,1.0,2,3.0,7.0,14.0,21.0,2.0,2.0,1.0,3.0,4.0,,15.099999999999998,43.66812227074236,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-04-10,CHI @ PHL,L,96,,1980s,Regular season,,1
1987,1986–87,891,Charles Oakley,0028600869,1987-04-07,CHI vs. DET,DET,W,26.0,5,2,5.0,0.0,0.0,1,2.0,1.0,7.0,8.0,0.0,0.0,0.0,4.0,3.0,,-0.5000000000000009,42.51700680272109,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-04-07,CHI vs. DET,W,116,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600856,1987-04-04,CHI @ ATL,ATL,L,33.0,14,6,16.0,0.0,0.0,2,2.0,7.0,8.0,15.0,0.0,0.0,0.0,3.0,3.0,,8.299999999999997,41.46919431279621,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-04-04,CHI @ ATL,L,97,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600848,1987-04-03,CHI @ WAS,WAS,L,30.0,17,7,10.0,0.0,0.0,3,3.0,4.0,10.0,14.0,3.0,0.0,0.0,3.0,5.0,,15.700000000000003,75.08833922261485,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-04-03,CHI @ WAS,L,118,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600830,1987-04-01,CHI @ IND,IND,L,36.0,18,6,14.0,1.0,2.0,5,7.0,7.0,10.0,17.0,4.0,1.0,1.0,4.0,3.0,,17.0,52.69320843091335,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-04-01,CHI @ IND,L,94,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600827,1987-03-31,CHI vs. WAS,WAS,W,37.0,15,5,16.0,0.0,0.0,5,6.0,8.0,13.0,21.0,8.0,3.0,2.0,3.0,1.0,,21.5,40.23605150214592,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-31,CHI vs. WAS,W,101,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600816,1987-03-29,CHI vs. NYK,NYK,W,38.0,15,6,9.0,1.0,1.0,2,2.0,3.0,11.0,14.0,10.0,1.0,0.0,5.0,3.0,,18.299999999999997,75.91093117408906,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-29,CHI vs. NYK,W,115,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600805,1987-03-27,CHI vs. BOS,BOS,L,37.0,7,3,8.0,1.0,2.0,0,0.0,3.0,8.0,11.0,5.0,0.0,1.0,2.0,3.0,,8.099999999999998,43.75,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-27,CHI vs. BOS,L,106,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600797,1987-03-26,CHI @ NJN,NJN,L,39.0,14,5,14.0,0.0,1.0,4,6.0,6.0,7.0,13.0,0.0,0.0,0.0,3.0,3.0,,7.5,42.06730769230769,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-26,CHI @ NJN,L,107,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600790,1987-03-24,CHI vs. PHL,PHL,W,40.0,3,1,8.0,0.0,0.0,1,6.0,2.0,5.0,7.0,3.0,3.0,1.0,2.0,2.0,,1.7000000000000002,14.097744360902256,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-24,CHI vs. PHL,W,93,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600778,1987-03-22,CHI @ POR,POR,L,41.0,26,9,16.0,0.0,0.0,8,9.0,3.0,11.0,14.0,2.0,0.0,0.0,4.0,3.0,,19.6,65.13026052104209,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-22,CHI @ POR,L,113,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600774,1987-03-21,CHI @ SAC,SAC,W,42.0,16,5,11.0,0.0,0.0,6,6.0,1.0,12.0,13.0,2.0,1.0,0.0,1.0,4.0,,14.4,58.65102639296187,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-21,CHI @ SAC,W,112,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600757,1987-03-19,CHI @ LAC,LAC,W,42.0,14,7,17.0,0.0,0.0,0,2.0,3.0,10.0,13.0,3.0,3.0,0.0,4.0,5.0,,8.300000000000002,39.14988814317674,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-19,CHI @ LAC,W,114,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600744,1987-03-17,CHI @ DAL,DAL,L,42.0,23,10,16.0,0.0,2.0,3,4.0,3.0,13.0,16.0,3.0,1.0,0.0,10.0,4.0,,12.899999999999999,64.75225225225225,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-17,CHI @ DAL,L,96,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600739,1987-03-16,CHI @ HOU,HOU,L,41.0,17,6,15.0,0.0,0.0,5,7.0,4.0,11.0,15.0,3.0,2.0,0.0,4.0,5.0,,12.299999999999997,47.01327433628319,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-16,CHI @ HOU,L,96,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600728,1987-03-14,CHI @ WAS,WAS,L,47.0,24,7,14.0,1.0,2.0,9,11.0,8.0,11.0,19.0,2.0,0.0,0.0,3.0,3.0,,22.299999999999997,63.69426751592356,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-14,CHI @ WAS,L,105,,1980s,Regular season,,1
1987,1986–87,891,Charles Oakley,0028600722,1987-03-13,CHI vs. DET,DET,L,35.0,16,7,13.0,0.0,0.0,2,3.0,2.0,10.0,12.0,2.0,1.0,0.0,5.0,4.0,,9.500000000000002,55.865921787709496,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-13,CHI vs. DET,L,99,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600714,1987-03-11,CHI @ PHL,PHL,L,43.0,18,8,18.0,0.0,1.0,2,4.0,10.0,10.0,20.0,1.0,2.0,0.0,3.0,3.0,,16.3,45.54655870445344,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-11,CHI @ PHL,L,108,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600699,1987-03-09,CHI @ ATL,ATL,L,39.0,25,10,15.0,1.0,1.0,4,6.0,5.0,14.0,19.0,6.0,1.0,0.0,4.0,5.0,,24.599999999999998,70.86167800453515,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-09,CHI @ ATL,L,103,,1980s,Regular season,,0
1987,1986–87,891,Charles Oakley,0028600695,1987-03-08,CHI vs. DAL,DAL,W,37.0,11,3,10.0,0.0,0.0,5,6.0,6.0,14.0,20.0,3.0,0.0,0.0,4.0,4.0,,9.7,43.5126582278481,https://www.nba.com/stats/players/boxscores-traditional?Season=1986-87&SeasonType=Regular%20Season&TeamID=1610612741,1987-03-08,CHI vs. DAL,W,115,,1980s,Regular season,,1
