season_end_year,season,player_id,player,age,games,offensive_rebounds,defensive_rebounds,rebounds,offensive_rebounds_per_game,defensive_rebounds_per_game,rebounds_per_game,team_games,team_offensive_rebounds,team_defensive_rebounds,team_rebounds,player_source_url,team_source_url
2007,2006–07,1559,Adrian Griffin,32.0,54,40,69,109,0.7407407407407407,1.2777777777777777,2.0185185185185186,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,2857,Andre Barrett,25.0,6,1,4,5,0.16666666666666666,0.6666666666666666,0.8333333333333334,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,2804,Andres Nocioni,27.0,53,42,259,301,0.7924528301886793,4.886792452830188,5.679245283018868,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,2732,Ben Gordon,24.0,82,35,223,258,0.4268292682926829,2.7195121951219514,3.1463414634146343,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,1112,Ben Wallace,32.0,77,303,518,821,3.935064935064935,6.7272727272727275,10.662337662337663,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,2768,Chris Duhon,24.0,78,23,146,169,0.2948717948717949,1.8717948717948718,2.1666666666666665,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,2550,Kirk Hinrich,26.0,80,32,242,274,0.4,3.025,3.425,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,2736,Luol Deng,22.0,82,148,431,579,1.8048780487804879,5.2560975609756095,7.060975609756097,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,2124,Malik Allen,29.0,60,42,77,119,0.7,1.2833333333333334,1.9833333333333334,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,2552,Michael Sweetney,24.0,48,45,75,120,0.9375,1.5625,2.5,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,136,P.J. Brown,37.0,72,129,218,347,1.7916666666666667,3.0277777777777777,4.819444444444445,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,200757,Thabo Sefolosha,23.0,71,35,118,153,0.49295774647887325,1.6619718309859155,2.1549295774647885,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,200748,Tyrus Thomas,20.0,72,89,180,269,1.2361111111111112,2.5,3.736111111111111,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
2007,2006–07,2751,Viktor Khryapa,24.0,33,20,37,57,0.6060606060606061,1.121212121212121,1.7272727272727273,82,984,2597,3581,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2006-07&SeasonType=Regular%20Season&TeamID=1610612741
