PLAYER_ID,PLAYER_NAME,GP,MIN,REB
201985,AJ Price,56,865.3116666666666,88
201166,Aaron Brooks,82,2919.423333333333,215
201189,Aaron Gray,32,310.92833333333334,106
201151,Acie Law,26,233.70666666666668,17
200747,Adam Morrison,31,240.92333333333335,32
1733,Al Harrington,72,2195.298333333333,405
201143,Al Horford,81,2844.9416666666666,799
2744,Al Jefferson,76,2463.16,703
201154,Al Thornton,75,2079.2366666666667,294
201169,Alando Tucker,15,95.48333333333333,10
201582,Alexis Ajinca,6,29.516666666666666,4
947,Allen Iverson,28,864.3233333333334,79
202087,Alonzo Gee,11,181.68333333333334,33
2405,Amar'e Stoudemire,82,2837.5616666666665,732
101161,Amir Johnson,82,1452.6533333333334,395
2760,Anderson Varejao,76,2165.6233333333334,578
101154,Andray Blatche,81,2255.951666666667,509
2738,Andre Iguodala,82,3192.6783333333333,529
1889,Andre Miller,82,2499.6883333333335,266
200745,Andrea Bargnani,80,2799.285,493
1905,Andrei Kirilenko,58,1680.5733333333333,264
2804,Andres Nocioni,75,1477.28,222
101106,Andrew Bogut,69,2229.37,701
101115,Andrew Bynum,65,1976.9466666666667,541
2740,Andris Biedrins,33,762.945,259
1712,Antawn Jamison,66,2405.8033333333333,555
1853,Anthony Carter,54,858.795,89
1533,Anthony Johnson,31,406.025,48
201627,Anthony Morrow,69,2018.1233333333332,259
1515,Anthony Parker,81,2288.8333333333335,231
201576,Anthony Randolph,33,749.0666666666667,215
201229,Anthony Tolliver,46,1427.63,320
101120,Antoine Wright,67,1392.0583333333334,190
202079,Antonio Anderson,1,14.616666666666667,1
686,Antonio McDyess,77,1617.1216666666667,455
201167,Arron Afflalo,82,2220.9966666666664,252
201948,Austin Daye,69,914.915,174
1884,Baron Davis,75,2522.6916666666666,266
2732,Ben Gordon,62,1729.5716666666667,119
1112,Ben Wallace,69,1975.38,597
2757,Beno Udrih,79,2476.5583333333334,219
201628,Bobby Brown,45,519.075,38
2250,Bobby Simmons,23,394.6816666666667,63
2564,Boris Diaw,82,2906.1683333333335,424
1802,Brad Miller,82,1949.6933333333334,399
101138,Brandon Bass,50,648.295,127
201943,Brandon Jennings,82,2670.721666666667,282
200750,Brandon Roy,65,2418.5416666666665,285
201575,Brandon Rush,82,2490.9183333333335,346
2217,Brendan Haywood,77,2354.83,715
2073,Brian Cardinal,29,267.1116666666667,29
2567,Brian Cook,15,44.458333333333336,9
2243,Brian Scalabrine,52,471.895,48
1730,Brian Skinner,16,123.32166666666667,27
201572,Brook Lopez,82,3026.7066666666665,709
201957,Byron Mullens,13,54.295,10
201228,C.J. Watson,65,1787.945,169
101139,CJ Miles,63,1496.985,168
201171,Carl Landry,80,2468.8816666666667,468
2306,Carlos Arroyo,72,1584.54,130
2430,Carlos Boozer,78,2672.713333333333,874
2568,Carlos Delfino,75,2279.4,394
2546,Carmelo Anthony,69,2634.225,454
2406,Caron Butler,74,2783.61,461
201858,Cartier Martin,18,389.75,68
202132,Cedric Jackson,12,74.53833333333333,8
101112,Channing Frye,81,2190.0816666666665,427
2294,Charlie Bell,71,1610.94,132
101111,Charlie Villanueva,78,1847.5566666666666,365
201978,Chase Budinger,74,1488.2883333333334,220
1497,Chauncey Billups,73,2489.596666666667,228
2365,Chris Andersen,76,1694.965,483
2547,Chris Bosh,70,2525.525,759
201604,Chris Douglas-Roberts,67,1729.8766666666668,198
2768,Chris Duhon,67,2071.825,178
201805,Chris Hunter,60,782.9366666666666,167
2549,Chris Kaman,76,2608.4016666666666,704
101108,Chris Paul,45,1712.3883333333333,191
200809,Chris Quinn,25,223.37666666666667,16
201181,Chris Richard,18,223.68,59
2404,Chris Wilcox,34,440.89166666666665,117
101236,Chuck Hayes,82,1772.815,465
1088,Chucky Atkins,40,643.7966666666666,29
201207,Coby Karl,7,113.24833333333333,18
201147,Corey Brewer,82,2481.9783333333335,279
1894,Corey Maggette,70,2081.133333333333,373
201584,Courtney Lee,71,2375.02,252
200783,Craig Smith,75,1231.9983333333332,287
201571,D.J. Augustin,80,1472.4933333333333,97
2788,DJ Mbenga,49,355.095,87
201591,DJ White,12,101.86666666666666,23
201969,DaJuan Summers,44,405.12333333333333,45
201161,Daequan Cook,45,691.195,82
2563,Dahntay Jones,76,1891.765,229
2863,Damien Wilkins,80,1585.1666666666667,249
2429,Dan Gadzuric,32,313.92833333333334,92
200789,Daniel Gibson,56,1068.3666666666666,73
201568,Danilo Gallinari,81,2746.635,398
101122,Danny Granger,62,2278.22,342
201980,Danny Green,20,114.81333333333333,17
201967,Dante Cunningham,63,707.3833333333333,160
2443,Darius Songaila,75,1409.7033333333334,232
2545,Darko Milicic,32,684.9516666666667,151
201616,Darnell Jackson,28,122.37833333333333,22
201589,Darrell Arthur,32,457.30333333333334,110
201954,Darren Collison,76,2109.1316666666667,192
2431,David Andersen,63,890.8033333333333,208
101135,David Lee,81,3018.98,949
2561,David West,81,2948.6516666666666,605
201599,DeAndre Jordan,70,1137.335,352
201971,DeJuan Blair,82,1494.3166666666666,526
201942,DeMar DeRozan,77,1663.6416666666667,223
201960,DeMarre Carroll,71,795.2683333333333,150
2205,DeSagana Diop,27,261.805,65
2052,DeShawn Stevenson,64,882.7616666666667,91
2753,Delonte West,60,1500.0716666666667,169
965,Derek Fisher,82,2227.465,170
101114,Deron Williams,76,2801.5,303
201974,Derrick Brown,57,535.4066666666666,78
201565,Derrick Rose,78,2870.95,293
2046,Desmond Mason,5,65.5,13
1904,Devean George,45,760.6883333333334,114
2484,Devin Brown,50,1059.9916666666666,124
2734,Devin Harris,64,2220.641666666667,203
1717,Dirk Nowitzki,81,3038.681666666667,620
201187,Dominic McGuire,51,307.28833333333336,79
201590,Donte Greene,76,1630.1566666666668,234
2748,Dorell Wright,72,1495.97,235
2400,Drew Gooden,70,1755.3666666666666,542
101204,Dwayne Jones,2,6.933333333333334,2
2730,Dwight Howard,82,2842.8016666666667,1082
2548,Dwyane Wade,77,2792.435,373
2853,Earl Barron,7,231.94666666666666,77
1863,Earl Boykins,67,1117.0233333333333,75
201947,Earl Clark,51,383.39,62
2248,Earl Watson,79,2322.0316666666668,240
2067,Eddie House,68,1216.7733333333333,109
