PLAYER_ID,PLAYER_NAME,GP,MIN,REB
201985,AJ Price,26,323.49,32
201166,Aaron Brooks,82,1884.6133333333332,166
203932,Aaron Gordon,47,796.925,169
203940,Adreian Payne,32,739.6383333333333,162
201143,Al Horford,76,2318.1666666666665,544
2744,Al Jefferson,65,1991.7733333333333,548
202329,Al-Farouq Aminu,74,1365.7883333333334,342
101187,Alan Anderson,74,1744.2983333333334,204
202692,Alec Burks,27,899.0716666666667,114
203945,Alex Kirk,5,13.985,1
203458,Alex Len,69,1518.0,454
203144,Alexey Shved,42,767.24,99
201582,Alexis Ajinca,68,956.5366666666666,315
203459,Allen Crabbe,51,682.9983333333333,73
202087,Alonzo Gee,54,661.4866666666667,94
2405,Amar'e Stoudemire,59,1244.375,329
101161,Amir Johnson,75,1978.75,456
2760,Anderson Varejao,26,635.6016666666667,170
203958,Andre Dawkins,4,21.678333333333335,2
203083,Andre Drummond,82,2501.858333333333,1104
2738,Andre Iguodala,77,2068.5933333333332,257
1889,Andre Miller,81,1253.2716666666668,153
203460,Andre Roberson,67,1286.1133333333332,255
200745,Andrea Bargnani,29,785.3416666666667,127
1905,Andrei Kirilenko,7,36.39666666666667,8
101106,Andrew Bogut,67,1582.5333333333333,543
203094,Andrew Nicholson,40,492.0966666666667,82
203952,Andrew Wiggins,82,2968.7966666666666,374
203461,Anthony Bennett,57,893.825,216
203076,Anthony Davis,68,2454.695,696
201627,Anthony Morrow,74,1805.6133333333332,195
201229,Anthony Tolliver,76,1432.785,236
203462,Archie Goodwin,41,534.8316666666667,74
202620,Arinze Onuaku,6,68.25833333333334,21
203382,Aron Baynes,70,1122.34,318
201167,Arron Afflalo,78,2501.548333333333,247
201948,Austin Daye,34,343.99333333333334,75
203085,Austin Rivers,76,1562.99,152
202340,Avery Bradley,77,2427.5466666666666,241
2732,Ben Gordon,56,790.3716666666667,63
203463,Ben McLemore,82,2670.105,241
2757,Beno Udrih,79,1494.4666666666667,143
203108,Bernard James,16,157.65333333333334,39
202687,Bismack Biyombo,64,1243.1016666666667,407
201933,Blake Griffin,67,2355.7883333333334,508
202711,Bojan Bogdanovic,78,1853.8583333333333,213
2564,Boris Diaw,81,1984.3,348
203078,Bradley Beal,63,2107.4366666666665,241
201148,Brandan Wright,75,1448.5733333333333,321
101138,Brandon Bass,82,1928.67,398
203561,Brandon Davies,27,422.845,83
201943,Brandon Jennings,41,1172.8066666666666,104
202688,Brandon Knight,63,2035.1916666666666,244
201575,Brandon Rush,33,271.06333333333333,41
2217,Brendan Haywood,22,119.03,29
203148,Brian Roberts,72,1329.9366666666667,109
201572,Brook Lopez,72,2100.275,535
203998,Bruno Caboclo,8,23.416666666666668,2
203955,Bryce Cotton,15,159.38666666666666,18
201228,C.J. Watson,57,1421.9516666666666,163
203912,C.J. Wilcox,21,100.56666666666666,7
203468,CJ McCollum,62,973.0983333333334,91
101139,CJ Miles,70,1841.0616666666667,214
203946,Cameron Bairstow,18,63.531666666666666,8
201171,Carl Landry,70,1191.7133333333334,268
2430,Carlos Boozer,71,1691.71,482
2546,Carmelo Anthony,40,1427.625,264
2406,Caron Butler,78,1623.4583333333333,196
201858,Cartier Martin,23,198.20666666666668,20
202718,Chandler Parsons,66,2186.175,323
101112,Channing Frye,75,1869.7166666666667,293
101111,Charlie Villanueva,64,678.1,149
201978,Chase Budinger,67,1285.88,198
2365,Chris Andersen,60,1131.71,299
2547,Chris Bosh,44,1555.965,310
203142,Chris Copeland,50,827.485,111
201604,Chris Douglas-Roberts,12,102.53833333333333,12
203187,Chris Johnson,29,526.765,55
2549,Chris Kaman,74,1398.1716666666666,484
101108,Chris Paul,82,2857.2433333333333,376
101236,Chuck Hayes,29,255.35166666666666,51
203921,Cleanthony Early,39,647.045,97
