season_end_year,season,player_id,player,age,games,offensive_rebounds,defensive_rebounds,rebounds,offensive_rebounds_per_game,defensive_rebounds_per_game,rebounds_per_game,team_games,team_offensive_rebounds,team_defensive_rebounds,team_rebounds,player_source_url,team_source_url
2008,2007–08,201189,Aaron Gray,23.0,61,70,98,168,1.1475409836065573,1.6065573770491803,2.7540983606557377,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,1559,Adrian Griffin,33.0,22,19,18,37,0.8636363636363636,0.8181818181818182,1.6818181818181819,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2804,Andres Nocioni,28.0,82,48,294,342,0.5853658536585366,3.5853658536585367,4.170731707317073,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2732,Ben Gordon,25.0,72,40,181,221,0.5555555555555556,2.513888888888889,3.0694444444444446,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,1112,Ben Wallace,33.0,50,175,266,441,3.5,5.32,8.82,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,200759,Cedric Simmons,22.0,7,1,2,3,0.14285714285714285,0.2857142857142857,0.42857142857142855,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2768,Chris Duhon,25.0,66,19,97,116,0.2878787878787879,1.4696969696969697,1.7575757575757576,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,201193,Demetris Nichols,23.0,11,0,4,4,0.0,0.36363636363636365,0.36363636363636365,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2400,Drew Gooden,26.0,18,58,109,167,3.2222222222222223,6.055555555555555,9.277777777777779,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,201149,Joakim Noah,23.0,74,174,242,416,2.3513513513513513,3.27027027027027,5.621621621621622,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,693,Joe Smith,32.0,50,108,157,265,2.16,3.14,5.3,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2550,Kirk Hinrich,27.0,75,28,216,244,0.37333333333333335,2.88,3.2533333333333334,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,1716,Larry Hughes,29.0,28,12,75,87,0.42857142857142855,2.6785714285714284,3.107142857142857,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2736,Luol Deng,23.0,63,136,258,394,2.1587301587301586,4.095238095238095,6.253968253968254,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,200769,Shannon Brown,22.0,6,1,1,2,0.16666666666666666,0.16666666666666666,0.3333333333333333,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,200757,Thabo Sefolosha,24.0,69,50,205,255,0.7246376811594203,2.971014492753623,3.6956521739130435,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,201242,Thomas Gardner,23.0,4,3,1,4,0.75,0.25,1.0,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,200748,Tyrus Thomas,21.0,74,102,240,342,1.3783783783783783,3.2432432432432434,4.621621621621622,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2751,Viktor Khryapa,25.0,9,6,14,20,0.6666666666666666,1.5555555555555556,2.2222222222222223,82,1050,2478,3528,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
