season_end_year,season,player_id,player,age,games,offensive_rebounds,defensive_rebounds,rebounds,offensive_rebounds_per_game,defensive_rebounds_per_game,rebounds_per_game,team_games,team_offensive_rebounds,team_defensive_rebounds,team_rebounds,player_source_url,team_source_url
2021,2020–21,1629690,Adam Mokoka,22.0,14,1,4,5,0.07142857142857142,0.2857142857142857,0.35714285714285715,72,693,2544,3237,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741
2021,2020–21,202329,Al-Farouq Aminu,30.0,6,2,17,19,0.3333333333333333,2.8333333333333335,3.1666666666666665,72,693,2544,3237,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741
2021,2020–21,1628990,Chandler Hutchison,25.0,7,1,19,20,0.14285714285714285,2.7142857142857144,2.857142857142857,72,693,2544,3237,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741
2021,2020–21,1629632,Coby White,21.0,69,28,256,284,0.4057971014492754,3.710144927536232,4.115942028985507,72,693,2544,3237,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741
2021,2020–21,1626245,Cristiano Felicio,28.0,18,10,16,26,0.5555555555555556,0.8888888888888888,1.4444444444444444,72,693,2544,3237,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741
2021,2020–21,1629655,Daniel Gafford,22.0,31,44,59,103,1.4193548387096775,1.903225806451613,3.3225806451612905,72,693,2544,3237,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741
2021,2020–21,1628464,Daniel Theis,29.0,23,39,97,136,1.6956521739130435,4.217391304347826,5.913043478260869,72,693,2544,3237,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741
2021,2020–21,1627756,Denzel Valentine,27.0,62,24,173,197,0.3870967741935484,2.7903225806451615,3.1774193548387095,72,693,2544,3237,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741
2021,2020–21,1629653,Devon Dotson,21.0,11,2,3,5,0.18181818181818182,0.2727272727272727,0.45454545454545453,72,693,2544,3237,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741
2021,2020–21,202066,Garrett Temple,35.0,56,29,131,160,0.5178571428571429,2.3392857142857144,2.857142857142857,72,693,2544,3237,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2020-21&SeasonType=Regular%20Season&TeamID=1610612741
