season_end_year,season,player_id,player,age,games,offensive_rebounds,defensive_rebounds,rebounds,offensive_rebounds_per_game,defensive_rebounds_per_game,rebounds_per_game,team_games,team_offensive_rebounds,team_defensive_rebounds,team_rebounds,player_source_url,team_source_url
2005,2004–05,1559,Adrian Griffin,30.0,69,52,94,146,0.7536231884057971,1.3623188405797102,2.1159420289855073,82,1001,2591,3592,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
2005,2004–05,2804,Andres Nocioni,25.0,81,69,317,386,0.8518518518518519,3.9135802469135803,4.765432098765432,82,1001,2591,3592,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
2005,2004–05,213,Antonio Davis,36.0,72,152,276,428,2.111111111111111,3.8333333333333335,5.944444444444445,82,1001,2591,3592,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
2005,2004–05,2732,Ben Gordon,22.0,82,55,160,215,0.6707317073170732,1.951219512195122,2.6219512195121952,82,1001,2591,3592,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
2005,2004–05,2768,Chris Duhon,22.0,82,23,190,213,0.2804878048780488,2.317073170731707,2.597560975609756,82,1001,2591,3592,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
2005,2004–05,2201,Eddy Curry,22.0,63,116,222,338,1.8412698412698412,3.5238095238095237,5.365079365079365,82,1001,2591,3592,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
2005,2004–05,15,Eric Piatkowski,34.0,68,15,64,79,0.22058823529411764,0.9411764705882353,1.161764705882353,82,1001,2591,3592,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
2005,2004–05,2421,Frank Williams,25.0,9,2,4,6,0.2222222222222222,0.4444444444444444,0.6666666666666666,82,1001,2591,3592,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
2005,2004–05,2457,Jannero Pargo,25.0,32,12,35,47,0.375,1.09375,1.46875,82,1001,2591,3592,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
2005,2004–05,2876,Jared Reiner,23.0,19,13,25,38,0.6842105263157895,1.3157894736842106,2.0,82,1001,2591,3592,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
