PLAYER_ID,PLAYER_NAME,GP,MIN,REB
1630639,A.J. Lawson,42,310.9,50
1631260,AJ Green,56,614.2816666666666,64
1631100,AJ Griffin,20,170.73,18
203932,Aaron Gordon,73,2296.81,471
1628988,Aaron Holiday,78,1269.2966666666666,123
1630174,Aaron Nesmith,72,1994.655,275
1630598,Aaron Wiggins,78,1227.9383333333333,186
1641745,Adam Flagler,2,14.016666666666667,0
1641766,Adama Sanogo,9,65.76166666666667,36
1629678,Admiral Schofield,23,84.35833333333333,17
201143,Al Horford,65,1739.7966666666666,413
202692,Alec Burks,66,1211.545,150
1630197,Aleksej Pokusevski,28,405.3833333333333,89
1627936,Alex Caruso,71,2040.3433333333332,273
1641788,Alex Fudge,6,40.21666666666667,5
203458,Alex Len,48,444.245,128
1631214,Alondes Williams,7,15.595,1
1630578,Alperen Sengun,63,2045.635,589
1641735,Amari Bailey,10,64.63333333333334,9
1641708,Amen Thompson,62,1388.5316666666668,409
1629599,Amir Coffey,70,1460.5966666666666,148
203083,Andre Drummond,79,1351.2516666666668,708
1641748,Andre Jackson Jr.,57,572.3283333333334,113
1641847,Andrew Funk,5,13.4,0
1629614,Andrew Nembhard,68,1696.685,141
203952,Andrew Wiggins,71,1920.4483333333333,321
1629014,Anfernee Simons,46,1581.7433333333333,167
1641710,Anthony Black,69,1164.21,139
203076,Anthony Davis,76,2700.2433333333333,961
1630162,Anthony Edwards,79,2770.383333333333,430
1630264,Anthony Gill,50,466.49666666666667,94
1629717,Armoni Brooks,10,104.02333333333333,18
1630204,Ashton Hagans,19,315.57166666666666,45
1641709,Ausar Thompson,63,1582.805,402
1630559,Austin Reaves,82,2628.95,352
1630245,Ayo Dosunmu,76,2212.4683333333332,216
1628389,Bam Adebayo,71,2416.4733333333334,737
1641767,Ben Sheppard,57,814.26,89
1627732,Ben Simmons,15,358.9166666666667,119
1631097,Bennedict Mathurin,59,1538.39,234
1641731,Bilal Coulibaly,63,1715.25,256
202687,Bismack Biyombo,40,791.4616666666667,209
1631104,Blake Wesley,61,875.925,94
1626246,Boban Marjanovic,14,70.91,32
1626171,Bobby Portis,82,2008.1666666666667,607
203992,Bogdan Bogdanović,79,2401.4083333333333,272
202711,Bojan Bogdanovic,57,1478.0033333333333,152
1629626,Bol Bol,43,469.0283333333333,137
1630538,Bones Hyland,37,540.21,55
203078,Bradley Beal,53,1766.7333333333333,232
1641764,Brandin Podziemski,74,1968.2533333333333,427
1630527,Brandon Boston,32,345.1716666666667,52
1629634,Brandon Clarke,6,134.31833333333333,32
1627742,Brandon Ingram,64,2102.68,324
1641706,Brandon Miller,74,2382.963333333333,315
1630314,Brandon Williams,17,112.87,13
1630296,Braxton Key,20,59.983333333333334,18
1641729,Brice Sensabaugh,32,584.3633333333333,102
201572,Brook Lopez,79,2411.1516666666666,409
1628971,Bruce Brown,67,1865.3666666666666,284
1628981,Bruno Fernando,45,682.3033333333333,193
1631121,Bryce McGowens,59,881.595,102
1631205,Buddy Boeheim,10,84.00166666666667,10
1627741,Buddy Hield,84,2159.8883333333333,269
203468,CJ McCollum,66,2158.536666666667,286
1630595,Cade Cunningham,62,2074.225,268
1631216,Caleb Houstan,59,815.335,84
1628997,Caleb Martin,64,1756.5533333333333,281
1629629,Cam Reddish,48,984.0616666666666,99
