season_end_year,season,player_id,player,age,games,offensive_rebounds,defensive_rebounds,rebounds,offensive_rebounds_per_game,defensive_rebounds_per_game,rebounds_per_game,team_games,team_offensive_rebounds,team_defensive_rebounds,team_rebounds,player_source_url,team_source_url
2006,2005–06,2804,Andres Nocioni,26.0,82,89,411,500,1.0853658536585367,5.012195121951219,6.097560975609756,82,906,2602,3508,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741
2006,2005–06,2732,Ben Gordon,23.0,80,43,176,219,0.5375,2.2,2.7375,82,906,2602,3508,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741
2006,2005–06,2768,Chris Duhon,23.0,74,28,192,220,0.3783783783783784,2.5945945945945947,2.972972972972973,82,906,2602,3508,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741
2006,2005–06,2443,Darius Songaila,28.0,62,76,170,246,1.2258064516129032,2.7419354838709675,3.967741935483871,82,906,2602,3508,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741
2006,2005–06,101188,Eddie Basden,23.0,19,7,21,28,0.3684210526315789,1.105263157894737,1.4736842105263157,82,906,2602,3508,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741
2006,2005–06,15,Eric Piatkowski,35.0,29,4,19,23,0.13793103448275862,0.6551724137931034,0.7931034482758621,82,906,2602,3508,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741
2006,2005–06,2839,James Thomas,25.0,7,4,4,8,0.5714285714285714,0.5714285714285714,1.1428571428571428,82,906,2602,3508,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741
2006,2005–06,2457,Jannero Pargo,26.0,57,8,53,61,0.14035087719298245,0.9298245614035088,1.0701754385964912,82,906,2602,3508,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741
2006,2005–06,2550,Kirk Hinrich,25.0,81,29,259,288,0.35802469135802467,3.197530864197531,3.5555555555555554,82,906,2602,3508,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741
2006,2005–06,101195,Luke Schenscher,24.0,20,8,21,29,0.4,1.05,1.45,82,906,2602,3508,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2005-06&SeasonType=Regular%20Season&TeamID=1610612741
