PLAYER_ID,PLAYER_NAME,GP,MIN,REB
2062,A.J. Guyton,45,603.93,44
243,Aaron McKie,48,1469.0133333333333,192
1425,Aaron Williams,82,1549.9183333333333,339
1502,Adonal Foyle,79,1485.29,384
1559,Adrian Griffin,58,1386.62,229
1733,Al Harrington,44,1309.385,276
673,Alan Henderson,26,422.865,97
275,Allan Houston,77,2915.17,252
947,Allen Iverson,60,2624.165,269
297,Alonzo Mourning,75,2453.2233333333334,632
2228,Alton Ford,53,449.705,107
2264,Alvin Jones,23,124.57333333333334,36
1541,Alvin Williams,82,2932.87,281
1043,Amal McCaskill,27,153.22166666666666,36
1889,Andre Miller,81,3019.3316666666665,379
1905,Andrei Kirilenko,82,2153.6133333333332,402
692,Andrew DeClercq,61,634.5433333333333,163
358,Anfernee Hardaway,80,2464.8733333333334,350
1738,Ansu Sesay,9,141.07666666666665,20
1712,Antawn Jamison,82,3033.31,556
1853,Anthony Carter,46,1050.4883333333332,117
1533,Anthony Johnson,34,366.0683333333333,29
193,Anthony Mason,82,3139.7433333333333,646
324,Anthony Peeler,82,2060.391666666667,206
952,Antoine Walker,81,3406.435,714
1498,Antonio Daniels,82,2169.815,176
213,Antonio Davis,77,2976.945,740
176,Antonio Harvey,5,47.58833333333333,9
686,Antonio McDyess,10,235.06833333333333,55
2238,Antonis Fotsis,28,317.35,62
1609,Art Long,63,988.665,251
1506,Austin Croshere,76,1282.7233333333334,294
422,Avery Johnson,68,1353.5183333333334,69
1884,Baron Davis,82,3319.765,349
1112,Ben Wallace,80,2918.931666666667,1039
902,Bimbo Coles,47,693.685,55
448,Bo Outlaw,83,1928.595,364
682,Bob Sura,78,1783.7466666666667,256
1517,Bobby Jackson,81,1752.7916666666667,251
2250,Bobby Simmons,30,339.69666666666666,52
1719,Bonzi Wells,74,2350.475,444
1802,Brad Miller,76,2264.075,621
2220,Brandon Armstrong,35,194.78833333333333,16
2217,Brendan Haywood,62,1266.54,322
699,Brent Barry,81,3038.235,441
85,Brent Price,20,88.695,8
1510,Brevin Knight,53,1149.3166666666666,109
2073,Brian Cardinal,8,42.583333333333336,6
258,Brian Grant,72,2256.3783333333336,575
2243,Brian Scalabrine,28,291.41333333333336,51
216,Brian Shaw,58,628.1316666666667,112
1730,Brian Skinner,65,1107.8783333333333,281
1477,Bruce Bowen,59,1699.02,162
1743,Bruno Sundov,22,84.96833333333333,21
179,Bryant Stith,50,663.2216666666667,85
1724,Bryce Drew,61,771.6733333333333,72
935,Bryon Russell,66,1998.4616666666666,295
1898,Cal Bowdler,52,584.645,110
384,Calbert Cheaney,68,1637.3733333333332,240
1916,Calvin Booth,15,278.02,54
2306,Carlos Arroyo,37,369.93833333333333,40
435,Carlos Rogers,22,168.79,38
1538,Cedric Henderson,12,69.46666666666667,3
891,Charles Oakley,57,1384.435,343
1520,Charles Smith,60,1143.4166666666667,133
2294,Charlie Bell,7,41.99166666666667,5
369,Charlie Ward,63,1057.48,127
1497,Chauncey Billups,82,2355.935,226
685,Cherokee Parks,42,232.71333333333334,58
2365,Chris Andersen,24,260.65833333333336,76
164,Chris Childs,69,1578.8783333333333,154
1544,Chris Crawford,7,131.05,25
201,Chris Dudley,43,326.93666666666667,80
423,Chris Gatling,54,810.1066666666667,206
2036,Chris Mihm,74,1657.5816666666667,392
168,Chris Mills,66,1235.5033333333333,190
185,Chris Webber,54,2072.32,546
43,Chris Whitney,82,2171.1316666666667,152
363,Christian Laettner,57,1443.9883333333332,301
1088,Chucky Atkins,79,2280.545,158
359,Chucky Brown,18,91.98,33
221,Clar. Weatherspoon,56,1725.8983333333333,460
361,Clifford Robinson,80,2854.6716666666666,387
1894,Corey Maggette,63,1616.74,231
916,Corie Blount,72,1429.545,368
722,Corliss Williamson,78,1707.23,320
2042,Courtney Alexander,56,1323.14,148
1749,Cuttino Mobley,74,3115.8016666666667,300
905,Dale Davis,78,2446.366666666667,688
2053,Dalibor Bagaric,50,634.8816666666667,162
1800,Damon Jones,67,1088.7,103
757,Damon Stoudamire,75,2793.278333333333,292
2245,Damone Brown,17,63.785,4
2061,Dan Langhi,34,433.19166666666666,67
105,Dan Majerle,65,1182.5866666666666,176
344,Dana Barros,29,586.0733333333334,57
2091,Daniel Santiago,3,24.316666666666666,7
198,Danny Ferry,50,798.7666666666667,90
1504,Danny Fortson,77,2219.346666666667,899
330,Danny Manning,41,553.9383333333334,108
2032,Darius Miles,82,2225.0383333333334,453
353,Darrell Armstrong,82,2733.3216666666667,319
239,Darrick Martin,3,22.413333333333334,1
1032,Darvin Ham,70,1206.9133333333334,202
764,David Robinson,78,2305.2266666666665,647
133,David Wesley,67,2490.366666666667,143
2205,DeSagana Diop,18,109.49833333333333,17
2052,DeShawn Stevenson,67,1131.1933333333334,131
1051,Dean Garrett,34,180.68166666666667,57
2352,Dean Oliver,20,138.97,8
244,Dee Brown,7,65.81666666666666,9
209,Dell Curry,56,884.9483333333334,81
2035,DerMarr Johnson,72,1722.395,247
1507,Derek Anderson,70,1855.9366666666667,189
965,Derek Fisher,70,1974.8133333333333,146
934,Derrick Coleman,58,2080.633333333333,509
1760,Derrick Dial,32,298.68,56
365,Derrick McKey,41,783.12,127
2046,Desmond Mason,75,2418.048333333333,351
1904,Devean George,82,1762.5083333333334,303
54,Dickey Simpkins,1,2.7666666666666666,0
87,Dikembe Mutombo,80,2905.63,863
1901,Dion Glover,55,1156.1816666666666,169
1717,Dirk Nowitzki,76,2890.955,755
690,Don Reid,68,712.7083333333334,176
2051,Donnell Harvey,47,844.4416666666667,227
681,Donny Marshall,20,118.55333333333333,21
923,Donyell Marshall,58,1749.1783333333333,443
57,Doug Christie,81,2796.0516666666667,374
77,Doug Overton,18,131.44333333333333,12
1863,Earl Boykins,68,761.745,54
2248,Earl Watson,64,965.3983333333333,83
2109,Eddie Gill,23,381.01666666666665,28
2204,Eddie Griffin,73,1895.4766666666667,416
2067,Eddie House,64,1230.37,110
224,Eddie Jones,81,3155.2183333333332,378
1944,Eddie Robinson,29,652.2233333333334,78
2201,Eddy Curry,72,1150.7783333333334,272
2059,Eduardo Najera,62,1351.3816666666667,342
922,Elden Campbell,77,2158.068333333333,530
695,Eldridge Recasner,6,32.888333333333335,0
386,Elliot Perry,2,47.6,4
1882,Elton Brand,80,3016.25,925
1023,Emanual Davis,28,775.0166666666667,74
376,Eric Montross,49,656.0966666666667,140
15,Eric Piatkowski,71,1716.6533333333334,184
727,Eric Snow,61,2225.258333333333,215
677,Eric Williams,74,1749.8983333333333,221
2057,Erick Barkley,19,226.37333333333333,18
956,Erick Dampier,73,1736.745,387
1065,Erick Strickland,79,1640.0316666666668,213
2081,Ernest Brown,3,21.43,6
911,Ervin Johnson,81,1659.1016666666667,466
2041,Etan Thomas,47,620.485,181
1915,Evan Eschmeyer,31,299.12333333333333,98
1732,Felipe Lopez,67,573.1533333333333,80
280,Felton Spencer,32,248.19166666666666,50
697,Fred Hoiberg,79,1406.4083333333333,210
56,Gary Payton,82,3297.1433333333334,396
718,Gary Trent,64,1141.4316666666666,270
248,George Lynch,45,892.8216666666667,186
45,George McCloud,69,1831.8616666666667,251
2222,Gerald Wallace,54,431.71666666666664,89
2240,Gilbert Arenas,47,1152.145,132
779,Glen Rice,20,606.5366666666666,47
299,Glenn Robinson,66,2347.625,406
255,Grant Hill,14,513.5566666666666,125
3,Grant Long,66,1868.1016666666667,231
21,Greg Anthony,60,1513.0316666666668,132
1761,Greg Buckner,44,884.8166666666667,173
323,Greg Foster,6,25.016666666666666,8
731,Greg Ostertag,74,1110.0333333333333,313
165,Hakeem Olajuwon,61,1374.51,366
2069,Hanno Mottola,82,1368.4183333333333,268
1942,Harold Jamison,25,177.05666666666667,39
2045,Hedo Turkoglu,80,1969.3,363
270,Horace Grant,76,2211.463333333333,481
458,Howard Eisley,39,610.205,49
93,Hubert Davis,51,1231.765,77
1134,Ike Austin,21,306.47,71
1829,Ike Fontaine,6,76.005,5
1085,Ira Bowman,3,29.116666666666667,1
1956,Ira Newble,42,1274.4583333333333,222
375,Isaiah Rider,10,173.66333333333333,33
2074,Jabari Smith,23,180.68166666666667,28
1521,Jacque Vaughn,82,1855.4983333333332,168
1751,Jahidi White,71,1347.0633333333333,444
2054,Jake Tsakalidis,67,1584.5466666666666,374
2063,Jake Voskuhl,59,900.9633333333334,250
147,Jalen Rose,83,3155.568333333333,373
2048,Jamaal Magloire,82,1552.0366666666666,460
2224,Jamaal Tinsley,80,2443.415,298
2037,Jamal Crawford,23,481.705,34
469,Jamal Mashburn,40,1596.3983333333333,242
1899,James Posey,73,2242.615,429
2249,Jamison Brewer,13,41.43333333333333,8
1114,Jaren Jackson,9,143.94833333333332,17
2260,Jarron Collins,70,1444.6616666666666,296
679,Jason Caffey,23,284.815,50
2044,Jason Collier,25,363.025,82
2215,Jason Collins,77,1403.1083333333333,301
2078,Jason Hart,10,92.57333333333334,13
467,Jason Kidd,82,3056.0216666666665,595
2202,Jason Richardson,80,2627.845,340
1891,Jason Terry,78,2967.53,270
1715,Jason Williams,65,2237.6466666666665,195
1902,Jeff Foster,82,1784.6066666666666,556
976,Jeff McInnis,81,3031.7033333333334,213
2244,Jeff Trepagnier,12,76.11,12
1741,Jelani McCoy,21,104.11666666666666,25
1983,Jermaine Jackson,24,277.995,27
979,Jermaine O'Neal,72,2707.8566666666666,757
1744,Jerome James,56,951.7283333333334,232
2040,Jerome Moiso,15,74.58833333333334,25
966,Jerome Williams,68,1636.26,386
711,Jerry Stackhouse,76,2685.9983333333334,315
2219,Jeryl Sasser,7,34.211666666666666,7
754,Jim Jackson,55,1823.5166666666667,290
2343,Joe Crispin,21,154.45833333333334,11
2207,Joe Johnson,77,1916.7366666666667,257
693,Joe Smith,72,1925.1166666666666,453
2038,Joel Przybilla,71,1126.0783333333334,283
680,John Amaechi,54,586.035,109
180,John Crotty,41,799.4516666666667,75
317,John Starks,66,930.3533333333334,68
304,John Stockton,82,2569.665,263
961,John Wallace,46,485.04,85
271,Johnny Newman,47,724.9266666666666,49
468,Jon Barry,82,1989.3016666666667,234
1886,Jonathan Bender,78,1646.215,244
2218,Joseph Forte,8,38.028333333333336,6
146,Jud Buechler,66,678.72,116
1908,Jumaine Jones,81,2143.2166666666667,490
436,Juwan Howard,81,2634.2633333333333,612
252,Karl Malone,80,3037.535,686
2208,Kedrick Brown,29,245.14166666666668,50
1496,Keith Van Horn,81,2461.685,609
1509,Kelvin Cato,75,1918.6416666666667,525
383,Kendall Gill,65,1414.5933333333332,184
72,Kenny Anderson,76,2427.47,275
2261,Kenny Satterfield,36,559.8583333333333,52
1903,Kenny Thomas,72,2481.423333333333,516
2030,Kenyon Martin,73,2504.786666666667,388
1721,Keon Clark,81,2186.8083333333334,603
954,Kerry Kittles,82,2598.63,275
708,Kevin Garnett,81,3171.4783333333335,981
1563,Kevin Ollie,81,1724.36,184
788,Kevin Willis,52,866.3383333333334,299
2039,Keyon Dooling,14,157.09833333333333,3
2213,Kirk Haston,15,77.25,20
