loc_x,loc_y,shot_distance,shot_made,shot_type
-2,-3,0,True,2PT
-10,7,1,True,2PT
6,10,1,False,2PT
0,0,0,True,2PT
-12,4,1,False,2PT
42,256,25,False,3PT
51,8,5,False,2PT
9,4,0,True,2PT
11,5,1,True,2PT
-103,109,14,False,2PT
-156,210,26,True,3PT
4,8,0,True,2PT
-137,253,28,True,3PT
119,237,26,False,3PT
