loc_x,loc_y,shot_distance,shot_made,shot_type
9,275,27,True,3PT
119,221,25,False,3PT
-243,13,24,False,3PT
237,-10,23,False,3PT
-233,27,23,True,3PT
-26,105,10,False,2PT
29,4,2,True,2PT
-11,257,25,True,3PT
-37,169,17,True,2PT
-232,15,23,False,3PT
-9,13,1,True,2PT
-13,0,1,True,2PT
146,214,25,False,3PT
-49,260,26,False,3PT
0,0,0,True,2PT
-164,213,26,True,3PT
34,271,27,False,3PT
-119,224,25,True,3PT
-20,13,2,True,2PT
169,211,27,True,3PT
-7,1,0,True,2PT
190,184,26,True,3PT
-7,9,1,True,2PT
162,197,25,False,3PT
-74,246,25,False,3PT
-2,8,0,True,2PT
80,13,8,True,2PT
-86,162,18,True,2PT
7,32,3,False,2PT
161,192,25,False,3PT
9,257,25,True,3PT
126,216,25,False,3PT
-203,138,24,False,3PT
-233,1,23,False,3PT
12,8,1,False,2PT
22,20,2,False,2PT
-9,6,1,False,2PT
-129,242,27,True,3PT
-131,218,25,True,3PT
138,234,27,False,3PT
-181,167,24,True,3PT
-4,3,0,True,2PT
154,201,25,False,3PT
17,11,2,False,2PT
167,195,25,False,3PT
142,142,20,False,2PT
-11,15,1,False,2PT
-208,144,25,True,3PT
-201,155,25,False,3PT
6,47,4,True,2PT
1,4,0,True,2PT
15,253,25,True,3PT
-86,244,25,False,3PT
-88,245,26,False,3PT
4,3,0,False,2PT
-2,8,0,True,2PT
16,264,26,True,3PT
-142,248,28,False,3PT
-108,260,28,False,3PT
-127,230,26,True,3PT
-15,12,1,False,2PT
2,42,4,False,2PT
78,252,26,False,3PT
-4,56,5,False,2PT
-113,252,27,False,3PT
31,41,5,False,2PT
2,47,4,True,2PT
16,59,6,False,2PT
-232,44,23,False,3PT
233,76,24,True,3PT
17,36,3,True,2PT
143,225,26,False,3PT
-31,29,4,True,2PT
-235,53,24,True,3PT
-69,52,8,True,2PT
6,32,3,True,2PT
130,221,25,False,3PT
34,60,6,True,2PT
90,29,9,False,2PT
59,51,7,True,2PT
-175,197,26,True,3PT
-1,10,1,True,2PT
156,229,27,True,3PT
-186,182,26,False,3PT
116,223,25,False,3PT
9,24,2,True,2PT
16,9,1,True,2PT
-175,178,24,False,3PT
-26,29,3,True,2PT
-224,43,22,False,3PT
229,85,24,False,3PT
4,6,0,True,2PT
225,79,23,False,3PT
-13,10,1,True,2PT
21,262,26,False,3PT
137,236,27,True,3PT
-37,51,6,False,2PT
241,32,24,True,3PT
5,63,6,True,2PT
175,221,28,True,3PT
138,227,26,False,3PT
-238,31,24,False,3PT
18,20,2,False,2PT
18,30,3,True,2PT
167,199,25,False,3PT
176,197,26,False,3PT
-202,152,25,False,3PT
18,5,1,True,2PT
-225,-1,22,True,3PT
5,16,1,True,2PT
169,201,26,True,3PT
-170,195,25,True,3PT
59,109,12,False,2PT
-12,65,6,False,2PT
-233,99,25,False,3PT
-16,298,29,True,3PT
-1,50,5,False,2PT
-39,47,6,False,2PT
-132,238,27,False,3PT
-123,254,28,False,3PT
-170,197,26,False,3PT
-11,264,26,False,3PT
28,12,3,False,2PT
-65,41,7,False,2PT
-104,230,25,False,3PT
-178,191,26,True,3PT
-151,225,27,False,3PT
-18,147,14,True,2PT
-6,90,9,False,2PT
2,27,2,True,2PT
43,29,5,False,2PT
-168,178,24,False,3PT
5,20,2,True,2PT
-76,252,26,False,3PT
-17,10,1,True,2PT
-108,242,26,False,3PT
233,64,24,False,3PT
228,59,23,True,3PT
192,161,25,False,3PT
-146,205,25,False,3PT
-16,21,2,True,2PT
17,248,24,False,3PT
212,129,24,False,3PT
-4,-1,0,True,2PT
-199,150,24,True,3PT
20,78,8,True,2PT
10,20,2,False,2PT
-234,11,23,True,3PT
7,1,0,True,2PT
-67,274,28,False,3PT
-159,204,25,True,3PT
-10,269,26,False,3PT
229,46,23,True,3PT
1,22,2,True,2PT
-153,214,26,False,3PT
-138,226,26,False,3PT
-164,202,26,False,3PT
-224,46,22,True,3PT
0,0,0,True,2PT
2,13,1,True,2PT
47,16,4,False,2PT
230,17,23,False,3PT
-178,23,17,False,2PT
-151,209,25,True,3PT
-194,186,26,True,3PT
10,11,1,False,2PT
0,0,0,True,2PT
-138,216,25,False,3PT
-230,115,25,False,3PT
-4,6,0,False,2PT
-15,8,1,False,2PT
234,31,23,True,3PT
181,183,25,False,3PT
21,2,2,True,2PT
-7,252,25,False,3PT
0,0,0,True,2PT
-237,18,23,False,3PT
-186,180,25,True,3PT
-157,204,25,False,3PT
91,237,25,False,3PT
-4,-1,0,True,2PT
152,202,25,False,3PT
49,253,25,True,3PT
55,253,25,False,3PT
9,8,1,True,2PT
-60,27,6,False,2PT
-225,35,22,False,3PT
-6,5,0,True,2PT
-181,171,24,False,3PT
221,-16,22,True,3PT
