hex_center_x,hex_center_y,exact_bulls_fga,displayed,low_volume_gray,nearby_bulls_fga,nearby_bulls_fg_pct,nearby_nba_fga,nearby_nba_fg_pct,bulls_vs_nba_fg_pct_points,color_rated,color_band,size_cap_fga,radius_fraction
-236.1111,247.5000,0,False,False,3,0.0000,111,25.2252,-25.2252,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-236.1111,282.5000,0,False,False,0,,18,5.5556,,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-208.3333,-32.5000,0,False,False,240,33.3333,4650,39.2258,-5.8925,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-208.3333,2.5000,7,True,False,393,35.6234,10167,39.1659,-3.5425,True,below,127.0250,0.2500
-208.3333,37.5000,4,True,False,275,36.0000,8971,38.6133,-2.6133,True,below,127.0250,0.2500
-208.3333,72.5000,3,True,False,139,33.8129,4312,37.9870,-4.1741,True,below,127.0250,0.2500
-208.3333,107.5000,5,True,False,150,35.3333,4536,36.9929,-1.6596,True,approximately average,127.0250,0.2500
-208.3333,142.5000,41,True,False,200,33.0000,6815,36.8305,-3.8305,True,below,127.0250,0.5681
-208.3333,177.5000,10,True,False,244,33.6066,8466,35.9792,-2.3727,True,approximately average,127.0250,0.2806
-208.3333,212.5000,2,False,False,130,41.5385,5268,34.2445,7.2940,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-208.3333,247.5000,0,False,False,16,37.5000,872,32.4541,5.0459,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-208.3333,282.5000,0,False,False,5,0.0000,135,25.9259,-25.9259,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-180.5556,-32.5000,0,False,False,9,44.4444,440,40.4545,3.9899,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-180.5556,2.5000,2,False,False,55,49.0909,1716,39.1608,9.9301,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-180.5556,37.5000,1,False,False,28,42.8571,1415,40.6360,2.2211,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-180.5556,72.5000,0,False,False,28,39.2857,921,37.8936,1.3921,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-180.5556,107.5000,1,False,False,82,39.0244,2118,36.0246,2.9998,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-180.5556,142.5000,2,False,False,208,32.6923,6911,36.5649,-3.8726,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-180.5556,177.5000,76,True,False,362,38.9503,11114,35.9547,2.9956,True,above,127.0250,0.7735
-180.5556,212.5000,10,True,False,418,37.7990,11665,34.9679,2.8312,True,above,127.0250,0.2806
-180.5556,247.5000,3,True,False,121,36.3636,4055,33.6868,2.6768,True,above,127.0250,0.2500
-180.5556,282.5000,1,False,False,12,16.6667,515,32.4272,-15.7605,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-152.7778,-32.5000,0,False,False,9,55.5556,519,40.2697,15.2858,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-152.7778,2.5000,4,True,False,22,45.4545,1626,42.2509,3.2036,True,above,127.0250,0.2500
-152.7778,37.5000,0,False,False,28,42.8571,1913,41.0873,1.7698,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-152.7778,72.5000,2,False,False,16,25.0000,1413,37.7919,-12.7919,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-152.7778,107.5000,1,False,False,20,40.0000,1366,35.9444,4.0556,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-152.7778,142.5000,0,False,False,75,29.3333,2724,36.8576,-7.5242,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-152.7778,177.5000,8,True,False,389,39.3316,10611,35.7553,3.5763,True,above,127.0250,0.2510
-152.7778,212.5000,109,True,False,530,35.6604,13684,34.9459,0.7145,True,approximately average,127.0250,0.9263
-152.7778,247.5000,10,True,False,377,37.1353,9669,34.5537,2.5816,True,above,127.0250,0.2806
-152.7778,282.5000,1,False,False,45,31.1111,1407,31.6986,-0.5875,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-125.0000,-32.5000,0,False,False,11,54.5455,731,41.7237,12.8218,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-125.0000,2.5000,5,True,False,36,50.0000,2330,42.8326,7.1674,True,above,127.0250,0.2500
-125.0000,37.5000,6,True,False,46,41.3043,3117,42.2842,-0.9799,True,approximately average,127.0250,0.2500
-125.0000,72.5000,2,False,False,39,28.2051,2489,38.9715,-10.7663,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-125.0000,107.5000,4,True,False,37,29.7297,2402,38.8843,-9.1545,True,well below,127.0250,0.2500
-125.0000,142.5000,3,True,False,30,33.3333,2265,39.3819,-6.0486,True,below,127.0250,0.2500
-125.0000,177.5000,1,False,False,244,37.7049,5963,36.5085,1.1964,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-125.0000,212.5000,67,True,False,534,37.0787,12686,35.0623,2.0164,True,approximately average,127.0250,0.7263
-125.0000,247.5000,42,True,False,468,35.2564,11484,34.6047,0.6517,True,approximately average,127.0250,0.5750
-125.0000,282.5000,0,False,False,104,34.6154,3090,33.2039,1.4115,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-97.2222,-32.5000,0,False,False,12,50.0000,706,42.0680,7.9320,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-97.2222,2.5000,5,True,False,68,35.2941,3142,42.4889,-7.1947,True,below,127.0250,0.2500
-97.2222,37.5000,4,True,False,98,41.8367,4744,42.3272,-0.4904,True,approximately average,127.0250,0.2500
-97.2222,72.5000,4,True,False,82,43.9024,4149,41.5763,2.3262,True,approximately average,127.0250,0.2500
-97.2222,107.5000,10,True,False,53,32.0755,3909,41.1870,-9.1115,True,well below,127.0250,0.2806
-97.2222,142.5000,2,False,False,45,35.5556,3432,41.2005,-5.6449,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-97.2222,177.5000,0,False,False,49,28.5714,2355,39.4480,-10.8766,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-97.2222,212.5000,4,True,False,381,37.0079,9261,35.1042,1.9037,True,approximately average,127.0250,0.2500
-97.2222,247.5000,65,True,False,429,37.0629,10652,34.8479,2.2150,True,approximately average,127.0250,0.7153
-97.2222,282.5000,3,True,False,183,37.1585,4899,33.1904,3.9680,True,above,127.0250,0.2500
-69.4444,-32.5000,0,False,False,20,40.0000,850,43.6471,-3.6471,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-69.4444,2.5000,10,True,False,214,44.3925,7940,46.4861,-2.0936,True,approximately average,127.0250,0.2806
-69.4444,37.5000,21,True,False,273,40.2930,10461,42.6728,-2.3797,True,approximately average,127.0250,0.4066
-69.4444,72.5000,12,True,False,163,42.3313,7528,42.9596,-0.6283,True,approximately average,127.0250,0.3074
-69.4444,107.5000,5,True,False,97,44.3299,6000,44.7167,-0.3868,True,approximately average,127.0250,0.2500
-69.4444,142.5000,5,True,False,57,45.6140,4577,44.3085,1.3055,True,approximately average,127.0250,0.2500
-69.4444,177.5000,5,True,False,36,41.6667,2462,41.1454,0.5213,True,approximately average,127.0250,0.2500
-69.4444,212.5000,4,True,False,229,39.7380,5544,36.7244,3.0136,True,above,127.0250,0.2500
-69.4444,247.5000,63,True,False,360,36.9444,9115,35.3264,1.6181,True,approximately average,127.0250,0.7042
-69.4444,282.5000,9,True,False,231,37.6623,5978,34.7942,2.8681,True,above,127.0250,0.2662
-41.6667,-32.5000,0,False,False,165,59.3939,4791,61.4068,-2.0129,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-41.6667,2.5000,36,True,False,1584,62.6894,39856,64.3466,-1.6573,True,approximately average,127.0250,0.5324
-41.6667,37.5000,49,True,False,1119,50.1340,31814,54.2057,-4.0716,True,below,127.0250,0.6211
-41.6667,72.5000,20,True,False,418,42.8230,14774,44.7069,-1.8840,True,approximately average,127.0250,0.3968
-41.6667,107.5000,9,True,False,184,49.4565,9187,45.6188,3.8377,True,above,127.0250,0.2662
-41.6667,142.5000,5,True,False,88,45.4545,6069,45.6253,-0.1708,True,approximately average,127.0250,0.2500
-41.6667,177.5000,3,True,False,44,36.3636,2889,41.7099,-5.3463,True,below,127.0250,0.2500
-41.6667,212.5000,3,True,False,102,32.3529,3436,38.3877,-6.0347,True,below,127.0250,0.2500
-41.6667,247.5000,45,True,False,317,36.9085,8676,35.8806,1.0279,True,approximately average,127.0250,0.5952
-41.6667,282.5000,10,True,False,255,37.2549,7039,35.4454,1.8095,True,approximately average,127.0250,0.2806
-13.8889,-32.5000,2,False,False,1149,70.8442,25735,72.9435,-2.0992,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-13.8889,2.5000,551,True,False,2684,62.7049,65230,65.7581,-3.0532,True,below,127.0250,1.0000
-13.8889,37.5000,96,True,False,2872,60.2019,71784,62.3078,-2.1058,True,approximately average,127.0250,0.8693
-13.8889,72.5000,72,True,False,669,46.4873,23040,47.0269,-0.5396,True,approximately average,127.0250,0.7529
-13.8889,107.5000,24,True,False,322,48.4472,12801,46.4807,1.9665,True,approximately average,127.0250,0.4347
-13.8889,142.5000,13,True,False,134,52.9851,7405,46.3065,6.6785,True,above,127.0250,0.3199
-13.8889,177.5000,2,False,False,58,39.6552,3526,43.5337,-3.8786,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-13.8889,212.5000,2,False,False,81,34.5679,3171,38.3475,-3.7796,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
-13.8889,247.5000,32,True,False,358,35.1955,8984,36.0307,-0.8352,True,approximately average,127.0250,0.5019
-13.8889,282.5000,18,True,False,321,35.8255,8062,35.5495,0.2761,True,approximately average,127.0250,0.3764
13.8889,-32.5000,1,False,False,1199,72.5605,26597,73.2752,-0.7147,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
13.8889,2.5000,818,True,False,2731,61.8089,66077,65.6855,-3.8766,True,below,127.0250,1.0000
13.8889,37.5000,121,True,False,2954,59.2079,73317,62.0716,-2.8637,True,below,127.0250,0.9760
13.8889,72.5000,59,True,False,717,46.4435,23782,46.6992,-0.2557,True,approximately average,127.0250,0.6815
13.8889,107.5000,28,True,False,329,49.2401,13169,46.3513,2.8888,True,above,127.0250,0.4695
13.8889,142.5000,7,True,False,126,52.3810,7460,46.4745,5.9064,True,above,127.0250,0.2500
13.8889,177.5000,4,True,False,48,41.6667,3489,44.0527,-2.3861,True,approximately average,127.0250,0.2500
13.8889,212.5000,3,True,False,103,31.0680,3190,38.3386,-7.2706,True,below,127.0250,0.2500
13.8889,247.5000,64,True,False,358,36.3128,8959,36.0196,0.2932,True,approximately average,127.0250,0.7098
13.8889,282.5000,18,True,False,324,36.1111,8041,35.5180,0.5931,True,approximately average,127.0250,0.3764
41.6667,-32.5000,0,False,False,201,55.7214,5021,61.6610,-5.9396,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
41.6667,2.5000,57,True,False,1806,61.3511,43815,64.7130,-3.3619,True,below,127.0250,0.6699
41.6667,37.5000,66,True,False,1334,50.0750,35921,55.0207,-4.9458,True,below,127.0250,0.7208
41.6667,72.5000,27,True,False,454,45.3744,16397,44.4167,0.9578,True,approximately average,127.0250,0.4610
41.6667,107.5000,12,True,False,184,48.9130,9744,45.6589,3.2542,True,above,127.0250,0.3074
41.6667,142.5000,2,False,False,75,50.6667,6178,45.0308,5.6359,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
41.6667,177.5000,1,False,False,37,43.2432,2826,43.4183,-0.1750,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
41.6667,212.5000,1,False,False,126,37.3016,3360,36.7560,0.5456,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
41.6667,247.5000,44,True,False,360,35.5556,8711,35.2543,0.3013,True,approximately average,127.0250,0.5885
41.6667,282.5000,4,True,False,290,33.1034,7041,34.6968,-1.5933,True,approximately average,127.0250,0.2500
69.4444,-32.5000,1,False,False,46,36.9565,956,43.0962,-6.1397,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
69.4444,2.5000,21,True,False,318,38.3648,9187,46.9468,-8.5820,True,well below,127.0250,0.4066
69.4444,37.5000,22,True,False,371,39.8922,12283,43.5317,-3.6395,True,below,127.0250,0.4162
69.4444,72.5000,7,True,False,191,41.3613,8624,42.6832,-1.3220,True,approximately average,127.0250,0.2500
69.4444,107.5000,3,True,False,79,36.7089,6508,44.5144,-7.8056,True,well below,127.0250,0.2500
69.4444,142.5000,3,True,False,31,25.8065,4615,43.6403,-17.8339,True,well below,127.0250,0.2500
69.4444,177.5000,1,False,False,19,15.7895,2356,40.0255,-24.2360,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
69.4444,212.5000,3,True,False,210,36.6667,5586,34.5686,2.0981,True,approximately average,127.0250,0.2500
69.4444,247.5000,74,True,False,341,36.3636,9261,34.3375,2.0261,True,approximately average,127.0250,0.7633
69.4444,282.5000,4,True,False,217,34.1014,6211,33.9237,0.1777,True,approximately average,127.0250,0.2500
97.2222,-32.5000,0,False,False,20,45.0000,750,44.2667,0.7333,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
97.2222,2.5000,8,True,False,110,40.0000,3349,43.2368,-3.2368,True,below,127.0250,0.2510
97.2222,37.5000,10,True,False,128,45.3125,5229,42.3025,3.0100,True,above,127.0250,0.2806
97.2222,72.5000,5,True,False,67,50.7463,4520,44.0708,6.6755,True,above,127.0250,0.2500
97.2222,107.5000,2,False,False,35,45.7143,4263,44.1004,1.6139,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
97.2222,142.5000,1,False,False,23,17.3913,3511,42.2102,-24.8189,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
97.2222,177.5000,0,False,False,25,16.0000,2164,37.8466,-21.8466,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
97.2222,212.5000,1,False,False,354,38.7006,9255,34.5651,4.1355,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
97.2222,247.5000,61,True,False,401,36.4090,10847,34.0647,2.3443,True,approximately average,127.0250,0.6930
97.2222,282.5000,4,True,False,148,33.7838,5190,33.0443,0.7395,True,approximately average,127.0250,0.2500
125.0000,-32.5000,0,False,False,14,35.7143,739,44.9256,-9.2113,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
125.0000,2.5000,6,True,False,48,50.0000,2298,43.7772,6.2228,True,above,127.0250,0.2500
125.0000,37.5000,2,False,False,57,56.1404,3075,43.2195,12.9208,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
125.0000,72.5000,2,False,False,36,55.5556,2618,42.7044,12.8512,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
125.0000,107.5000,1,False,False,20,45.0000,2572,43.6236,1.3764,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
125.0000,142.5000,2,False,False,12,8.3333,2301,41.6775,-33.3442,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
125.0000,177.5000,0,False,False,164,34.7561,5121,35.9891,-1.2330,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
125.0000,212.5000,54,True,False,449,35.8575,11804,34.3358,1.5216,True,approximately average,127.0250,0.6520
125.0000,247.5000,24,True,False,406,35.4680,11287,34.0303,1.4377,True,approximately average,127.0250,0.4347
125.0000,282.5000,0,False,False,66,28.7879,2862,32.7044,-3.9165,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
152.7778,-32.5000,0,False,False,8,50.0000,535,42.2430,7.7570,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
152.7778,2.5000,4,True,False,25,60.0000,1509,43.6713,16.3287,True,well above,127.0250,0.2500
152.7778,37.5000,1,False,False,31,64.5161,1789,43.4880,21.0281,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
152.7778,72.5000,2,False,False,16,50.0000,1385,42.0939,7.9061,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
152.7778,107.5000,1,False,False,13,46.1538,1380,43.1159,3.0379,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
152.7778,142.5000,1,False,False,43,27.9070,2311,37.9922,-10.0852,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
152.7778,177.5000,2,False,False,315,30.7937,8750,35.3486,-4.5549,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
152.7778,212.5000,70,True,False,463,32.8294,12007,34.6714,-1.8421,True,approximately average,127.0250,0.7423
152.7778,247.5000,11,True,False,315,33.6508,9088,34.1439,-0.4931,True,approximately average,127.0250,0.2943
152.7778,282.5000,1,False,False,24,12.5000,1174,33.3901,-20.8901,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
180.5556,-32.5000,0,False,False,9,33.3333,326,35.2761,-1.9427,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
180.5556,2.5000,2,False,False,45,60.0000,1462,38.5089,21.4911,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
180.5556,37.5000,1,False,False,33,57.5758,1381,38.2332,19.3426,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
180.5556,72.5000,0,False,False,18,50.0000,929,42.0883,7.9117,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
180.5556,107.5000,0,False,False,39,48.7179,2004,36.9261,11.7918,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
180.5556,142.5000,1,False,False,160,33.1250,5563,36.1136,-2.9886,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
180.5556,177.5000,54,True,False,303,30.3630,8799,35.5950,-5.2319,True,below,127.0250,0.6520
180.5556,212.5000,18,True,False,342,30.9942,9536,34.8993,-3.9052,True,below,127.0250,0.3764
180.5556,247.5000,1,False,False,109,25.6881,3314,33.3736,-7.6855,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
180.5556,282.5000,1,False,False,5,20.0000,391,31.2020,-11.2020,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
208.3333,-32.5000,0,False,False,163,41.7178,3046,38.6408,3.0770,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
208.3333,2.5000,3,True,False,325,40.3077,8522,38.3595,1.9482,True,approximately average,127.0250,0.2500
208.3333,37.5000,3,True,False,285,41.4035,9286,38.8003,2.6032,True,above,127.0250,0.2500
208.3333,72.5000,0,False,False,145,42.0690,5224,38.1891,3.8798,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
208.3333,107.5000,0,False,False,128,37.5000,4557,35.7472,1.7528,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
208.3333,142.5000,30,True,False,153,32.6797,5632,35.6357,-2.9559,True,below,127.0250,0.4860
208.3333,177.5000,13,True,False,209,29.6651,6658,35.3409,-5.6759,True,below,127.0250,0.3199
208.3333,212.5000,1,False,False,149,26.8456,4115,34.8238,-7.9782,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
208.3333,247.5000,0,False,False,17,17.6471,601,32.1131,-14.4661,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
208.3333,282.5000,0,False,False,1,100.0000,106,25.4717,74.5283,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
236.1111,-32.5000,3,True,False,204,40.1961,4116,39.2614,0.9347,True,approximately average,127.0250,0.2500
236.1111,2.5000,119,True,False,341,41.3490,8888,38.7489,2.6001,True,above,127.0250,0.9679
236.1111,37.5000,53,True,False,332,38.8554,10116,38.7307,0.1247,True,approximately average,127.0250,0.6459
236.1111,72.5000,32,True,False,165,42.4242,5928,37.9386,4.4856,True,above,127.0250,0.5019
236.1111,107.5000,17,True,False,121,38.0165,4220,35.7583,2.2582,True,approximately average,127.0250,0.3658
236.1111,142.5000,2,False,False,109,33.9450,4091,35.3214,-1.3765,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
236.1111,177.5000,0,False,False,68,25.0000,2512,35.0717,-10.0717,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
236.1111,212.5000,0,False,False,5,0.0000,410,34.6341,-34.6341,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
236.1111,247.5000,0,False,False,2,0.0000,70,20.0000,-20.0000,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
236.1111,282.5000,0,False,False,0,,15,20.0000,,False,gray: insufficient exact-cell or nearby volume,127.0250,0.0000
